"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716912,"2023-08-21",1,"2023-08-22T01:50:30.208Z","2023-08-22T01:50:38.297Z",TRUE,"pitch","d9f5aef2-13e3-4af7-8320-0d4407c14ee7",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.16,1.49,NA,104.92,198.02,"line_drive","medium","7",87.96,73.12,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Lineout","field_out","Jose Fermin lines out to left fielder Joshua Palacios.",0,1,11,81,"top",9,"2023-08-22T01:50:08.750Z","2023-08-22T01:50:38.297Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,665877,"José Fermín","/api/v1/people/665877","R","Right",663559,"Bailey Falter","/api/v1/people/663559","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.3,80.2,9,2,0.4307,7.8309,25.7968,-19.088,4.4042,7.9869,0.3168,1.5095,-2.9825,-127.1165,-5.8477,0.9325,50.0021,5.3529,7.2149,18,4.8,24,1551,166,95.1,18,327,NA,NA,NA,TRUE,-22.4,13.4,-7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716912,"2023-08-21",0,"2023-08-22T01:50:11.355Z","2023-08-22T01:50:15.096Z",TRUE,"pitch","44f6dca0-cd4c-4b5d-9549-157c7d4fc106",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1082,1.4119,NA,139.72,197.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Lineout","field_out","Jose Fermin lines out to left fielder Joshua Palacios.",0,1,11,81,"top",9,"2023-08-22T01:50:08.750Z","2023-08-22T01:50:38.297Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,665877,"José Fermín","/api/v1/people/665877","R","Right",663559,"Bailey Falter","/api/v1/people/663559","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.8,7,2,0.407,7.7598,29.3219,-14.8059,-0.5241,9.4674,-0.5959,1.5416,-3.9556,-134.6024,-7.4659,0.9609,50.0013,5.4003,-0.9604,6,3.6,24,2063,166,NA,NA,NA,NA,NA,NA,FALSE,-16.2,15.7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716912,"2023-08-21",1,"2023-08-22T01:49:29.836Z","2023-08-22T01:49:42.746Z",TRUE,"pitch","cd84c71e-bb01-4801-9333-8298888fea5a",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.26,1.55,NA,110.34,186.96,"fly_ball","medium","7",72.83,57,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Andrew Knizner flies out to left fielder Joshua Palacios.",0,1,11,80,"top",9,"2023-08-22T01:49:07.456Z","2023-08-22T01:49:42.746Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",663559,"Bailey Falter","/api/v1/people/663559","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.5,71.5,8,2,0.4854,7.5312,20.784,-35.6057,-2.5677,-2.66,0.1748,1.9194,-1.4919,-112.8846,-0.1542,1.1782,50.0046,5.5768,-3.3097,6,10.8,24,2100,300,98,31,375,NA,NA,NA,TRUE,-50,-4.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,680700,"Richie Palacios","/api/v1/people/680700",NA,NA,NA
716912,"2023-08-21",0,"2023-08-22T01:49:11.556Z","2023-08-22T01:49:15.091Z",TRUE,"pitch","9298c53d-f55a-439d-bb34-a1aa48e6f549",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1564,1.4459,NA,113.29,189.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Andrew Knizner flies out to left fielder Joshua Palacios.",0,1,11,80,"top",9,"2023-08-22T01:49:07.456Z","2023-08-22T01:49:42.746Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",663559,"Bailey Falter","/api/v1/people/663559","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.2,79.2,8,2,0.4361,7.7347,24.4827,-17.0474,2.7641,9.4574,0.0973,1.8398,-2.842,-125.4226,-5.3563,0.884,50.0012,5.3857,4.42,12,4.8,24,1559,163,NA,NA,NA,NA,NA,NA,FALSE,-20.5,16.2,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716912,"2023-08-21",4,"2023-08-22T01:48:43.262Z","2023-08-22T01:48:49.965Z",TRUE,"pitch","5085b871-8a50-4bbb-a4e3-478d3fed96c9",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.84,1.84,NA,153.44,173.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jordan Walker strikes out swinging.",0,1,11,79,"top",9,"2023-08-22T01:47:01.462Z","2023-08-22T01:48:49.965Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,691023,"Jordan Walker","/api/v1/people/691023","R","Right",663559,"Bailey Falter","/api/v1/people/663559","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,84.6,13,2,0.4083,7.6535,27.2263,-15.7525,0.7499,8.9984,-0.9559,2.4189,-5.0278,-133.8361,-5.0628,0.8448,50.0048,5.4528,1.3693,1.2,3.6,24,2029,168,NA,NA,NA,NA,NA,NA,TRUE,-16.7,15.5,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,680700,"Richie Palacios","/api/v1/people/680700",NA,NA,NA
716912,"2023-08-21",3,"2023-08-22T01:48:20.196Z","2023-08-22T01:48:23.879Z",TRUE,"pitch","c8139ff3-eaef-4b84-b027-381aece93ed9",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,0,NA,NA,3.7107,1.762,NA,135.74,182.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jordan Walker strikes out swinging.",0,1,11,79,"top",9,"2023-08-22T01:47:01.462Z","2023-08-22T01:48:49.965Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,691023,"Jordan Walker","/api/v1/people/691023","R","Right",663559,"Bailey Falter","/api/v1/people/663559","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,84.8,7,2,0.4081,7.6553,26.3252,-15.6699,1.1123,9.0275,-0.4916,2.0976,-3.9822,-133.7298,-5.7832,0.8662,50.0031,5.3953,2.0343,4.8,3.6,24,1947,169,NA,NA,NA,NA,NA,NA,FALSE,-16.7,15.5,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716912,"2023-08-21",2,"2023-08-22T01:47:49.367Z","2023-08-22T01:47:53.396Z",TRUE,"pitch","96c6bca6-c6ad-48b1-8973-8892299aa621",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,0,NA,NA,3.6848,1.762,NA,129.49,229.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jordan Walker strikes out swinging.",0,1,11,79,"top",9,"2023-08-22T01:47:01.462Z","2023-08-22T01:48:49.965Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,691023,"Jordan Walker","/api/v1/people/691023","R","Right",663559,"Bailey Falter","/api/v1/people/663559","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.9,72.7,13,2,0.4818,7.4078,19.6071,-37.9405,-2.5849,-4.3995,-0.3277,0.3617,-2.518,-113.4313,-3.0578,1.1302,50.0038,5.4885,-3.3876,6,12,24,1959,305,NA,NA,NA,NA,NA,NA,FALSE,-53.3,-8.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716912,"2023-08-21",1,"2023-08-22T01:47:31.619Z","2023-08-22T01:47:35.442Z",TRUE,"pitch","52e01af7-640a-450b-849a-f9305a6fd90e",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.7883,1.8398,NA,146.75,191.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jordan Walker strikes out swinging.",0,1,11,79,"top",9,"2023-08-22T01:47:01.462Z","2023-08-22T01:48:49.965Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,691023,"Jordan Walker","/api/v1/people/691023","R","Right",663559,"Bailey Falter","/api/v1/people/663559","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.9,7,2,0.4066,7.8817,28.438,-13.4923,1.1604,10.1559,-0.7804,1.7589,-4.9067,-134.5811,-7.2253,0.9134,50.0033,5.4287,2.1352,4.8,3.6,24,2000,175,NA,NA,NA,NA,NA,NA,FALSE,-14.9,17,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716912,"2023-08-21",0,"2023-08-22T01:47:09.434Z","2023-08-22T01:47:13.336Z",TRUE,"pitch","aef9a45f-7548-4123-bd35-53d047405c53",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.8141,1.762,NA,108.15,117.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jordan Walker strikes out swinging.",0,1,11,79,"top",9,"2023-08-22T01:47:01.462Z","2023-08-22T01:48:49.965Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,691023,"Jordan Walker","/api/v1/people/691023","R","Right",663559,"Bailey Falter","/api/v1/people/663559","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76,69.4,12,2,0.4962,7.2818,20.3672,-35.6025,-4.8819,-2.7806,0.2322,4.4888,-0.8026,-110.5382,5.284,1.2344,50.0022,5.8128,-6.0192,9.6,12,24,2048,301,NA,NA,NA,NA,NA,NA,FALSE,-50.8,-3.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716912,"2023-08-21",9,"2023-08-22T01:46:31.457Z","2023-08-22T01:46:41.183Z",TRUE,"pitch","b8b029de-b8c5-4a11-a95b-419411f87004",7,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,0,NA,NA,3.25,1.52,NA,111.42,146.58,"ground_ball","medium","7",82.15,151.2,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","Richie Palacios singles on a ground ball to left fielder Joshua Palacios.",0,1,11,78,"top",9,"2023-08-22T01:44:29.682Z","2023-08-22T01:46:41.183Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,680700,"Richie Palacios","/api/v1/people/680700","L","Left",663559,"Bailey Falter","/api/v1/people/663559","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,85.5,12,2,0.4045,7.5862,26.0632,-16.4588,2.7279,8.4426,0.1464,3.4148,-2.6939,-134.7887,-2.7739,0.7988,50.0039,5.6031,5.079,15.6,3.6,24,2067,170,87.2,-6,25,NA,NA,NA,FALSE,-16.6,15,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,680700,"Richie Palacios","/api/v1/people/680700",NA,NA,NA
