"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
718256,"2023-05-08",7,"2023-05-09T02:36:51.511Z","2023-05-09T02:36:58.619Z",TRUE,"pitch","66428d61-0c1c-425f-a28b-9e2fc67207b9",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,2.83,1.28,NA,113.17,208.42,"ground_ball","medium","1",133.82,180.89,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Nick Madrigal grounds out, pitcher Ryan Helsley to first baseman Paul Goldschmidt.",0,3,1,71,"bottom",9,"2023-05-09T02:33:34.121Z","2023-05-09T02:36:58.619Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.3,90.1,14,0.9,0.3813,6.7272,36.1048,-7.9321,-2.2489,11.6279,0.1005,1.1243,1.0086,-144.0938,-11.5803,0.0365,50.0057,5.7032,-4.6902,22.8,2.4,24,2650,194,93.6,-15,6,NA,NA,NA,TRUE,-9.4,18.7,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718256,"2023-05-08",6,"2023-05-09T02:36:16.489Z","2023-05-09T02:36:20.528Z",TRUE,"pitch","afff6de4-3d75-4859-bd3e-9ec611f5490e",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,2.4963,1.1468,NA,81.43,245.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Nick Madrigal grounds out, pitcher Ryan Helsley to first baseman Paul Goldschmidt.",0,3,1,71,"bottom",9,"2023-05-09T02:33:34.121Z","2023-05-09T02:36:58.619Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.5,77.7,14,0.9,0.4509,6.6712,23.9092,-41.4608,0.4312,-6.2216,0.9332,-0.2439,2.035,-121.5065,-6.0443,0.0287,50,5.8804,0.6437,1.2,12,24,2596,27,NA,NA,NA,NA,NA,NA,FALSE,-51.7,-12.5,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718256,"2023-05-08",5,"2023-05-09T02:35:48.327Z","2023-05-09T02:35:52.988Z",TRUE,"pitch","d6aa4370-e56d-4eb2-ac42-71fd7a56283d",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,2.6295,1.2353,NA,88.14,232.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Nick Madrigal grounds out, pitcher Ryan Helsley to first baseman Paul Goldschmidt.",0,3,1,71,"bottom",9,"2023-05-09T02:33:34.121Z","2023-05-09T02:36:58.619Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.3,85.2,14,0.9,0.4083,6.7395,29.2667,-30.3899,3.6219,0.9825,0.7572,0.221,1.2957,-134.1921,-9.0421,-0.2026,50.0059,5.8021,6.601,12,7.2,24,2544,123,NA,NA,NA,NA,NA,NA,FALSE,-32.2,0,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718256,"2023-05-08",4,"2023-05-09T02:35:23.297Z","2023-05-09T02:35:26.593Z",TRUE,"pitch","ed61a8cc-151b-42e0-8bd9-58f787b7a8fd",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,2.83,1.28,NA,110.8,186.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Nick Madrigal grounds out, pitcher Ryan Helsley to first baseman Paul Goldschmidt.",0,3,1,71,"bottom",9,"2023-05-09T02:33:34.121Z","2023-05-09T02:36:58.619Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.4,92.1,5,0.9,0.3728,6.6438,37.2427,-5.9323,-0.7408,12.0177,0.1627,1.9309,0.4498,-147.3277,-10.3026,0.1037,50.0003,5.836,-1.617,9.6,1.2,24,2758,189,NA,NA,NA,NA,NA,NA,FALSE,-7.1,19.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718256,"2023-05-08",3,"2023-05-09T02:34:57.685Z","2023-05-09T02:35:01.246Z",TRUE,"pitch","5ec4c3dc-6c6a-49d1-a879-52ac359b9182",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,2.83,1.28,NA,80.16,152.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Nick Madrigal grounds out, pitcher Ryan Helsley to first baseman Paul Goldschmidt.",0,3,1,71,"bottom",9,"2023-05-09T02:33:34.121Z","2023-05-09T02:36:58.619Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.4,92.2,12,0.9,0.3718,6.5892,36.6397,-5.0372,-0.5498,12.3605,0.9665,3.206,2.7472,-147.5691,-6.9931,0.0931,50.0014,5.909,-1.2078,4.8,1.2,24,2683,188,NA,NA,NA,NA,NA,NA,FALSE,-5.6,21.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718256,"2023-05-08",2,"2023-05-09T02:34:30.767Z","2023-05-09T02:34:34.278Z",TRUE,"pitch","da910393-acd4-462f-a580-74481a57efc1",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,2.83,1.28,NA,123.56,193.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Nick Madrigal grounds out, pitcher Ryan Helsley to first baseman Paul Goldschmidt.",0,3,1,71,"bottom",9,"2023-05-09T02:33:34.121Z","2023-05-09T02:36:58.619Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,88.5,8,0.9,0.3884,6.754,33.8349,-7.7392,-1.245,12.1489,-0.1721,1.6899,-0.4663,-141.3052,-10.1448,0.157,50.0011,5.8342,-2.5036,14.4,2.4,24,2654,191,NA,NA,NA,NA,NA,NA,FALSE,-9.1,20,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718256,"2023-05-08",1,"2023-05-09T02:34:08.558Z","2023-05-09T02:34:13.530Z",TRUE,"pitch","7cb92f58-ff28-498b-9c4a-9c3e418c9edf",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,2.83,1.28,NA,133.45,159.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Nick Madrigal grounds out, pitcher Ryan Helsley to first baseman Paul Goldschmidt.",0,3,1,71,"bottom",9,"2023-05-09T02:33:34.121Z","2023-05-09T02:36:58.619Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,91,1,0.9,0.3777,6.6685,34.2845,-7.8443,-2.438,11.4281,-0.4316,2.9333,-0.0914,-145.0737,-7.055,-0.0829,50.007,5.8766,-5.1921,28.8,2.4,24,2587,191,NA,NA,NA,NA,NA,NA,FALSE,-8,19.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718256,"2023-05-08",0,"2023-05-09T02:33:54.515Z","2023-05-09T02:33:57.847Z",TRUE,"pitch","9c541a3d-4d74-47a5-9628-eee8078a1e96",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,2.5407,1.1911,NA,75.38,204.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Nick Madrigal grounds out, pitcher Ryan Helsley to first baseman Paul Goldschmidt.",0,3,1,71,"bottom",9,"2023-05-09T02:33:34.121Z","2023-05-09T02:36:58.619Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.4,83.6,14,0.9,0.4155,6.6824,27.0873,-30.461,3.8822,0.9695,1.0918,1.2807,2.2294,-131.6697,-6.1147,-0.2692,50.0005,5.8774,6.8378,13.2,7.2,24,2489,157,NA,NA,NA,NA,NA,NA,FALSE,-32.6,0.7,-7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718256,"2023-05-08",8,"2023-05-09T02:33:17.117Z","2023-05-09T02:33:26.584Z",TRUE,"pitch","fed35d0a-0eea-4720-ab95-a276e60cfbb0",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.371,1.535,NA,97.79,172.14,"popup","medium","5",113.77,174.55,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Pop Out","field_out","Miguel Amaya pops out to third baseman Nolan Gorman.",0,3,1,70,"bottom",9,"2023-05-09T02:30:22.343Z","2023-05-09T02:33:26.584Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,665804,"Miguel Amaya","/api/v1/people/665804","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,82,6,0.9,0.4234,6.7059,25.3585,-33.9337,2.357,-1.0362,0.504,2.468,1.0334,-129.0785,-2.3213,-0.2071,50.0024,5.9764,4.0011,7.2,8.4,24,2389,117,85,70,77,NA,NA,NA,TRUE,-36.7,-2.2,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718256,"2023-05-08",7,"2023-05-09T02:32:52.194Z","2023-05-09T02:32:55.681Z",TRUE,"pitch","5434a0e1-ff13-46eb-8ca1-69bff10d323d",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.371,1.535,NA,100.87,176.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Pop Out","field_out","Miguel Amaya pops out to third baseman Nolan Gorman.",0,3,1,70,"bottom",9,"2023-05-09T02:30:22.343Z","2023-05-09T02:33:26.584Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,665804,"Miguel Amaya","/api/v1/people/665804","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,89.9,6,0.9,0.3812,6.6561,36.0211,-7.1032,-2.2889,12.0151,0.4232,2.2983,1.7783,-144.1239,-8.778,0.093,50.0041,5.8357,-4.7767,25.2,2.4,24,2622,196,NA,NA,NA,NA,NA,NA,FALSE,-8,20,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
