"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716895,"2023-08-23",5,"2023-08-23T03:02:12.092Z","2023-08-23T03:02:19.092Z",TRUE,"pitch","b2785c31-4687-4708-8af2-39a175d559d2",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.24,1.42,NA,119.22,188.2,"ground_ball","medium","4",144,156,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Grounded Into DP","grounded_into_double_play","Masataka Yoshida grounds into a double play, second baseman Mauricio Dubon to shortstop Jeremy Pena to first baseman Yainer Diaz. Justin Turner out at 2nd. Masataka Yoshida out at 1st.",0,3,7,78,"top",9,"2023-08-23T02:59:56.419Z","2023-08-23T03:02:19.092Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92,83.8,8,0.9,0.4105,6.2986,30.3548,-27.1067,-10.298,2.8177,-0.0582,1.8734,6.6579,-133.7241,-2.8494,-1.2494,50.0063,4.9091,-18.549,31.2,7.2,24,2097,231,103.8,-12,8,NA,NA,NA,TRUE,-27.8,4.7,17.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716895,"2023-08-23",4,"2023-08-23T03:01:49.884Z","2023-08-23T03:01:54.716Z",TRUE,"pitch","0343e5a3-47b4-47d9-9763-2b2aef7bd144",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.24,1.42,NA,111.16,137.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Grounded Into DP","grounded_into_double_play","Masataka Yoshida grounds into a double play, second baseman Mauricio Dubon to shortstop Jeremy Pena to first baseman Yainer Diaz. Justin Turner out at 2nd. Masataka Yoshida out at 1st.",0,3,7,78,"top",9,"2023-08-23T02:59:56.419Z","2023-08-23T03:02:19.092Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,85.9,12,0.91,0.3978,6.2783,34.1017,-14.3877,-5.0403,9.291,0.1533,3.7522,5.3308,-138.2865,-1.1928,-1.1551,50.0059,5.1656,-9.6529,30,3.6,24,2355,224,NA,NA,NA,NA,NA,NA,FALSE,-13.8,16.7,7.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716895,"2023-08-23",3,"2023-08-23T03:01:28.040Z","2023-08-23T03:01:31.780Z",TRUE,"pitch","060f05f7-81b7-40e9-95fc-0e5706682780",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.24,1.42,NA,122.79,189.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Grounded Into DP","grounded_into_double_play","Masataka Yoshida grounds into a double play, second baseman Mauricio Dubon to shortstop Jeremy Pena to first baseman Yainer Diaz. Justin Turner out at 2nd. Masataka Yoshida out at 1st.",0,3,7,78,"top",9,"2023-08-23T02:59:56.419Z","2023-08-23T03:02:19.092Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.2,82.8,8,0.9,0.4144,5.9156,30.9246,-23.717,-10.3397,4.7924,-0.152,1.8289,6.1028,-132.6686,-3.6166,-1.1502,50.0062,4.9581,-18.2581,34.8,7.2,24,2022,230,NA,NA,NA,NA,NA,NA,FALSE,-25.1,8,17.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716895,"2023-08-23",1,"2023-08-23T03:00:22.235Z","2023-08-23T03:00:27.848Z",TRUE,"pitch","d6786399-5d3e-4f54-a5a7-ac7feb105d4d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2682,1.4768,NA,124.71,206.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Grounded Into DP","grounded_into_double_play","Masataka Yoshida grounds into a double play, second baseman Mauricio Dubon to shortstop Jeremy Pena to first baseman Yainer Diaz. Justin Turner out at 2nd. Masataka Yoshida out at 1st.",0,3,7,78,"top",9,"2023-08-23T02:59:56.419Z","2023-08-23T03:02:19.092Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.4,84,13,2,0.409,6.3831,31.4101,-21.996,-9.462,5.6144,-0.2024,1.1933,5.7285,-134.3507,-5.6488,-1.1423,50.0024,4.9051,-17.1503,34.8,6,24,1976,228,NA,NA,NA,NA,NA,NA,FALSE,-23.3,9,15.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716895,"2023-08-23",0,"2023-08-23T03:00:06.406Z","2023-08-23T03:00:11.770Z",TRUE,"pitch","4010da99-c04a-4fd4-a06a-098762680a9c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2394,1.4768,NA,74.32,169.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Grounded Into DP","grounded_into_double_play","Masataka Yoshida grounds into a double play, second baseman Mauricio Dubon to shortstop Jeremy Pena to first baseman Yainer Diaz. Justin Turner out at 2nd. Masataka Yoshida out at 1st.",0,3,7,78,"top",9,"2023-08-23T02:59:56.419Z","2023-08-23T03:02:19.092Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,86.7,12,0.9,0.3955,6.1828,33.1851,-14.8181,-5.546,8.9489,1.1197,2.5803,7.7823,-138.885,-4.1217,-1.0075,50.0024,5.0794,-10.7566,30,3.6,24,2385,220,NA,NA,NA,NA,NA,NA,FALSE,-14.8,15.5,8.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716895,"2023-08-23",2,"2023-08-23T03:00:46.054Z","2023-08-23T03:01:28.040Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"78","atBat","Grounded Into DP","grounded_into_double_play","Masataka Yoshida grounds into a double play, second baseman Mauricio Dubon to shortstop Jeremy Pena to first baseman Yainer Diaz. Justin Turner out at 2nd. Masataka Yoshida out at 1st.",0,3,7,78,"top",9,"2023-08-23T02:59:56.419Z","2023-08-23T03:02:19.092Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716895,"2023-08-23",2,"2023-08-23T02:59:18.522Z","2023-08-23T02:59:30.649Z",TRUE,"pitch","d7f54ac7-fb13-4a71-b52f-60b6f9048fbb",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,1,NA,NA,3.38,1.52,NA,98.36,162.79,"ground_ball","medium","8",125.83,98.77,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Justin Turner singles on a ground ball to center fielder Jake Meyers. Wilyer Abreu scores. Rafael Devers scores.",2,3,7,77,"top",9,"2023-08-23T02:58:27.858Z","2023-08-23T02:59:30.649Z",TRUE,TRUE,FALSE,FALSE,33,1,1,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.2,3,0.79,0.393,6.2688,33.313,-14.9934,-8.3959,8.7498,0.4889,2.8144,6.9548,-139.6885,-3.3934,-0.95,50.0047,5.0391,-16.49,43.2,4.8,24,2498,229,93.5,7,134,NA,NA,NA,FALSE,-14.5,15.2,13.7,NA,NA,NA,NA,NA,FALSE,TRUE,457759,"Justin Turner","/api/v1/people/457759",NA,NA,NA,NA,NA,NA
716895,"2023-08-23",1,"2023-08-23T02:58:58.285Z","2023-08-23T02:59:03.892Z",TRUE,"pitch","522bb707-3818-4b88-a83b-14b78be90629",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,1,1,NA,NA,3.38,1.52,NA,86.36,167.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Justin Turner singles on a ground ball to center fielder Jake Meyers. Wilyer Abreu scores. Rafael Devers scores.",2,3,7,77,"top",9,"2023-08-23T02:58:27.858Z","2023-08-23T02:59:30.649Z",TRUE,TRUE,FALSE,FALSE,33,1,1,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.1,6,0.91,0.3896,6.0859,32.9508,-13.2699,-6.5451,9.4496,0.8038,2.6433,7.5405,-140.7716,-4.2397,-1.0635,50.0012,5.0324,-13.0916,38.4,3.6,24,2461,220,NA,NA,NA,NA,NA,NA,FALSE,-13,16.3,10.2,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716895,"2023-08-23",0,"2023-08-23T02:58:40.156Z","2023-08-23T02:58:45.171Z",TRUE,"pitch","36560d05-c711-4193-8a73-1612217c9c7a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3792,1.5638,NA,74.49,180.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Justin Turner singles on a ground ball to center fielder Jake Meyers. Wilyer Abreu scores. Rafael Devers scores.",2,3,7,77,"top",9,"2023-08-23T02:58:27.858Z","2023-08-23T02:59:30.649Z",TRUE,TRUE,FALSE,FALSE,33,1,1,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88,14,0.9,0.3908,6.2298,32.6074,-14.4683,-6.4548,8.9044,1.1151,2.1583,8.486,-140.3121,-5.2111,-1.1139,50.0019,4.987,-12.8336,34.8,3.6,24,2482,226,NA,NA,NA,NA,NA,NA,FALSE,-14.3,15.1,9.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716895,"2023-08-23",4,"2023-08-23T02:57:50.485Z","2023-08-23T02:58:06.439Z",TRUE,"pitch","a6c17bf3-d363-4cd6-8f31-06680f38dedd",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,1,NA,NA,3.39,1.55,NA,138.2,187.17,"fly_ball","hard","8",94.19,77,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Double","double","Rafael Devers doubles (28) on a sharp fly ball to center fielder Jake Meyers. Wilyer Abreu to 3rd.",0,1,7,76,"top",9,"2023-08-23T02:55:50.394Z","2023-08-23T02:58:06.439Z",TRUE,FALSE,FALSE,FALSE,34,1,2,1,646240,"Rafael Devers","/api/v1/people/646240","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.6,83.8,7,0.9,0.4112,7.585,29.3344,-25.8559,-9.8772,3.5213,-0.5563,1.9113,5.4224,-133.3306,-2.9253,-1.3357,50.0056,4.8936,-17.7417,32.4,7.2,24,2187,230,101.7,29,388,NA,NA,NA,FALSE,-26.8,5.9,16.7,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,646240,"Rafael Devers","/api/v1/people/646240",677800,"Wilyer Abreu","/api/v1/people/677800"
