"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746973,"2024-04-17",2,"2024-04-18T01:00:37.999Z","2024-04-18T01:00:44.915Z",TRUE,"pitch","b9d851e8-6b96-4640-a623-f4c628f51d15",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.19,1.46,NA,133.56,179.57,"ground_ball","medium","6",133.77,148.03,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Andrés Giménez grounds out, shortstop David Hamilton to first baseman Triston Casas.",0,0,2,57,"top",9,"2024-04-18T00:59:52.469Z","2024-04-18T01:00:44.915Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",656557,"Tanner Houck","/api/v1/people/656557","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83,75.8,4,2,0.4551,5.7992,25.951,-33.0409,10.9264,-0.5913,-0.4345,2.193,1.0637,-120.8634,-0.9427,-2.2993,50.003,5.5179,15.9893,26.4,10.8,24,2573,55,99.5,-24,6,NA,NA,NA,TRUE,-41,-1.1,-20,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746973,"2024-04-17",1,"2024-04-18T01:00:25.772Z","2024-04-18T01:00:29.614Z",TRUE,"pitch","0c079ba8-07a1-4875-bb10-6586bda7a049",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.19,1.46,NA,156.36,197.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Andrés Giménez grounds out, shortstop David Hamilton to first baseman Triston Casas.",0,0,2,57,"top",9,"2024-04-18T00:59:52.469Z","2024-04-18T01:00:44.915Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",656557,"Tanner Houck","/api/v1/people/656557","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.2,81,13,0.9,0.4274,5.7916,27.3793,-37.1581,-8.4672,-3.0026,-1.0325,1.5199,5.4282,-128.3251,-2.9372,-2.0788,50.0002,5.5836,-14.0724,19.2,9.6,24,1870,251,NA,NA,NA,NA,NA,NA,FALSE,-41.2,-5.9,14,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746973,"2024-04-17",0,"2024-04-18T01:00:14.180Z","2024-04-18T01:00:18.128Z",TRUE,"pitch","18d4f881-4bf3-4f74-a90c-3d760ec7497d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3207,1.5039,NA,104.43,205.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Andrés Giménez grounds out, shortstop David Hamilton to first baseman Triston Casas.",0,0,2,57,"top",9,"2024-04-18T00:59:52.469Z","2024-04-18T01:00:44.915Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",656557,"Tanner Houck","/api/v1/people/656557","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.9,80.5,14,0.9,0.43,5.7593,27.781,-36.7801,-8.2117,-2.8092,0.3296,1.2211,8.1891,-127.682,-3.7469,-1.8616,50.0022,5.6204,-13.4763,18,9.6,24,2006,260,NA,NA,NA,NA,NA,NA,FALSE,-41.4,-5.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746973,"2024-04-17",2,"2024-04-18T00:59:42.437Z","2024-04-18T00:59:48.825Z",TRUE,"pitch","11a694ae-d77d-4666-918f-2376c452127c",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.22,1.49,NA,113.79,197.15,"ground_ball","medium","3",151.51,160.2,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Steven Kwan grounds out, first baseman Triston Casas to pitcher Tanner Houck.",0,0,2,56,"top",9,"2024-04-18T00:58:53.903Z","2024-04-18T00:59:48.825Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",656557,"Tanner Houck","/api/v1/people/656557","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88,80.4,8,0.88,0.4296,5.7096,28.0365,-30.3313,-6.7053,1.1228,0.0842,1.542,7.5254,-127.8249,-4.1687,-2.0364,50.004,5.5938,-11.0208,16.8,8.4,24,1809,250,89.4,-17,7,NA,NA,NA,TRUE,-34.4,1.2,10.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746973,"2024-04-17",1,"2024-04-18T00:59:28.509Z","2024-04-18T00:59:33.783Z",TRUE,"pitch","342c5480-f738-47f9-955b-71b8b120dffe",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1204,1.3399,NA,140.73,200.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Steven Kwan grounds out, first baseman Triston Casas to pitcher Tanner Houck.",0,0,2,56,"top",9,"2024-04-18T00:58:53.903Z","2024-04-18T00:59:48.825Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",656557,"Tanner Houck","/api/v1/people/656557","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.8,74.5,7,2,0.4632,5.687,26.7207,-39.2824,6.6378,-5.04,-0.6227,1.4201,1.8582,-119.0681,-1.1457,-2.279,50.0036,5.5201,9.3586,13.2,12,24,2489,58,NA,NA,NA,NA,NA,NA,FALSE,-50.5,-9.1,-12.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746973,"2024-04-17",0,"2024-04-18T00:59:13.456Z","2024-04-18T00:59:16.973Z",TRUE,"pitch","bb6025c5-aaed-48fe-98a1-6f97315d1681",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2164,1.4399,NA,134.75,160.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Steven Kwan grounds out, first baseman Triston Casas to pitcher Tanner Houck.",0,0,2,56,"top",9,"2024-04-18T00:58:53.903Z","2024-04-18T00:59:48.825Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",656557,"Tanner Houck","/api/v1/people/656557","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.8,74.5,1,2,0.4624,5.5943,25.377,-37.0276,6.885,-3.4295,-0.4656,2.9092,2.0753,-118.9983,1.2266,-2.246,50.0011,5.7727,9.7538,15.6,10.8,24,2578,55,NA,NA,NA,NA,NA,NA,FALSE,-46.8,-5.5,-13,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746973,"2024-04-17",1,"2024-04-18T00:58:42.925Z","2024-04-18T00:58:49.523Z",TRUE,"pitch","33b16f08-d2cb-4805-870e-748892b15cf7",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.08,1.4,NA,158.07,186.59,"ground_ball","medium","4",134.27,154.12,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Brayan Rocchio grounds out, second baseman Pablo Reyes to first baseman Triston Casas.",0,0,2,55,"top",9,"2024-04-18T00:58:03.218Z","2024-04-18T00:58:49.523Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",656557,"Tanner Houck","/api/v1/people/656557","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.9,80.3,13,0.9,0.4297,5.9134,28.5049,-35.3254,-8.0026,-1.9218,-1.0775,1.9331,5.2063,-127.8936,-2.2802,-2.1089,50.001,5.6301,-13.1411,19.2,9.6,24,1773,254,74.2,-25,6,NA,NA,NA,TRUE,-39.4,-3.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746973,"2024-04-17",0,"2024-04-18T00:58:18.972Z","2024-04-18T00:58:23.007Z",TRUE,"pitch","8ea7d20b-a155-4188-b668-348e09c9e3ff",1,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,1,0,NA,NA,3.08,1.4,NA,152.68,193.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Brayan Rocchio grounds out, second baseman Pablo Reyes to first baseman Triston Casas.",0,0,2,55,"top",9,"2024-04-18T00:58:03.218Z","2024-04-18T00:58:49.523Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",656557,"Tanner Houck","/api/v1/people/656557","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.6,84.5,13,0.9,0.4079,5.8165,31.195,-32.7469,-9.3317,-0.3191,-0.9361,1.6822,6.0078,-134.6432,-4.2668,-1.9923,50,5.6235,-17.0076,25.2,8.4,24,2270,247,NA,NA,NA,NA,NA,NA,FALSE,-33.5,-1.3,15.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746973,"2024-04-17",7,"2024-04-18T00:56:12.215Z","2024-04-18T00:56:16.622Z",TRUE,"pitch","dd967426-f2bb-42fb-8634-ada715efbe53",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,2,NA,NA,3.35,1.54,NA,104.42,217.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,0,2,54,"bottom",8,"2024-04-18T00:53:53.399Z","2024-04-18T00:56:16.622Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,646240,"Rafael Devers","/api/v1/people/646240","L","Left",641149,"Wes Parsons","/api/v1/people/641149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85,78,14,0.9,0.4448,6.8384,27.5831,-44.0356,3.9808,-7.7471,0.33,0.7763,2.6527,-123.7271,-2.4233,-1.2779,50.0038,5.503,6.0938,8.4,12,24,2603,35,NA,NA,NA,NA,NA,NA,TRUE,-52.6,-14.3,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746973,"2024-04-17",5,"2024-04-18T00:55:46.554Z","2024-04-18T00:55:52.161Z",TRUE,"pitch","d5844c3b-e0e1-4638-bec7-631a790cad31",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2241,1.5352,NA,38.69,218.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,0,2,54,"bottom",8,"2024-04-18T00:53:53.399Z","2024-04-18T00:56:16.622Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,646240,"Rafael Devers","/api/v1/people/646240","L","Left",641149,"Wes Parsons","/api/v1/people/641149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85.7,79.1,14,0.9,0.4406,6.9824,26.4609,-43.4726,3.3344,-7.2318,2.0545,0.763,6.5803,-124.6183,-2.7918,-1.0596,50.001,5.51,5.2106,8.4,12,24,2397,36,NA,NA,NA,NA,NA,NA,FALSE,-51,-13.4,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
