"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717672,"2023-06-21",2,"2023-06-21T20:34:28.969Z","2023-06-21T20:34:32.077Z",TRUE,"pitch","7d6f20aa-2491-4393-95f2-200a37f17e09",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.21,1.51,NA,129.59,176.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Luis Urias strikes out swinging.",0,4,1,64,"bottom",8,"2023-06-21T20:33:55.439Z","2023-06-21T20:34:52.624Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,649966,"Luis Urías","/api/v1/people/649966","R","Right",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.4,4,0.91,0.4016,5.7463,32.8483,-10.2994,-5.6275,11.6371,-0.3303,2.3199,5.2606,-136.8836,-7.3118,-1.5546,50.0061,5.7472,-10.5816,38.4,3.6,24,2431,199,NA,NA,NA,NA,NA,NA,FALSE,-11.6,19.6,9,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",0,"2023-06-21T20:34:02.524Z","2023-06-21T20:34:05.534Z",TRUE,"pitch","7b42cb40-ec11-4921-a9f0-58b8065741bc",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.21,1.51,NA,86.54,196.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Luis Urias strikes out swinging.",0,4,1,64,"bottom",8,"2023-06-21T20:33:55.439Z","2023-06-21T20:34:52.624Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,649966,"Luis Urías","/api/v1/people/649966","R","Right",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.8,82.8,9,0.85,0.4187,5.7827,26.5654,-22.1363,1.8358,5.7853,0.7991,1.5831,6.2256,-130.6211,-6.5654,-1.8499,50.0003,5.7845,3.1826,10.8,6,24,2584,177,NA,NA,NA,NA,NA,NA,FALSE,-24.6,9.2,-4.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",1,"2023-06-21T20:34:14.201Z","2023-06-21T20:34:28.969Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,1,649966,"/api/v1/people/649966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Luis Urias strikes out swinging.",0,4,1,64,"bottom",8,"2023-06-21T20:33:55.439Z","2023-06-21T20:34:52.624Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,649966,"Luis Urías","/api/v1/people/649966","R","Right",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",3,"2023-06-21T20:33:32.334Z","2023-06-21T20:33:38.291Z",TRUE,"pitch","e196e686-13a9-4593-9781-acf1ef428c0b",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,0,NA,NA,3.2411,1.5866,NA,135.78,187.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Raimel Tapia called out on strikes.",0,4,1,63,"bottom",8,"2023-06-21T20:32:46.423Z","2023-06-21T20:33:38.291Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,606132,"Raimel Tapia","/api/v1/people/606132","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.5,7,0.9,0.4021,5.9499,31.428,-11.9631,-5.6165,10.7696,-0.4926,1.892,5.6028,-136.4705,-7.8401,-1.8474,50.0046,5.6356,-10.5425,33.6,3.6,24,2270,208,NA,NA,NA,NA,NA,NA,TRUE,-13.3,17.9,8.9,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",2,"2023-06-21T20:33:05.211Z","2023-06-21T20:33:08.314Z",TRUE,"pitch","600ba944-4869-4cc2-9cd8-f59258116afa",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.34,1.59,NA,118.67,167.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Raimel Tapia called out on strikes.",0,4,1,63,"bottom",8,"2023-06-21T20:32:46.423Z","2023-06-21T20:33:38.291Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,606132,"Raimel Tapia","/api/v1/people/606132","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.1,5,0.9,0.4077,5.8809,31.3596,-12.0135,-5.5773,11.0461,-0.0438,2.6244,6.5738,-134.7529,-5.8513,-1.7991,50.0037,5.6852,-10.1803,33.6,3.6,24,2345,208,NA,NA,NA,NA,NA,NA,FALSE,-13.3,18.8,8.5,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",1,"2023-06-21T20:32:48.552Z","2023-06-21T20:32:51.927Z",TRUE,"pitch","7bd5b923-dc56-49c6-8bb7-e864172a0f5c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3818,1.6564,NA,136.45,188.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Raimel Tapia called out on strikes.",0,4,1,63,"bottom",8,"2023-06-21T20:32:46.423Z","2023-06-21T20:33:38.291Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,606132,"Raimel Tapia","/api/v1/people/606132","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,85,7,0.89,0.406,5.7208,28.596,-14.404,-6.0008,9.6365,-0.5103,1.8665,5.7701,-134.7651,-7.5445,-1.8969,50.0024,5.7146,-11.0656,31.2,3.6,24,2237,215,NA,NA,NA,NA,NA,NA,FALSE,-15.7,16.1,9.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",0,"2023-06-21T20:32:31.403Z","2023-06-21T20:32:48.552Z",FALSE,"action",NA,NA,"Pitching Change: Scott McGough replaces Zac Gallen.","Pitching Substitution",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,543518,"/api/v1/people/543518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"63","atBat","Strikeout","strikeout","Raimel Tapia called out on strikes.",0,4,1,63,"bottom",8,"2023-06-21T20:32:46.423Z","2023-06-21T20:33:38.291Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,606132,"Raimel Tapia","/api/v1/people/606132","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",5,"2023-06-21T20:30:02.919Z","2023-06-21T20:30:08.554Z",TRUE,"pitch","6277a936-9ad0-4943-8b3d-976961a8aaba",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.13,1.53,NA,134.77,174.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Corbin Carroll strikes out swinging.",0,4,1,62,"top",8,"2023-06-21T20:28:12.999Z","2023-06-21T20:30:08.554Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Milwaukee Brewers","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.9,78,4,2,0.4442,6.6864,26.561,-43.5899,2.885,-7.4303,-0.4663,2.367,0.7294,-123.7002,-1.0268,-1.1402,50.0006,6.4683,4.4337,6,12,24,2767,24,NA,NA,NA,NA,NA,NA,TRUE,-51.5,-13.4,-5.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",4,"2023-06-21T20:29:43.841Z","2023-06-21T20:29:47.660Z",TRUE,"pitch","d67df14c-a0fb-428b-ae98-83b0c9ff07e9",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.13,1.53,NA,131.37,151.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Corbin Carroll strikes out swinging.",0,4,1,62,"top",8,"2023-06-21T20:28:12.999Z","2023-06-21T20:30:08.554Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,89.2,1,0.9,0.3855,6.6985,32.9514,-11.7339,-2.7802,10.0017,-0.3771,3.2265,2.4106,-142.1423,-6.4404,-0.8754,50.0045,6.2687,-5.6828,21.6,2.4,24,2423,199,NA,NA,NA,NA,NA,NA,FALSE,-11.8,16.9,4.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",3,"2023-06-21T20:29:09.304Z","2023-06-21T20:29:12.417Z",TRUE,"pitch","8a350aaa-62d2-4754-8493-3e706ae9777a",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.13,1.53,NA,106.96,195.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Corbin Carroll strikes out swinging.",0,4,1,62,"top",8,"2023-06-21T20:28:12.999Z","2023-06-21T20:30:08.554Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.3,90.8,8,0.9,0.38,6.8009,33.256,-7.752,-3.8394,11.6051,0.2633,1.6169,4.614,-144.0979,-11.5092,-0.8593,50.0066,6.1406,-8.0822,33.6,2.4,24,2540,196,NA,NA,NA,NA,NA,NA,FALSE,-9,18.8,6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",2,"2023-06-21T20:28:51.253Z","2023-06-21T20:28:54.729Z",TRUE,"pitch","7ba3ea47-8637-4f46-ac3c-9a7f762bd889",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.13,1.53,NA,112.43,147.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Corbin Carroll strikes out swinging.",0,4,1,62,"top",8,"2023-06-21T20:28:12.999Z","2023-06-21T20:30:08.554Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,90,12,0.9,0.3821,6.7342,33.4177,-8.111,-3.4348,11.5655,0.1199,3.3902,4.1016,-143.3933,-6.9084,-0.8834,50.0054,6.3381,-7.1483,32.4,2.4,24,2528,200,NA,NA,NA,NA,NA,NA,FALSE,-8.5,19.7,5.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",1,"2023-06-21T20:28:35.346Z","2023-06-21T20:28:38.734Z",TRUE,"pitch","e62dc268-ad9a-43f2-b9a1-fe0c48fdaac7",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.0723,1.5266,NA,88.5,169.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Corbin Carroll strikes out swinging.",0,4,1,62,"top",8,"2023-06-21T20:28:12.999Z","2023-06-21T20:30:08.554Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.9,90.5,6,0.9,0.3809,6.7269,32.5736,-8.8012,-4.0333,11.1545,0.7476,2.5547,5.9936,-143.6803,-8.9836,-0.8392,50.0043,6.2648,-8.4529,33.6,2.4,24,2621,204,NA,NA,NA,NA,NA,NA,FALSE,-9.4,18.6,6.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",0,"2023-06-21T20:28:19.788Z","2023-06-21T20:28:23.869Z",TRUE,"pitch","f67bd50c-d7ae-464f-ba9a-bdc35ac0228a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1004,1.4876,NA,77.08,201.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Corbin Carroll strikes out swinging.",0,4,1,62,"top",8,"2023-06-21T20:28:12.999Z","2023-06-21T20:30:08.554Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Milwaukee Brewers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.2,77.6,14,2,0.448,6.7209,25.7888,-38.8311,5.3306,-4.4077,1.0473,1.3943,3.4029,-122.5718,-3.9758,-1.0546,50.0008,6.3767,8.0541,12,10.8,24,2832,26,NA,NA,NA,NA,NA,NA,FALSE,-47.4,-8.6,-10.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",7,"2023-06-21T20:27:49.119Z","2023-06-21T20:27:56.060Z",TRUE,"pitch","a14ae962-e877-43fa-8f2b-451982f22eb4",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.607,1.797,NA,118.09,180.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Ketel Marte called out on strikes.",0,4,1,61,"top",8,"2023-06-21T20:25:59.433Z","2023-06-21T20:27:56.060Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,606466,"Ketel Marte","/api/v1/people/606466","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.1,91.2,8,0.9,0.3773,6.7527,35.2662,-7.7919,-3.0985,11.4355,-0.0286,2.1531,3.1858,-145.3675,-10.3301,-0.7381,50.0046,6.233,-6.6073,30,2.4,24,2581,201,NA,NA,NA,NA,NA,NA,TRUE,-8.8,18.7,4.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,672695,"Geraldo Perdomo","/api/v1/people/672695",NA,NA,NA
717672,"2023-06-21",4,"2023-06-21T20:27:21.851Z","2023-06-21T20:27:29.300Z",TRUE,"pitch","4ddcb08d-9085-49e9-8af4-dfc1b07d7328",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.5225,1.7126,NA,111.91,171.15,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Ketel Marte called out on strikes.",0,4,1,61,"top",8,"2023-06-21T20:25:59.433Z","2023-06-21T20:27:56.060Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,606466,"Ketel Marte","/api/v1/people/606466","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Milwaukee Brewers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85,78.1,5,2,0.4435,6.6337,26.0672,-41.8495,2.8759,-6.2703,0.1336,2.5049,2.2034,-123.7687,-1.0537,-1.1437,50.0045,6.4592,4.4356,6,10.8,24,2689,31,NA,NA,NA,NA,NA,NA,FALSE,-49.3,-11.3,-5.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",2,"2023-06-21T20:26:48.524Z","2023-06-21T20:26:53.375Z",TRUE,"pitch","0c57529d-29f2-4341-a4e0-9d4f4ad56334",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.607,1.7366,NA,142.6,131.15,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Ketel Marte called out on strikes.",0,4,1,61,"top",8,"2023-06-21T20:25:59.433Z","2023-06-21T20:27:56.060Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,606466,"Ketel Marte","/api/v1/people/606466","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,87.9,11,0.89,0.3904,6.6886,32.7015,-11.1854,-1.8916,10.533,-0.6715,3.9862,2.1541,-140.4754,-4.5381,-1.2036,50.004,6.3537,-3.7698,14.4,2.4,24,2450,198,NA,NA,NA,NA,NA,NA,FALSE,-11.2,18.2,3,1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717672,"2023-06-21",0,"2023-06-21T20:26:10.751Z","2023-06-21T20:26:13.838Z",TRUE,"pitch","59a03d26-f135-4bfd-9608-f656be0bee07",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.58,1.74,NA,131.93,150.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Ketel Marte called out on strikes.",0,4,1,61,"top",8,"2023-06-21T20:25:59.433Z","2023-06-21T20:27:56.060Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,606466,"Ketel Marte","/api/v1/people/606466","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.6,1,0.9,0.3884,6.78,32.2111,-11.5537,-5.057,10.2386,-0.3918,3.2515,3.731,-141.0463,-6.4175,-1.075,50.0017,6.3019,-10.1839,36,3.6,24,2454,198,NA,NA,NA,NA,NA,NA,FALSE,-11.8,17.4,8.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
