"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745016,"2024-05-18",1,"2024-05-18T02:57:36.214Z","2024-05-18T02:57:44.635Z",TRUE,"pitch","412a7c97-4ff3-4b44-a1bd-68808267a5fa",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.49,1.68,NA,111.94,181.02,"popup","medium","5",86.92,160.3,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Travis Jankowski pops out to third baseman Luis Rengifo.",0,9,3,79,"bottom",9,"2024-05-18T02:57:33.856Z","2024-05-18T02:57:44.635Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,608671,"Travis Jankowski","/api/v1/people/608671","L","Left",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,87.1,8,2,0.3965,6.3617,29.4653,-20.6871,-9.1852,5.9392,0.1328,2.1391,9.8368,-137.9273,-5.2069,-2.2793,50.0045,5.4381,-17.7735,36,6,24,2400,214,69.4,66,141,NA,NA,NA,TRUE,-20.5,9.8,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745016,"2024-05-18",0,"2024-05-18T02:57:10.554Z","2024-05-18T02:57:36.214Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Travis Jankowski replaces Ezequiel Duran.","Offensive Substitution",9,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,608671,"/api/v1/people/608671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","701","79","atBat","Pop Out","field_out","Travis Jankowski pops out to third baseman Luis Rengifo.",0,9,3,79,"bottom",9,"2024-05-18T02:57:33.856Z","2024-05-18T02:57:44.635Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,608671,"Travis Jankowski","/api/v1/people/608671","L","Left",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,677649,"/api/v1/people/677649",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745016,"2024-05-18",6,"2024-05-18T02:56:52.916Z","2024-05-18T02:57:01.455Z",TRUE,"pitch","6b4fef6d-6816-4c42-9469-434a3e0f0139",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.64,1.68,NA,113.16,169.81,"fly_ball","medium","7",69.76,131.98,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Evan Carter flies out to left fielder Taylor Ward.",0,9,3,78,"bottom",9,"2024-05-18T02:55:40.010Z","2024-05-18T02:57:01.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,694497,"Evan Carter","/api/v1/people/694497","L","Left",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,86.5,5,2,0.3997,6.6509,28.1053,-19.6497,-8.8144,6.573,0.1007,2.5546,9.358,-136.6511,-4.364,-2.2114,50.0002,5.5094,-16.7871,36,4.8,24,2312,216,77.4,53,220,NA,NA,NA,TRUE,-19.7,11.3,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745016,"2024-05-18",5,"2024-05-18T02:56:38.797Z","2024-05-18T02:56:43.893Z",TRUE,"pitch","b9d3d3e6-2082-4844-958c-5112a97e9336",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.6796,1.6756,NA,86.16,201.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Evan Carter flies out to left fielder Taylor Ward.",0,9,3,78,"bottom",9,"2024-05-18T02:55:40.010Z","2024-05-18T02:57:01.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,694497,"Evan Carter","/api/v1/people/694497","L","Left",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.6,14,2,0.4322,6.1635,23.9341,-29.545,0.9277,1.6103,0.8091,1.3886,7.2984,-126.3744,-4.4865,-2.2277,50.0012,5.5398,1.5101,4.8,7.2,24,2519,75,NA,NA,NA,NA,NA,NA,FALSE,-33.8,2.2,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745016,"2024-05-18",4,"2024-05-18T02:56:22.839Z","2024-05-18T02:56:26.198Z",TRUE,"pitch","44dd5001-5f16-44f6-a6d2-77bb0548d289",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.6796,1.7086,NA,102.01,229.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Evan Carter flies out to left fielder Taylor Ward.",0,9,3,78,"bottom",9,"2024-05-18T02:55:40.010Z","2024-05-18T02:57:01.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,694497,"Evan Carter","/api/v1/people/694497","L","Left",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.9,82.5,14,2,0.4204,6.3227,27.6334,-26.7194,-10.143,3.1711,0.3934,0.3461,9.7836,-130.3386,-7.716,-2.0928,50.0013,5.3652,-17.434,28.8,7.2,24,1493,238,NA,NA,NA,NA,NA,NA,FALSE,-30,4.2,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745016,"2024-05-18",3,"2024-05-18T02:56:07.031Z","2024-05-18T02:56:13.083Z",TRUE,"pitch","742e48ab-0dd2-44ec-8468-51b3255cbc76",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.64,1.68,NA,78.59,174.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Evan Carter flies out to left fielder Taylor Ward.",0,9,3,78,"bottom",9,"2024-05-18T02:55:40.010Z","2024-05-18T02:57:01.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,694497,"Evan Carter","/api/v1/people/694497","L","Left",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,81.7,14,2,0.4246,6.624,25.9142,-28.9221,1.332,1.9292,1.0077,2.3655,7.7823,-128.8188,-2.6329,-2.2215,50.0045,5.6292,2.2444,7.2,7.2,24,2593,139,NA,NA,NA,NA,NA,NA,FALSE,-31.7,3.1,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745016,"2024-05-18",2,"2024-05-18T02:55:53.913Z","2024-05-18T02:55:59.658Z",TRUE,"pitch","7cc99d54-d58d-462d-b555-4bf412fa865f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.7455,1.6866,NA,141.61,209.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Evan Carter flies out to left fielder Taylor Ward.",0,9,3,78,"bottom",9,"2024-05-18T02:55:40.010Z","2024-05-18T02:57:01.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,694497,"Evan Carter","/api/v1/people/694497","L","Left",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.5,80.4,13,2,0.4309,6.4056,26.2413,-28.9268,-8.9935,1.9796,-0.6456,1.0934,7.1627,-127.155,-5.0188,-2.3315,50.0004,5.3899,-14.715,24,8.4,24,1502,240,NA,NA,NA,NA,NA,NA,FALSE,-33.2,2.6,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745016,"2024-05-18",1,"2024-05-18T02:55:42.237Z","2024-05-18T02:55:45.651Z",TRUE,"pitch","0f7deb92-4829-4965-b0a6-c81ae641c46c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.7966,1.6756,NA,130.89,183.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Evan Carter flies out to left fielder Taylor Ward.",0,9,3,78,"bottom",9,"2024-05-18T02:55:40.010Z","2024-05-18T02:57:01.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,694497,"Evan Carter","/api/v1/people/694497","L","Left",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,85.4,7,2,0.4034,6.3866,30.2326,-20.7691,-9.4912,6.1115,-0.3644,2.0459,8.5714,-135.8664,-5.3702,-2.3296,50.003,5.4948,-17.715,36,6,24,2295,216,NA,NA,NA,NA,NA,NA,FALSE,-21.4,10.1,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745016,"2024-05-18",0,"2024-05-18T02:55:26.816Z","2024-05-18T02:55:42.237Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Evan Carter replaces Robbie Grossman.","Offensive Substitution",9,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,694497,"/api/v1/people/694497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","78","atBat","Flyout","field_out","Evan Carter flies out to left fielder Taylor Ward.",0,9,3,78,"bottom",9,"2024-05-18T02:55:40.010Z","2024-05-18T02:57:01.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,694497,"Evan Carter","/api/v1/people/694497","L","Left",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,543257,"/api/v1/people/543257",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745016,"2024-05-18",3,"2024-05-18T02:55:14.202Z","2024-05-18T02:55:18.800Z",TRUE,"pitch","2328c5ff-fd22-4bdd-8026-4b2d81fee343",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,3,0,NA,NA,3.57,1.67,NA,163.92,199.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Jonah Heim strikes out on a foul tip.",0,9,3,77,"bottom",9,"2024-05-18T02:54:42.577Z","2024-05-18T02:55:18.800Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641680,"Jonah Heim","/api/v1/people/641680","L","Left",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.4,81,13,2,0.4267,6.2884,27.5331,-30.0102,-8.3941,1.2957,-1.231,1.4382,5.9931,-128.5446,-4.4623,-2.5063,50.0009,5.5359,-13.996,22.8,8.4,24,1521,242,NA,NA,NA,NA,NA,NA,TRUE,-33.6,1.6,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745016,"2024-05-18",2,"2024-05-18T02:54:57.258Z","2024-05-18T02:55:01.476Z",TRUE,"pitch","c3aaa445-c014-4f3c-8cdc-8926d2e3612d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.57,1.67,NA,158.56,186.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Jonah Heim strikes out on a foul tip.",0,9,3,77,"bottom",9,"2024-05-18T02:54:42.577Z","2024-05-18T02:55:18.800Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641680,"Jonah Heim","/api/v1/people/641680","L","Left",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.6,80.2,13,2,0.4305,6.2355,26.7232,-28.3827,-8.8508,2.3129,-1.0903,1.9477,6.3629,-127.338,-3.4995,-2.4745,50.0009,5.5909,-14.4993,24,8.4,24,1367,240,NA,NA,NA,NA,NA,NA,FALSE,-32.2,3.6,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745016,"2024-05-18",1,"2024-05-18T02:54:44.822Z","2024-05-18T02:54:48.934Z",TRUE,"pitch","bf400ced-97a2-46a6-9711-7cbadffd51e7",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5533,1.7206,NA,143.87,159.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Jonah Heim strikes out on a foul tip.",0,9,3,77,"bottom",9,"2024-05-18T02:54:42.577Z","2024-05-18T02:55:18.800Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641680,"Jonah Heim","/api/v1/people/641680","L","Left",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Los Angeles Angels",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.6,84.3,4,2,0.4078,6.3664,30.6695,-25.5573,-8.6496,3.6296,-0.7048,2.9356,7.4469,-134.598,-2.1872,-2.3908,50.0067,5.5784,-15.7894,28.8,7.2,24,2238,208,NA,NA,NA,NA,NA,NA,FALSE,-25.8,6.2,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
