"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718384,"2023-04-29",4,"2023-04-30T01:49:40.565Z","2023-04-30T01:49:44.039Z",TRUE,"pitch","22bf7027-51f7-416f-8c77-48661fe7259a",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.26,1.63,NA,92.24,158.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","atBat","Strikeout","strikeout","David Villar called out on strikes.",0,11,16,95,"top",9,"2023-04-30T01:48:14.958Z","2023-04-30T01:49:44.039Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681584,"David Villar","/api/v1/people/681584","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,88.4,3,2,0.3987,5.7377,24.0411,-18.4305,-3.7098,6.9935,0.6495,2.9753,8.1371,-137.7456,-4.4109,-1.8314,50,5.805,-7.2906,16.8,3.6,24,2391,206,NA,NA,NA,NA,NA,NA,TRUE,-18.1,12.6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718384,"2023-04-29",3,"2023-04-30T01:49:20.597Z","2023-04-30T01:49:23.597Z",TRUE,"pitch","106d2780-cede-4771-9387-f6a5e96f42b5",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.26,1.63,NA,126.17,242.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","atBat","Strikeout","strikeout","David Villar called out on strikes.",0,11,16,95,"top",9,"2023-04-30T01:48:14.958Z","2023-04-30T01:49:44.039Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681584,"David Villar","/api/v1/people/681584","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.5,76.9,13,2,0.4661,5.5041,17.5994,-27.8863,-5.1292,2.9559,-0.2405,-0.15,4.823,-118.307,-8.0864,-1.6195,50,5.7816,-7.4403,13.2,8.4,24,1914,252,NA,NA,NA,NA,NA,NA,FALSE,-38,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718384,"2023-04-29",2,"2023-04-30T01:49:01.277Z","2023-04-30T01:49:04.438Z",TRUE,"pitch","47d2d727-a00a-49a5-9041-ac715bbf310c",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.26,1.63,NA,126.48,159.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","atBat","Strikeout","strikeout","David Villar called out on strikes.",0,11,16,95,"top",9,"2023-04-30T01:48:14.958Z","2023-04-30T01:49:44.039Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681584,"David Villar","/api/v1/people/681584","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,87.8,2,2,0.4015,5.6674,24.6302,-21.5492,-6.7766,5.4728,-0.2486,2.9394,6.4864,-137.1012,-4.4157,-1.7457,50,6.0033,-13.1561,28.8,4.8,24,2508,233,NA,NA,NA,NA,NA,NA,FALSE,-21.5,9.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718384,"2023-04-29",1,"2023-04-30T01:48:34.231Z","2023-04-30T01:48:37.231Z",TRUE,"pitch","5c68fb8c-d908-41f9-8421-4cec48fda59f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.26,1.63,NA,85.97,185.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","atBat","Strikeout","strikeout","David Villar called out on strikes.",0,11,16,95,"top",9,"2023-04-30T01:48:14.958Z","2023-04-30T01:49:44.039Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681584,"David Villar","/api/v1/people/681584","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,83.3,9,2,0.4245,5.7742,21.7862,-24.9247,0.692,4.1894,0.814,1.9722,6.3416,-129.3978,-5.2615,-1.7373,50,5.891,1.1975,4.8,6,24,2325,156,NA,NA,NA,NA,NA,NA,FALSE,-28,6.8,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718384,"2023-04-29",0,"2023-04-30T01:48:14.958Z","2023-04-30T01:48:17.964Z",TRUE,"pitch","39d259fb-f530-48ae-9ba8-d8baf672b67a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.26,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","atBat","Strikeout","strikeout","David Villar called out on strikes.",0,11,16,95,"top",9,"2023-04-30T01:48:14.958Z","2023-04-30T01:49:44.039Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681584,"David Villar","/api/v1/people/681584","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.2,82.8,6,2,0.4301,5.4409,20.2843,-25.2895,0.9558,4.0294,0.3787,2.3487,5.1774,-128.2946,-4.2076,-1.7687,50,5.9225,1.633,4.8,6,24,2430,154,NA,NA,NA,NA,NA,NA,FALSE,-28.8,6.8,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718384,"2023-04-29",5,"2023-04-30T01:47:44.837Z","2023-04-30T01:47:52.755Z",TRUE,"pitch","0cdbf753-519a-48ff-bd7a-fbc5640cd03c",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,1,NA,NA,3.43,1.68,NA,114.69,157.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Strikeout","strikeout","Blake Sabol called out on strikes.",0,11,16,94,"top",9,"2023-04-30T01:46:16.882Z","2023-04-30T01:47:52.755Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90,84.1,13,2,0.42,5.6706,22.2132,-24.1117,1.9915,4.5422,-0.9283,2.5147,2.0413,-131.023,-4.1591,-1.9695,50,5.8785,3.535,8.4,6,24,2384,148,NA,NA,NA,NA,NA,NA,TRUE,-26.3,7.8,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718384,"2023-04-29",4,"2023-04-30T01:47:19.004Z","2023-04-30T01:47:22.004Z",TRUE,"pitch","81b01e1f-d5f3-4fdd-b87d-d1de40b3008e",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.43,1.68,NA,114.69,157.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Strikeout","strikeout","Blake Sabol called out on strikes.",0,11,16,94,"top",9,"2023-04-30T01:46:16.882Z","2023-04-30T01:47:52.755Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.2,82.5,1,2,0.4297,5.4795,20.4169,-25.5275,1.2217,3.89,-0.8159,3.354,2.6757,-128.3275,-1.7622,-2.0205,50,5.9906,2.0874,6,6,24,2347,154,NA,NA,NA,NA,NA,NA,FALSE,-28.7,7,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718384,"2023-04-29",3,"2023-04-30T01:47:03.805Z","2023-04-30T01:47:07.749Z",TRUE,"pitch","fac18e83-39b7-495e-925f-6eaf2f5f54c6",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.43,1.68,NA,114.69,157.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Strikeout","strikeout","Blake Sabol called out on strikes.",0,11,16,94,"top",9,"2023-04-30T01:46:16.882Z","2023-04-30T01:47:52.755Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.7,83.7,1,2,0.4203,5.8148,21.9474,-24.3229,1.6215,4.4533,-0.7589,3.446,2.7125,-130.5537,-1.8879,-2.0131,50,5.9701,2.8588,7.2,6,24,2350,152,NA,NA,NA,NA,NA,NA,FALSE,-26.2,7.9,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718384,"2023-04-29",2,"2023-04-30T01:46:49.084Z","2023-04-30T01:46:54.079Z",TRUE,"pitch","b8547527-67db-4aaf-a540-1c4c5c50e29c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.43,1.68,NA,114.69,157.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Strikeout","strikeout","Blake Sabol called out on strikes.",0,11,16,94,"top",9,"2023-04-30T01:46:16.882Z","2023-04-30T01:47:52.755Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.7,76.6,14,2,0.466,5.4448,18.6568,-29.4911,-6.8574,1.8468,0.0796,0.8694,5.9973,-118.6568,-5.9469,-1.5694,50,6.0304,-9.9625,16.8,8.4,24,2018,265,NA,NA,NA,NA,NA,NA,FALSE,-39.8,2,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718384,"2023-04-29",1,"2023-04-30T01:46:33.554Z","2023-04-30T01:46:37.161Z",TRUE,"pitch","84c8c55a-716f-4f75-99be-671f04e91716",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.43,1.68,NA,114.69,157.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Strikeout","strikeout","Blake Sabol called out on strikes.",0,11,16,94,"top",9,"2023-04-30T01:46:16.882Z","2023-04-30T01:47:52.755Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,86.3,12,2,0.4064,5.903,23.9705,-17.5941,-3.1107,7.7576,0.9636,4.2933,8.2903,-134.9229,-1.2406,-1.7186,50,5.9754,-5.8463,14.4,3.6,24,2385,198,NA,NA,NA,NA,NA,NA,FALSE,-17.4,14.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
