"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745278,"2024-03-31",6,"2024-03-31T04:26:03.012Z","2024-03-31T04:26:13.766Z",TRUE,"pitch","eb9bb0f9-13e3-44c0-9ecd-965a151f7f19",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,1,1,NA,NA,3.32,1.52,NA,122.56,187.27,"line_drive","medium","9",161.15,89.16,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Julio Rodríguez singles on a line drive to right fielder Wilyer Abreu. Josh Rojas scores. J.P. Crawford to 2nd.",1,3,4,76,"bottom",10,"2024-03-31T04:24:32.625Z","2024-03-31T04:26:13.766Z",TRUE,TRUE,FALSE,FALSE,60,3,1,1,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Boston Red Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86,78.7,8,2,0.4388,6.6566,26.947,-29.3477,5.5975,1.7923,-0.146,1.9078,1.467,-125.1651,-3.4399,-1.4677,50.0016,5.7215,8.8167,16.8,8.4,24,2522,68,92.2,15,252,NA,NA,NA,FALSE,-34.6,2.6,-10.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,641487,"J.P. Crawford","/api/v1/people/641487",677594,"Julio Rodríguez","/api/v1/people/677594",NA,NA,NA,NA,NA,NA,NA
745278,"2024-03-31",5,"2024-03-31T04:25:44.427Z","2024-03-31T04:25:47.797Z",TRUE,"pitch","705557ac-cf63-46a1-a387-77fe02efe562",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.32,1.5326,NA,121.14,202.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Julio Rodríguez singles on a line drive to right fielder Wilyer Abreu. Josh Rojas scores. J.P. Crawford to 2nd.",1,3,4,76,"bottom",10,"2024-03-31T04:24:32.625Z","2024-03-31T04:26:13.766Z",TRUE,TRUE,FALSE,FALSE,60,3,1,1,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.6,86.1,13,2,0.4018,6.6906,29.3618,-18.8406,1.6921,7.0788,-0.1086,1.3292,2.0307,-136.2245,-8.3488,-1.0829,50.0002,5.7311,3.1859,9.6,4.8,24,2323,189,NA,NA,NA,NA,NA,NA,FALSE,-19.9,11.3,-3.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745278,"2024-03-31",4,"2024-03-31T04:25:23.845Z","2024-03-31T04:25:28.132Z",TRUE,"pitch","c0627fb4-658d-486c-952e-6b6c09bf1cd4",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,1,NA,NA,3.32,1.5228,NA,86.35,225.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Julio Rodríguez singles on a line drive to right fielder Wilyer Abreu. Josh Rojas scores. J.P. Crawford to 2nd.",1,3,4,76,"bottom",10,"2024-03-31T04:24:32.625Z","2024-03-31T04:26:13.766Z",TRUE,TRUE,FALSE,FALSE,60,3,1,1,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Boston Red Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.8,78.8,14,2,0.4428,6.8184,22.9109,-27.0607,4.9128,3.2909,0.804,0.4886,3.5647,-123.3607,-6.9744,-1.2944,50.001,5.6119,7.6234,15.6,7.2,24,2431,61,NA,NA,NA,NA,NA,NA,FALSE,-33.1,4.7,-9.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745278,"2024-03-31",3,"2024-03-31T04:25:06.330Z","2024-03-31T04:25:10.773Z",TRUE,"pitch","7ead32d2-a367-4670-8d82-db26f44e8f1d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3955,1.665,NA,61.29,177.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Julio Rodríguez singles on a line drive to right fielder Wilyer Abreu. Josh Rojas scores. J.P. Crawford to 2nd.",1,3,4,76,"bottom",10,"2024-03-31T04:24:32.625Z","2024-03-31T04:26:13.766Z",TRUE,TRUE,FALSE,FALSE,60,3,1,1,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.8,81.3,14,0.83,0.4272,6.7177,24.6946,-27.4504,3.2631,2.8309,1.4616,2.2766,5.9681,-127.8927,-3.3363,-1.3199,50.0024,5.7351,5.4406,13.2,7.2,24,2516,84,NA,NA,NA,NA,NA,NA,FALSE,-30.6,4.7,-7.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745278,"2024-03-31",2,"2024-03-31T04:24:34.745Z","2024-03-31T04:24:39.288Z",TRUE,"pitch","70d2e83a-8f98-4e85-942e-520bb1757401",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.32,1.52,NA,74.29,208.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Julio Rodríguez singles on a line drive to right fielder Wilyer Abreu. Josh Rojas scores. J.P. Crawford to 2nd.",1,3,4,76,"bottom",10,"2024-03-31T04:24:32.625Z","2024-03-31T04:26:13.766Z",TRUE,TRUE,FALSE,FALSE,60,3,1,1,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Boston Red Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86.5,80.1,14,2,0.4343,6.7067,24.4446,-27.5662,4.1071,2.8586,1.1204,1.1147,4.4075,-125.8971,-5.8707,-1.1837,50.0048,5.6948,6.6235,14.4,7.2,24,2441,84,NA,NA,NA,NA,NA,NA,FALSE,-32.3,4.1,-8.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745278,"2024-03-31",0,"2024-03-31T04:22:28.501Z","2024-03-31T04:23:20.587Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Julio Rodríguez singles on a line drive to right fielder Wilyer Abreu. Josh Rojas scores. J.P. Crawford to 2nd.",1,3,4,76,"bottom",10,"2024-03-31T04:24:32.625Z","2024-03-31T04:26:13.766Z",TRUE,TRUE,FALSE,FALSE,60,3,1,1,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745278,"2024-03-31",1,"2024-03-31T04:23:20.587Z","2024-03-31T04:24:34.745Z",FALSE,"action",NA,NA,"Pitching Change: Justin Slaten replaces Joely Rodríguez.","Pitching Substitution",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,686580,"/api/v1/people/686580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"76","atBat","Single","single","Julio Rodríguez singles on a line drive to right fielder Wilyer Abreu. Josh Rojas scores. J.P. Crawford to 2nd.",1,3,4,76,"bottom",10,"2024-03-31T04:24:32.625Z","2024-03-31T04:26:13.766Z",TRUE,TRUE,FALSE,FALSE,60,3,1,1,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745278,"2024-03-31",3,"2024-03-31T04:21:46.680Z","2024-03-31T04:21:56.210Z",TRUE,"pitch","0f928389-487c-43ac-b3c8-bdad8aa9aa88",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,1,NA,NA,3.17,1.47,NA,108.91,151.53,"ground_ball","soft","4",134.9,180.71,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Fielders Choice","fielders_choice","J.P. Crawford reaches on a fielder's choice, fielded by second baseman Enmanuel Valdez. Luke Raley scores. Josh Rojas to 3rd.",1,3,3,75,"bottom",10,"2024-03-31T04:21:08.333Z","2024-03-31T04:21:56.210Z",TRUE,TRUE,FALSE,FALSE,46,0,2,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.8,84,2,2,0.4104,6.1849,28.098,-25.0048,11.94,3.9708,0.2121,3.2314,-10.02,-133.3413,-1.3407,2.4634,50.0002,5.5411,21.5436,37.2,7.2,24,1869,130,53.3,-4,25,NA,NA,NA,FALSE,-25.4,7.1,-19.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,641487,"J.P. Crawford","/api/v1/people/641487",668942,"Josh Rojas","/api/v1/people/668942",NA,NA,NA,NA
745278,"2024-03-31",2,"2024-03-31T04:21:27.234Z","2024-03-31T04:21:31.196Z",TRUE,"pitch","79aced78-605d-4c68-8090-aab4ceac4cf4",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.17,1.47,NA,92.31,158.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Fielders Choice","fielders_choice","J.P. Crawford reaches on a fielder's choice, fielded by second baseman Enmanuel Valdez. Luke Raley scores. Josh Rojas to 3rd.",1,3,3,75,"bottom",10,"2024-03-31T04:21:08.333Z","2024-03-31T04:21:56.210Z",TRUE,TRUE,FALSE,FALSE,46,0,2,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.1,84.5,3,2,0.4084,6.3518,27.6109,-25.8807,12.1168,3.454,0.6476,2.9772,-9.2488,-133.8523,-1.7135,2.5654,50.0039,5.4701,22.0921,37.2,7.2,24,1918,128,NA,NA,NA,NA,NA,NA,FALSE,-26.2,6.1,-20,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745278,"2024-03-31",1,"2024-03-31T04:21:10.309Z","2024-03-31T04:21:13.356Z",TRUE,"pitch","793092c0-efdc-4fde-89bd-3bb05c907a09",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.17,1.483,NA,129.6,158.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Fielders Choice","fielders_choice","J.P. Crawford reaches on a fielder's choice, fielded by second baseman Enmanuel Valdez. Luke Raley scores. Josh Rojas to 3rd.",1,3,3,75,"bottom",10,"2024-03-31T04:21:08.333Z","2024-03-31T04:21:56.210Z",TRUE,TRUE,FALSE,FALSE,46,0,2,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,84.1,1,2,0.411,6.2333,26.3297,-23.659,11.152,4.7251,-0.3305,2.9889,-10.9523,-132.8644,-2.1897,2.3804,50.0023,5.5288,20.0977,37.2,7.2,24,1974,130,NA,NA,NA,NA,NA,NA,FALSE,-24.2,8.3,-18,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
