"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717347,"2023-07-19",0,"2023-07-20T00:49:56.456Z","2023-07-20T00:49:56.489Z",FALSE,"action",NA,NA,"Defensive switch from first base to third base for Alec Bohm.","Defensive Switch",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,664761,"/api/v1/people/664761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"5","Third Base","Infielder","3B","700","57","atBat","Groundout","field_out","Owen Miller grounds out, third baseman Alec Bohm to first baseman Darick Hall.",0,4,3,57,"top",8,"2023-07-20T00:51:08.095Z","2023-07-20T00:51:17.961Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,680911,"Owen Miller","/api/v1/people/680911","R","Right",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",1,"2023-07-20T00:49:56.489Z","2023-07-20T00:49:56.491Z",FALSE,"action",NA,NA,"Darick Hall remains in the game as the first baseman.","Defensive Switch",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669742,"/api/v1/people/669742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"3","First Base","Infielder","1B","901","57","atBat","Groundout","field_out","Owen Miller grounds out, third baseman Alec Bohm to first baseman Darick Hall.",0,4,3,57,"top",8,"2023-07-20T00:51:08.095Z","2023-07-20T00:51:17.961Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,680911,"Owen Miller","/api/v1/people/680911","R","Right",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,624641,"/api/v1/people/624641",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",2,"2023-07-20T00:49:56.491Z","2023-07-20T00:51:10.457Z",FALSE,"action",NA,NA,"Pitching Change: Yunior Marte replaces Matt Strahm.","Pitching Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,628708,"/api/v1/people/628708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"57","atBat","Groundout","field_out","Owen Miller grounds out, third baseman Alec Bohm to first baseman Darick Hall.",0,4,3,57,"top",8,"2023-07-20T00:51:08.095Z","2023-07-20T00:51:17.961Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,680911,"Owen Miller","/api/v1/people/680911","R","Right",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",6,"2023-07-20T00:48:18.926Z","2023-07-20T00:48:23.975Z",TRUE,"pitch","43ed0f67-140c-477f-b658-6e28436466c0",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.36,1.63,NA,89.48,203.67,"ground_ball","medium","3",159.52,166.46,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Darick Hall grounds out to first baseman Owen Miller.",0,4,3,56,"bottom",7,"2023-07-20T00:46:30.109Z","2023-07-20T00:48:23.975Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669742,"Darick Hall","/api/v1/people/669742","L","Left",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.6,89.5,14,0.9,0.3867,6.8763,31.8906,-31.0673,-11.6235,0.5402,0.722,1.3003,12.0314,-141.5796,-5.7587,-2.0696,50.0007,5.3455,-23.6292,33.6,7.2,24,1941,247,87.8,-18,6,NA,NA,NA,TRUE,-28.9,-0.1,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",5,"2023-07-20T00:47:56.064Z","2023-07-20T00:47:59.846Z",TRUE,"pitch","00a5327c-0bc7-4ba8-9a90-f56cfbf423a3",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.36,1.63,NA,166.77,177.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Darick Hall grounds out to first baseman Owen Miller.",0,4,3,56,"bottom",7,"2023-07-20T00:46:30.109Z","2023-07-20T00:48:23.975Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669742,"Darick Hall","/api/v1/people/669742","L","Left",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.5,89.5,13,0.9,0.3859,6.9899,32.0538,-29.6708,-10.3887,1.2314,-1.3057,2.2806,6.3371,-141.8731,-3.4934,-2.2169,50.0069,5.4162,-21.211,33.6,7.2,24,1851,254,NA,NA,NA,NA,NA,NA,FALSE,-27,1.7,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",4,"2023-07-20T00:47:32.100Z","2023-07-20T00:47:38.787Z",TRUE,"pitch","570b3968-4fce-492d-9dd4-9c0ad35ec040",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.36,1.63,NA,87.47,163.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Darick Hall grounds out to first baseman Owen Miller.",0,4,3,56,"bottom",7,"2023-07-20T00:46:30.109Z","2023-07-20T00:48:23.975Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669742,"Darick Hall","/api/v1/people/669742","L","Left",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.2,85.2,6,0.9,0.4072,6.6494,27.1786,-29.5712,0.9407,1.4175,0.7748,2.7838,8.1165,-134.1543,-1.8492,-2.4035,50.0018,5.576,1.7253,6,7.2,24,2602,107,NA,NA,NA,NA,NA,NA,FALSE,-29.6,2.4,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",3,"2023-07-20T00:47:08.683Z","2023-07-20T00:47:14.677Z",TRUE,"pitch","5b9e542b-e645-4bc0-a89c-99ece8ef4242",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.36,1.63,NA,88.51,193.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Darick Hall grounds out to first baseman Owen Miller.",0,4,3,56,"bottom",7,"2023-07-20T00:46:30.109Z","2023-07-20T00:48:23.975Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669742,"Darick Hall","/api/v1/people/669742","L","Left",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,89,9,0.9,0.3894,6.8936,30.1133,-27.5452,-11.2479,2.3037,0.7474,1.6793,11.477,-140.372,-5.3222,-1.9219,50.0013,5.3805,-22.5712,34.8,7.2,24,2035,248,NA,NA,NA,NA,NA,NA,FALSE,-26,3.2,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",2,"2023-07-20T00:46:48.184Z","2023-07-20T00:46:52.177Z",TRUE,"pitch","34c85604-b3f6-4b52-b2c9-4c2c129eca24",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3836,1.6301,NA,70.69,195.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Darick Hall grounds out to first baseman Owen Miller.",0,4,3,56,"bottom",7,"2023-07-20T00:46:30.109Z","2023-07-20T00:48:23.975Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669742,"Darick Hall","/api/v1/people/669742","L","Left",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.7,89.7,14,0.9,0.3861,6.8059,31.2895,-26.9724,-10.8036,2.5504,1.2148,1.5896,12.8023,-141.69,-5.9445,-1.9508,50.0057,5.4303,-22.0502,34.8,7.2,24,2115,246,NA,NA,NA,NA,NA,NA,FALSE,-25.2,3.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",1,"2023-07-20T00:46:32.237Z","2023-07-20T00:46:36.552Z",TRUE,"pitch","4aebabd7-0943-4ab0-b577-d856d4f94d24",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3117,1.5441,NA,77.03,157.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Darick Hall grounds out to first baseman Owen Miller.",0,4,3,56,"bottom",7,"2023-07-20T00:46:30.109Z","2023-07-20T00:48:23.975Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669742,"Darick Hall","/api/v1/people/669742","L","Left",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,90.1,12,0.9,0.3837,6.9994,30.5042,-28.0738,-10.1486,1.982,1.0485,2.9955,12.4981,-142.3546,-2.1088,-2.0656,50.0003,5.5104,-20.9742,32.4,7.2,24,1987,237,NA,NA,NA,NA,NA,NA,FALSE,-25.1,3.4,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",0,"2023-07-20T00:46:09.636Z","2023-07-20T00:46:32.237Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Darick Hall replaces Edmundo Sosa.","Offensive Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,669742,"/api/v1/people/669742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","56","atBat","Groundout","field_out","Darick Hall grounds out to first baseman Owen Miller.",0,4,3,56,"bottom",7,"2023-07-20T00:46:30.109Z","2023-07-20T00:48:23.975Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669742,"Darick Hall","/api/v1/people/669742","L","Left",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,624641,"/api/v1/people/624641",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",4,"2023-07-20T00:45:55.004Z","2023-07-20T00:45:58.294Z",TRUE,"pitch","aefa44ac-ea37-4f50-9ae0-8adbfb357d43",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.06,1.44,NA,168.11,193.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,3,55,"bottom",7,"2023-07-20T00:44:20.534Z","2023-07-20T00:45:58.294Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,90.5,13,0.9,0.3822,6.8261,32.2369,-27.4105,-10.1822,2.2899,-1.3408,1.678,6.3804,-143.1653,-5.9159,-2.2723,50.0039,5.4808,-21.1935,34.8,7.2,24,1997,243,NA,NA,NA,NA,NA,NA,TRUE,-25.1,3.1,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",3,"2023-07-20T00:45:32.266Z","2023-07-20T00:45:36.112Z",TRUE,"pitch","849c77bd-2a23-4dec-944a-af085c40f278",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.1199,1.496,NA,62.67,188.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,3,55,"bottom",7,"2023-07-20T00:44:20.534Z","2023-07-20T00:45:58.294Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,90,14,0.9,0.3852,7.184,30.7674,-31.1051,-10.7381,0.5218,1.4253,1.8766,13.6224,-141.8957,-4.5279,-2.03,50.0046,5.4621,-22.0234,31.2,7.2,24,1822,247,NA,NA,NA,NA,NA,NA,FALSE,-28.4,0.1,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",2,"2023-07-20T00:45:02.854Z","2023-07-20T00:45:06.429Z",TRUE,"pitch","23cc77cc-e05d-4ba6-90cb-a304ef012e31",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.06,1.44,NA,122.78,187.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,3,55,"bottom",7,"2023-07-20T00:44:20.534Z","2023-07-20T00:45:58.294Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.8,85.5,8,0.9,0.41,6.6646,21.9376,-34.7516,2.5065,-1.4128,-0.1517,1.9129,5.5742,-132.4092,-2.879,-2.5905,50.0062,5.497,4.558,8.4,8.4,24,2693,70,NA,NA,NA,NA,NA,NA,FALSE,-35.4,-2.9,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",1,"2023-07-20T00:44:41.655Z","2023-07-20T00:44:45.183Z",TRUE,"pitch","c8f3ab55-7a22-4de3-b486-764b4f840e0f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.06,1.44,NA,82.38,182.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,3,55,"bottom",7,"2023-07-20T00:44:20.534Z","2023-07-20T00:45:58.294Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92,85.5,14,0.91,0.4075,6.6849,25.6434,-32.5626,1.5861,-0.2142,0.9084,2.0923,8.4748,-133.8022,-3.0096,-2.4906,50.0017,5.5365,2.9076,7.2,7.2,24,2671,59,NA,NA,NA,NA,NA,NA,FALSE,-32.9,-0.8,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",0,"2023-07-20T00:44:27.967Z","2023-07-20T00:44:31.884Z",TRUE,"pitch","ed2a642a-c09a-4e2b-838c-13843da5af12",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,2.9999,1.4401,NA,110.35,173.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,3,55,"bottom",7,"2023-07-20T00:44:20.534Z","2023-07-20T00:45:58.294Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.5,5,0.9,0.3862,6.785,30.8497,-29.959,-11.1333,1.0836,0.1744,2.4334,10.2708,-141.5795,-3.3465,-2.0452,50.0019,5.538,-22.7114,33.6,7.2,24,1917,247,NA,NA,NA,NA,NA,NA,FALSE,-27.4,1.4,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717347,"2023-07-19",2,"2023-07-20T00:43:49.396Z","2023-07-20T00:44:00.714Z",TRUE,"pitch","93926474-3de1-43f3-af3b-e4b4395f94c7",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.4,1.54,NA,131.89,184.64,"fly_ball","medium","7",65.64,66.4,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Alec Bohm flies out to left fielder Blake Perkins.",0,4,3,54,"bottom",7,"2023-07-20T00:43:31.962Z","2023-07-20T00:44:00.714Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",665625,"Elvis Peguero","/api/v1/people/665625","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.9,84.3,7,0.91,0.4124,6.6689,26.0896,-32.2625,1.937,-0.0484,-0.3905,2.0052,4.7685,-132.3904,-3.232,-2.4609,50.0034,5.5829,3.4665,7.2,7.2,24,2556,78,95.8,35,361,NA,NA,NA,TRUE,-33.4,-0.6,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
