"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746565,"2024-04-23",3,"2024-04-23T02:55:26.916Z","2024-04-23T02:55:35.434Z",TRUE,"pitch","953bf736-5894-4b7c-b726-5bd7efae6631",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.46,1.61,NA,98.49,199.3,"ground_ball","medium","6",122.48,146.37,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Ryan McMahon grounds into a double play, shortstop Ha-Seong Kim to second baseman Xander Bogaerts to first baseman Jake Cronenworth. Ezequiel Tovar out at 2nd. Ryan McMahon out at 1st.",0,3,1,68,"bottom",9,"2024-04-23T02:54:39.992Z","2024-04-23T02:55:35.434Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.6,94,14,0.92,0.3712,6.5407,26.7193,-11.2604,-4.9372,9.4322,0.4856,1.4624,6.5022,-146.2283,-11.3424,-1.1007,50.0067,6.0157,-10.9514,36,3.6,24,2483,210,108.8,-4,18,NA,NA,NA,TRUE,-11,15.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746565,"2024-04-23",2,"2024-04-23T02:55:03.989Z","2024-04-23T02:55:10.175Z",TRUE,"pitch","f7e4a234-94bd-493f-a12f-04af054950d1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4258,1.6076,NA,115.35,209.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Ryan McMahon grounds into a double play, shortstop Ha-Seong Kim to second baseman Xander Bogaerts to first baseman Jake Cronenworth. Ezequiel Tovar out at 2nd. Ryan McMahon out at 1st.",0,3,1,68,"bottom",9,"2024-04-23T02:54:39.992Z","2024-04-23T02:55:35.434Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.6,84.5,14,0.9,0.4132,6.5864,23.6943,-24.689,-8.7908,4.1918,0.0432,1.0883,6.3268,-131.7447,-7.9422,-1.2278,50.0041,5.9217,-15.7072,28.8,7.2,24,1727,230,NA,NA,NA,NA,NA,NA,FALSE,-26.6,6.4,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746565,"2024-04-23",1,"2024-04-23T02:54:42.244Z","2024-04-23T02:54:46.815Z",TRUE,"pitch","ed4a9cb5-24ad-44a5-9169-b7461048bf4c",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.46,1.61,NA,111.36,152.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Ryan McMahon grounds into a double play, shortstop Ha-Seong Kim to second baseman Xander Bogaerts to first baseman Jake Cronenworth. Ezequiel Tovar out at 2nd. Ryan McMahon out at 1st.",0,3,1,68,"bottom",9,"2024-04-23T02:54:39.992Z","2024-04-23T02:55:35.434Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,91.3,2,0.92,0.38,6.4739,27.8099,-15.5268,-4.8561,7.8788,0.1479,3.1815,5.323,-143.2249,-5.9963,-1.0889,50.0043,6.2451,-10.2618,28.8,3.6,24,2586,210,NA,NA,NA,NA,NA,NA,FALSE,-14.4,13.4,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746565,"2024-04-23",0,"2024-04-23T02:53:27.422Z","2024-04-23T02:54:42.244Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Ryan McMahon grounds into a double play, shortstop Ha-Seong Kim to second baseman Xander Bogaerts to first baseman Jake Cronenworth. Ezequiel Tovar out at 2nd. Ryan McMahon out at 1st.",0,3,1,68,"bottom",9,"2024-04-23T02:54:39.992Z","2024-04-23T02:55:35.434Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746565,"2024-04-23",2,"2024-04-23T02:52:57.255Z","2024-04-23T02:53:07.761Z",TRUE,"pitch","bb57d6bc-bcad-44a1-88df-804d2c51a227",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,1,NA,NA,3.33,1.54,NA,125.19,179.49,"line_drive","medium","8",135.84,83.93,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Ezequiel Tovar singles on a line drive to center fielder Jackson Merrill. Sean Bouchard to 3rd.",0,3,1,67,"bottom",9,"2024-04-23T02:51:51.930Z","2024-04-23T02:53:07.761Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.4,91.4,5,0.92,0.3801,6.5374,27.7547,-12.1757,-4.1088,9.4715,-0.2147,2.1958,4.188,-143.1571,-9.0313,-1.1509,50.0004,6.1204,-8.6731,30,3.6,24,2449,206,84.9,19,260,NA,NA,NA,FALSE,-12,15.8,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,656248,"Sean Bouchard","/api/v1/people/656248",NA,NA,NA,NA
746565,"2024-04-23",1,"2024-04-23T02:52:37.444Z","2024-04-23T02:52:41.760Z",TRUE,"pitch","c558277b-63a0-44b7-aa17-53cdb918930d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1733,1.4573,NA,167.49,169.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Ezequiel Tovar singles on a line drive to center fielder Jackson Merrill. Sean Bouchard to 3rd.",0,3,1,67,"bottom",9,"2024-04-23T02:51:51.930Z","2024-04-23T02:53:07.761Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,91.2,11,0.9,0.3833,6.6243,22.567,-13.4416,-2.9972,8.9903,-1.3247,2.571,0.4539,-141.2108,-7.701,-1.094,50.0021,6.1403,-6.245,22.8,3.6,24,2404,204,NA,NA,NA,NA,NA,NA,FALSE,-12.8,15.5,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746565,"2024-04-23",0,"2024-04-23T02:52:16.785Z","2024-04-23T02:52:21.480Z",TRUE,"pitch","e86aee6d-b534-4ccb-9c03-d90612a64326",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.33,1.54,NA,115.85,131.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Ezequiel Tovar singles on a line drive to center fielder Jackson Merrill. Sean Bouchard to 3rd.",0,3,1,67,"bottom",9,"2024-04-23T02:51:51.930Z","2024-04-23T02:53:07.761Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,90.8,12,0.92,0.3827,6.5569,25.6336,-17.1101,-4.2438,7.2273,0.0303,3.9761,4.609,-141.9,-3.3728,-1.0465,50.0068,6.2393,-8.8509,24,3.6,24,2428,207,NA,NA,NA,NA,NA,NA,FALSE,-15.5,12.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746565,"2024-04-23",3,"2024-04-23T02:51:34.248Z","2024-04-23T02:51:44.267Z",TRUE,"pitch","9c4e11d3-370e-4161-8560-ff364fddf248",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.53,1.67,NA,132.75,142.75,"fly_ball","medium","7",82.23,85.38,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Charlie Blackmon flies out to left fielder José Azocar.",0,3,1,66,"bottom",9,"2024-04-23T02:50:10.260Z","2024-04-23T02:51:44.267Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,90.4,1,0.92,0.3827,6.2113,28.7031,-14.2898,-3.6393,8.5956,-0.4132,3.5567,3.3829,-142.4127,-4.872,-1.1362,50.0065,6.1746,-7.5749,24,3.6,24,2526,205,85.5,41,304,NA,NA,NA,TRUE,-13.3,14.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,678662,"Ezequiel Tovar","/api/v1/people/678662",656248,"Sean Bouchard","/api/v1/people/656248",NA,NA,NA,NA,NA,NA,NA
746565,"2024-04-23",2,"2024-04-23T02:51:14.582Z","2024-04-23T02:51:17.701Z",TRUE,"pitch","70c7f0ba-85a2-4736-8663-6718731a8544",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.53,1.67,NA,129.1,133.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Charlie Blackmon flies out to left fielder José Azocar.",0,3,1,66,"bottom",9,"2024-04-23T02:50:10.260Z","2024-04-23T02:51:44.267Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,90.1,11,0.92,0.3826,6.5268,30.9938,-14.5721,-4.3816,8.4696,-0.3175,3.9154,4.2688,-142.8088,-3.8671,-1.258,50.0019,6.1954,-9.1055,27.6,3.6,24,2570,209,NA,NA,NA,NA,NA,NA,FALSE,-13.4,14.8,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746565,"2024-04-23",1,"2024-04-23T02:50:45.948Z","2024-04-23T02:50:51.628Z",TRUE,"pitch","149e82c9-b93d-4b2c-bcbe-0dfba1d0d941",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.53,1.67,NA,118.83,147.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Charlie Blackmon flies out to left fielder José Azocar.",0,3,1,66,"bottom",9,"2024-04-23T02:50:10.260Z","2024-04-23T02:51:44.267Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,82.6,2,0.66,0.4187,6.5669,25.5495,-26.0956,-6.0872,3.504,-0.0481,3.3775,4.8942,-130.4434,-1.8545,-1.151,50.0053,6.051,-10.5689,20.4,6,24,1844,231,NA,NA,NA,NA,NA,NA,FALSE,-27.7,6.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
