"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717812,"2023-06-10",4,"2023-06-10T22:36:26.804Z","2023-06-10T22:36:33.113Z",TRUE,"pitch","da61fc58-2368-400e-b989-b61156800b8a",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.2,1.56,NA,113.85,179.64,"ground_ball","medium","4",145.62,155.21,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Tucupita Marcano grounds out, second baseman Jeff McNeil to first baseman Mark Canha.",0,5,1,72,"bottom",9,"2023-06-10T22:34:33.077Z","2023-06-10T22:36:33.113Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","New York Mets","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.1,80.3,5,0.91,0.4321,7.4047,24.5937,-36.9619,-8.4016,-2.9388,0.0826,2.1905,9.368,-126.5073,-0.2766,-2.5682,50.0039,5.2516,-13.6882,18,9.6,24,1918,252,96.1,6,97,NA,NA,NA,TRUE,-41.2,-5.2,13.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717812,"2023-06-10",3,"2023-06-10T22:35:54.323Z","2023-06-10T22:35:57.323Z",TRUE,"pitch","54f7374a-7f25-463a-92ef-e7c4a9d5cdf3",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.2,1.56,NA,74.7,187.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Tucupita Marcano grounds out, second baseman Jeff McNeil to first baseman Mark Canha.",0,5,1,72,"bottom",9,"2023-06-10T22:34:33.077Z","2023-06-10T22:36:33.113Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.3,81.4,14,0.9,0.4287,7.0263,22.5437,-28.5806,2.2293,2.1714,1.1097,1.9127,8.8634,-127.0662,-2.6923,-2.6935,50.006,5.2238,3.6988,9.6,7.2,24,2607,165,NA,NA,NA,NA,NA,NA,FALSE,-31.9,3.6,-5.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717812,"2023-06-10",2,"2023-06-10T22:35:32.527Z","2023-06-10T22:35:35.917Z",TRUE,"pitch","5e55e2d1-b979-4b13-b2f9-932503b88252",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.0194,1.482,NA,71.33,216.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Tucupita Marcano grounds out, second baseman Jeff McNeil to first baseman Mark Canha.",0,5,1,72,"bottom",9,"2023-06-10T22:34:33.077Z","2023-06-10T22:36:33.113Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","New York Mets","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.3,81.7,14,0.9,0.4264,7.2062,24.6616,-32.7171,-6.5743,-0.3219,1.198,0.8263,11.948,-128.0912,-4.5213,-2.6576,50.0039,5.1516,-11.0043,14.4,8.4,24,1670,252,NA,NA,NA,NA,NA,NA,FALSE,-36.5,-1.4,9.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717812,"2023-06-10",1,"2023-06-10T22:35:15.496Z","2023-06-10T22:35:18.908Z",TRUE,"pitch","d0966c0b-72fe-4a55-9d06-879ddfac1d07",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.0965,1.5077,NA,189.27,163.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Tucupita Marcano grounds out, second baseman Jeff McNeil to first baseman Mark Canha.",0,5,1,72,"bottom",9,"2023-06-10T22:34:33.077Z","2023-06-10T22:36:33.113Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","New York Mets","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,85.6,11,0.9,0.4037,7.0482,28.1489,-28.5903,-9.4384,1.9211,-1.8959,2.7889,5.8367,-135.4249,-1.4842,-2.847,50.0045,5.3342,-17.6232,30,7.2,24,2179,227,NA,NA,NA,NA,NA,NA,FALSE,-28.1,3.4,16,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717812,"2023-06-10",0,"2023-06-10T22:34:56.710Z","2023-06-10T22:34:59.951Z",TRUE,"pitch","ad826ecd-73af-4812-bdbf-50189f4ad481",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.0708,1.5591,NA,158.06,163.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Tucupita Marcano grounds out, second baseman Jeff McNeil to first baseman Mark Canha.",0,5,1,72,"bottom",9,"2023-06-10T22:34:33.077Z","2023-06-10T22:36:33.113Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,86.2,11,0.89,0.4018,6.5339,26.0202,-19.1224,-3.9012,6.9156,-1.0772,2.7784,5.9996,-135.641,-3.1149,-2.7977,50.0054,5.2544,-7.3662,18,4.8,24,2324,227,NA,NA,NA,NA,NA,NA,FALSE,-19,12.1,6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717812,"2023-06-10",3,"2023-06-10T22:34:17.106Z","2023-06-10T22:34:24.843Z",TRUE,"pitch","78151749-6411-4e91-bb23-4c8f0dc45279",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.04,1.43,NA,97.36,209.22,"fly_ball","medium","8",128.81,90.13,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Ji Hwan Bae flies out to center fielder Brandon Nimmo.",0,5,1,71,"bottom",9,"2023-06-10T22:33:05.516Z","2023-06-10T22:34:24.843Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","New York Mets",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.2,74.2,14,0.9,0.4695,6.6821,22.4938,-33.8403,7.9142,-1.2111,0.5152,1.0948,5.2753,-116.7667,-2.7443,-2.8033,50.0031,5.4772,10.8994,19.2,10.8,24,2592,58,82.6,42,274,NA,NA,NA,TRUE,-45.1,-2.6,-15.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717812,"2023-06-10",1,"2023-06-10T22:33:46.593Z","2023-06-10T22:33:49.994Z",TRUE,"pitch","58b706eb-09d9-4f6c-9160-534a2741ddd9",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,2.8336,1.3005,NA,137.98,171.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Ji Hwan Bae flies out to center fielder Brandon Nimmo.",0,5,1,71,"bottom",9,"2023-06-10T22:33:05.516Z","2023-06-10T22:34:24.843Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.4,80.5,1,0.91,0.4301,6.6794,24.8555,-32.9637,-6.9508,-0.4807,-0.5505,2.4804,7.814,-127.0985,-0.6544,-2.7546,50.0022,5.3478,-11.4275,16.8,8.4,24,1859,250,NA,NA,NA,NA,NA,NA,FALSE,-36.5,-0.8,10.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717812,"2023-06-10",0,"2023-06-10T22:33:26.675Z","2023-06-10T22:33:29.675Z",TRUE,"pitch","f95904ca-ce2f-4c45-9134-bb99285bcea7",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.04,1.43,NA,107.4,168.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Ji Hwan Bae flies out to center fielder Brandon Nimmo.",0,5,1,71,"bottom",9,"2023-06-10T22:33:05.516Z","2023-06-10T22:34:24.843Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.8,2,0.72,0.4023,7.0747,29.0878,-18.8933,-5.0695,7.07,0.2519,2.6148,10.0011,-136.0025,-3.4608,-2.8099,50.0007,5.2097,-9.5209,20.4,4.8,24,2311,228,NA,NA,NA,NA,NA,NA,FALSE,-19,12.2,7.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717812,"2023-06-10",2,"2023-06-10T22:33:56.775Z","2023-06-10T22:34:17.106Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,678225,"/api/v1/people/678225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Ji Hwan Bae flies out to center fielder Brandon Nimmo.",0,5,1,71,"bottom",9,"2023-06-10T22:33:05.516Z","2023-06-10T22:34:24.843Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717812,"2023-06-10",5,"2023-06-10T22:32:57.317Z","2023-06-10T22:33:01.887Z",TRUE,"pitch","c4733cce-d906-4da0-bd08-e6cacba7f461",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.1,1.47,NA,47.08,208.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Ke'Bryan Hayes strikes out swinging.",0,5,1,70,"bottom",9,"2023-06-10T22:31:29.905Z","2023-06-10T22:33:01.887Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","New York Mets",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.7,75.8,14,0.87,0.4609,6.9076,21.8307,-29.9648,6.1127,1.5448,1.8344,1.1277,9.1261,-118.655,-2.9923,-2.8498,50.0039,5.124,8.7517,18,9.6,24,2543,70,NA,NA,NA,NA,NA,NA,TRUE,-38.6,2.3,-13.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
