"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718684,"2023-04-07",1,"2023-04-07T22:30:45.086Z","2023-04-07T22:30:49.697Z",TRUE,"pitch","1e24c31e-3a36-478a-977b-beb1cb60b97a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3606,1.6406,NA,142.2,202.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Yordan Alvarez walks.",0,1,1,63,"top",9,"2023-04-07T22:30:42.858Z","2023-04-07T22:32:09.385Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.6,80.3,13,2,0.4338,6.4028,25.434,-41.5111,1.6282,-5.7854,-0.6612,1.3398,2.0462,-126.2104,-3.8389,-1.6935,50.0005,6.2199,2.6289,3.6,10.8,24,2525,38,NA,NA,NA,NA,NA,NA,FALSE,-47.4,-11.2,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",0,"2023-04-07T22:29:33.736Z","2023-04-07T22:30:45.086Z",FALSE,"action",NA,NA,"Pitching Change: Jhoan Duran replaces Griffin Jax.","Pitching Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,661395,"/api/v1/people/661395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"63","atBat","Walk","walk","Yordan Alvarez walks.",0,1,1,63,"top",9,"2023-04-07T22:30:42.858Z","2023-04-07T22:32:09.385Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",8,"2023-04-07T22:27:52.321Z","2023-04-07T22:28:03.706Z",TRUE,"pitch","2977408d-5257-428c-b6eb-99ca7bf1f757",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.57,1.71,NA,135.57,204.13,"fly_ball","medium","7",76.39,110.42,NA,NA,TRUE,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nick Gordon flies out to left fielder Yordan Alvarez.",0,1,1,62,"bottom",8,"2023-04-07T22:24:40.626Z","2023-04-07T22:28:03.706Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.3,74.8,13,0.93,0.4605,6.6925,26.7558,-30.9141,-4.7021,0.8885,-0.4871,1.2835,3.3975,-119.7294,-4.2506,-1.3255,50.0057,5.9005,-6.7125,10.8,9.6,24,1172,245,80,44,241,NA,NA,NA,TRUE,-40.2,0.7,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",7,"2023-04-07T22:27:29.250Z","2023-04-07T22:27:34.652Z",TRUE,"pitch","6ee71d3a-61bd-4994-a37b-989b0c85a09b",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.5317,1.7841,NA,109.91,213.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nick Gordon flies out to left fielder Yordan Alvarez.",0,1,1,62,"bottom",8,"2023-04-07T22:24:40.626Z","2023-04-07T22:28:03.706Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",83.4,76.5,14,0.86,0.453,6.1679,25.4372,-32.1841,-2.6006,-0.0092,0.1859,0.9465,4.4286,-121.2762,-4.9823,-1.3324,50.0016,5.8596,-3.8439,4.8,9.6,24,1299,255,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-1.1,3.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",6,"2023-04-07T22:27:09.370Z","2023-04-07T22:27:12.680Z",TRUE,"pitch","9b9fdebf-4942-4998-be32-7e439b553303",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.5887,1.8415,NA,154.47,110.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nick Gordon flies out to left fielder Yordan Alvarez.",0,1,1,62,"bottom",8,"2023-04-07T22:24:40.626Z","2023-04-07T22:28:03.706Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,82.2,11,0.9,0.4134,6.3606,34.0026,-11.9941,-2.8593,11.4037,-0.9831,4.7671,2.2918,-133.51,-0.6116,-1.4896,50.0058,5.8786,-5.0615,20.4,2.4,24,2364,210,NA,NA,NA,NA,NA,NA,FALSE,-12.4,20.6,4.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",5,"2023-04-07T22:26:41.212Z","2023-04-07T22:26:44.858Z",TRUE,"pitch","371a3276-76a7-4c4e-9992-84f8d2dfb9e7",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.57,1.71,NA,100.03,213.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nick Gordon flies out to left fielder Yordan Alvarez.",0,1,1,62,"bottom",8,"2023-04-07T22:24:40.626Z","2023-04-07T22:28:03.706Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.3,75.6,14,0.92,0.4585,6.4894,24.2638,-28.744,-4.6239,2.3746,0.4451,0.9289,5.1396,-119.7027,-5.5003,-1.1345,50.0011,5.8465,-6.6736,10.8,8.4,24,1455,247,NA,NA,NA,NA,NA,NA,FALSE,-37.4,3.1,7.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",4,"2023-04-07T22:26:21.931Z","2023-04-07T22:26:25.481Z",TRUE,"pitch","8fb1ae8f-baa5-436b-beb9-82b2ef767567",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.5032,1.6693,NA,143.97,141.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nick Gordon flies out to left fielder Yordan Alvarez.",0,1,1,62,"bottom",8,"2023-04-07T22:24:40.626Z","2023-04-07T22:28:03.706Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.5,73.6,11,0.93,0.4649,5.904,26.4316,-29.7154,-3.815,1.7532,-2.1926,4.0751,-0.2586,-118.6337,1.4945,-1.5873,50.0012,6.1813,-5.3408,10.8,8.4,24,1206,269,NA,NA,NA,NA,NA,NA,FALSE,-37.8,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",3,"2023-04-07T22:25:59.392Z","2023-04-07T22:26:03.097Z",TRUE,"pitch","d0431313-5f60-460a-afd0-337ac024dedb",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.57,1.71,NA,110.42,153.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nick Gordon flies out to left fielder Yordan Alvarez.",0,1,1,62,"bottom",8,"2023-04-07T22:24:40.626Z","2023-04-07T22:28:03.706Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82,75.7,8,0.92,0.4585,6.1837,22.5752,-30.0549,-3.8602,1.4646,-0.1113,1.6819,4.3637,-119.3666,-3.7616,-1.46,50.003,5.9788,-5.5814,8.4,8.4,24,1369,259,NA,NA,NA,NA,NA,NA,FALSE,-38.5,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",0,"2023-04-07T22:25:02.957Z","2023-04-07T22:25:06.724Z",TRUE,"pitch","b1a12569-654d-4c93-9fcb-e22d1515a41d",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.57,1.71,NA,124.01,154.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nick Gordon flies out to left fielder Yordan Alvarez.",0,1,1,62,"bottom",8,"2023-04-07T22:24:40.626Z","2023-04-07T22:28:03.706Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.1,2,0.92,0.4083,6.3626,30.0863,-10.0539,-4.8021,12.1428,-0.184,3.1339,4.5383,-134.3486,-5.2607,-1.2741,50.0011,5.8371,-8.7462,34.8,3.6,24,2507,215,NA,NA,NA,NA,NA,NA,FALSE,-11.2,21,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",1,"2023-04-07T22:25:28.402Z","2023-04-07T22:25:33.402Z",FALSE,"stepoff","a45bde30-9408-402d-9b76-fa5b5d3c38fc",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nick Gordon flies out to left fielder Yordan Alvarez.",0,1,1,62,"bottom",8,"2023-04-07T22:24:40.626Z","2023-04-07T22:28:03.706Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",2,"2023-04-07T22:25:37.922Z","2023-04-07T22:25:41.233Z",FALSE,"pickoff","554c9ae1-039f-41a2-a746-3a68e97c090a",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nick Gordon flies out to left fielder Yordan Alvarez.",0,1,1,62,"bottom",8,"2023-04-07T22:24:40.626Z","2023-04-07T22:28:03.706Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",1,"2023-04-07T22:24:24.184Z","2023-04-07T22:24:34.137Z",TRUE,"pitch","11e1e8f4-5f3e-4eb4-9bbb-34e3a47baaa1",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.25,1.47,NA,143.51,191.71,"line_drive","medium","8",142.91,71.54,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Lineout","field_out","Kyle Farmer lines out to center fielder Chas McCormick.",0,1,1,61,"bottom",8,"2023-04-07T22:23:57.329Z","2023-04-07T22:24:34.137Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.1,84.8,7,0.94,0.4081,6.42,27.4473,-16.6985,-10.2039,8.4702,-0.6955,1.7432,5.4161,-133.9354,-7.6747,-1.4123,50.0023,5.828,-18.6389,44.4,6,24,2243,207,94.1,22,321,NA,NA,NA,TRUE,-18.1,13.9,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669304,"Jose Miranda","/api/v1/people/669304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",0,"2023-04-07T22:24:06.242Z","2023-04-07T22:24:10.100Z",TRUE,"pitch","00635a55-3c93-40c4-9398-f9e732450271",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2465,1.4683,NA,134.32,164.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Lineout","field_out","Kyle Farmer lines out to center fielder Chas McCormick.",0,1,1,61,"bottom",8,"2023-04-07T22:23:57.329Z","2023-04-07T22:24:34.137Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.2,84.3,1,0.93,0.4085,6.4805,29.1714,-17.4019,-10.6801,8.116,-0.4544,2.7626,6.3136,-134.1047,-4.902,-1.4524,50.0039,5.8568,-19.4416,44.4,6,24,2283,213,NA,NA,NA,NA,NA,NA,FALSE,-18.4,13.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",4,"2023-04-07T22:23:36.605Z","2023-04-07T22:23:42.133Z",TRUE,"pitch","af3c52e3-cb36-4e33-83c4-64caf9507557",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.17,1.46,NA,124.3,150.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Donovan Solano strikes out swinging.",0,1,1,60,"bottom",8,"2023-04-07T22:21:32.247Z","2023-04-07T22:23:42.133Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,456781,"Donovan Solano","/api/v1/people/456781","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.3,84.1,2,0.88,0.4086,6.0689,30.1126,-19.2501,-9.8529,7.1101,-0.1915,3.2757,6.4999,-134.2521,-3.202,-1.3686,50.005,5.8604,-17.9184,39.6,6,24,2361,200,NA,NA,NA,NA,NA,NA,TRUE,-19.9,12.4,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669304,"Jose Miranda","/api/v1/people/669304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",3,"2023-04-07T22:23:13.235Z","2023-04-07T22:23:16.775Z",TRUE,"pitch","8af33ff8-f924-4ff0-8fc5-3ee924ab698b",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.17,1.46,NA,164.55,184.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Donovan Solano strikes out swinging.",0,1,1,60,"bottom",8,"2023-04-07T22:21:32.247Z","2023-04-07T22:23:42.133Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,456781,"Donovan Solano","/api/v1/people/456781","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,83.8,13,0.92,0.4111,6.13,29.6226,-16.9494,-9.65,8.4738,-1.2475,2.0029,3.8316,-133.4171,-6.898,-1.4513,50.0036,5.8507,-17.3373,42,6,24,2399,207,NA,NA,NA,NA,NA,NA,FALSE,-18.6,14,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718684,"2023-04-07",2,"2023-04-07T22:22:27.461Z","2023-04-07T22:22:32.757Z",TRUE,"pitch","386c9e10-ea5b-4f58-9399-50808ad25582",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,0,NA,NA,3.17,1.46,NA,159.99,192.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Donovan Solano strikes out swinging.",0,1,1,60,"bottom",8,"2023-04-07T22:21:32.247Z","2023-04-07T22:23:42.133Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,456781,"Donovan Solano","/api/v1/people/456781","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.3,84.2,13,0.94,0.4089,6.1611,30.3908,-17.3832,-10.3226,8.1484,-1.1278,1.7173,4.607,-134.1981,-7.4399,-1.5305,50.0006,5.7747,-18.7314,43.2,6,24,2329,212,NA,NA,NA,NA,NA,NA,FALSE,-19.1,13.2,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
