"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y"
717247,"2023-07-27",3,"2023-07-27T23:10:36.074Z","2023-07-27T23:10:43.554Z",TRUE,"pitch","796b954c-f8b8-4103-9093-0e140d89f19e",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.11,1.48,NA,115.17,215.59,"ground_ball","medium","4",138.57,164.63,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Andy Ibanez grounds out, second baseman Andrew Velazquez to first baseman Eduardo Escobar.",0,11,4,81,"bottom",9,"2023-07-27T23:09:47.706Z","2023-07-27T23:10:43.554Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,81.2,14,0.91,0.4294,6.1906,24.0831,-25.4589,1.7259,4.0676,0.048,0.8588,4.3413,-127.1749,-8.0345,-1.9,50.0061,6.0543,2.8494,7.2,7.2,24,2145,172,79.4,-25,4,NA,NA,NA,TRUE,-29.6,5.9,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717247,"2023-07-27",1,"2023-07-27T23:10:04.517Z","2023-07-27T23:10:08.673Z",TRUE,"pitch","3cd3d766-ff5e-473c-8923-efa0c87d11d5",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.0192,1.4513,NA,144.3,194.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Andy Ibanez grounds out, second baseman Andrew Velazquez to first baseman Eduardo Escobar.",0,11,4,81,"bottom",9,"2023-07-27T23:09:47.706Z","2023-07-27T23:10:43.554Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.1,7,0.92,0.4328,5.9118,25.3681,-23.5187,-0.8979,5.334,-0.7161,1.6233,3.4919,-126.4729,-6.5239,-1.997,50.0048,6.118,-1.458,2.4,6,24,2136,179,NA,NA,NA,NA,NA,NA,FALSE,-27.7,8.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717247,"2023-07-27",0,"2023-07-27T23:09:47.706Z","2023-07-27T23:09:53.780Z",TRUE,"pitch","91cd04cf-b3d1-4372-acd8-ca785310d2c8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0854,1.5393,NA,129.92,202.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Andy Ibanez grounds out, second baseman Andrew Velazquez to first baseman Eduardo Escobar.",0,11,4,81,"bottom",9,"2023-07-27T23:09:47.706Z","2023-07-27T23:10:43.554Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,79.7,13,0.92,0.4348,6.0445,25.9922,-23.5197,0.3375,5.3891,-0.3389,1.348,4.2446,-126.0405,-7.0543,-2.0898,50.005,6.0868,0.5417,3.6,6,24,2141,177,NA,NA,NA,NA,NA,NA,FALSE,-28.2,8.3,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717247,"2023-07-27",2,"2023-07-27T23:10:24.428Z","2023-07-27T23:10:36.074Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",11,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,628451,"/api/v1/people/628451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Andy Ibanez grounds out, second baseman Andrew Velazquez to first baseman Eduardo Escobar.",0,11,4,81,"bottom",9,"2023-07-27T23:09:47.706Z","2023-07-27T23:10:43.554Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717247,"2023-07-27",1,"2023-07-27T23:09:15.302Z","2023-07-27T23:09:23.238Z",TRUE,"pitch","89bcc6a1-2e32-428e-9b25-f6e70b5a19b6",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.47,1.72,NA,115.83,184.98,"ground_ball","medium","5",103.55,170.23,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Grounded Into DP","grounded_into_double_play","Matt Vierling grounds into a double play, third baseman Luis Rengifo to second baseman Andrew Velazquez to first baseman Eduardo Escobar. Nick Maton out at 2nd. Matt Vierling out at 1st.",0,11,4,80,"bottom",9,"2023-07-27T23:08:34.222Z","2023-07-27T23:09:23.238Z",TRUE,FALSE,FALSE,TRUE,24,0,1,2,663837,"Matt Vierling","/api/v1/people/663837","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,78.1,8,0.9,0.4467,5.8801,20.81,-23.9518,2.0496,5.3864,0.0308,1.9927,3.7166,-121.9568,-5.5153,-1.771,50.0058,6.3121,3.1318,8.4,7.2,24,2240,147,76.8,-1,33,NA,NA,NA,TRUE,-29.6,8.9,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717247,"2023-07-27",0,"2023-07-27T23:08:58.541Z","2023-07-27T23:09:05.284Z",TRUE,"pitch","18e5cf92-0541-4d3a-90f2-03f570a20679",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4698,1.7382,NA,127.18,191.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Grounded Into DP","grounded_into_double_play","Matt Vierling grounds into a double play, third baseman Luis Rengifo to second baseman Andrew Velazquez to first baseman Eduardo Escobar. Nick Maton out at 2nd. Matt Vierling out at 1st.",0,11,4,80,"bottom",9,"2023-07-27T23:08:34.222Z","2023-07-27T23:09:23.238Z",TRUE,FALSE,FALSE,TRUE,24,0,1,2,663837,"Matt Vierling","/api/v1/people/663837","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.2,83.4,8,0.88,0.4161,5.9407,25.0781,-11.8888,-2.6043,11.5334,-0.267,1.7525,4.7541,-131.1144,-9.1587,-1.757,50.0034,6.1559,-4.5812,15.6,3.6,24,2260,196,NA,NA,NA,NA,NA,NA,FALSE,-14.2,19.3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717247,"2023-07-27",5,"2023-07-27T23:08:27.827Z","2023-07-27T23:08:34.818Z",TRUE,"pitch","f7dac387-35a5-4a29-adfd-cb3f2f35bd68",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,0,NA,NA,3.0856,1.5395,NA,156.59,184.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Walk","walk","Nick Maton walks.",0,11,4,79,"bottom",9,"2023-07-27T23:07:06.731Z","2023-07-27T23:08:34.818Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,665155,"Nick Maton","/api/v1/people/665155","L","Left",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,85.2,13,0.9,0.4066,6.1722,26.695,-12.6629,-2.1353,10.5962,-1.0385,2.0273,3.5434,-134.267,-8.3081,-2.0927,50.0051,6.0451,-3.9332,13.2,3.6,24,2327,198,NA,NA,NA,NA,NA,NA,FALSE,-14.2,17.8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,665155,"Nick Maton","/api/v1/people/665155",NA,NA,NA,NA,NA
717247,"2023-07-27",4,"2023-07-27T23:08:12.409Z","2023-07-27T23:08:17.800Z",TRUE,"pitch","ab749c1c-0c8f-4989-b0b0-ced455c63e44",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.1299,1.5616,NA,179.82,171.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Walk","walk","Nick Maton walks.",0,11,4,79,"bottom",9,"2023-07-27T23:07:06.731Z","2023-07-27T23:08:34.818Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,665155,"Nick Maton","/api/v1/people/665155","L","Left",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.8,78.4,11,0.85,0.445,5.7625,19.8156,-24.3102,-1.5327,5.1048,-1.6481,2.4973,1.9373,-122.2049,-4.1103,-2.2451,50.0054,6.244,-2.3626,4.8,6,24,1875,165,NA,NA,NA,NA,NA,NA,FALSE,-29.5,8.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717247,"2023-07-27",3,"2023-07-27T23:07:38.062Z","2023-07-27T23:07:44.378Z",TRUE,"pitch","ffe2acbc-67ef-44cb-8439-6f35bc7a3f79",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,0,NA,NA,3.18,1.58,NA,119.08,169.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Walk","walk","Nick Maton walks.",0,11,4,79,"bottom",9,"2023-07-27T23:07:06.731Z","2023-07-27T23:08:34.818Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,665155,"Nick Maton","/api/v1/people/665155","L","Left",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.3,83.6,5,0.89,0.4125,6.0616,28.2372,-13.0505,-0.4258,10.7092,-0.0547,2.5555,5.3925,-132.7549,-6.8773,-2.0565,50.0054,6.1284,-0.7603,1.2,3.6,24,2184,196,NA,NA,NA,NA,NA,NA,FALSE,-14.8,18.1,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717247,"2023-07-27",2,"2023-07-27T23:07:22.568Z","2023-07-27T23:07:30.296Z",TRUE,"pitch","2d34aa42-b4d1-4bea-94db-989ef6783038",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.1077,1.5798,NA,163.24,152.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Walk","walk","Nick Maton walks.",0,11,4,79,"bottom",9,"2023-07-27T23:07:06.731Z","2023-07-27T23:08:34.818Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,665155,"Nick Maton","/api/v1/people/665155","L","Left",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.3,76.9,11,0.89,0.4502,5.6028,22.5819,-27.2848,1.2433,3.2595,-1.213,3.2082,2.2219,-121.4129,-1.8206,-2.2997,50.0047,6.3302,1.8659,4.8,7.2,24,2092,146,NA,NA,NA,NA,NA,NA,FALSE,-33.4,5.8,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
