"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717465,"2023-07-07",6,"2023-07-08T01:32:23.809Z","2023-07-08T01:32:29.524Z",TRUE,"pitch","c58a7745-a55e-4a7e-b231-7f69732b8241",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",3,3,2,NA,NA,3.35,1.63,NA,143.33,231.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Riley Adams strikes out swinging.",0,7,2,73,"bottom",9,"2023-07-08T01:30:40.335Z","2023-07-08T01:32:29.524Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656180,"Riley Adams","/api/v1/people/656180","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.6,76.6,13,0.91,0.4591,6.236,20.5486,-35.8858,-2.542,-2.5653,-0.6907,0.282,-3.9023,-118.8361,-6.7086,1.2964,50.0041,6.3611,-3.6739,6,10.8,24,2322,312,NA,NA,NA,NA,NA,NA,TRUE,-46.6,-5.9,5.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717465,"2023-07-07",4,"2023-07-08T01:32:00.710Z","2023-07-08T01:32:04.778Z",TRUE,"pitch","592353c1-46f6-418c-a478-1dd529c35b3a",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.3789,1.6284,NA,88.35,172.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Riley Adams strikes out swinging.",0,7,2,73,"bottom",9,"2023-07-08T01:30:40.335Z","2023-07-08T01:32:29.524Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656180,"Riley Adams","/api/v1/people/656180","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.3,83.9,6,0.89,0.4117,6.2894,27.7076,-15.1124,3.26,9.5109,0.7516,2.4459,-1.9233,-132.8829,-7.7993,1.0601,50.0017,6.5108,5.8464,18,3.6,24,2102,151,NA,NA,NA,NA,NA,NA,FALSE,-16.9,15.8,-5.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717465,"2023-07-07",3,"2023-07-08T01:31:43.671Z","2023-07-08T01:31:47.433Z",TRUE,"pitch","813c483d-3924-451e-857a-0e0f4c7e1073",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.4045,1.6284,NA,94.94,172.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Riley Adams strikes out swinging.",0,7,2,73,"bottom",9,"2023-07-08T01:30:40.335Z","2023-07-08T01:32:29.524Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656180,"Riley Adams","/api/v1/people/656180","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,83.9,6,0.84,0.4129,6.1895,26.4161,-16.013,5.5371,9.0528,0.5788,2.4398,-3.1578,-132.3228,-7.6377,1.0639,50.0059,6.522,9.8884,27.6,4.8,24,2155,149,NA,NA,NA,NA,NA,NA,FALSE,-17.9,15.1,-9.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717465,"2023-07-07",2,"2023-07-08T01:31:21.627Z","2023-07-08T01:31:27.383Z",TRUE,"pitch","a88a90f5-5573-40b8-8594-5be51970761c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.3021,1.4954,NA,180.8,239.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Riley Adams strikes out swinging.",0,7,2,73,"bottom",9,"2023-07-08T01:30:40.335Z","2023-07-08T01:32:29.524Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656180,"Riley Adams","/api/v1/people/656180","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.5,73.8,13,0.91,0.4748,6.2769,21.7615,-28.9714,-4.2337,2.3784,-1.6738,-0.0388,-5.4635,-115.4263,-8.1426,1.2752,50.005,6.3297,-5.7044,12,9.6,24,2251,316,NA,NA,NA,NA,NA,NA,FALSE,-41,2.5,9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717465,"2023-07-07",1,"2023-07-08T01:31:02.982Z","2023-07-08T01:31:06.676Z",TRUE,"pitch","a7daab6a-8c52-4fcc-aa4c-271f5497093a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3533,1.6284,NA,161.33,206.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Riley Adams strikes out swinging.",0,7,2,73,"bottom",9,"2023-07-08T01:30:40.335Z","2023-07-08T01:32:29.524Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656180,"Riley Adams","/api/v1/people/656180","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.2,13,0.9,0.4104,6.2809,29.5944,-13.7753,4.646,10.2061,-1.1631,1.1915,-7.0877,-133.6231,-11.1021,0.9238,50.0042,6.3976,8.3772,22.8,3.6,24,2181,148,NA,NA,NA,NA,NA,NA,FALSE,-16.3,16.2,-6.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717465,"2023-07-07",0,"2023-07-08T01:30:45.383Z","2023-07-08T01:30:48.537Z",TRUE,"pitch","4d47a922-c035-4740-bb24-b21bcffc6e5d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3533,1.6284,NA,50.04,141.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Riley Adams strikes out swinging.",0,7,2,73,"bottom",9,"2023-07-08T01:30:40.335Z","2023-07-08T01:32:29.524Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656180,"Riley Adams","/api/v1/people/656180","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.3,68.9,12,0.91,0.5021,5.9683,21.3026,-39.733,-3.6835,-6.2948,1.7568,3.5956,1.6328,-109.5346,2.0337,1.4759,50.0002,6.9379,-4.4267,6,13.2,24,1517,327,NA,NA,NA,NA,NA,NA,FALSE,-59,-10.4,6.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717465,"2023-07-07",5,"2023-07-08T01:32:12.591Z","2023-07-08T01:32:23.809Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,2,656180,"/api/v1/people/656180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Riley Adams strikes out swinging.",0,7,2,73,"bottom",9,"2023-07-08T01:30:40.335Z","2023-07-08T01:32:29.524Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656180,"Riley Adams","/api/v1/people/656180","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717465,"2023-07-07",2,"2023-07-08T01:30:10.486Z","2023-07-08T01:30:16.707Z",TRUE,"pitch","3636fb8e-fb67-4116-866b-92a0a038b591",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,1,NA,NA,3.15,1.54,NA,152.02,234.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Dominic Smith strikes out swinging, catcher Jonah Heim to first baseman Nathaniel Lowe.",0,7,2,72,"bottom",9,"2023-07-08T01:29:31.583Z","2023-07-08T01:30:16.707Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.4,74.8,13,2,0.4686,6.0948,22.231,-34.6492,-3.6803,-1.7872,-0.9189,0.1566,-4.0037,-116.9157,-6.82,1.2946,50.0044,6.3669,-5.0904,8.4,10.8,24,2287,307,NA,NA,NA,NA,NA,NA,TRUE,-47,-4.7,7.7,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717465,"2023-07-07",1,"2023-07-08T01:29:47.594Z","2023-07-08T01:29:53.204Z",TRUE,"pitch","7c541547-d69a-4277-98bd-4c1b50a145ba",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.15,1.54,NA,117.28,185.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Dominic Smith strikes out swinging, catcher Jonah Heim to first baseman Nathaniel Lowe.",0,7,2,72,"bottom",9,"2023-07-08T01:29:31.583Z","2023-07-08T01:30:16.707Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.6,75.4,8,0.91,0.4641,6.1039,19.7543,-32.8206,-4.5898,-0.4564,-0.0073,1.959,-1.7468,-117.4763,-3.6387,1.3397,50.0038,6.5411,-6.4919,10.8,9.6,24,2381,314,NA,NA,NA,NA,NA,NA,FALSE,-43,-1.3,8.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717465,"2023-07-07",0,"2023-07-08T01:29:32.184Z","2023-07-08T01:29:36.007Z",TRUE,"pitch","d0c6bb04-fd96-48d2-b4dc-de33ff07c098",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3789,1.5384,NA,106.13,173.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Dominic Smith strikes out swinging, catcher Jonah Heim to first baseman Nathaniel Lowe.",0,7,2,72,"bottom",9,"2023-07-08T01:29:31.583Z","2023-07-08T01:30:16.707Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80,73.6,6,0.91,0.4708,6.0949,22.8723,-32.5457,-3.5693,-0.2704,0.2851,2.4012,-1.5386,-116.5602,-2.5485,1.4184,50.0043,6.5961,-4.888,8.4,9.6,24,2249,297,NA,NA,NA,NA,NA,NA,FALSE,-43.7,-0.8,6.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
