"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717236,"2023-07-28",3,"2023-07-29T01:20:46.820Z","2023-07-29T01:20:53.170Z",TRUE,"pitch","d26e846b-745d-4187-9d26-d4169ff3a8c6",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.5,1.66,NA,181.16,223.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Javier Baez strikes out swinging.",0,5,6,76,"top",9,"2023-07-29T01:19:30.562Z","2023-07-29T01:20:53.170Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,76.6,13,0.87,0.4523,7.2648,27.2138,-26.3972,-3.1896,3.9009,-1.6831,0.5626,-10.8159,-121.7853,-5.3491,3.2567,50.002,5.113,-4.7173,14.4,8.4,24,2316,296,NA,NA,NA,NA,NA,NA,TRUE,-33.7,5.8,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717236,"2023-07-28",2,"2023-07-29T01:20:24.771Z","2023-07-29T01:20:29.119Z",TRUE,"pitch","f099aedf-2f25-41f7-b196-28cd994f3310",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.5209,1.6811,NA,144.57,184.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Javier Baez strikes out swinging.",0,5,6,76,"top",9,"2023-07-29T01:19:30.562Z","2023-07-29T01:20:53.170Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,86.1,7,0.91,0.3998,7.405,31.8701,-22.922,12.392,4.8709,-0.7232,2.0254,-14.9228,-137.2824,-4.2262,3.1864,50.0001,5.1551,23.5267,39.6,7.2,24,2197,121,NA,NA,NA,NA,NA,NA,FALSE,-22.9,8,-19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717236,"2023-07-28",1,"2023-07-29T01:20:08.962Z","2023-07-29T01:20:13.067Z",TRUE,"pitch","fea4106c-a4c4-428b-b088-6dd17ddb7ea9",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.4411,1.6207,NA,96.38,198.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Javier Baez strikes out swinging.",0,5,6,76,"top",9,"2023-07-29T01:19:30.562Z","2023-07-29T01:20:53.170Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85.1,9,0.9,0.4046,7.1036,31.5253,-25.1537,12.1732,3.7865,0.5408,1.5047,-11.4592,-135.7096,-4.9999,3.25,50.0017,5.1378,22.5561,37.2,7.2,24,2097,122,NA,NA,NA,NA,NA,NA,FALSE,-25.8,5.9,-19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717236,"2023-07-28",0,"2023-07-29T01:19:51.321Z","2023-07-29T01:19:54.599Z",TRUE,"pitch","f45914e1-a80c-4112-9242-de1e4cc6d25d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5209,1.7427,NA,182.06,180.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Javier Baez strikes out swinging.",0,5,6,76,"top",9,"2023-07-29T01:19:30.562Z","2023-07-29T01:20:53.170Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,86.6,13,0.88,0.3972,7.2153,33.6936,-18.0099,9.1723,7.3707,-1.7068,2.1528,-16.5019,-138.4152,-5.0222,3.167,50.0006,5.2138,17.6226,36,4.8,24,2159,124,NA,NA,NA,NA,NA,NA,FALSE,-18.2,12.2,-12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717236,"2023-07-28",5,"2023-07-29T01:19:20.181Z","2023-07-29T01:19:25.039Z",TRUE,"pitch","41b38e65-692a-4448-89ca-81b793b1f32f",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.3,1.5,NA,130.22,195.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,5,6,75,"top",9,"2023-07-29T01:18:13.981Z","2023-07-29T01:19:25.039Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.8,76.6,7,0.66,0.4511,7.3445,25.9583,-26.8189,-5.3825,3.5916,-0.3469,1.6094,-7.2045,-121.8477,-2.8725,3.3575,50.0016,5.143,-8.0178,19.2,8.4,24,2374,283,NA,NA,NA,NA,NA,NA,TRUE,-33.2,6,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668731,"Akil Baddoo","/api/v1/people/668731",NA,NA,NA,NA,NA,NA
717236,"2023-07-28",4,"2023-07-29T01:18:57.598Z","2023-07-29T01:19:01.782Z",TRUE,"pitch","1eb00a6e-46db-4967-be0d-6416ae81cf7f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.1978,1.5006,NA,150.51,193.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,5,6,75,"top",9,"2023-07-29T01:18:13.981Z","2023-07-29T01:19:25.039Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,86.3,13,0.86,0.3975,7.1974,35.119,-17.772,9.5938,7.5148,-0.8792,1.6889,-14.1713,-138.5582,-6.1736,3.0896,50.0024,5.1615,18.386,37.2,4.8,24,2192,121,NA,NA,NA,NA,NA,NA,FALSE,-18.4,12.1,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717236,"2023-07-28",3,"2023-07-29T01:18:33.711Z","2023-07-29T01:18:37.562Z",TRUE,"pitch","679722e0-7f9e-440f-9952-ca5d4f308504",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.3,1.5,NA,144.9,159.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,5,6,75,"top",9,"2023-07-29T01:18:13.981Z","2023-07-29T01:19:25.039Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,86.4,1,0.9,0.3962,7.2479,34.7661,-17.4334,7.5357,7.637,-0.7319,2.952,-13.4799,-138.9103,-3.0613,3.2324,50.0008,5.2455,14.5423,31.2,4.8,24,2125,117,NA,NA,NA,NA,NA,NA,FALSE,-17,13.2,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717236,"2023-07-28",2,"2023-07-29T01:18:16.233Z","2023-07-29T01:18:20.038Z",TRUE,"pitch","c75f04ca-bbd3-4697-b80e-a01856853ae5",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2383,1.5374,NA,120.34,189.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,5,6,75,"top",9,"2023-07-29T01:18:13.981Z","2023-07-29T01:19:25.039Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,86.5,8,0.91,0.3969,7.0046,34.4994,-25.0662,12.4382,3.6935,-0.0875,1.8262,-13.4585,-138.6571,-4.5942,3.2414,50.0014,5.2026,23.9253,38.4,7.2,24,2139,126,NA,NA,NA,NA,NA,NA,FALSE,-24.7,5.8,-19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717236,"2023-07-28",0,"2023-07-29T01:17:40.770Z","2023-07-29T01:17:57.472Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,5,6,75,"top",9,"2023-07-29T01:18:13.981Z","2023-07-29T01:19:25.039Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717236,"2023-07-28",1,"2023-07-29T01:17:57.472Z","2023-07-29T01:18:16.233Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Akil Baddoo replaces Andy Ibanez.","Offensive Substitution",5,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,668731,"/api/v1/people/668731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","401","75","atBat","Strikeout","strikeout","Eric Haase strikes out swinging.",0,5,6,75,"top",9,"2023-07-29T01:18:13.981Z","2023-07-29T01:19:25.039Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,628451,"/api/v1/people/628451",NA,NA,NA,NA,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
