"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717010,"2023-08-13",1,"2023-08-13T20:30:26.899Z","2023-08-13T20:30:36.916Z",TRUE,"pitch","ec56fc2a-668d-4cf1-ad7c-42ae9fb99d66",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.48,1.69,NA,113.24,183.61,"fly_ball","medium","7",99.23,80.22,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Christian Bethancourt flies out to left fielder Steven Kwan.",0,9,2,76,"bottom",9,"2023-08-13T20:30:02.787Z","2023-08-13T20:30:36.916Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,542194,"Christian Bethancourt","/api/v1/people/542194","R","Right",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,79.2,8,2,0.4373,6.0188,24.9471,-28.7295,3.5408,2.168,0.0987,2.0435,1.4133,-125.183,-3.442,-0.9329,50.0027,5.7846,5.6272,10.8,7.2,24,2591,81,98.6,46,304,NA,NA,NA,TRUE,-33.5,3.4,-6.7,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717010,"2023-08-13",0,"2023-08-13T20:30:09.942Z","2023-08-13T20:30:13.368Z",TRUE,"pitch","b0d058cf-a24e-4c67-a205-472004863fef",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.48,1.69,NA,110.17,175.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Christian Bethancourt flies out to left fielder Steven Kwan.",0,9,2,76,"bottom",9,"2023-08-13T20:30:02.787Z","2023-08-13T20:30:36.916Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,542194,"Christian Bethancourt","/api/v1/people/542194","R","Right",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,79.9,5,2,0.4328,6.1001,25.4353,-27.2961,4.2278,3.0076,0.1792,2.3409,1.5599,-126.4702,-3.1268,-0.9946,50.0026,5.779,6.8588,14.4,7.2,24,2575,86,NA,NA,NA,NA,NA,NA,FALSE,-31.2,5,-8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717010,"2023-08-13",3,"2023-08-13T20:29:33.862Z","2023-08-13T20:29:42.434Z",TRUE,"pitch","2e177f37-d000-43b1-b922-a73285652828",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.371,1.535,NA,96.44,190.61,"popup","medium","3",174.37,182.28,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Curtis Mead pops out to first baseman Kole Calhoun in foul territory.",0,9,2,75,"bottom",9,"2023-08-13T20:28:25.795Z","2023-08-13T20:29:42.434Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,678554,"Curtis Mead","/api/v1/people/678554","R","Right",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.9,76.7,9,2,0.4505,6.0957,26.8418,-34.1098,11.266,-1.2981,0.5395,1.7839,0.2389,-122.1627,-2.5298,-1.0207,50.0026,5.801,16.8161,26.4,10.8,24,2876,47,63.9,64,127,NA,NA,NA,TRUE,-41.9,-2.8,-20.4,NA,NA,NA,TRUE,FALSE,623912,"Harold Ramírez","/api/v1/people/623912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717010,"2023-08-13",2,"2023-08-13T20:29:14.481Z","2023-08-13T20:29:17.917Z",TRUE,"pitch","9b5a1fbe-fce9-4195-b169-2dabbaaa9ac8",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.6036,1.7195,NA,52.92,190.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Curtis Mead pops out to first baseman Kole Calhoun in foul territory.",0,9,2,75,"bottom",9,"2023-08-13T20:28:25.795Z","2023-08-13T20:29:42.434Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,678554,"Curtis Mead","/api/v1/people/678554","R","Right",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.7,77.3,14,2,0.4467,6.3424,27.9381,-33.2101,11.4982,-0.6792,1.6811,1.7768,2.8035,-123.3306,-2.7107,-0.9679,50.0044,5.7332,17.4509,27.6,10.8,24,2889,49,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-1.7,-21.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717010,"2023-08-13",1,"2023-08-13T20:28:54.157Z","2023-08-13T20:28:57.791Z",TRUE,"pitch","9b2d24bc-e1e8-4028-924d-41cd58bce607",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.371,1.535,NA,91.83,184.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Curtis Mead pops out to first baseman Kole Calhoun in foul territory.",0,9,2,75,"bottom",9,"2023-08-13T20:28:25.795Z","2023-08-13T20:29:42.434Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,678554,"Curtis Mead","/api/v1/people/678554","R","Right",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.1,76.5,9,2,0.4502,6.1649,28.0144,-35.4339,10.347,-2.1845,0.6603,2.0232,0.9838,-122.4608,-1.6064,-1.0899,50.0028,5.7671,15.4472,24,10.8,24,2820,44,NA,NA,NA,NA,NA,NA,FALSE,-43.2,-4.1,-19,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717010,"2023-08-13",0,"2023-08-13T20:28:40.557Z","2023-08-13T20:28:43.918Z",TRUE,"pitch","f272c879-88f3-4de2-bc55-cb3b19a8a52c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5569,1.7426,NA,91.8,166.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Curtis Mead pops out to first baseman Kole Calhoun in foul territory.",0,9,2,75,"bottom",9,"2023-08-13T20:28:25.795Z","2023-08-13T20:29:42.434Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,678554,"Curtis Mead","/api/v1/people/678554","R","Right",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,80.2,6,2,0.4289,5.956,28.8985,-29.2988,3.0215,1.7469,0.6612,2.6917,3.0473,-128.175,-2.2692,-0.94,50.0056,5.8988,4.9782,10.8,7.2,24,2553,96,NA,NA,NA,NA,NA,NA,FALSE,-32.6,2.9,-6.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717010,"2023-08-13",2,"2023-08-13T20:28:09.253Z","2023-08-13T20:28:21.868Z",TRUE,"pitch","bb564798-b5e9-4e70-ae9b-7110a198c9be",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.71,1.79,NA,95.6,169.53,"line_drive","medium","8",129.79,53.72,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Josh Lowe lines out to center fielder Ramon Laureano.",0,9,2,74,"bottom",9,"2023-08-13T20:27:17.765Z","2023-08-13T20:28:21.868Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,666139,"Josh Lowe","/api/v1/people/666139","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.7,81.7,6,2,0.4211,6.16,29.9438,-28.3523,1.9762,2.2327,0.5613,2.5648,3.482,-130.5472,-2.8246,-1.0514,50.0002,5.8165,3.3771,8.4,7.2,24,2575,120,97.2,21,361,NA,NA,NA,TRUE,-30.6,3.6,-4.4,NA,NA,NA,TRUE,FALSE,623912,"Harold Ramírez","/api/v1/people/623912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717010,"2023-08-13",1,"2023-08-13T20:27:50.846Z","2023-08-13T20:27:54.027Z",TRUE,"pitch","70613edf-0efe-4e7c-97ed-9014c0f215ce",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.6626,1.7429,NA,53.88,182.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Josh Lowe lines out to center fielder Ramon Laureano.",0,9,2,74,"bottom",9,"2023-08-13T20:27:17.765Z","2023-08-13T20:28:21.868Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,666139,"Josh Lowe","/api/v1/people/666139","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,81.3,14,2,0.4238,6.0623,29.7766,-30.2742,2.0587,1.1305,1.6559,2.0761,5.7637,-129.7491,-3.5858,-0.8713,50.0064,5.8092,3.4742,8.4,7.2,24,2601,106,NA,NA,NA,NA,NA,NA,FALSE,-33.2,1.4,-5.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717010,"2023-08-13",0,"2023-08-13T20:27:33.861Z","2023-08-13T20:27:37.670Z",TRUE,"pitch","0bd71e78-9b40-4286-957a-eead73e534bc",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.71,1.79,NA,94.03,149.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Josh Lowe lines out to center fielder Ramon Laureano.",0,9,2,74,"bottom",9,"2023-08-13T20:27:17.765Z","2023-08-13T20:28:21.868Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,666139,"Josh Lowe","/api/v1/people/666139","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,80.8,3,2,0.4251,6.1024,29.1548,-27.8244,1.9398,2.5885,0.6025,3.2896,3.4768,-129.2843,-1.2986,-1.0162,50.0005,5.9515,3.2531,8.4,7.2,24,2593,113,NA,NA,NA,NA,NA,NA,FALSE,-30.2,4.6,-4.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717010,"2023-08-13",4,"2023-08-13T20:27:01.291Z","2023-08-13T20:27:12.187Z",TRUE,"pitch","2290d896-c01a-4c4f-9f1c-7b868b012d4c",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,0,NA,NA,3.15,1.46,NA,111.15,198.43,"ground_ball","medium","8",114.22,93.21,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Harold Ramirez singles on a ground ball to center fielder Ramon Laureano.",0,9,2,73,"bottom",9,"2023-08-13T20:26:15.903Z","2023-08-13T20:27:12.187Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.2,86.1,8,2,0.4006,6.108,31.436,-20.6369,-8.8015,6.1006,0.1536,1.4945,5.7738,-136.9516,-7.4587,-0.843,50.0032,5.6745,-16.6488,34.8,6,24,2024,219,95.8,1,44,NA,NA,NA,FALSE,-21.4,9.6,14.6,NA,NA,NA,FALSE,FALSE,623912,"Harold Ramírez","/api/v1/people/623912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
