"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716803,"2023-08-30",9,"2023-08-30T04:00:29.813Z","2023-08-30T04:00:34.961Z",TRUE,"pitch","587a6693-098d-419c-ad06-b0f4e177df6c",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,2,NA,NA,3.7925,1.8446,NA,89.69,175.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,1,6,61,"top",9,"2023-08-30T03:59:00.312Z","2023-08-30T04:00:34.961Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",502171,"Alex Cobb","/api/v1/people/502171","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,85.5,9,0.9,0.4041,6.006,28.8351,-27.3221,-10.7497,2.6084,0.7165,2.3343,10.7584,-135.3946,-3.3239,-1.9068,50.0054,5.4844,-20.0139,32.4,7.2,24,2125,229,NA,NA,NA,NA,NA,NA,TRUE,-27.4,4.2,17.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716803,"2023-08-30",8,"2023-08-30T04:00:14.806Z","2023-08-30T04:00:17.829Z",TRUE,"pitch","75993b03-6314-4f61-91e6-5693fca7d49f",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.579,1.7546,NA,110.54,176.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,1,6,61,"top",9,"2023-08-30T03:59:00.312Z","2023-08-30T04:00:34.961Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",502171,"Alex Cobb","/api/v1/people/502171","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Francisco Giants",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.3,81.4,5,0.9,0.4258,6.0388,25.2065,-32.2583,-8.3733,-0.0545,0.1695,2.3239,8.3152,-128.3624,-2.0632,-2.0155,50.0005,5.6364,-14.0485,20.4,8.4,24,1370,237,NA,NA,NA,NA,NA,NA,FALSE,-35.3,-0.4,13.4,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716803,"2023-08-30",7,"2023-08-30T03:59:55.052Z","2023-08-30T03:59:58.149Z",TRUE,"pitch","ea9a0e75-7cc5-4cdb-98fc-c15ab99a2973",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,1,2,NA,NA,3.7314,1.7846,NA,93.99,234.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,1,6,61,"top",9,"2023-08-30T03:59:00.312Z","2023-08-30T04:00:34.961Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",502171,"Alex Cobb","/api/v1/people/502171","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Francisco Giants",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.7,83.1,14,0.91,0.4197,6.1944,25.4258,-28.1862,-9.5992,2.3067,0.6037,0.1462,9.6274,-130.141,-8.0908,-1.8834,50.0026,5.4077,-16.5876,26.4,7.2,24,1498,245,NA,NA,NA,NA,NA,NA,FALSE,-31.3,2.6,15.5,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716803,"2023-08-30",6,"2023-08-30T03:59:43.289Z","2023-08-30T03:59:46.289Z",TRUE,"pitch","2c7673e3-0aea-4155-8eb0-46ded0f962ae",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.7925,1.7846,NA,191.06,161.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,1,6,61,"top",9,"2023-08-30T03:59:00.312Z","2023-08-30T04:00:34.961Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",502171,"Alex Cobb","/api/v1/people/502171","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Francisco Giants",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.2,82.1,11,0.89,0.4208,6.1291,26.6058,-32.0429,-4.6945,0.0786,-1.943,2.8545,2.4282,-130.0275,-0.8549,-2.2777,50.0044,5.6133,-8.06,13.2,8.4,24,1124,255,NA,NA,NA,NA,NA,NA,FALSE,-34,0.1,8,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716803,"2023-08-30",3,"2023-08-30T03:59:14.230Z","2023-08-30T03:59:19.925Z",TRUE,"pitch","d25adcf1-0da5-4de6-ad4e-74aba6357753",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.7484,1.8107,NA,134.87,198.49,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,1,6,61,"top",9,"2023-08-30T03:59:00.312Z","2023-08-30T04:00:34.961Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",502171,"Alex Cobb","/api/v1/people/502171","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Francisco Giants",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.1,80.6,13,0.88,0.4285,6.2397,28.03,-33.1639,-6.654,-0.5947,-0.4689,1.4921,6.0792,-128.12,-3.68,-2.0152,50.0063,5.5565,-10.9945,15.6,8.4,24,1366,241,NA,NA,NA,NA,NA,NA,FALSE,-37.2,-1.7,10.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716803,"2023-08-30",2,"2023-08-30T03:59:02.458Z","2023-08-30T03:59:05.629Z",TRUE,"pitch","1b13821d-9651-465a-a460-6175598e1631",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7619,1.7247,NA,182.56,155.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,1,6,61,"top",9,"2023-08-30T03:59:00.312Z","2023-08-30T04:00:34.961Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",502171,"Alex Cobb","/api/v1/people/502171","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Francisco Giants",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",83.5,76.7,11,0.9,0.4513,5.6405,24.5694,-44.3992,4.0737,-8.2061,-1.7199,3.0865,-0.2348,-121.5211,2.3733,-2.1508,50.0003,5.9637,6.0709,7.2,12,24,2597,45,NA,NA,NA,NA,NA,NA,FALSE,-53.3,-14,-7.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716803,"2023-08-30",0,"2023-08-30T03:57:42.214Z","2023-08-30T03:58:53.228Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,1,6,61,"top",9,"2023-08-30T03:59:00.312Z","2023-08-30T04:00:34.961Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",502171,"Alex Cobb","/api/v1/people/502171","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716803,"2023-08-30",1,"2023-08-30T03:58:53.228Z","2023-08-30T03:59:02.458Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,682829,"/api/v1/people/682829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,1,6,61,"top",9,"2023-08-30T03:59:00.312Z","2023-08-30T04:00:34.961Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",502171,"Alex Cobb","/api/v1/people/502171","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716803,"2023-08-30",4,"2023-08-30T03:59:21.732Z","2023-08-30T03:59:26.522Z",FALSE,"action",NA,NA,"Spencer Steer advances to 3rd on defensive indifference.","Defensive Indiff",1,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,668715,"/api/v1/people/668715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d25adcf1-0da5-4de6-ad4e-74aba6357753","defensive_indiff",NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,1,6,61,"top",9,"2023-08-30T03:59:00.312Z","2023-08-30T04:00:34.961Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",502171,"Alex Cobb","/api/v1/people/502171","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716803,"2023-08-30",5,"2023-08-30T03:59:26.522Z","2023-08-30T03:59:31.522Z",FALSE,"stepoff","bd2efad7-1523-4820-bd43-470ab0fed78a",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,1,6,61,"top",9,"2023-08-30T03:59:00.312Z","2023-08-30T04:00:34.961Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",502171,"Alex Cobb","/api/v1/people/502171","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
