"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717972,"2023-05-31",2,"2023-05-31T04:30:37.968Z","2023-05-31T04:30:47.002Z",TRUE,"pitch","6b2c570f-36b1-46f4-8307-426932edc144",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.14,1.52,NA,141.37,172.68,"fly_ball","medium","8",117.95,50.81,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","LaMonte Wade Jr. flies out to center fielder Ji Hwan Bae.",0,2,1,70,"bottom",9,"2023-05-31T04:29:45.459Z","2023-05-31T04:30:47.002Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",92.1,84.8,4,0.83,0.4079,6.4931,27.533,-24.8885,-5.0378,3.982,-0.6394,2.4482,5.5346,-134.02,-3.9853,-2.0716,50.0006,5.721,-9.2118,18,6,24,1741,218,95,29,368,NA,NA,NA,TRUE,-25.6,6.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717972,"2023-05-31",1,"2023-05-31T04:30:22.636Z","2023-05-31T04:30:26.580Z",TRUE,"pitch","b4077ded-480e-4a3c-be69-f4b6bbae6df8",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2359,1.6513,NA,122.16,223.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","LaMonte Wade Jr. flies out to center fielder Ji Hwan Bae.",0,2,1,70,"bottom",9,"2023-05-31T04:29:45.459Z","2023-05-31T04:30:47.002Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",93.2,86.4,13,0.91,0.4029,6.5574,26.7686,-26.4302,-7.5276,3.065,-0.1353,0.5738,7.7632,-135.414,-8.3061,-2.0475,50.0057,5.5017,-14.1238,24,7.2,24,1921,201,NA,NA,NA,NA,NA,NA,FALSE,-27.2,4.1,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717972,"2023-05-31",0,"2023-05-31T04:30:08.880Z","2023-05-31T04:30:12.916Z",TRUE,"pitch","0b3cad3c-d9b4-438a-9a5b-9d67c70cc69e",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.14,1.52,NA,104.67,196.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","LaMonte Wade Jr. flies out to center fielder Ji Hwan Bae.",0,2,1,70,"bottom",9,"2023-05-31T04:29:45.459Z","2023-05-31T04:30:47.002Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",93.4,86.7,9,0.89,0.4012,6.6294,26.3563,-26.6742,-5.6857,2.9076,0.3235,1.5736,7.786,-135.877,-6.0749,-1.8243,50.004,5.6616,-10.7626,19.2,6,24,1723,216,NA,NA,NA,NA,NA,NA,FALSE,-26.8,4.3,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717972,"2023-05-31",7,"2023-05-31T04:29:39.675Z","2023-05-31T04:29:44.683Z",TRUE,"pitch","a847fe11-2b62-466d-a6b2-edd59c4c152f",8,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.17,1.49,NA,103.19,146.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brett Wisely strikes out swinging.",0,2,1,69,"bottom",9,"2023-05-31T04:27:03.995Z","2023-05-31T04:29:44.683Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,689172,"Brett Wisely","/api/v1/people/689172","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.6,12,0.92,0.3918,6.5218,32.6242,-9.5638,-5.8023,11.435,0.3622,3.4101,8.3882,-139.9728,-5.0657,-1.9245,50.0051,5.8742,-11.4757,42,2.4,24,2486,213,NA,NA,NA,NA,NA,NA,TRUE,-9.8,19.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717972,"2023-05-31",6,"2023-05-31T04:29:16.435Z","2023-05-31T04:29:21.350Z",TRUE,"pitch","d4f54b18-b8f9-4aa0-b406-610a91361428",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.17,1.49,NA,108.49,140.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brett Wisely strikes out swinging.",0,2,1,69,"bottom",9,"2023-05-31T04:27:03.995Z","2023-05-31T04:29:44.683Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,689172,"Brett Wisely","/api/v1/people/689172","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.4,12,0.92,0.3926,6.465,32.3853,-10.212,-4.4718,11.1466,0.2233,3.6232,7.343,-139.6871,-4.1918,-1.8622,50.0001,5.8184,-8.8095,32.4,2.4,24,2358,218,NA,NA,NA,NA,NA,NA,FALSE,-10.3,19.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717972,"2023-05-31",5,"2023-05-31T04:28:53.837Z","2023-05-31T04:28:57.346Z",TRUE,"pitch","9a085d8a-4d60-4002-ad03-e817cc1aeaff",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.17,1.49,NA,123.63,156.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brett Wisely strikes out swinging.",0,2,1,69,"bottom",9,"2023-05-31T04:27:03.995Z","2023-05-31T04:29:44.683Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,689172,"Brett Wisely","/api/v1/people/689172","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,89.1,2,0.92,0.3867,6.3749,31.0747,-10.0799,-3.6749,10.8653,-0.1739,3.0607,6.0487,-141.4248,-6.0957,-1.8591,50.0041,5.885,-7.474,28.8,2.4,24,2445,215,NA,NA,NA,NA,NA,NA,FALSE,-10.2,18.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717972,"2023-05-31",4,"2023-05-31T04:28:37.135Z","2023-05-31T04:28:40.662Z",TRUE,"pitch","a6be104a-9d51-4cd5-8eed-8507ec8add38",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.1948,1.5644,NA,109.33,130.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brett Wisely strikes out swinging.",0,2,1,69,"bottom",9,"2023-05-31T04:27:03.995Z","2023-05-31T04:29:44.683Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,689172,"Brett Wisely","/api/v1/people/689172","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.7,12,0.91,0.3916,6.4281,32.2584,-12.6343,-4.5519,9.8675,0.2013,3.9995,8.0054,-139.9957,-2.9595,-2.1068,50.0046,5.8999,-9.0161,28.8,3.6,24,2438,219,NA,NA,NA,NA,NA,NA,FALSE,-12.2,17.4,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717972,"2023-05-31",3,"2023-05-31T04:28:15.568Z","2023-05-31T04:28:18.568Z",TRUE,"pitch","aa9eca53-9205-47a8-a704-a3d90a363822",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.17,1.49,NA,109.88,162.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brett Wisely strikes out swinging.",0,2,1,69,"bottom",9,"2023-05-31T04:27:03.995Z","2023-05-31T04:29:44.683Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,689172,"Brett Wisely","/api/v1/people/689172","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88.2,2,0.92,0.391,6.3771,30.6354,-9.2189,-4.2884,11.5401,0.1868,2.8426,7.193,-139.9296,-6.7035,-1.8562,50.0057,5.8686,-8.5332,33.6,2.4,24,2478,212,NA,NA,NA,NA,NA,NA,FALSE,-9.7,19.7,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717972,"2023-05-31",2,"2023-05-31T04:27:59.379Z","2023-05-31T04:28:02.379Z",TRUE,"pitch","ec6f2cf0-a57e-4dc2-a9c2-fb0f64085d69",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,1,NA,NA,3.17,1.49,NA,111.37,175.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brett Wisely strikes out swinging.",0,2,1,69,"bottom",9,"2023-05-31T04:27:03.995Z","2023-05-31T04:29:44.683Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,689172,"Brett Wisely","/api/v1/people/689172","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.7,5,0.92,0.3927,6.3984,31.5461,-8.4512,-4.7432,12.0446,0.1478,2.3309,7.0167,-139.5017,-7.9834,-1.7845,50.0046,5.7879,-9.3441,37.2,2.4,24,2542,211,NA,NA,NA,NA,NA,NA,FALSE,-9.5,20.3,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717972,"2023-05-31",1,"2023-05-31T04:27:43.758Z","2023-05-31T04:27:46.758Z",TRUE,"pitch","7512d532-82cd-4672-982f-a6c4e81a069e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3217,1.6513,NA,106.12,109.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brett Wisely strikes out swinging.",0,2,1,69,"bottom",9,"2023-05-31T04:27:03.995Z","2023-05-31T04:29:44.683Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,689172,"Brett Wisely","/api/v1/people/689172","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.9,12,0.92,0.3909,6.4103,31.4216,-10.5355,-4.2813,10.882,0.2854,4.7899,7.8562,-140.0723,-1.1984,-1.9984,50.0026,5.9116,-8.5139,32.4,2.4,24,2468,212,NA,NA,NA,NA,NA,NA,FALSE,-9.8,19.7,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
