"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746553,"2024-05-11",3,"2024-05-11T02:39:41.106Z","2024-05-11T02:39:46.401Z",TRUE,"pitch","9119eb21-f7cc-4b41-83aa-8670bf63b604",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.62,1.73,NA,152.17,168.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Jonah Heim strikes out swinging.",0,2,2,63,"top",8,"2024-05-11T02:38:25.507Z","2024-05-11T02:40:10.282Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641680,"Jonah Heim","/api/v1/people/641680","L","Left",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Colorado Rockies","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.1,75.5,13,2,0.4614,6.0493,20.4708,-38.9112,6.9523,-4.7038,-0.9227,2.5857,0.2554,-118.277,0.7917,-1.9365,50.0055,5.7871,9.9489,14.4,10.8,24,2914,63,NA,NA,NA,NA,NA,NA,FALSE,-49.2,-8.2,-12.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",2,"2024-05-11T02:39:21.233Z","2024-05-11T02:39:25.046Z",TRUE,"pitch","2630ab83-5f37-47dd-8902-f8f815dc996e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.6032,1.5255,NA,35.54,215.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Jonah Heim strikes out swinging.",0,2,2,63,"top",8,"2024-05-11T02:38:25.507Z","2024-05-11T02:40:10.282Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641680,"Jonah Heim","/api/v1/people/641680","L","Left",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,80.7,14,2,0.4347,6.0454,21.5121,-29.5512,3.9221,1.6228,2.137,0.879,8.461,-125.2511,-4.7399,-1.773,50.0008,5.1681,6.3295,14.4,8.4,24,2717,71,NA,NA,NA,NA,NA,NA,FALSE,-34.3,2.2,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",1,"2024-05-11T02:38:59.079Z","2024-05-11T02:39:02.692Z",TRUE,"pitch","288d44b7-fcf3-4175-81fc-21b9d3e8f586",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.62,1.73,NA,115.34,186.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Jonah Heim strikes out swinging.",0,2,2,63,"top",8,"2024-05-11T02:38:25.507Z","2024-05-11T02:40:10.282Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641680,"Jonah Heim","/api/v1/people/641680","L","Left",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,88.3,8,2,0.3939,5.8405,26.5052,-29.0145,-5.8034,1.6064,0.0436,1.9515,7.5945,-138.2794,-3.8241,-1.9654,50.0019,5.2664,-11.4069,19.2,6,24,1990,248,NA,NA,NA,NA,NA,NA,FALSE,-27.6,2.4,9.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",0,"2024-05-11T02:38:43.451Z","2024-05-11T02:38:47.596Z",TRUE,"pitch","e4ce272f-fe84-418a-9066-72bf4fcededd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5134,1.5462,NA,137.31,177.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Jonah Heim strikes out swinging.",0,2,2,63,"top",8,"2024-05-11T02:38:25.507Z","2024-05-11T02:40:10.282Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641680,"Jonah Heim","/api/v1/people/641680","L","Left",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,89.1,4,2,0.3893,5.8303,27.9612,-27.3078,-6.9955,2.4214,-0.533,2.258,6.1601,-140.0315,-3.7681,-1.8392,50.0043,5.3825,-14.066,25.2,6,24,2025,244,NA,NA,NA,NA,NA,NA,FALSE,-25.4,3.8,11.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",6,"2024-05-11T02:38:07.675Z","2024-05-11T02:38:18.286Z",TRUE,"pitch","51fd29b8-8531-43cf-bbb7-7a566d346c99",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,0,NA,NA,3.44,1.69,NA,122.55,151.67,"fly_ball","medium","8",146.7,100.12,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Adolis García flies out to center fielder Brenton Doyle.",0,2,2,62,"top",8,"2024-05-11T02:36:56.994Z","2024-05-11T02:38:18.286Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,666969,"Adolis García","/api/v1/people/666969","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Colorado Rockies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.6,85.2,2,2,0.4078,5.934,24.1642,-23.672,1.6708,4.6361,-0.1456,3.2262,4.868,-133.4488,-1.1488,-2.1983,50.0047,5.3409,3.063,9.6,4.8,24,2561,200,94.2,54,255,NA,NA,NA,TRUE,-23.6,8.4,-4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",5,"2024-05-11T02:37:50.864Z","2024-05-11T02:37:54.669Z",TRUE,"pitch","0aff0077-609b-4486-a2e0-e8663af144be",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.37,1.5962,NA,73.24,196.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Adolis García flies out to center fielder Brenton Doyle.",0,2,2,62,"top",8,"2024-05-11T02:36:56.994Z","2024-05-11T02:38:18.286Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,666969,"Adolis García","/api/v1/people/666969","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,89.4,14,2,0.3899,5.7409,26.0768,-29.6724,-6.9482,1.2501,1.1481,1.5496,10.6376,-139.5051,-4.8017,-1.7805,50.0061,5.2073,-13.9453,21.6,7.2,24,1949,251,NA,NA,NA,NA,NA,NA,FALSE,-27.8,1.6,10.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",3,"2024-05-11T02:37:30.027Z","2024-05-11T02:37:35.367Z",TRUE,"pitch","04d8150a-1244-4035-a016-229e87de5a3c",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,0,NA,NA,3.44,1.69,NA,61.65,177.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Adolis García flies out to center fielder Brenton Doyle.",0,2,2,62,"top",8,"2024-05-11T02:36:56.994Z","2024-05-11T02:38:18.286Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,666969,"Adolis García","/api/v1/people/666969","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Colorado Rockies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90,83.7,14,2,0.4161,5.94,24.1679,-26.1019,2.194,3.4492,1.4521,2.2606,7.7876,-130.9769,-3.4395,-1.8287,50.0035,5.5137,3.8626,10.8,6,24,2568,173,NA,NA,NA,NA,NA,NA,FALSE,-27.6,5.8,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",2,"2024-05-11T02:37:13.728Z","2024-05-11T02:37:17.503Z",TRUE,"pitch","ee92806b-19ed-4f87-9c6a-fced8b0bc788",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.242,1.5417,NA,53.61,174.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Adolis García flies out to center fielder Brenton Doyle.",0,2,2,62,"top",8,"2024-05-11T02:36:56.994Z","2024-05-11T02:38:18.286Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,666969,"Adolis García","/api/v1/people/666969","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,78,14,2,0.447,5.804,21.7039,-34.8796,4.7835,-1.7763,1.663,2.386,7.402,-122.0476,0.0051,-2.0185,50.0028,5.3625,7.2884,13.2,9.6,24,2831,74,NA,NA,NA,NA,NA,NA,FALSE,-41.5,-3,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",1,"2024-05-11T02:36:59.126Z","2024-05-11T02:37:02.875Z",TRUE,"pitch","7f32203d-ea52-4555-8d20-112978dc8d58",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3723,1.5616,NA,82.6,197.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Adolis García flies out to center fielder Brenton Doyle.",0,2,2,62,"top",8,"2024-05-11T02:36:56.994Z","2024-05-11T02:38:18.286Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,666969,"Adolis García","/api/v1/people/666969","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.3,77.6,14,2,0.4497,5.765,21.4376,-33.6783,5.1263,-0.9999,0.9024,1.5356,5.7234,-121.3336,-1.8436,-2.1439,50.0028,5.2118,7.7206,14.4,9.6,24,2724,69,NA,NA,NA,NA,NA,NA,FALSE,-41,-1.9,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",0,"2024-05-11T02:36:26.124Z","2024-05-11T02:36:59.126Z",FALSE,"action",NA,NA,"Pitching Change: Jake Bird replaces Justin Lawrence.","Pitching Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,656234,"/api/v1/people/656234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"62","atBat","Flyout","field_out","Adolis García flies out to center fielder Brenton Doyle.",0,2,2,62,"top",8,"2024-05-11T02:36:56.994Z","2024-05-11T02:38:18.286Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,666969,"Adolis García","/api/v1/people/666969","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",4,"2024-05-11T02:37:40.534Z","2024-05-11T02:37:50.864Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,0,666969,"/api/v1/people/666969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Adolis García flies out to center fielder Brenton Doyle.",0,2,2,62,"top",8,"2024-05-11T02:36:56.994Z","2024-05-11T02:38:18.286Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,666969,"Adolis García","/api/v1/people/666969","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",1,"2024-05-11T02:34:17.141Z","2024-05-11T02:34:24.574Z",TRUE,"pitch","b023e0ff-e139-4b82-8890-5a4be0e74877",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.47,1.62,NA,109.98,179.21,"line_drive","medium","8",134.98,56.81,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Lineout","field_out","Sean Bouchard lines out to center fielder Leody Taveras.",0,2,2,61,"bottom",7,"2024-05-11T02:33:54.077Z","2024-05-11T02:34:24.574Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,656248,"Sean Bouchard","/api/v1/people/656248","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.5,76,5,0.9,0.4579,6.4246,18.6235,-27.1159,3.5571,3.4751,0.1841,2.2065,4.4194,-118.7381,1.4084,-2.1499,50.0017,4.0387,5.1769,12,7.2,24,2421,107,93.8,24,354,NA,NA,NA,TRUE,-33.6,6.8,-7.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",0,"2024-05-11T02:33:59.372Z","2024-05-11T02:34:02.583Z",TRUE,"pitch","df1b0478-9b5e-4dc9-a7a4-46aaf18154b5",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.47,1.62,NA,74.8,183.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Lineout","field_out","Sean Bouchard lines out to center fielder Leody Taveras.",0,2,2,61,"bottom",7,"2024-05-11T02:33:54.077Z","2024-05-11T02:34:24.574Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,656248,"Sean Bouchard","/api/v1/people/656248","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82,76.7,14,0.9,0.4554,6.4067,18.5767,-28.4409,3.2425,2.5385,1.1071,2.0616,6.8959,-119.3637,0.9635,-2.2178,50.0058,4.1743,4.7735,12,8.4,24,2367,99,NA,NA,NA,NA,NA,NA,FALSE,-35,5,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",5,"2024-05-11T02:33:06.001Z","2024-05-11T02:33:20.830Z",TRUE,"pitch","da04c080-f75b-43c7-96f1-579b4651f032",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.22,1.47,NA,102.84,161.54,"fly_ball","medium","8",131.97,116.6,NA,NA,TRUE,NA,NA,NA,NA,NA,"60","atBat","Field Error","field_error","Elias Díaz reaches on a fielding error by center fielder Leody Taveras. Charlie Blackmon scores.",0,2,2,60,"bottom",7,"2024-05-11T02:31:59.244Z","2024-05-11T02:33:20.830Z",TRUE,TRUE,FALSE,FALSE,0,1,2,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.6,75,3,0.9,0.4633,6.3524,18.5646,-27.3518,2.98,3.3905,0.3714,2.8607,4.913,-117.4456,2.8129,-2.1204,50.0008,4.1634,4.2357,10.8,7.2,24,2482,101,84.5,59,211,NA,NA,NA,FALSE,-34.4,7,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,553869,"Elias Díaz","/api/v1/people/553869",NA,NA,NA,NA,NA,NA
746553,"2024-05-11",4,"2024-05-11T02:32:43.533Z","2024-05-11T02:32:47.618Z",TRUE,"pitch","2be602c5-df6d-4590-bbe0-305685f5cc90",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.22,1.47,NA,104.17,161.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Field Error","field_error","Elias Díaz reaches on a fielding error by center fielder Leody Taveras. Charlie Blackmon scores.",0,2,2,60,"bottom",7,"2024-05-11T02:31:59.244Z","2024-05-11T02:33:20.830Z",TRUE,TRUE,FALSE,FALSE,0,1,2,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Texas Rangers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.3,85.1,3,0.85,0.4091,6.1866,22.4186,-31.9161,-8.8076,0.139,0.3367,2.8499,9.5727,-132.7566,1.7023,-2.1336,50.0006,4.4869,-16.0738,25.2,7.2,24,2260,255,NA,NA,NA,NA,NA,NA,FALSE,-31.6,0.7,14.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",3,"2024-05-11T02:32:19.452Z","2024-05-11T02:32:22.675Z",TRUE,"pitch","68b023bc-b112-40bf-a0a4-4dbd22e074e7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1017,1.2922,NA,-16.77,188.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Field Error","field_error","Elias Díaz reaches on a fielding error by center fielder Leody Taveras. Charlie Blackmon scores.",0,2,2,60,"bottom",7,"2024-05-11T02:31:59.244Z","2024-05-11T02:33:20.830Z",TRUE,TRUE,FALSE,FALSE,0,1,2,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.5,75.5,14,0.9,0.4647,6.2616,17.4657,-29.5247,2.527,1.8715,3.5093,1.8658,11.7981,-116.8875,1.2254,-1.8867,50.0023,4.0619,3.5705,9.6,8.4,24,2433,100,NA,NA,NA,NA,NA,NA,FALSE,-37.8,4,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746553,"2024-05-11",2,"2024-05-11T02:32:01.405Z","2024-05-11T02:32:05.355Z",TRUE,"pitch","09ffb9a0-3c27-47fa-84dd-5130e0d1ef18",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.0997,1.4738,NA,93.24,182.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Field Error","field_error","Elias Díaz reaches on a fielding error by center fielder Leody Taveras. Charlie Blackmon scores.",0,2,2,60,"bottom",7,"2024-05-11T02:31:59.244Z","2024-05-11T02:33:20.830Z",TRUE,TRUE,FALSE,FALSE,0,1,2,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.2,76.7,6,0.9,0.4544,6.3594,19.4179,-28.783,3.2208,2.2945,0.6234,2.0798,6.1572,-119.7617,1.0976,-2.3821,50.0028,4.1572,4.7569,10.8,8.4,24,2399,132,NA,NA,NA,NA,NA,NA,FALSE,-35.3,4.7,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
