"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718226,"2023-05-10",5,"2023-05-10T22:24:56.794Z","2023-05-10T22:25:01.825Z",TRUE,"pitch","117197a4-a963-43b1-8b2a-bff010c6f189",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.56,1.75,NA,123.12,127.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Ketel Marte strikes out swinging.",0,5,4,72,"bottom",9,"2023-05-10T22:22:55.494Z","2023-05-10T22:25:01.825Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,606466,"Ketel Marte","/api/v1/people/606466","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.6,11,0.91,0.3965,7.3752,32.135,-15.0589,4.6923,8.8674,-0.1604,4.1073,-10.9965,-138.3593,-0.4987,3.2637,50.0037,5.3031,9.059,22.8,3.6,24,2259,127,NA,NA,NA,NA,NA,NA,TRUE,-14.2,16.1,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718226,"2023-05-10",4,"2023-05-10T22:24:36.176Z","2023-05-10T22:24:40.046Z",TRUE,"pitch","5a965b55-dd2e-4411-a132-40d2ec5ac46e",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4603,1.6508,NA,121.76,122.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Ketel Marte strikes out swinging.",0,5,4,72,"bottom",9,"2023-05-10T22:22:55.494Z","2023-05-10T22:25:01.825Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,606466,"Ketel Marte","/api/v1/people/606466","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,87.6,11,0.91,0.3919,7.1749,32.8165,-16.0847,5.6031,8.1414,-0.1249,4.3058,-11.3619,-139.992,0.0984,3.2659,50.0048,5.3266,11.0768,27.6,3.6,24,2263,132,NA,NA,NA,NA,NA,NA,FALSE,-14.6,15,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718226,"2023-05-10",3,"2023-05-10T22:24:11.334Z","2023-05-10T22:24:15.324Z",TRUE,"pitch","8bbdf671-8c50-4136-b664-5e633a110995",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.56,1.75,NA,109.64,190.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Ketel Marte strikes out swinging.",0,5,4,72,"bottom",9,"2023-05-10T22:22:55.494Z","2023-05-10T22:25:01.825Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,606466,"Ketel Marte","/api/v1/people/606466","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.2,78,8,0.9,0.4458,7.333,22.8232,-26.4681,-3.7225,3.7267,0.193,1.7889,-6.713,-122.5754,-2.6718,3.4441,50.003,5.1386,-5.6984,14.4,7.2,24,2352,285,NA,NA,NA,NA,NA,NA,FALSE,-31.9,6.4,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718226,"2023-05-10",2,"2023-05-10T22:23:46.686Z","2023-05-10T22:23:50.577Z",TRUE,"pitch","33637e3c-ef0a-4b5c-8f4e-87deae9425d4",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.56,1.75,NA,108.66,159.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Ketel Marte strikes out swinging.",0,5,4,72,"bottom",9,"2023-05-10T22:22:55.494Z","2023-05-10T22:25:01.825Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,606466,"Ketel Marte","/api/v1/people/606466","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.1,5,0.9,0.3941,7.3978,33.318,-18.686,7.4968,6.9071,0.2189,2.9497,-11.0971,-139.3362,-2.8392,3.2918,50.0013,5.2265,14.638,32.4,4.8,24,2195,110,NA,NA,NA,NA,NA,NA,FALSE,-18,12,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718226,"2023-05-10",1,"2023-05-10T22:23:25.339Z","2023-05-10T22:23:29.567Z",TRUE,"pitch","41e42d6e-e959-42e5-9703-724bb2d724be",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.56,1.75,NA,150.52,214.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Ketel Marte strikes out swinging.",0,5,4,72,"bottom",9,"2023-05-10T22:22:55.494Z","2023-05-10T22:25:01.825Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,606466,"Ketel Marte","/api/v1/people/606466","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.5,77,13,0.91,0.4491,7.0413,27.8886,-29.97,-4.9812,1.4656,-0.8793,0.8872,-8.1819,-122.7206,-3.8759,3.1657,50.0008,5.0848,-7.4749,16.8,8.4,24,2405,265,NA,NA,NA,NA,NA,NA,FALSE,-37.1,1.8,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718226,"2023-05-10",0,"2023-05-10T22:23:05.014Z","2023-05-10T22:23:08.778Z",TRUE,"pitch","f29e272a-daa1-4de9-98d1-8dad5b0b0625",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2631,1.5854,NA,202.3,204.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Ketel Marte strikes out swinging.",0,5,4,72,"bottom",9,"2023-05-10T22:22:55.494Z","2023-05-10T22:25:01.825Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,606466,"Ketel Marte","/api/v1/people/606466","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.5,77.5,13,0.87,0.4456,7.2199,28.183,-26.1955,1.2868,3.9174,-2.2379,1.2699,-13.3861,-123.6407,-3.8398,3.1146,50.0003,5.08,1.9647,2.4,7.2,24,2312,272,NA,NA,NA,NA,NA,NA,FALSE,-32,6.2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718226,"2023-05-10",1,"2023-05-10T22:22:26.445Z","2023-05-10T22:22:37.033Z",TRUE,"pitch","259e4378-92bd-4908-926f-475510cca6cd",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.54,1.79,NA,114.67,191,"ground_ball","medium","7",75.3,93.41,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Nick Ahmed singles on a ground ball to left fielder Bryan De La Cruz.",0,5,4,71,"bottom",9,"2023-05-10T22:22:24.258Z","2023-05-10T22:22:37.033Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.7,8,0.9,0.3932,7.2355,31.0791,-15.6808,7.689,8.3916,0.0611,1.7695,-11.8753,-139.2808,-6.1689,3.3798,50.0056,5.0489,15.1193,36,4.8,24,2326,114,106.9,7,148,NA,NA,NA,FALSE,-15.8,14,-11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,605113,"Nick Ahmed","/api/v1/people/605113",NA,NA,NA
718226,"2023-05-10",0,"2023-05-10T22:22:11.809Z","2023-05-10T22:22:26.445Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Nick Ahmed replaces Josh Rojas.","Offensive Substitution",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,605113,"/api/v1/people/605113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","101","71","atBat","Single","single","Nick Ahmed singles on a ground ball to left fielder Bryan De La Cruz.",0,5,4,71,"bottom",9,"2023-05-10T22:22:24.258Z","2023-05-10T22:22:37.033Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,668942,"/api/v1/people/668942",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718226,"2023-05-10",5,"2023-05-10T22:21:53.859Z","2023-05-10T22:22:00.459Z",TRUE,"pitch","5f2299bc-3aeb-40a2-905e-45d558c609e0",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.22,1.52,NA,133.56,155.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Gabriel Moreno strikes out swinging.",0,5,4,70,"bottom",9,"2023-05-10T22:20:42.991Z","2023-05-10T22:22:00.459Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.2,1,0.91,0.3909,7.4813,30.8573,-16.2122,6.5755,8.0238,-0.4344,3.0895,-12.3277,-139.9894,-3.0033,3.1672,50.0059,5.2342,13.0871,31.2,3.6,24,2323,119,NA,NA,NA,NA,NA,NA,TRUE,-15.4,14,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718226,"2023-05-10",3,"2023-05-10T22:21:18.451Z","2023-05-10T22:21:22.866Z",TRUE,"pitch","bc2be9a6-287e-4e42-a36c-a82d64619edc",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.22,1.52,NA,125.79,178.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Gabriel Moreno strikes out swinging.",0,5,4,70,"bottom",9,"2023-05-10T22:20:42.991Z","2023-05-10T22:22:00.459Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.5,5,0.91,0.3932,7.244,32.7175,-14.9049,7.2884,8.7959,-0.2306,2.2219,-12.3266,-139.5456,-5.3635,3.3061,50.0036,5.1582,14.3116,34.8,3.6,24,2231,119,NA,NA,NA,NA,NA,NA,FALSE,-15,14.9,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
