"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718361,"2023-05-01",1,"2023-05-01T22:47:19.885Z","2023-05-01T22:47:24.913Z",TRUE,"pitch","7c4f0b28-8cd2-48a8-b24d-a721447a07c7",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.6325,1.6511,NA,116.49,175.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,3,4,58,"bottom",7,"2023-05-01T22:46:47.249Z","2023-05-01T22:48:09.154Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,86.1,5,2,0.4016,6.2815,28.2031,-23.3629,-9.6628,4.6717,0.0134,2.3535,11.9677,-136.0818,-2.6523,-3.1738,50.0041,4.9488,-18.2319,33.6,6,24,2268,243,NA,NA,NA,NA,NA,NA,FALSE,-23,8.2,15.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663586,"Austin Riley","/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",0,"2023-05-01T22:47:07.647Z","2023-05-01T22:47:12.697Z",TRUE,"pitch","1a736175-207e-4ce3-8706-f296052bfbc3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5751,1.6511,NA,104.47,172.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,3,4,58,"bottom",7,"2023-05-01T22:46:47.249Z","2023-05-01T22:48:09.154Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,86,6,2,0.4024,6.1595,27.5476,-22.4954,-7.3442,5.148,0.3288,2.4465,11.9678,-135.7253,-2.7574,-3.168,50.0024,5.0288,-13.8085,26.4,6,24,2196,237,NA,NA,NA,NA,NA,NA,FALSE,-22.3,9,11,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663586,"Austin Riley","/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",3,"2023-05-01T22:47:52.566Z","2023-05-01T22:48:05.214Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,624413,"/api/v1/people/624413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,3,4,58,"bottom",7,"2023-05-01T22:46:47.249Z","2023-05-01T22:48:09.154Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663586,"Austin Riley","/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",0,"2023-05-01T22:46:36.327Z","2023-05-01T22:46:46.573Z",TRUE,"pitch","dc3a1ec0-ab23-4c5e-a8b7-7af38eef51f0",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.3,1.55,NA,140.91,165.11,"fly_ball","medium","7",63.04,88.32,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Francisco Lindor flies out to left fielder Eddie Rosario.",0,3,4,57,"bottom",7,"2023-05-01T22:46:13.800Z","2023-05-01T22:46:46.573Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.7,4,2,0.3992,6.1045,27.1052,-22.1948,-8.6167,5.2195,-0.6273,2.7284,10.2347,-136.6555,-1.9875,-3.2828,50.0003,4.973,-16.4687,32.4,6,24,2285,241,99.2,46,316,NA,NA,NA,TRUE,-21.5,9.2,13.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663586,"Austin Riley","/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",4,"2023-05-01T22:46:04.042Z","2023-05-01T22:46:11.693Z",TRUE,"pitch","a92a6a6d-297e-44e1-a65a-74476bee700f",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.41,1.63,NA,132.29,189.36,"ground_ball","medium","5",96.8,167.66,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Starling Marte grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,3,4,56,"bottom",7,"2023-05-01T22:45:49.885Z","2023-05-01T22:46:11.693Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,516782,"Starling Marte","/api/v1/people/516782","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.8,76.6,7,0.89,0.4536,6.1334,21.9131,-31.1683,0.8026,0.6784,-0.4011,1.8302,6.7994,-120.4486,-1.0709,-3.3569,50.001,5.0198,1.1871,3.6,8.4,24,2196,52,84.6,-34,4,NA,NA,NA,TRUE,-38.5,1.2,-3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663586,"Austin Riley","/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",3,"2023-05-01T22:45:52.261Z","2023-05-01T22:45:57.884Z",TRUE,"pitch","e2c04f85-3e25-4782-850f-901d40f5873f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5464,1.6299,NA,101.9,152.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Starling Marte grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,3,4,56,"bottom",7,"2023-05-01T22:45:49.885Z","2023-05-01T22:46:11.693Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,516782,"Starling Marte","/api/v1/people/516782","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,85,3,2,0.4072,6.1435,26.2823,-24.6974,-7.6291,4.0737,0.3961,3.1962,12.1246,-134.0072,-0.4883,-3.1757,50.0065,5.13,-14.0166,25.2,6,24,2227,236,NA,NA,NA,NA,NA,NA,FALSE,-24.5,7.4,11.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663586,"Austin Riley","/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",0,"2023-05-01T22:45:26.845Z","2023-05-01T22:45:26.892Z",FALSE,"action",NA,NA,"Defensive Substitution: Vaughn Grissom replaces right fielder Kevin Pillar, batting 1st, playing shortstop.","Defensive Sub",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,687093,"/api/v1/people/687093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"6","Shortstop","Infielder","SS","102","56","atBat","Groundout","field_out","Starling Marte grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,3,4,56,"bottom",7,"2023-05-01T22:45:49.885Z","2023-05-01T22:46:11.693Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,516782,"Starling Marte","/api/v1/people/516782","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,607680,"/api/v1/people/607680",NA,NA,TRUE,FALSE,663586,"Austin Riley","/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",1,"2023-05-01T22:45:26.892Z","2023-05-01T22:45:26.894Z",FALSE,"action",NA,NA,"Defensive switch from center field to right field for Sam Hilliard.","Defensive Switch",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,656541,"/api/v1/people/656541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"9","Outfielder","Outfielder","RF","700","56","atBat","Groundout","field_out","Starling Marte grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,3,4,56,"bottom",7,"2023-05-01T22:45:49.885Z","2023-05-01T22:46:11.693Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,516782,"Starling Marte","/api/v1/people/516782","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,663586,"Austin Riley","/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",2,"2023-05-01T22:45:26.894Z","2023-05-01T22:45:52.261Z",FALSE,"action",NA,NA,"Michael Harris II remains in the game as the center fielder.","Defensive Switch",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,671739,"/api/v1/people/671739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"8","Outfielder","Outfielder","CF","801","56","atBat","Groundout","field_out","Starling Marte grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,3,4,56,"bottom",7,"2023-05-01T22:45:49.885Z","2023-05-01T22:46:11.693Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,516782,"Starling Marte","/api/v1/people/516782","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,501303,"/api/v1/people/501303",NA,NA,TRUE,FALSE,663586,"Austin Riley","/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",0,"2023-05-01T22:43:28.583Z","2023-05-01T22:43:38.351Z",TRUE,"pitch","a2ef535e-f959-4c81-aba2-ed04d1d6120e",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.3,1.61,NA,133.21,185.21,"popup","medium","3",168.42,193.28,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Pop Out","field_out","Kevin Pillar pops out to first baseman Pete Alonso in foul territory.",0,3,4,55,"top",7,"2023-05-01T22:43:03.576Z","2023-05-01T22:43:38.351Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.8,7,0.83,0.4013,6.0592,30.1102,-10.2877,-8.2506,11.602,-0.4251,1.9842,7.562,-136.5011,-7.0028,-2.1597,50.0045,5.2916,-15.5676,49.2,3.6,24,2571,211,84.5,79,72,NA,NA,NA,TRUE,-11.4,19.7,13.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,663586,"Austin Riley","/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",4,"2023-05-01T22:42:57.429Z","2023-05-01T22:43:02.311Z",TRUE,"pitch","6b108a83-304e-473f-90d8-4511ee8e37d3",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.3742,1.5899,NA,131.81,167.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Chadwick Tromp called out on strikes.",0,3,4,54,"top",7,"2023-05-01T22:41:39.628Z","2023-05-01T22:43:02.311Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,644433,"Chadwick Tromp","/api/v1/people/644433","R","Right",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82,74.8,4,0.9,0.4605,6.0447,25.065,-30.5631,5.7901,1.1315,-0.3885,2.6358,2.7347,-119.3895,-0.2014,-2.3047,50.0056,5.4946,8.2789,15.6,9.6,24,2777,79,NA,NA,NA,NA,NA,NA,TRUE,-38.6,2.3,-11.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671739,"Michael Harris II","/api/v1/people/671739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",3,"2023-05-01T22:42:35.493Z","2023-05-01T22:42:41.827Z",TRUE,"pitch","9da009e6-87ac-451b-bd9e-04b4386d1119",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.34,1.59,NA,112.35,158.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Chadwick Tromp called out on strikes.",0,3,4,54,"top",7,"2023-05-01T22:41:39.628Z","2023-05-01T22:43:02.311Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,644433,"Chadwick Tromp","/api/v1/people/644433","R","Right",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,85.8,2,0.86,0.3998,6.0013,31.675,-10.9623,-6.4542,11.1714,0.1221,2.9748,8.0978,-137.2385,-4.4023,-2.0346,50.0034,5.3524,-12.2561,40.8,3.6,24,2510,215,NA,NA,NA,NA,NA,NA,FALSE,-11.4,19.4,9.8,NA,NA,NA,NA,1,NA,TRUE,TRUE,671739,"Michael Harris II","/api/v1/people/671739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",2,"2023-05-01T22:42:08.487Z","2023-05-01T22:42:12.969Z",TRUE,"pitch","59133928-9248-469a-aa8b-aad0ba118cff",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.34,1.59,NA,154.61,149.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Chadwick Tromp called out on strikes.",0,3,4,54,"top",7,"2023-05-01T22:41:39.628Z","2023-05-01T22:43:02.311Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,644433,"Chadwick Tromp","/api/v1/people/644433","R","Right",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,77.6,11,0.89,0.4448,5.965,23.231,-24.4951,1.7126,4.997,-0.9868,3.3003,2.7081,-122.9006,-0.325,-2.3234,50.0044,5.5058,2.6327,7.2,6,24,2782,96,NA,NA,NA,NA,NA,NA,FALSE,-28.9,9.2,-3.7,NA,NA,NA,NA,1,NA,TRUE,TRUE,671739,"Michael Harris II","/api/v1/people/671739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",1,"2023-05-01T22:41:42.028Z","2023-05-01T22:41:45.597Z",TRUE,"pitch","ce7d5f69-e337-4bfc-acfc-0a23bae55ad9",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.34,1.59,NA,112.37,162.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Chadwick Tromp called out on strikes.",0,3,4,54,"top",7,"2023-05-01T22:41:39.628Z","2023-05-01T22:43:02.311Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,644433,"Chadwick Tromp","/api/v1/people/644433","R","Right",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.3,2,0.83,0.4017,6.1459,32.5296,-11.5009,-6.8219,10.9999,0.1215,2.8332,8.4126,-136.7949,-4.6688,-2.1194,50.0024,5.362,-12.8211,40.8,3.6,24,2667,208,NA,NA,NA,NA,NA,NA,FALSE,-12.1,19,10.4,NA,NA,NA,NA,1,NA,TRUE,TRUE,671739,"Michael Harris II","/api/v1/people/671739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",0,"2023-05-01T22:41:24.073Z","2023-05-01T22:41:28.355Z",FALSE,"pickoff","01c1b745-9e96-4331-a9aa-5f4de0b99e24",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Chadwick Tromp called out on strikes.",0,3,4,54,"top",7,"2023-05-01T22:41:39.628Z","2023-05-01T22:43:02.311Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,644433,"Chadwick Tromp","/api/v1/people/644433","R","Right",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,NA,TRUE,TRUE,671739,"Michael Harris II","/api/v1/people/671739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",5,"2023-05-01T22:40:51.149Z","2023-05-01T22:40:56.657Z",TRUE,"pitch","5c657bf9-954c-4cce-a500-2aa088dd1506",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.5751,1.6798,NA,157.28,171.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Michael Harris II walks.",0,3,4,53,"top",7,"2023-05-01T22:39:45.073Z","2023-05-01T22:40:56.657Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,671739,"Michael Harris II","/api/v1/people/671739","L","Left",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.4,13,0.87,0.3969,6.0675,32.5946,-12.5488,-7.398,10.1878,-1.0568,2.4982,5.7043,-138.3278,-5.4434,-2.1907,50.0034,5.3422,-14.2509,43.2,3.6,24,2633,206,NA,NA,NA,NA,NA,NA,FALSE,-13,17.4,12.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,671739,"Michael Harris II","/api/v1/people/671739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718361,"2023-05-01",4,"2023-05-01T22:40:35.417Z","2023-05-01T22:40:39.898Z",TRUE,"pitch","aa16eb1f-f4f8-4478-a0fe-43e0a0352323",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.5751,1.6399,NA,169.4,174.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Michael Harris II walks.",0,3,4,53,"top",7,"2023-05-01T22:39:45.073Z","2023-05-01T22:40:56.657Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,671739,"Michael Harris II","/api/v1/people/671739","L","Left",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.4,13,0.89,0.3968,6.1002,32.8492,-10.9496,-6.9775,11.0118,-1.3748,2.3895,4.771,-138.4132,-5.7907,-2.2203,50.0014,5.2521,-13.4457,45.6,3.6,24,2621,216,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18.8,11.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,671739,"Michael Harris II","/api/v1/people/671739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
