"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716743,"2023-09-03",0,"2023-09-03T03:08:03.141Z","2023-09-03T03:08:12.366Z",TRUE,"pitch","50516339-511a-427a-93b5-e42017fc5992",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.04,1.44,NA,98.54,160.11,"ground_ball","medium","5",97.01,158.69,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Wilmer Flores grounds out, third baseman Ha-Seong Kim to first baseman Garrett Cooper.",0,1,6,69,"top",9,"2023-09-03T03:07:56.818Z","2023-09-03T03:08:12.366Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.8,3,2,0.4006,6.1704,30.8559,-15.176,4.6901,8.9799,0.4842,2.9136,-6.349,-136.8582,-4.6038,2.2273,50.0012,5.6607,8.8764,25.2,3.6,24,2034,142,95.1,-14,12,NA,NA,NA,TRUE,-15.5,15.5,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716743,"2023-09-03",6,"2023-09-03T03:07:32.511Z","2023-09-03T03:07:39.279Z",TRUE,"pitch","ec57caed-d9bf-473a-a582-5d4ef927ca5c",5,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,1,NA,NA,3.37,1.62,NA,115.47,156.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Thairo Estrada strikes out on a foul tip.",0,1,6,68,"top",9,"2023-09-03T03:05:49.906Z","2023-09-03T03:07:39.279Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.8,2,2,0.3962,6.1854,31.087,-13.5289,5.3608,9.6329,0.0403,3.0613,-7.7584,-138.3095,-4.6935,2.1863,50.0061,5.6889,10.3803,31.2,3.6,24,2198,144,NA,NA,NA,NA,NA,NA,TRUE,-13.7,16.7,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,596103,"Austin Slater","/api/v1/people/596103",685133,"Wade Meckler","/api/v1/people/685133"
716743,"2023-09-03",4,"2023-09-03T03:07:02.847Z","2023-09-03T03:07:06.937Z",TRUE,"pitch","aed4dfb5-6b89-436b-8f22-d1e0f3f42094",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.4417,1.6249,NA,133.99,195.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Thairo Estrada strikes out on a foul tip.",0,1,6,68,"top",9,"2023-09-03T03:05:49.906Z","2023-09-03T03:07:39.279Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.5,74.6,7,2,0.4666,6.162,20.8283,-32.0633,0.8645,0.0837,-0.4458,1.6025,-6.3732,-117.103,-2.2035,2.1916,50.0051,5.5372,1.2082,0,9.6,24,1849,333,NA,NA,NA,NA,NA,NA,FALSE,-42.1,-0.1,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716743,"2023-09-03",3,"2023-09-03T03:06:33.477Z","2023-09-03T03:06:37.941Z",TRUE,"pitch","d33dbb51-56dc-42d0-a77c-a381a4cfa302",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,1,NA,NA,3.4417,1.6937,NA,144.23,240.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Thairo Estrada strikes out on a foul tip.",0,1,6,68,"top",9,"2023-09-03T03:05:49.906Z","2023-09-03T03:07:39.279Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.4,81.5,13,2,0.4268,6.6015,26.1736,-26.2019,5.5259,3.5802,-0.7143,-0.0667,-9.3796,-128.2645,-8.4458,2.2696,50.0037,5.3075,9.2214,15.6,7.2,24,964,121,NA,NA,NA,NA,NA,NA,FALSE,-30.5,4.7,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716743,"2023-09-03",2,"2023-09-03T03:06:13.445Z","2023-09-03T03:06:17.536Z",TRUE,"pitch","bd2f9a79-c587-4dae-b1f5-4f8787df3e29",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.3503,1.6937,NA,113.87,163.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Thairo Estrada strikes out on a foul tip.",0,1,6,68,"top",9,"2023-09-03T03:05:49.906Z","2023-09-03T03:07:39.279Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.9,74.3,5,2,0.4658,6.1892,22.7074,-33.7686,-0.0616,-1.1418,0.082,2.7915,-5.4305,-117.667,0.7423,2.4295,50.0017,5.6054,-0.085,1.2,9.6,24,1797,328,NA,NA,NA,NA,NA,NA,FALSE,-43.4,-1.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716743,"2023-09-03",1,"2023-09-03T03:05:52.031Z","2023-09-03T03:05:56.414Z",TRUE,"pitch","540ca16d-d32c-4cc6-a6e6-a4bb534e240d",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,1,NA,NA,3.4417,1.6937,NA,143.46,218.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Thairo Estrada strikes out on a foul tip.",0,1,6,68,"top",9,"2023-09-03T03:05:49.906Z","2023-09-03T03:07:39.279Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.3,76.9,13,2,0.4523,6.2394,23.7413,-32.6107,-0.1921,-0.295,-0.6943,0.7362,-6.7819,-121.1024,-4.2855,2.1678,50.0016,5.3824,-0.2851,2.4,9.6,24,2087,342,NA,NA,NA,NA,NA,NA,FALSE,-40.8,-1.3,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716743,"2023-09-03",0,"2023-09-03T03:04:50.734Z","2023-09-03T03:05:52.031Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Thairo Estrada strikes out on a foul tip.",0,1,6,68,"top",9,"2023-09-03T03:05:49.906Z","2023-09-03T03:07:39.279Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716743,"2023-09-03",5,"2023-09-03T03:07:17.952Z","2023-09-03T03:07:32.511Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,642731,"/api/v1/people/642731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Thairo Estrada strikes out on a foul tip.",0,1,6,68,"top",9,"2023-09-03T03:05:49.906Z","2023-09-03T03:07:39.279Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716743,"2023-09-03",0,"2023-09-03T03:04:01.701Z","2023-09-03T03:04:13.912Z",TRUE,"pitch","b21e121e-9b45-48f9-964f-0175a6c347de",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,1,NA,NA,3.46,1.66,NA,107.85,168.72,"line_drive","hard","9",208.45,86.27,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Double","double","Austin Slater doubles (6) on a sharp line drive to right fielder Fernando Tatis Jr. Casey Schmitt scores. Wade Meckler to 3rd.",1,1,6,67,"top",9,"2023-09-03T03:03:54.708Z","2023-09-03T03:04:13.912Z",TRUE,TRUE,FALSE,FALSE,34,0,0,1,596103,"Austin Slater","/api/v1/people/596103","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,87.5,5,2,0.3923,6.2593,33.7208,-15.0805,5.5947,8.6702,0.2402,2.595,-7.6288,-140.0194,-5.2625,2.2822,50.0031,5.4972,11.0307,30,3.6,24,2194,136,103.2,22,345,NA,NA,NA,FALSE,-15,14.6,-8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,596103,"Austin Slater","/api/v1/people/596103",685133,"Wade Meckler","/api/v1/people/685133"
716743,"2023-09-03",2,"2023-09-03T03:03:22.841Z","2023-09-03T03:03:26.849Z",TRUE,"pitch","661215f1-b606-4323-b142-27c399558d14",2,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",1,1,1,NA,NA,3.27,1.47,NA,38.06,136.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Hit By Pitch","hit_by_pitch","Wade Meckler hit by pitch. Casey Schmitt to 2nd.",0,0,6,66,"top",9,"2023-09-03T03:01:32.946Z","2023-09-03T03:03:26.849Z",TRUE,FALSE,FALSE,FALSE,11,1,1,1,685133,"Wade Meckler","/api/v1/people/685133","L","Left",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,86.9,12,2,0.394,6.0495,33.8491,-17.4273,6.7813,7.5495,2.071,3.7756,-3.8634,-139.4774,-1.4601,2.5992,50.0051,5.4652,13.2493,34.8,4.8,24,2230,146,NA,NA,NA,NA,NA,NA,FALSE,-16.4,13.6,-11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,685133,"Wade Meckler","/api/v1/people/685133",669477,"Casey Schmitt","/api/v1/people/669477",NA,NA,NA
