"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718414,"2023-04-26",2,"2023-04-27T00:48:59.725Z","2023-04-27T00:49:07.352Z",TRUE,"pitch","3e6d4602-5804-4e86-86a6-f2501ec78d2a",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.26,1.43,NA,113.74,191.77,"ground_ball","medium","4",153.38,149.76,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Wander Franco grounds out, second baseman Mauricio Dubon to first baseman Jose Abreu.",0,1,0,62,"bottom",9,"2023-04-27T00:48:07.917Z","2023-04-27T00:49:07.352Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,677551,"Wander Franco","/api/v1/people/677551","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.9,8,2,0.392,6.5217,31.3778,-7.4261,-1.3879,12.5139,0.0855,1.741,0.931,-139.7131,-9.0251,-0.0716,50.0046,5.5008,-2.745,15.6,2.4,24,2601,196,98.5,-16,8,NA,NA,NA,TRUE,-8.6,21,2.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718414,"2023-04-26",1,"2023-04-27T00:48:40.836Z","2023-04-27T00:48:43.836Z",TRUE,"pitch","799d2d42-bad0-4342-969b-ae3e1b323c36",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.3124,1.4062,NA,129.17,184.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Wander Franco grounds out, second baseman Mauricio Dubon to first baseman Jose Abreu.",0,1,0,62,"bottom",9,"2023-04-27T00:48:07.917Z","2023-04-27T00:49:07.352Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,677551,"Wander Franco","/api/v1/people/677551","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.6,83.8,4,2,0.4139,6.2209,26.204,-27.4258,3.7956,2.672,-0.3193,2.0109,-1.5773,-131.9629,-4.5216,-0.2094,50.0031,5.75,6.7419,13.2,7.2,24,2793,140,NA,NA,NA,NA,NA,NA,FALSE,-28.9,4.1,-6.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718414,"2023-04-26",0,"2023-04-27T00:48:26.200Z","2023-04-27T00:48:29.200Z",TRUE,"pitch","9653c551-727e-4274-8c2a-53c4ef28515f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2825,1.3764,NA,127.37,165.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Wander Franco grounds out, second baseman Mauricio Dubon to first baseman Jose Abreu.",0,1,0,62,"bottom",9,"2023-04-27T00:48:07.917Z","2023-04-27T00:49:07.352Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,677551,"Wander Franco","/api/v1/people/677551","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.7,75,2,2,0.4587,6.0226,27.4632,-43.7868,8.6847,-8.0781,-0.272,2.7262,-2.1962,-120.2761,1.6969,-0.4644,50.0036,5.9511,12.4826,15.6,13.2,24,3240,40,NA,NA,NA,NA,NA,NA,FALSE,-54.4,-13.8,-15,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718414,"2023-04-26",2,"2023-04-27T00:47:50.827Z","2023-04-27T00:47:59.109Z",TRUE,"pitch","9f9b0b25-831a-440b-884f-3cbf5d07daca",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.45,1.62,NA,90.66,164.51,"ground_ball","medium","6",105.73,148.74,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Yandy Diaz grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,1,0,61,"bottom",9,"2023-04-27T00:47:03.554Z","2023-04-27T00:47:59.109Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91,83.6,6,2,0.4132,6.1134,28.1081,-29.1418,2.2841,1.7062,0.6911,2.7507,1.1671,-132.5187,-2.5774,-0.0517,50.0051,5.863,4.066,8.4,7.2,24,2837,141,100.5,-20,9,NA,NA,NA,TRUE,-30.2,2.8,-4.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718414,"2023-04-26",1,"2023-04-27T00:47:28.954Z","2023-04-27T00:47:33.047Z",TRUE,"pitch","2236379d-0aa9-496d-aaaf-c32463b15661",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.45,1.62,NA,98.94,185.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Yandy Diaz grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,1,0,61,"bottom",9,"2023-04-27T00:47:03.554Z","2023-04-27T00:47:59.109Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.8,83.3,9,2,0.4147,6.2847,28.7054,-28.0344,2.4393,2.3438,0.4737,1.958,0.302,-132.1954,-4.5961,0.0411,50.0029,5.782,4.3085,8.4,7.2,24,2687,155,NA,NA,NA,NA,NA,NA,FALSE,-29.8,3.5,-4.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718414,"2023-04-26",0,"2023-04-27T00:47:14.888Z","2023-04-27T00:47:17.888Z",TRUE,"pitch","16b691e6-1f51-46ec-ad9d-60ad35db72ca",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4486,1.6018,NA,117.5,164.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Yandy Diaz grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,1,0,61,"bottom",9,"2023-04-27T00:47:03.554Z","2023-04-27T00:47:59.109Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.8,73.3,5,2,0.4698,6.0187,26.2548,-44.8196,7.9177,-9.2317,-0.0131,2.7515,-1.7917,-117.4666,2.0983,-0.2593,50.0001,6.0742,10.8496,13.2,13.2,24,3145,33,NA,NA,NA,NA,NA,NA,FALSE,-58.3,-15.7,-13.7,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718414,"2023-04-26",4,"2023-04-27T00:46:42.744Z","2023-04-27T00:46:50.238Z",TRUE,"pitch","eccafa70-8bc3-480a-8a06-89656f788f7e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.26,1.54,NA,110.18,198.85,"line_drive","medium","6",106.26,142.57,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Manuel Margot lines out to shortstop Jeremy Pena.",0,1,0,60,"bottom",9,"2023-04-27T00:45:52.003Z","2023-04-27T00:46:50.238Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,622534,"Manuel Margot","/api/v1/people/622534","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.4,83.5,8,2,0.4154,6.2686,26.9394,-27.689,0.5603,2.54,0.1789,1.4791,0.7328,-131.6629,-5.7557,-0.1754,50.0003,5.7324,0.987,2.4,7.2,24,2668,139,107.7,6,156,NA,NA,NA,TRUE,-29.6,3.6,-1.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718414,"2023-04-26",3,"2023-04-27T00:46:27.196Z","2023-04-27T00:46:31.020Z",TRUE,"pitch","76ef204a-244d-4309-8398-5e258c974be6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.3144,1.5941,NA,121.72,143.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Manuel Margot lines out to shortstop Jeremy Pena.",0,1,0,60,"bottom",9,"2023-04-27T00:45:52.003Z","2023-04-27T00:46:50.238Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,622534,"Manuel Margot","/api/v1/people/622534","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.9,73.3,11,2,0.469,6.0299,26.1162,-42.6161,10.6372,-7.596,-0.1237,3.5213,-2.5172,-117.6217,3.287,-0.4089,50.0003,6.1076,14.6294,18,13.2,24,3218,34,NA,NA,NA,NA,NA,NA,FALSE,-54.8,-12.4,-18.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718414,"2023-04-26",2,"2023-04-27T00:46:11.109Z","2023-04-27T00:46:14.109Z",TRUE,"pitch","eb1cbc6b-d672-45eb-ac2b-ec1c6b6e9607",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,0,NA,NA,3.26,1.54,NA,88.65,202.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Manuel Margot lines out to shortstop Jeremy Pena.",0,1,0,60,"bottom",9,"2023-04-27T00:45:52.003Z","2023-04-27T00:46:50.238Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,622534,"Manuel Margot","/api/v1/people/622534","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.7,83.4,14,2,0.4149,6.129,28.22,-23.4945,2.062,4.9146,0.7437,1.3408,1.3031,-132.0412,-7.0694,-0.0241,50,5.7824,3.6387,8.4,6,24,2571,170,NA,NA,NA,NA,NA,NA,FALSE,-25.7,7.6,-4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718414,"2023-04-26",1,"2023-04-27T00:45:54.256Z","2023-04-27T00:45:57.497Z",TRUE,"pitch","0d47442d-158d-414a-8322-5b3a10b5c330",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3367,1.6872,NA,178.03,137.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Manuel Margot lines out to shortstop Jeremy Pena.",0,1,0,60,"bottom",9,"2023-04-27T00:45:52.003Z","2023-04-27T00:46:50.238Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,622534,"Manuel Margot","/api/v1/people/622534","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.1,82.7,11,2,0.4169,6.1058,27.2275,-27.7366,2.9468,2.5413,-1.601,3.7373,-3.942,-131.26,-0.5044,-0.464,50.0058,5.9933,5.1539,8.4,6,24,2507,165,NA,NA,NA,NA,NA,NA,FALSE,-28.8,4.7,-4.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
