"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717657,"2023-06-22",3,"2023-06-22T20:03:57.025Z","2023-06-22T20:04:04.815Z",TRUE,"pitch","bc01d9b4-d979-41f0-8e2a-2fef4e1368dc",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.39,1.63,NA,81.75,160.88,"ground_ball","medium","3",156.98,167.47,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Kyle Schwarber grounds out to first baseman Matt Olson.",0,5,1,77,"bottom",10,"2023-06-22T20:02:54.100Z","2023-06-22T20:04:04.815Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.6,12,0.88,0.404,6.0329,27.5993,-15.9494,-1.5731,8.7032,0.9248,2.8853,4.2317,-135.214,-6.4534,-0.4514,50.0046,6.4091,-2.9337,7.2,3.6,24,2215,201,72,-11,15,NA,NA,NA,TRUE,-16.8,14.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717657,"2023-06-22",2,"2023-06-22T20:03:36.187Z","2023-06-22T20:03:40.653Z",TRUE,"pitch","61240842-3bf8-4ed7-9ec1-46d7df5ab698",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1933,1.6904,NA,142.01,201.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Kyle Schwarber grounds out to first baseman Matt Olson.",0,5,1,77,"bottom",10,"2023-06-22T20:02:54.100Z","2023-06-22T20:04:04.815Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.2,74.5,13,0.9,0.4651,6.0732,24.6793,-33.5755,1.3588,-1.0007,-0.6562,1.3725,-0.3247,-118.2177,-4.4596,-0.6928,50.004,6.4001,1.9036,3.6,9.6,24,1859,70,NA,NA,NA,NA,NA,NA,FALSE,-44.5,-2.8,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717657,"2023-06-22",1,"2023-06-22T20:03:15.414Z","2023-06-22T20:03:20.187Z",TRUE,"pitch","70bda836-58c5-4585-a3cc-4572d2348f47",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.2007,1.3611,NA,88.11,219.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Kyle Schwarber grounds out to first baseman Matt Olson.",0,5,1,77,"bottom",10,"2023-06-22T20:02:54.100Z","2023-06-22T20:04:04.815Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.2,76.2,14,0.9,0.4578,6.0834,22.8088,-33.2809,1.9176,-0.7649,0.758,0.7315,2.3416,-119.5797,-6.1544,-0.4826,50.0017,6.3201,2.7799,4.8,9.6,24,2008,92,NA,NA,NA,NA,NA,NA,FALSE,-43.1,-2.6,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717657,"2023-06-22",0,"2023-06-22T20:03:00.550Z","2023-06-22T20:03:03.710Z",TRUE,"pitch","aad66f3d-85f1-414a-b874-41047f7ece86",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2962,1.752,NA,149.57,172.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Kyle Schwarber grounds out to first baseman Matt Olson.",0,5,1,77,"bottom",10,"2023-06-22T20:02:54.100Z","2023-06-22T20:04:04.815Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81,73.8,13,0.9,0.4673,6.1637,25.6141,-34.74,1.5197,-1.849,-0.8543,2.4593,-0.7648,-117.9012,-1.9595,-0.7206,50.0041,6.554,2.107,3.6,10.8,24,1889,84,NA,NA,NA,NA,NA,NA,FALSE,-45.7,-3.6,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717657,"2023-06-22",5,"2023-06-22T20:02:31.360Z","2023-06-22T20:02:36.309Z",TRUE,"pitch","b1aba192-ccc1-447f-8db2-7612a3109741",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.3925,1.5775,NA,73.59,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Cristian Pache walks.",0,5,1,76,"bottom",10,"2023-06-22T20:01:11.856Z","2023-06-22T20:02:36.309Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,665506,"Cristian Pache","/api/v1/people/665506","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85.7,14,0.48,0.4031,6.1815,29.7609,-13.1715,-6.6024,10.1654,1.1389,1.4734,6.5748,-135.8606,-10.3411,-0.4547,50.0026,6.2444,-12.3427,36,3.6,24,2135,204,NA,NA,NA,NA,NA,NA,FALSE,-15,16.3,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,665506,"Cristian Pache","/api/v1/people/665506",681082,"Bryson Stott","/api/v1/people/681082",NA,NA,NA
717657,"2023-06-22",4,"2023-06-22T20:02:12.043Z","2023-06-22T20:02:16.156Z",TRUE,"pitch","0e8e6cdb-dd13-48f0-9ab6-8c47bb98e3f0",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.2726,1.5054,NA,87.74,208.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Cristian Pache walks.",0,5,1,76,"bottom",10,"2023-06-22T20:01:11.856Z","2023-06-22T20:02:36.309Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,665506,"Cristian Pache","/api/v1/people/665506","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.5,74.8,14,0.9,0.4636,6.197,24.962,-33.2044,1.2155,-0.7339,0.7677,1.1265,2.8573,-118.6326,-5.202,-0.6154,50.0015,6.4115,1.7132,3.6,9.6,24,1898,67,NA,NA,NA,NA,NA,NA,FALSE,-43.9,-2.4,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717657,"2023-06-22",3,"2023-06-22T20:01:53.241Z","2023-06-22T20:01:56.396Z",TRUE,"pitch","6ad34e00-d045-454b-bb60-493dd02141dc",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.3925,1.5775,NA,89.51,149.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Cristian Pache walks.",0,5,1,76,"bottom",10,"2023-06-22T20:01:11.856Z","2023-06-22T20:02:36.309Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,665506,"Cristian Pache","/api/v1/people/665506","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.5,3,2,0.4055,6.004,32.062,-14.309,-4.1816,9.6916,0.7212,3.3211,4.7472,-135.5252,-5.5728,-0.5173,50.0053,6.4186,-7.711,22.8,3.6,24,2185,201,NA,NA,NA,NA,NA,NA,FALSE,-15.4,16.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717657,"2023-06-22",2,"2023-06-22T20:01:35.423Z","2023-06-22T20:01:41.124Z",TRUE,"pitch","75abe51a-91fa-42d4-a844-623e6e3ecefb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2722,1.6319,NA,91.58,198.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Cristian Pache walks.",0,5,1,76,"bottom",10,"2023-06-22T20:01:11.856Z","2023-06-22T20:02:36.309Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,665506,"Cristian Pache","/api/v1/people/665506","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.5,75,14,0.9,0.4627,6.1841,23.8809,-33.9912,1.9223,-1.2788,0.667,1.5008,2.3793,-118.6204,-4.2399,-0.601,50.0043,6.4292,2.7244,4.8,9.6,24,2020,75,NA,NA,NA,NA,NA,NA,FALSE,-44.5,-3.1,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717657,"2023-06-22",0,"2023-06-22T20:01:19.802Z","2023-06-22T20:01:25.376Z",TRUE,"pitch","dcb99efb-e600-46cb-a38e-eaeed25d80ef",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4404,1.6199,NA,97.35,207.78,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Cristian Pache walks.",0,5,1,76,"bottom",10,"2023-06-22T20:01:11.856Z","2023-06-22T20:02:36.309Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,665506,"Cristian Pache","/api/v1/people/665506","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82,74.6,14,0.9,0.4627,6.2059,27.1949,-31.8398,0.9317,0.2337,0.5156,1.1482,2.4113,-119.2851,-5.6338,-0.6376,50.0021,6.4797,1.3153,3.6,9.6,24,1918,64,NA,NA,NA,NA,NA,NA,FALSE,-42.2,-0.8,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717657,"2023-06-22",1,"2023-06-22T20:01:30.797Z","2023-06-22T20:01:35.423Z",FALSE,"action",NA,NA,"Bryson Stott advances to 2nd on defensive indifference.","Defensive Indiff",5,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,2,681082,"/api/v1/people/681082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dcb99efb-e600-46cb-a38e-eaeed25d80ef","defensive_indiff",NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Cristian Pache walks.",0,5,1,76,"bottom",10,"2023-06-22T20:01:11.856Z","2023-06-22T20:02:36.309Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,665506,"Cristian Pache","/api/v1/people/665506","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
