"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
747039,"2024-07-29",3,"2024-07-30T03:30:40.638Z","2024-07-30T03:30:44.491Z",TRUE,"pitch","f83affdd-14b3-42d2-b7f0-8710f0e52663",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,2,NA,NA,3.301,1.504,NA,142.91,214.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Connor Norby strikes out swinging.",0,8,4,84,"bottom",9,"2024-07-30T03:28:52.988Z","2024-07-30T03:30:44.491Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681393,"Connor Norby","/api/v1/people/681393","R","Right",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.6,83,13,0.9,0.4169,6.1051,28.8708,-25.0146,1.146,4.0959,-0.6796,0.8892,-6.3552,-131.5678,-7.6818,1.622,50.0015,5.7109,2.003,1.2,6,24,2084,168,NA,NA,NA,NA,NA,NA,TRUE,-27.7,5.9,-0.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747039,"2024-07-29",2,"2024-07-30T03:30:15.425Z","2024-07-30T03:30:18.930Z",TRUE,"pitch","c4cd06ac-2420-44dd-8c76-20a4c758cd46",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.301,1.504,NA,147.72,181.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Connor Norby strikes out swinging.",0,8,4,84,"bottom",9,"2024-07-30T03:28:52.988Z","2024-07-30T03:30:44.491Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681393,"Connor Norby","/api/v1/people/681393","R","Right",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.8,83.7,4,0.89,0.414,5.9264,27.424,-26.1793,2.072,3.3792,-0.8059,2.1209,-6.4701,-132.1634,-4.9804,1.4017,50.0038,5.9458,3.6771,4.8,6,24,2122,168,NA,NA,NA,NA,NA,NA,FALSE,-27.8,5.3,-2.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747039,"2024-07-29",1,"2024-07-30T03:29:48.999Z","2024-07-30T03:29:52.258Z",TRUE,"pitch","41b6b3f9-a206-4483-8fb6-c817ffa640e1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.301,1.504,NA,136.47,170.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Connor Norby strikes out swinging.",0,8,4,84,"bottom",9,"2024-07-30T03:28:52.988Z","2024-07-30T03:30:44.491Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681393,"Connor Norby","/api/v1/people/681393","R","Right",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,88.1,4,0.91,0.3903,6.0386,32.7887,-16.2623,9.222,7.9849,-0.5107,2.5145,-7.9074,-140.5023,-6.4937,1.1464,50.0026,5.9184,18.3783,43.2,4.8,24,2148,146,NA,NA,NA,NA,NA,NA,FALSE,-16.2,13.2,-15,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747039,"2024-07-29",0,"2024-07-30T03:29:22.039Z","2024-07-30T03:29:26.207Z",TRUE,"pitch","48975745-912c-4fc8-bc36-15ee31095b60",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.301,1.504,NA,104.66,167.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Connor Norby strikes out swinging.",0,8,4,84,"bottom",9,"2024-07-30T03:28:52.988Z","2024-07-30T03:30:44.491Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681393,"Connor Norby","/api/v1/people/681393","R","Right",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.1,82.5,6,0.9,0.4181,5.9543,28.5835,-26.9153,1.6018,3.0246,0.3237,2.6487,-4.4781,-131.1633,-3.3488,1.8474,50.001,5.9563,2.7826,3.6,6,24,2034,165,NA,NA,NA,NA,NA,NA,FALSE,-28.8,4.9,-1.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747039,"2024-07-29",7,"2024-07-30T03:28:39.027Z","2024-07-30T03:28:51.668Z",TRUE,"pitch","d54b7def-2c59-408a-8ca2-bab6b413b4e8",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.2,1.52,NA,111.3,179.04,"fly_ball","medium","8",147.64,97.39,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Ramón Urías flies out to center fielder Kevin Kiermaier.",0,8,4,83,"bottom",9,"2024-07-30T03:25:38.978Z","2024-07-30T03:28:51.668Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,602104,"Ramón Urías","/api/v1/people/602104","R","Right",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.1,82.5,5,0.89,0.4183,5.939,28.6433,-26.1595,2.2588,3.4656,0.1495,2.2125,-4.3898,-131.1293,-4.4595,1.5545,50.0022,5.8951,3.9199,6,6,24,2108,175,92.6,54,262,NA,NA,NA,TRUE,-28.3,5.5,-3.1,NA,NA,NA,NA,NA,TRUE,FALSE,676059,"Jordan Westburg","/api/v1/people/676059",NA,NA,NA,NA,NA,NA
747039,"2024-07-29",6,"2024-07-30T03:28:16.568Z","2024-07-30T03:28:20.343Z",TRUE,"pitch","fbfbccd6-4f34-4e9f-96cc-cdc09b25e184",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.2446,1.5413,NA,68.27,143.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Ramón Urías flies out to center fielder Kevin Kiermaier.",0,8,4,83,"bottom",9,"2024-07-30T03:25:38.978Z","2024-07-30T03:28:51.668Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,602104,"Ramón Urías","/api/v1/people/602104","R","Right",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,87.4,12,0.9,0.3907,5.9192,36.1059,-12.8676,5.6503,9.7326,1.2784,3.5189,-2.0021,-140.9218,-4.554,1.2698,50.0048,6.0061,11.2099,37.2,3.6,24,2223,144,NA,NA,NA,NA,NA,NA,FALSE,-12.7,16.7,-9.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747039,"2024-07-29",5,"2024-07-30T03:27:48.815Z","2024-07-30T03:27:52.763Z",TRUE,"pitch","d0d496c0-7e8b-45ad-909e-279dced4d52a",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.2,1.52,NA,125.22,156.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Ramón Urías flies out to center fielder Kevin Kiermaier.",0,8,4,83,"bottom",9,"2024-07-30T03:25:38.978Z","2024-07-30T03:28:51.668Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,602104,"Ramón Urías","/api/v1/people/602104","R","Right",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,82.9,2,0.9,0.4178,5.8341,26.1623,-28.0924,0.2503,2.3384,-0.2157,3.0558,-4.4148,-130.8296,-2.3418,1.457,50.0001,6.0561,0.437,1.2,7.2,24,2068,177,NA,NA,NA,NA,NA,NA,FALSE,-29.8,4,0.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747039,"2024-07-29",4,"2024-07-30T03:27:22.703Z","2024-07-30T03:27:25.918Z",TRUE,"pitch","93a1811a-2790-4540-829a-b54371c75351",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.2,1.52,NA,148.77,204.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Ramón Urías flies out to center fielder Kevin Kiermaier.",0,8,4,83,"bottom",9,"2024-07-30T03:25:38.978Z","2024-07-30T03:28:51.668Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,602104,"Ramón Urías","/api/v1/people/602104","R","Right",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.2,83.7,13,0.89,0.4137,6.1099,28.8646,-24.7739,1.4457,4.1732,-0.8335,1.2585,-6.5601,-132.504,-7.006,1.4888,50.005,5.7525,2.5656,2.4,6,24,2124,164,NA,NA,NA,NA,NA,NA,FALSE,-26.9,6.1,-1.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747039,"2024-07-29",2,"2024-07-30T03:26:45.177Z","2024-07-30T03:26:48.444Z",TRUE,"pitch","fbdc673b-743e-4ff1-8298-00953481b896",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.2365,1.6586,NA,173.19,241.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Ramón Urías flies out to center fielder Kevin Kiermaier.",0,8,4,83,"bottom",9,"2024-07-30T03:25:38.978Z","2024-07-30T03:28:51.668Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,602104,"Ramón Urías","/api/v1/people/602104","R","Right",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.2,81,13,0.91,0.4286,6.0226,26.1776,-18.3184,9.2549,8.3763,-1.4741,-0.0986,-10.4587,-127.7538,-10.362,1.4693,50.0004,5.4479,15.3048,33.6,6,24,1757,126,NA,NA,NA,NA,NA,NA,FALSE,-22.6,13,-14.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747039,"2024-07-29",1,"2024-07-30T03:26:24.611Z","2024-07-30T03:26:28.965Z",TRUE,"pitch","31fa78e2-6479-4c6f-b193-9fe55deab0b9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2423,1.5613,NA,129.25,208.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Ramón Urías flies out to center fielder Kevin Kiermaier.",0,8,4,83,"bottom",9,"2024-07-30T03:25:38.978Z","2024-07-30T03:28:51.668Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,602104,"Ramón Urías","/api/v1/people/602104","R","Right",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.9,81.7,13,0.91,0.424,5.9654,26.4599,-21.7061,9.3113,6.1895,-0.3215,1.1192,-7.9251,-129.0982,-7.2814,1.5759,50.002,5.6428,15.7426,31.2,6,24,1757,130,NA,NA,NA,NA,NA,NA,FALSE,-25,9.7,-15.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
