"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716474,"2023-09-23",4,"2023-09-23T04:50:26.055Z","2023-09-23T04:50:31.644Z",TRUE,"pitch","f9ece719-3982-4f42-9409-647b3e328d61",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.5,1.67,NA,69.7,204.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Chris Taylor strikes out swinging.",0,5,1,69,"bottom",9,"2023-09-23T04:48:55.964Z","2023-09-23T04:50:31.644Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621035,"Chris Taylor","/api/v1/people/621035","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,82.1,14,0.91,0.4251,6.098,24.0591,-32.6749,4.2183,-0.301,1.2408,1.2772,5.711,-128.3675,-3.8538,-1.5522,50.0014,5.3143,7.1078,13.2,8.4,24,2668,60,NA,NA,NA,NA,NA,NA,TRUE,-36,-1.1,-8.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716474,"2023-09-23",3,"2023-09-23T04:50:07.912Z","2023-09-23T04:50:11.754Z",TRUE,"pitch","3e421bf7-45a8-4bae-a3d8-1bf5d296be9c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.5202,1.7294,NA,117.83,139.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Chris Taylor strikes out swinging.",0,5,1,69,"bottom",9,"2023-09-23T04:48:55.964Z","2023-09-23T04:50:31.644Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621035,"Chris Taylor","/api/v1/people/621035","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.4,91.7,11,0.9,0.3767,6.348,30.2088,-15.6959,-1.9825,7.6735,-0.0217,3.6764,5.655,-144.787,-2.2252,-1.7328,50.0018,5.4028,-4.2575,10.8,3.6,24,2654,218,NA,NA,NA,NA,NA,NA,FALSE,-13.7,13.7,2.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716474,"2023-09-23",2,"2023-09-23T04:49:48.732Z","2023-09-23T04:49:52.369Z",TRUE,"pitch","824a60d6-d3a8-4bf9-bbd7-10bdd3d866c2",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.5,1.67,NA,73.36,208.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Chris Taylor strikes out swinging.",0,5,1,69,"bottom",9,"2023-09-23T04:48:55.964Z","2023-09-23T04:50:31.644Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621035,"Chris Taylor","/api/v1/people/621035","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,80.9,14,0.91,0.4308,6.5481,23.9104,-32.3084,2.1757,-0.0843,1.145,1.1086,5.9641,-126.7484,-3.821,-1.5133,50.0013,5.1928,3.5677,8.4,8.4,24,2655,70,NA,NA,NA,NA,NA,NA,FALSE,-36.6,-0.7,-5.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716474,"2023-09-23",1,"2023-09-23T04:49:32.537Z","2023-09-23T04:49:37.698Z",TRUE,"pitch","298c7c65-0029-47e7-813e-79152bef3c5c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.587,1.746,NA,105.46,164.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Chris Taylor strikes out swinging.",0,5,1,69,"bottom",9,"2023-09-23T04:48:55.964Z","2023-09-23T04:50:31.644Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621035,"Chris Taylor","/api/v1/people/621035","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,88.4,6,0.88,0.3913,6.6214,29.0828,-27.9313,-6.396,2.1352,0.3028,2.7411,7.4153,-139.5521,-1.8553,-1.548,50.0032,5.2401,-12.7153,21.6,6,24,2392,227,NA,NA,NA,NA,NA,NA,FALSE,-25.9,3.7,10.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716474,"2023-09-23",0,"2023-09-23T04:49:16.448Z","2023-09-23T04:49:22.661Z",TRUE,"pitch","66981e47-ed7c-4165-a2ae-9f2bbb9f4553",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.587,1.746,NA,102.1,208.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Chris Taylor strikes out swinging.",0,5,1,69,"bottom",9,"2023-09-23T04:48:55.964Z","2023-09-23T04:50:31.644Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621035,"Chris Taylor","/api/v1/people/621035","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.5,14,0.91,0.4319,6.3544,24.7086,-32.3747,3.8583,-0.1272,0.3909,1.1374,3.7702,-126.588,-3.6829,-1.6163,50.0001,5.19,6.2891,12,8.4,24,2695,75,NA,NA,NA,NA,NA,NA,FALSE,-36.8,-0.8,-7.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716474,"2023-09-23",7,"2023-09-23T04:48:45.822Z","2023-09-23T04:48:51.056Z",TRUE,"pitch","49b07eb8-410f-4046-9b4b-161c85346ea1",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.15,1.51,NA,142.26,152.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Kolten Wong strikes out swinging.",0,5,1,68,"bottom",9,"2023-09-23T04:47:00.033Z","2023-09-23T04:48:51.056Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543939,"Kolten Wong","/api/v1/people/543939","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.6,88.7,1,0.83,0.3885,6.3308,30.2712,-19.0709,-3.7255,6.4996,-0.6627,3.1969,4.5524,-140.7017,-2.3263,-1.8134,50.0045,5.2628,-7.5124,18,3.6,24,2466,224,NA,NA,NA,NA,NA,NA,TRUE,-17.6,11.5,5.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716474,"2023-09-23",6,"2023-09-23T04:48:24.243Z","2023-09-23T04:48:28.327Z",TRUE,"pitch","2c4f30f6-bfd6-4f81-90ed-e3c7d42c7471",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.15,1.51,NA,111.03,206.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Kolten Wong strikes out swinging.",0,5,1,68,"bottom",9,"2023-09-23T04:47:00.033Z","2023-09-23T04:48:51.056Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543939,"Kolten Wong","/api/v1/people/543939","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,80.2,14,0.91,0.4335,6.3067,24.5411,-31.9956,4.1553,0.1082,0.1567,1.1917,3.1025,-126.1427,-3.8392,-1.6269,50.0028,5.3002,6.726,12,8.4,24,2637,65,NA,NA,NA,NA,NA,NA,FALSE,-36.7,-0.4,-8.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716474,"2023-09-23",5,"2023-09-23T04:48:08.622Z","2023-09-23T04:48:13.146Z",TRUE,"pitch","b8e4c230-c497-4824-a72d-b6ceeac393c9",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.2199,1.5798,NA,144.51,169.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Kolten Wong strikes out swinging.",0,5,1,68,"bottom",9,"2023-09-23T04:47:00.033Z","2023-09-23T04:48:51.056Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543939,"Kolten Wong","/api/v1/people/543939","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97,89,4,0.52,0.3873,6.5977,31.2584,-20.8408,-5.0515,5.5893,-0.7217,2.5713,5.2047,-141.2694,-3.6668,-1.9289,50.0028,5.2207,-10.2419,22.8,4.8,24,2628,223,NA,NA,NA,NA,NA,NA,FALSE,-19.3,9.6,8.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716474,"2023-09-23",4,"2023-09-23T04:47:51.521Z","2023-09-23T04:47:55.070Z",TRUE,"pitch","1547464c-4526-477f-af0e-48a1b4530f25",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.1531,1.5631,NA,117.82,131.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Kolten Wong strikes out swinging.",0,5,1,68,"bottom",9,"2023-09-23T04:47:00.033Z","2023-09-23T04:48:51.056Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543939,"Kolten Wong","/api/v1/people/543939","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.7,89.9,11,0.89,0.3838,6.5056,30.3416,-16.6438,-3.343,7.5145,-0.0215,3.9778,6.3121,-142.3103,-1.0025,-1.8263,50.0023,5.3812,-6.9095,18,3.6,24,2583,220,NA,NA,NA,NA,NA,NA,FALSE,-14.8,13.7,4.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716474,"2023-09-23",3,"2023-09-23T04:47:33.824Z","2023-09-23T04:47:39.100Z",TRUE,"pitch","194316dd-dff6-4628-8dd1-bf866267d4de",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.1865,1.5798,NA,95.26,208.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Kolten Wong strikes out swinging.",0,5,1,68,"bottom",9,"2023-09-23T04:47:00.033Z","2023-09-23T04:48:51.056Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543939,"Kolten Wong","/api/v1/people/543939","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,79.7,14,0.91,0.4348,6.4383,25.7818,-28.0981,2.8799,2.5339,0.5704,1.1205,4.7281,-126.0186,-4.5453,-1.7046,50.0001,5.219,4.6277,10.8,7.2,24,2680,73,NA,NA,NA,NA,NA,NA,FALSE,-32.8,3.7,-6.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
