"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717309,"2023-07-22",5,"2023-07-23T01:52:28.002Z","2023-07-23T01:52:37.245Z",TRUE,"pitch","43803f7f-057c-471f-8643-1febfd816567",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.19,1.56,NA,147.08,148.27,"fly_ball","medium","7",57.93,136.51,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Daniel Vogelbach flies out to left fielder Masataka Yoshida in foul territory.",0,6,8,71,"top",9,"2023-07-23T01:50:42.513Z","2023-07-23T01:52:37.245Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.3,87.4,11,0.9,0.3944,6.9543,29.8992,-11.4822,0.1275,10.5819,-0.7891,3.3522,4.478,-138.6785,-5.1675,-2.4387,50.0008,6.0002,0.2484,6,2.4,24,2699,183,86.1,53,230,NA,NA,NA,TRUE,-11.6,18.4,-1.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717309,"2023-07-22",4,"2023-07-23T01:51:57.490Z","2023-07-23T01:52:00.870Z",TRUE,"pitch","cb612716-1b59-4895-9271-4caabcc743ee",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.19,1.56,NA,166.21,188.28,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Daniel Vogelbach flies out to left fielder Masataka Yoshida in foul territory.",0,6,8,71,"top",9,"2023-07-23T01:50:42.513Z","2023-07-23T01:52:37.245Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,77.3,13,0.9,0.4515,6.6659,21.8659,-37.1364,4.9618,-3.3221,-1.2911,1.8703,1.4001,-120.959,-2.4367,-2.521,50.0029,6.1224,7.4098,12,10.8,24,2449,69,NA,NA,NA,NA,NA,NA,FALSE,-45.7,-6.4,-9.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717309,"2023-07-22",3,"2023-07-23T01:51:29.450Z","2023-07-23T01:51:32.565Z",TRUE,"pitch","c9b8a248-0d72-4b22-abc4-fb39da10518b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.19,1.56,NA,119.43,189.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Daniel Vogelbach flies out to left fielder Masataka Yoshida in foul territory.",0,6,8,71,"top",9,"2023-07-23T01:50:42.513Z","2023-07-23T01:52:37.245Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.5,87.2,8,0.91,0.3955,6.8952,31.686,-8.3569,0.7376,12.2701,-0.0639,1.8368,6.5673,-138.6067,-9.417,-2.5621,50.0029,5.841,1.4304,15.6,2.4,24,2835,194,NA,NA,NA,NA,NA,NA,FALSE,-9.8,20.4,-2.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717309,"2023-07-22",2,"2023-07-23T01:51:07.256Z","2023-07-23T01:51:11.915Z",TRUE,"pitch","4eb4cfc6-5976-4345-9051-151f2c27f8d7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1877,1.5356,NA,168.72,192.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Daniel Vogelbach flies out to left fielder Masataka Yoshida in foul territory.",0,6,8,71,"top",9,"2023-07-23T01:50:42.513Z","2023-07-23T01:52:37.245Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88.5,13,0.93,0.3912,7.0348,28.9975,-13.8341,-7.6829,9.2179,-1.3568,1.7232,5.1112,-139.5769,-9.131,-2.2059,50.0026,5.9306,-15.2833,42,4.8,24,2293,211,NA,NA,NA,NA,NA,NA,FALSE,-14.4,15.1,13,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717309,"2023-07-22",1,"2023-07-23T01:50:44.865Z","2023-07-23T01:50:49.085Z",TRUE,"pitch","c5bce3db-889c-44e5-aaaa-09b85aeeb651",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1877,1.6837,NA,113.44,164.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Daniel Vogelbach flies out to left fielder Masataka Yoshida in foul territory.",0,6,8,71,"top",9,"2023-07-23T01:50:42.513Z","2023-07-23T01:52:37.245Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94,85.7,2,0.91,0.4015,6.738,30.9335,-9.2988,0.5222,12.1443,0.0935,2.7527,6.8623,-136.5842,-6.6911,-2.5225,50.0023,5.8783,0.9831,13.2,2.4,24,2812,190,NA,NA,NA,NA,NA,NA,FALSE,-10.4,20.6,-2.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717309,"2023-07-22",0,"2023-07-23T01:50:34.039Z","2023-07-23T01:50:44.865Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Daniel Vogelbach replaces DJ Stewart.","Offensive Substitution",6,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,596129,"/api/v1/people/596129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","71","atBat","Flyout","field_out","Daniel Vogelbach flies out to left fielder Masataka Yoshida in foul territory.",0,6,8,71,"top",9,"2023-07-23T01:50:42.513Z","2023-07-23T01:52:37.245Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,621466,"/api/v1/people/621466",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717309,"2023-07-22",8,"2023-07-23T01:49:53.603Z","2023-07-23T01:50:07.212Z",TRUE,"pitch","14261169-ac98-487d-b479-bbb47b21e15e",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,2,NA,NA,3.67,1.74,NA,103.31,183.8,"line_drive","hard","9",208.18,102.63,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Brett Baty singles on a sharp line drive to right fielder Alex Verdugo. Mark Vientos scores.",1,6,8,70,"top",9,"2023-07-23T01:45:22.355Z","2023-07-23T01:50:07.212Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.2,86.1,9,0.9,0.4008,6.9103,30.3264,-10.2922,-1.1701,11.5721,0.3592,2.0362,8.475,-136.6896,-8.1307,-2.6305,50.006,5.7576,-2.2151,2.4,2.4,24,2770,198,108.5,12,217,NA,NA,NA,FALSE,-11.6,19.3,0.4,NA,NA,NA,NA,NA,FALSE,TRUE,683146,"Brett Baty","/api/v1/people/683146",NA,NA,NA,NA,NA,NA
717309,"2023-07-22",7,"2023-07-23T01:49:27.702Z","2023-07-23T01:49:32.105Z",TRUE,"pitch","647480c4-8452-49e4-a5e6-0cfbd531554c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.6677,1.7726,NA,134.7,186.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Brett Baty singles on a sharp line drive to right fielder Alex Verdugo. Mark Vientos scores.",1,6,8,70,"top",9,"2023-07-23T01:45:22.355Z","2023-07-23T01:50:07.212Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.2,86,7,0.89,0.4008,6.9115,30.6663,-7.8771,-1.2701,12.8531,-0.4643,1.9309,6.785,-136.7451,-8.7938,-2.8146,50.0029,5.7321,-2.4015,4.8,2.4,24,2799,203,NA,NA,NA,NA,NA,NA,FALSE,-9.5,21.5,0.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717309,"2023-07-22",0,"2023-07-23T01:45:22.355Z","2023-07-23T01:45:27.130Z",TRUE,"pitch","20da9836-1b58-454d-81c6-a5768c092a08",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7462,1.7726,NA,132.88,215.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Brett Baty singles on a sharp line drive to right fielder Alex Verdugo. Mark Vientos scores.",1,6,8,70,"top",9,"2023-07-23T01:45:22.355Z","2023-07-23T01:50:07.212Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Boston Red Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83,76.6,13,0.92,0.4529,5.9518,22.8673,-27.8434,-8.3405,2.9187,-0.4165,0.8566,6.0083,-120.7884,-4.7466,-1.8489,50.0013,5.2869,-12.3603,21.6,8.4,24,1568,233,NA,NA,NA,NA,NA,NA,FALSE,-35.2,4.4,13.7,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717309,"2023-07-22",1,"2023-07-23T01:45:34.817Z","2023-07-23T01:45:45.034Z",FALSE,"no_pitch","eaba5c33-bc0b-4af7-bfb5-cac63f87ae50",NA,NA,NA,NA,NA,NA,FALSE,"N",NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Brett Baty singles on a sharp line drive to right fielder Alex Verdugo. Mark Vientos scores.",1,6,8,70,"top",9,"2023-07-23T01:45:22.355Z","2023-07-23T01:50:07.212Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
