"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717433,"2023-07-09",7,"2023-07-09T20:34:42.948Z","2023-07-09T20:34:47.757Z",TRUE,"pitch","dd2d4c82-72ec-43c6-9c44-2606e9c3657b",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,0,NA,NA,3.357,1.6267,NA,91.15,168.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","DJ LeMahieu pops out to first baseman Jared Young in foul territory.",0,6,4,66,"bottom",8,"2023-07-09T20:33:09.140Z","2023-07-09T20:35:40.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.4,84.2,6,0.9,0.414,7.1869,24.2167,-27.7753,2.1603,2.4722,0.6783,2.5848,7.356,-131.6052,-3.7564,-2.4178,50.0027,6.0555,3.842,9.6,6,24,2567,153,NA,NA,NA,NA,NA,NA,FALSE,-29.2,4,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",6,"2023-07-09T20:34:07.993Z","2023-07-09T20:34:13.507Z",TRUE,"pitch","b8e32335-1102-45e4-914e-9ee38c94920e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.357,1.653,NA,186.9,118.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","DJ LeMahieu pops out to first baseman Jared Young in foul territory.",0,6,4,66,"bottom",8,"2023-07-09T20:33:09.140Z","2023-07-09T20:35:40.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86,11,0.88,0.3992,6.9492,30.8911,-21.5189,-6.3267,5.5892,-1.8339,4.4372,4.5988,-137.2902,-0.2886,-2.7102,50.0003,6.0105,-12.0547,27.6,4.8,24,2211,195,NA,NA,NA,NA,NA,NA,FALSE,-20.5,10.3,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",5,"2023-07-09T20:33:50.960Z","2023-07-09T20:33:55.808Z",TRUE,"pitch","fcd2a32f-3cd6-40df-a95c-1cb4de243233",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.4362,1.653,NA,163.22,143.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","DJ LeMahieu pops out to first baseman Jared Young in foul territory.",0,6,4,66,"bottom",8,"2023-07-09T20:33:09.140Z","2023-07-09T20:35:40.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,86.6,11,0.89,0.3972,6.9372,30.861,-21.8371,-7.3541,5.3699,-1.2125,3.5221,6.6187,-137.9273,-2.4806,-2.6885,50.0042,5.9067,-14.1613,30,6,24,2263,204,NA,NA,NA,NA,NA,NA,FALSE,-21.1,9.4,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",4,"2023-07-09T20:33:27.561Z","2023-07-09T20:33:32.374Z",TRUE,"pitch","af476ae6-3fb8-4702-b87c-aeed13c5f1ef",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.357,1.574,NA,69.03,167.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","DJ LeMahieu pops out to first baseman Jared Young in foul territory.",0,6,4,66,"bottom",8,"2023-07-09T20:33:09.140Z","2023-07-09T20:35:40.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.8,75.9,12,0.92,0.4566,6.9134,25.1348,-33.3876,8.083,-0.8334,1.2585,2.6518,7.0877,-120.3395,-0.6665,-2.7838,50.0032,5.9111,11.7578,21.6,9.6,24,2755,62,NA,NA,NA,NA,NA,NA,FALSE,-41.6,-1.4,-16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",3,"2023-07-09T20:33:11.451Z","2023-07-09T20:33:15.785Z",TRUE,"pitch","ad66b1cb-eb59-4dd5-bb46-573147527a3a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3834,1.653,NA,111.1,178.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","DJ LeMahieu pops out to first baseman Jared Young in foul territory.",0,6,4,66,"bottom",8,"2023-07-09T20:33:09.140Z","2023-07-09T20:35:40.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.1,75.6,5,0.92,0.4591,6.9817,23.8377,-33.8962,7.448,-1.1954,0.1547,2.233,4.9173,-119.4862,-1.3329,-2.9002,50.0023,5.8543,10.7281,19.2,9.6,24,2701,64,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-2.2,-14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",0,"2023-07-09T20:10:07.479Z","2023-07-09T20:10:12.927Z",FALSE,"action",NA,NA,"Pitching Change: Michael Fulmer replaces Julian Merryweather.","Pitching Substitution",6,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,605242,"/api/v1/people/605242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"66","atBat","Pop Out","field_out","DJ LeMahieu pops out to first baseman Jared Young in foul territory.",0,6,4,66,"bottom",8,"2023-07-09T20:33:09.140Z","2023-07-09T20:35:40.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",1,"2023-07-09T20:10:12.927Z","2023-07-09T20:31:10.800Z",FALSE,"action",NA,NA,"Status Change - Delayed: Rain","Game Advisory",6,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,518934,"/api/v1/people/518934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","DJ LeMahieu pops out to first baseman Jared Young in foul territory.",0,6,4,66,"bottom",8,"2023-07-09T20:33:09.140Z","2023-07-09T20:35:40.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",2,"2023-07-09T20:31:10.800Z","2023-07-09T20:33:11.451Z",FALSE,"action",NA,NA,"Status Change - In Progress","Game Advisory",6,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,518934,"/api/v1/people/518934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","DJ LeMahieu pops out to first baseman Jared Young in foul territory.",0,6,4,66,"bottom",8,"2023-07-09T20:33:09.140Z","2023-07-09T20:35:40.124Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",6,"2023-07-09T20:08:06.800Z","2023-07-09T20:08:15.163Z",TRUE,"pitch","4a45ebcd-df54-480b-942a-164d324ed1c2",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.48,1.56,NA,104.44,194.81,"ground_ball","medium","6",110.24,155.11,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Christopher Morel grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,6,4,65,"top",8,"2023-07-09T20:05:40.150Z","2023-07-09T20:08:15.163Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80.1,9,0.87,0.4349,5.9831,24.0808,-31.9346,1.959,0.153,0.3294,1.6284,1.7949,-125.6735,-5.6328,-0.6471,50.005,6.4748,3.1524,6,8.4,24,2483,64,84.5,-10,10,NA,NA,NA,TRUE,-37.2,-0.7,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",2,"2023-07-09T20:06:30.197Z","2023-07-09T20:06:35.105Z",TRUE,"pitch","d15bb1c1-6050-49d3-b956-b5bbf93a0fed",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.6124,1.6392,NA,63.69,212.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Christopher Morel grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,6,4,65,"top",8,"2023-07-09T20:05:40.150Z","2023-07-09T20:08:15.163Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,80.8,14,0.88,0.4331,6.1445,23.8394,-36.029,1.9891,-2.3756,1.3985,0.9652,3.7155,-126.1043,-6.4394,-0.3481,50.0033,6.4323,3.2272,6,9.6,24,2511,50,NA,NA,NA,NA,NA,NA,FALSE,-41.6,-5.5,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",1,"2023-07-09T20:06:12.469Z","2023-07-09T20:06:16.577Z",TRUE,"pitch","d17674f4-61d7-4580-9281-50f0be98aaf7",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.6388,1.6128,NA,125.44,158.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Christopher Morel grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,6,4,65,"top",8,"2023-07-09T20:05:40.150Z","2023-07-09T20:08:15.163Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,79.4,5,0.88,0.4383,5.955,23.0786,-37.2612,1.7242,-3.209,-0.2214,2.9698,0.4393,-124.5671,-1.5194,-0.6238,50.005,6.6451,2.732,4.8,9.6,24,2550,57,NA,NA,NA,NA,NA,NA,FALSE,-43,-5.9,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",0,"2023-07-09T20:05:56.410Z","2023-07-09T20:06:00.825Z",TRUE,"pitch","247758d6-31a1-46e1-8ead-53c174beb943",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6916,1.6392,NA,96.42,143.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Christopher Morel grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,6,4,65,"top",8,"2023-07-09T20:05:40.150Z","2023-07-09T20:08:15.163Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,88.4,3,2,0.3916,6.1825,29.0466,-26.5538,-6.7136,2.8342,0.54,3.5377,5.2751,-139.4508,-3.6116,-0.4965,50.007,6.5858,-13.33,24,6,24,2008,219,NA,NA,NA,NA,NA,NA,FALSE,-25,4.7,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",3,"2023-07-09T20:06:56.125Z","2023-07-09T20:07:01.125Z",FALSE,"no_pitch","10611f5f-c3c9-4490-bdf5-150607f50e09",NA,NA,NA,NA,NA,NA,FALSE,"N",NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Christopher Morel grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,6,4,65,"top",8,"2023-07-09T20:05:40.150Z","2023-07-09T20:08:15.163Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",4,"2023-07-09T20:07:03.854Z","2023-07-09T20:07:25.325Z",FALSE,"action",NA,NA,"With Christopher Morel batting, Ian Happ advances to 3rd on a balk.","Balk",6,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,2,605280,"/api/v1/people/605280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10611f5f-c3c9-4490-bdf5-150607f50e09","balk",NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Christopher Morel grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,6,4,65,"top",8,"2023-07-09T20:05:40.150Z","2023-07-09T20:08:15.163Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",5,"2023-07-09T20:07:25.325Z","2023-07-09T20:08:06.800Z",FALSE,"action",NA,NA,"On-field Delay.","Game Advisory",6,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,2,666624,"/api/v1/people/666624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Christopher Morel grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,6,4,65,"top",8,"2023-07-09T20:05:40.150Z","2023-07-09T20:08:15.163Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",8,"2023-07-09T20:05:34.040Z","2023-07-09T20:05:40.671Z",TRUE,"pitch","021b3bb1-352e-485a-b4c2-56d5eb76e9fa",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.836,1.8156,NA,97.68,149.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Cody Bellinger called out on strikes.",0,6,4,64,"top",8,"2023-07-09T20:02:25.572Z","2023-07-09T20:05:40.671Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641355,"Cody Bellinger","/api/v1/people/641355","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.3,89.6,3,0.9,0.386,5.9706,30.715,-30.7228,-7.994,0.708,0.5069,3.317,5.7716,-141.612,-3.4863,-0.5136,50.0006,6.5178,-16.3212,25.2,7.2,24,2276,225,NA,NA,NA,NA,NA,NA,TRUE,-28,0.8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,664023,"Ian Happ","/api/v1/people/664023",NA,NA,NA,NA,NA,NA,NA
717433,"2023-07-09",7,"2023-07-09T20:05:14.093Z","2023-07-09T20:05:17.717Z",TRUE,"pitch","43c690d6-5182-4f73-85e9-3d860fcbd4e4",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.73,1.71,NA,95.21,172.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Cody Bellinger called out on strikes.",0,6,4,64,"top",8,"2023-07-09T20:02:25.572Z","2023-07-09T20:05:40.671Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641355,"Cody Bellinger","/api/v1/people/641355","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.7,6,0.89,0.4312,5.9534,23.9744,-35.4172,2.8307,-1.9778,0.5717,2.4375,1.7274,-126.6347,-3.3609,-0.4854,50.0056,6.5927,4.6336,7.2,8.4,24,2628,46,NA,NA,NA,NA,NA,NA,FALSE,-40,-4.1,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
