"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746470,"2024-05-25",6,"2024-05-25T19:14:49.414Z","2024-05-25T19:14:55.365Z",TRUE,"pitch","055ea2a3-dbd9-4539-b902-1fa982d119bf",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.35,1.59,NA,79.91,170.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,1,2,64,"top",9,"2024-05-25T19:13:44.077Z","2024-05-25T19:14:55.365Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",663947,"Tyler Holton","/api/v1/people/663947","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.9,76.5,12,2,0.4529,6.3994,22.4708,-31.4666,7.4457,0.4805,0.973,2.5451,-3.5061,-120.724,-0.6885,1.4731,50.0045,5.5924,11.0429,18,9.6,24,1687,100,NA,NA,NA,NA,NA,NA,TRUE,-38.6,1,-12.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746470,"2024-05-25",5,"2024-05-25T19:14:32.512Z","2024-05-25T19:14:37.310Z",TRUE,"pitch","676856e2-e022-4daa-84af-65fd076ed2bd",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.35,1.59,NA,110.39,155.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,1,2,64,"top",9,"2024-05-25T19:13:44.077Z","2024-05-25T19:14:55.365Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",663947,"Tyler Holton","/api/v1/people/663947","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,84.1,2,2,0.4144,6.3461,21.4015,-25.2909,-2.0025,3.8698,0.1734,3.0995,-2.0811,-130.9731,-2.4036,1.2316,50.0037,5.8742,-3.5629,8.4,6,24,2366,179,NA,NA,NA,NA,NA,NA,FALSE,-26.3,6.8,4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746470,"2024-05-25",4,"2024-05-25T19:14:15.919Z","2024-05-25T19:14:20.477Z",TRUE,"pitch","c8221a14-2fb7-4902-8e06-a506f5db996f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3364,1.6515,NA,74.18,163.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,1,2,64,"top",9,"2024-05-25T19:13:44.077Z","2024-05-25T19:14:55.365Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",663947,"Tyler Holton","/api/v1/people/663947","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.2,84.4,12,2,0.4127,6.4221,22.242,-24.8949,-1.8285,4.06,1.1234,2.7824,-0.1836,-131.63,-2.9847,1.4318,50.0026,5.7313,-3.2782,7.2,6,24,2353,180,NA,NA,NA,NA,NA,NA,FALSE,-25.8,7.1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746470,"2024-05-25",3,"2024-05-25T19:14:00.500Z","2024-05-25T19:14:04.888Z",TRUE,"pitch","9026ba66-5b1e-4a7d-8d40-607f32f3a377",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3514,1.6001,NA,138.9,153.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,1,2,64,"top",9,"2024-05-25T19:13:44.077Z","2024-05-25T19:14:55.365Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",663947,"Tyler Holton","/api/v1/people/663947","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.1,84.1,1,2,0.4139,6.4371,22.5711,-25.2187,-1.3428,3.9057,-0.5744,3.1689,-4.3672,-131.339,-2.1653,1.2712,50.0056,5.8418,-2.3933,7.2,6,24,2382,179,NA,NA,NA,NA,NA,NA,FALSE,-26.2,7,3.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746470,"2024-05-25",2,"2024-05-25T19:13:46.314Z","2024-05-25T19:13:51.238Z",TRUE,"pitch","a62659d8-2c1c-4299-9ba5-c752be388115",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2594,1.6001,NA,123.1,136.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,1,2,64,"top",9,"2024-05-25T19:13:44.077Z","2024-05-25T19:14:55.365Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",663947,"Tyler Holton","/api/v1/people/663947","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90,83,11,2,0.4165,6.4635,26.0846,-25.5086,-3.2629,3.7989,-0.1601,3.7987,-2.7582,-131.1763,-0.4651,1.3265,50.0017,5.8695,-5.7213,13.2,6,24,2246,183,NA,NA,NA,NA,NA,NA,FALSE,-26.5,7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746470,"2024-05-25",0,"2024-05-25T19:13:10.203Z","2024-05-25T19:13:20.158Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Danny Jansen replaces Kevin Kiermaier.","Offensive Substitution",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,643376,"/api/v1/people/643376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","64","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,1,2,64,"top",9,"2024-05-25T19:13:44.077Z","2024-05-25T19:14:55.365Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",663947,"Tyler Holton","/api/v1/people/663947","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,595281,"/api/v1/people/595281",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746470,"2024-05-25",1,"2024-05-25T19:13:20.158Z","2024-05-25T19:13:46.314Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,1,2,64,"top",9,"2024-05-25T19:13:44.077Z","2024-05-25T19:14:55.365Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",663947,"Tyler Holton","/api/v1/people/663947","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746470,"2024-05-25",1,"2024-05-25T19:12:30.145Z","2024-05-25T19:12:43.186Z",TRUE,"pitch","df807559-0483-4d68-bfcc-5a0c8fb85ff0",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.38,1.56,NA,142.58,162.88,"fly_ball","medium","7",88.15,61.9,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Ernie Clement flies out to left fielder Riley Greene. Isiah Kiner-Falefa to 3rd.",0,1,2,63,"top",9,"2024-05-25T19:11:59.879Z","2024-05-25T19:12:43.186Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,676391,"Ernie Clement","/api/v1/people/676391","R","Right",663947,"Tyler Holton","/api/v1/people/663947","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,84.8,4,2,0.405,6.2489,31.3217,-18.905,9.0112,7.1737,-0.6711,2.8112,-8.3202,-135.5687,-4.0933,1.2761,50.0042,5.6709,16.6726,37.2,6,24,2119,142,93.9,37,353,NA,NA,NA,TRUE,-19.4,12.2,-14.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,643396,"Isiah Kiner-Falefa","/api/v1/people/643396"
746470,"2024-05-25",0,"2024-05-25T19:12:13.307Z","2024-05-25T19:12:20.845Z",TRUE,"pitch","f7a70c69-647e-4295-ba06-332601c2957f",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.38,1.56,NA,83.27,170.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Ernie Clement flies out to left fielder Riley Greene. Isiah Kiner-Falefa to 3rd.",0,1,2,63,"top",9,"2024-05-25T19:11:59.879Z","2024-05-25T19:12:43.186Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,676391,"Ernie Clement","/api/v1/people/676391","R","Right",663947,"Tyler Holton","/api/v1/people/663947","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,78.4,12,2,0.4413,6.4685,23.9831,-30.3524,9.8104,1.1687,0.885,2.5437,-4.5245,-123.954,-1.4499,1.456,50.0046,5.6625,15.3197,25.2,8.4,24,1713,104,NA,NA,NA,NA,NA,NA,FALSE,-35.5,2,-16.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746470,"2024-05-25",0,"2024-05-25T19:11:30.458Z","2024-05-25T19:11:44.222Z",TRUE,"pitch","3ec6dde3-61f8-4ade-865a-60f3bf6e7023",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.3,1.5,NA,137.13,166.29,"ground_ball","medium","7",56.91,108.16,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Double","double","Isiah Kiner-Falefa doubles (4) on a ground ball to left fielder Riley Greene.",0,1,2,62,"top",9,"2024-05-25T19:11:15.834Z","2024-05-25T19:11:44.222Z",TRUE,FALSE,FALSE,FALSE,34,0,0,1,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",663947,"Tyler Holton","/api/v1/people/663947","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Detroit Tigers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.5,82.8,4,2,0.4188,6.514,24.99,-22.181,-1.0216,5.7556,-0.528,2.685,-4.4396,-130.3177,-3.7599,1.3239,50.0024,5.8035,-1.7727,6,4.8,24,2207,167,95.2,-5,25,NA,NA,NA,FALSE,-24,9.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA
