"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
744866,"2024-04-21",4,"2024-04-21T19:55:42.711Z","2024-04-21T19:55:50.402Z",TRUE,"pitch","5822d84b-8831-419d-82f0-cf9f3f806941",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.23,1.6,NA,144.58,176.95,"ground_ball","medium","5",102.02,166.16,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Alex Bregman grounds out, third baseman Ildemaro Vargas to first baseman Joey Meneses.",0,0,6,68,"top",9,"2024-04-21T19:54:42.018Z","2024-04-21T19:55:50.402Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,608324,"Alex Bregman","/api/v1/people/608324","R","Right",598264,"Matt Barnes","/api/v1/people/598264","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,83.7,4,0.9,0.412,6.9068,28.2631,-13.5259,-7.4457,10.4213,-0.7235,2.2902,4.68,-132.8879,-7.8022,-1.5393,50.0064,6.2454,-13.3301,39.6,4.8,24,2098,216,86.8,6,90,NA,NA,NA,TRUE,-15.4,17.4,12.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744866,"2024-04-21",3,"2024-04-21T19:55:22.345Z","2024-04-21T19:55:28.516Z",TRUE,"pitch","c236c0d2-01ae-4627-8306-be79b0214e93",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2756,1.5568,NA,76.25,210.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Alex Bregman grounds out, third baseman Ildemaro Vargas to first baseman Joey Meneses.",0,0,6,68,"top",9,"2024-04-21T19:54:42.018Z","2024-04-21T19:55:50.402Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,608324,"Alex Bregman","/api/v1/people/608324","R","Right",598264,"Matt Barnes","/api/v1/people/598264","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Washington Nationals",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",81.9,75.6,14,2,0.461,6.7709,23.9874,-37.3187,-0.6549,-3.6068,1.069,1.0497,5.5978,-119.0551,-4.5526,-1.2328,50.0009,6.3835,-0.9358,0,10.8,24,1830,27,NA,NA,NA,NA,NA,NA,FALSE,-48.5,-7.4,-0.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744866,"2024-04-21",1,"2024-04-21T19:55:00.769Z","2024-04-21T19:55:04.959Z",TRUE,"pitch","df6b16a6-cb6c-4c48-9e85-e0d7463952c6",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2214,1.4776,NA,128.96,188.44,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Alex Bregman grounds out, third baseman Ildemaro Vargas to first baseman Joey Meneses.",0,0,6,68,"top",9,"2024-04-21T19:54:42.018Z","2024-04-21T19:55:50.402Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,608324,"Alex Bregman","/api/v1/people/608324","R","Right",598264,"Matt Barnes","/api/v1/people/598264","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Washington Nationals",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",80.7,74.4,7,2,0.467,6.6807,23.4312,-36.5811,0.5533,-3.171,-0.3138,1.8644,2.4684,-117.5447,-2.9646,-1.4518,50.0003,6.5569,0.7696,2.4,10.8,24,1730,29,NA,NA,NA,NA,NA,NA,FALSE,-48.2,-6.2,-1.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744866,"2024-04-21",0,"2024-04-21T19:54:44.203Z","2024-04-21T19:54:47.872Z",TRUE,"pitch","7c819237-872a-443e-9bdd-c85084e7bb77",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2726,1.5292,NA,165.31,182.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Alex Bregman grounds out, third baseman Ildemaro Vargas to first baseman Joey Meneses.",0,0,6,68,"top",9,"2024-04-21T19:54:42.018Z","2024-04-21T19:55:50.402Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,608324,"Alex Bregman","/api/v1/people/608324","R","Right",598264,"Matt Barnes","/api/v1/people/598264","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Washington Nationals",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",80.4,74.2,13,2,0.4684,6.5432,22.5923,-36.5465,-0.0547,-3.1553,-1.2673,2.0739,0.8597,-117.0517,-2.4782,-1.6326,50.0044,6.5762,-0.0758,0,10.8,24,1832,30,NA,NA,NA,NA,NA,NA,FALSE,-48.4,-6,-0.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744866,"2024-04-21",2,"2024-04-21T19:55:13.712Z","2024-04-21T19:55:22.345Z",FALSE,"action",NA,NA,"Yordan Alvarez advances to 2nd on defensive indifference.","Defensive Indiff",0,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,670541,"/api/v1/people/670541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"df6b16a6-cb6c-4c48-9e85-e0d7463952c6","defensive_indiff",NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Alex Bregman grounds out, third baseman Ildemaro Vargas to first baseman Joey Meneses.",0,0,6,68,"top",9,"2024-04-21T19:54:42.018Z","2024-04-21T19:55:50.402Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,608324,"Alex Bregman","/api/v1/people/608324","R","Right",598264,"Matt Barnes","/api/v1/people/598264","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744866,"2024-04-21",4,"2024-04-21T19:54:16.931Z","2024-04-21T19:54:23.474Z",TRUE,"pitch","67c95dfe-1ec4-4441-bde6-2f4ddc7fb13e",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.5084,1.5774,NA,145.17,199.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Tucker called out on strikes.",0,0,6,67,"top",9,"2024-04-21T19:52:45.108Z","2024-04-21T19:54:23.474Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",598264,"Matt Barnes","/api/v1/people/598264","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Washington Nationals","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.5,79.2,7,0.89,0.4395,6.6884,24.1338,-31.2681,-7.6535,0.5725,-0.7391,1.4651,4.534,-124.4575,-5.5478,-1.5868,50.0016,6.3016,-12.0491,19.2,8.4,24,1409,243,NA,NA,NA,NA,NA,NA,TRUE,-37.3,0,12.8,NA,NA,NA,TRUE,TRUE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
744866,"2024-04-21",3,"2024-04-21T19:53:49.870Z","2024-04-21T19:53:56.914Z",TRUE,"pitch","06a2c630-4156-47f6-a2fc-255e0b88554d",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.5447,1.5571,NA,67.02,231.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Tucker called out on strikes.",0,0,6,67,"top",9,"2024-04-21T19:52:45.108Z","2024-04-21T19:54:23.474Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",598264,"Matt Barnes","/api/v1/people/598264","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Washington Nationals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.9,80.9,14,0.92,0.4328,6.8326,23.3236,-28.7574,-7.8849,2.1033,1.3112,0.2723,9.137,-126.1012,-9.2049,-1.3184,50.0051,6.2569,-12.8233,20.4,8.4,24,1472,246,NA,NA,NA,NA,NA,NA,FALSE,-34.2,2,12.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744866,"2024-04-21",2,"2024-04-21T19:53:30.603Z","2024-04-21T19:53:36.231Z",TRUE,"pitch","a512d21e-65b6-4140-9b9d-412ed7588bfa",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.5136,1.5827,NA,167.55,124.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Tucker called out on strikes.",0,0,6,67,"top",9,"2024-04-21T19:52:45.108Z","2024-04-21T19:54:23.474Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",598264,"Matt Barnes","/api/v1/people/598264","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.8,82.9,11,0.9,0.4145,6.6233,28.6532,-16.2539,-7.2595,9.0045,-1.3261,4.2483,3.3168,-132.2318,-2.5915,-1.6548,50.0006,6.436,-12.8316,36,4.8,24,2074,215,NA,NA,NA,NA,NA,NA,FALSE,-17.3,16,12.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744866,"2024-04-21",1,"2024-04-21T19:53:07.781Z","2024-04-21T19:53:14.872Z",TRUE,"pitch","a67da52d-29bb-459f-901b-ce77dcebe8ba",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.49,1.67,NA,109.55,130.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Tucker called out on strikes.",0,0,6,67,"top",9,"2024-04-21T19:52:45.108Z","2024-04-21T19:54:23.474Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",598264,"Matt Barnes","/api/v1/people/598264","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.2,83.3,12,0.91,0.413,6.7819,28.294,-14.3946,-6.9405,9.9776,0.1955,4.0108,6.5157,-132.6253,-3.5251,-1.3911,50.0032,6.4067,-12.3681,36,4.8,24,2063,214,NA,NA,NA,NA,NA,NA,FALSE,-15.4,17.5,11.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744866,"2024-04-21",0,"2024-04-21T19:52:48.395Z","2024-04-21T19:52:52.254Z",TRUE,"pitch","bb68a091-5216-4117-9c98-aef2ca39edb5",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.49,1.67,NA,132.45,158.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Tucker called out on strikes.",0,0,6,67,"top",9,"2024-04-21T19:52:45.108Z","2024-04-21T19:54:23.474Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",598264,"Matt Barnes","/api/v1/people/598264","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.2,84.4,1,0.91,0.4107,6.5991,25.1366,-15.0617,-6.3468,9.4747,-0.4054,2.975,5.2897,-132.737,-5.921,-1.5875,50.0061,6.3088,-11.4673,33.6,4.8,24,2120,217,NA,NA,NA,NA,NA,NA,FALSE,-16.3,16.2,10.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
