"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717367,"2023-07-18",6,"2023-07-18T01:54:40.176Z","2023-07-18T01:54:45.014Z",TRUE,"pitch","c6089fbf-c55a-4a45-8729-678ffe0aa08c",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",4,2,2,NA,NA,3.3209,1.6,NA,110.54,239.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Marcus Semien walks.",0,2,2,58,"bottom",8,"2023-07-18T01:52:23.159Z","2023-07-18T01:54:45.014Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.1,77.2,14,0.9,0.4528,7.1314,22.8826,-29.6369,-2.6436,1.7062,0.1695,-0.0381,-1.0479,-120.8336,-8.283,0.9518,50.0001,6.0272,-3.92,7.2,8.4,24,2425,248,NA,NA,NA,NA,NA,NA,FALSE,-38.2,1.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",543257,"Robbie Grossman","/api/v1/people/543257",NA,NA,NA
717367,"2023-07-18",5,"2023-07-18T01:54:19.628Z","2023-07-18T01:54:24.003Z",TRUE,"pitch","aca2cb9d-7735-4a0b-a03e-378b3a989320",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.3319,1.6109,NA,149.45,162.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Marcus Semien walks.",0,2,2,58,"bottom",8,"2023-07-18T01:52:23.159Z","2023-07-18T01:54:45.014Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.6,77,11,0.9,0.45,6.9398,23.8172,-30.8375,-2.6348,0.8869,-0.8512,2.8089,-3.3136,-121.7068,-1.9368,0.8699,50.0013,6.2851,-3.9521,8.4,8.4,24,2348,252,NA,NA,NA,NA,NA,NA,FALSE,-37.7,1.4,5.5,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA,NA,NA
717367,"2023-07-18",4,"2023-07-18T01:54:00.135Z","2023-07-18T01:54:03.413Z",TRUE,"pitch","551a4749-8ec7-42ab-8161-5f8d6b7c4422",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.3209,1.6547,NA,77.78,180.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Marcus Semien walks.",0,2,2,58,"bottom",8,"2023-07-18T01:52:23.159Z","2023-07-18T01:54:45.014Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,85.1,14,0.9,0.4055,7.197,28.8574,-12.0349,-0.5725,10.895,1.0289,2.1707,-0.1591,-134.9783,-8.1839,1.163,50.0033,6.0856,-1.0584,4.8,3.6,24,2160,186,NA,NA,NA,NA,NA,NA,FALSE,-13.6,18.2,1.1,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA,NA,NA
717367,"2023-07-18",3,"2023-07-18T01:53:39.737Z","2023-07-18T01:53:42.737Z",TRUE,"pitch","c1d247f5-9415-4db4-9936-e4e6003e047b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.31,1.6,NA,127.57,170.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Marcus Semien walks.",0,2,2,58,"bottom",8,"2023-07-18T01:52:23.159Z","2023-07-18T01:54:45.014Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,79.1,4,0.9,0.4376,7.2379,24.8429,-27.4194,-1.4972,3.0002,-0.2773,2.5268,-2.7203,-125.0828,-3.6379,1.0183,50.0055,6.2441,-2.377,6,7.2,24,2341,223,NA,NA,NA,NA,NA,NA,FALSE,-32.2,4.8,3.4,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA,NA,NA
717367,"2023-07-18",2,"2023-07-18T01:53:20.186Z","2023-07-18T01:53:23.390Z",TRUE,"pitch","7573a099-0fd7-49d8-92c5-e7c7d183ca89",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3209,1.6438,NA,156.95,174.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Marcus Semien walks.",0,2,2,58,"bottom",8,"2023-07-18T01:52:23.159Z","2023-07-18T01:54:45.014Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.4,78.4,13,0.91,0.4409,7.1417,25.4102,-26.2609,-1.0866,3.7866,-1.048,2.382,-4.3057,-124.3321,-4.0679,0.8489,50.005,6.2239,-1.6971,4.8,7.2,24,2364,235,NA,NA,NA,NA,NA,NA,FALSE,-31.4,6.1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA,NA,NA
717367,"2023-07-18",0,"2023-07-18T01:52:46.712Z","2023-07-18T01:52:49.712Z",TRUE,"pitch","bd30a1e3-e26d-4ed9-8611-9c0b547643ac",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3975,1.6547,NA,102.35,103.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Marcus Semien walks.",0,2,2,58,"bottom",8,"2023-07-18T01:52:23.159Z","2023-07-18T01:54:45.014Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.2,12,0.9,0.4067,7.3531,31.2199,-11.5741,-0.6582,11.2329,0.3842,5.0079,-2.0305,-135.0167,-1.3535,1.2335,50.0024,6.336,-1.2071,8.4,2.4,24,2251,182,NA,NA,NA,NA,NA,NA,FALSE,-11.8,20.2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA,NA,NA
717367,"2023-07-18",1,"2023-07-18T01:53:05.654Z","2023-07-18T01:53:10.654Z",FALSE,"stepoff","44f5689a-1a87-41d4-b6ff-59b7a061549a",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Marcus Semien walks.",0,2,2,58,"bottom",8,"2023-07-18T01:52:23.159Z","2023-07-18T01:54:45.014Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA,NA,NA
717367,"2023-07-18",3,"2023-07-18T01:52:17.603Z","2023-07-18T01:52:21.174Z",TRUE,"pitch","131ab9a1-ded7-40ee-a8c2-2791f701e76e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.65,1.77,NA,115.39,137.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Leody Taveras strikes out swinging.",0,2,2,57,"bottom",8,"2023-07-18T01:50:55.740Z","2023-07-18T01:52:21.174Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,665750,"Leody Taveras","/api/v1/people/665750","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,84.4,2,0.91,0.4064,7.1374,30.6528,-7.7862,0.4337,13.2702,0.0421,3.7446,-3.001,-135.0144,-5.1327,1.1139,50.0008,6.224,0.7973,1.2,2.4,24,2311,176,NA,NA,NA,NA,NA,NA,TRUE,-8.8,23,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",543257,"Robbie Grossman","/api/v1/people/543257",NA,NA,NA
717367,"2023-07-18",1,"2023-07-18T01:51:48.848Z","2023-07-18T01:51:51.910Z",TRUE,"pitch","ce71be2d-5524-4881-9ea4-34e5e652195f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.65,1.77,NA,114.18,134.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Leody Taveras strikes out swinging.",0,2,2,57,"bottom",8,"2023-07-18T01:50:55.740Z","2023-07-18T01:52:21.174Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,665750,"Leody Taveras","/api/v1/people/665750","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.4,12,0.9,0.4028,7.032,29.7797,-12.1175,-1.0095,10.7111,0.0739,3.8477,-2.6935,-135.9595,-4.1976,1.2084,50.0001,6.2524,-1.8894,10.8,2.4,24,2242,183,NA,NA,NA,NA,NA,NA,FALSE,-12.6,18.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA,NA,NA
717367,"2023-07-18",0,"2023-07-18T01:51:16.565Z","2023-07-18T01:51:21.411Z",TRUE,"pitch","64ac250a-107d-4aec-a00c-4200b428612d",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.65,1.77,NA,97.76,155.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Leody Taveras strikes out swinging.",0,2,2,57,"bottom",8,"2023-07-18T01:50:55.740Z","2023-07-18T01:52:21.174Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,665750,"Leody Taveras","/api/v1/people/665750","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.8,77.8,3,0.9,0.4437,7.0662,25.1293,-28.1752,-3.1839,2.5965,0.5047,3.0708,-0.1806,-123.5626,-2.2236,0.9924,50.0057,6.3549,-4.9132,9.6,7.2,24,2256,232,NA,NA,NA,NA,NA,NA,FALSE,-33.6,4.4,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA,NA,NA
717367,"2023-07-18",2,"2023-07-18T01:52:03.391Z","2023-07-18T01:52:17.603Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,665750,"/api/v1/people/665750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Leody Taveras strikes out swinging.",0,2,2,57,"bottom",8,"2023-07-18T01:50:55.740Z","2023-07-18T01:52:21.174Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,665750,"Leody Taveras","/api/v1/people/665750","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA,NA,NA
717367,"2023-07-18",3,"2023-07-18T01:50:48.770Z","2023-07-18T01:50:54.269Z",TRUE,"pitch","0328759b-c51b-4f59-9a0f-4ec4a70964fe",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,0,NA,NA,3.31,1.59,NA,134.21,218.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Ezequiel Duran strikes out swinging.",0,2,2,56,"bottom",8,"2023-07-18T01:49:51.378Z","2023-07-18T01:50:54.269Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,78.1,13,0.9,0.4458,7.2508,24.0095,-28.8595,-2.7874,2.1639,-0.4516,0.7375,-2.3298,-122.8001,-7.1488,0.871,50.0012,6.1371,-4.2616,8.4,8.4,24,2328,236,NA,NA,NA,NA,NA,NA,TRUE,-35.9,2.5,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",543257,"Robbie Grossman","/api/v1/people/543257",NA,NA,NA
717367,"2023-07-18",1,"2023-07-18T01:50:17.503Z","2023-07-18T01:50:20.785Z",TRUE,"pitch","ea845472-dd7c-4435-9f24-5b66b7972359",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.4774,1.6793,NA,118.63,176.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Ezequiel Duran strikes out swinging.",0,2,2,56,"bottom",8,"2023-07-18T01:49:51.378Z","2023-07-18T01:50:54.269Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.6,5,0.89,0.4074,7.0354,29.8144,-13.9304,0.0953,9.9718,-0.0429,2.3019,-3.1985,-134.5577,-7.655,1.15,50.0036,6.1754,0.1748,2.4,3.6,24,2278,181,NA,NA,NA,NA,NA,NA,FALSE,-15.5,16.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA,NA,NA
717367,"2023-07-18",0,"2023-07-18T01:49:59.100Z","2023-07-18T01:50:02.613Z",TRUE,"pitch","ae05feb5-c384-40c4-b0f2-70f2acbbb8bd",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.31,1.59,NA,116.19,149.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Ezequiel Duran strikes out swinging.",0,2,2,56,"bottom",8,"2023-07-18T01:49:51.378Z","2023-07-18T01:50:54.269Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,77.4,2,0.9,0.4459,7.0673,24.6335,-27.9966,-2.4519,2.7335,0.0212,3.3117,-1.7715,-122.8985,-1.6397,1.0702,50.0028,6.3682,-3.7455,8.4,7.2,24,2293,232,NA,NA,NA,NA,NA,NA,FALSE,-33.6,4.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA,NA,NA
717367,"2023-07-18",2,"2023-07-18T01:50:33.440Z","2023-07-18T01:50:48.770Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,0,677649,"/api/v1/people/677649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Ezequiel Duran strikes out swinging.",0,2,2,56,"bottom",8,"2023-07-18T01:49:51.378Z","2023-07-18T01:50:54.269Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA,NA,NA
717367,"2023-07-18",2,"2023-07-18T01:49:15.083Z","2023-07-18T01:49:29.102Z",TRUE,"pitch","3dffa4c2-0d07-4b54-83aa-e274d95f3c9e",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,0,NA,NA,3.1,1.52,NA,97.19,172.42,"line_drive","hard","8",167.87,62.74,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Double","double","Robbie Grossman doubles (12) on a sharp line drive to center fielder Jose Siri.",0,2,2,55,"bottom",8,"2023-07-18T01:48:58.360Z","2023-07-18T01:49:29.102Z",TRUE,FALSE,FALSE,FALSE,34,1,0,0,543257,"Robbie Grossman","/api/v1/people/543257","R","Right",621363,"Colin Poche","/api/v1/people/621363","L","Left","vs_LHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.1,83,6,0.89,0.4141,7.2288,29.3419,-11.7808,1.6566,11.5206,0.5196,2.4579,-2.5611,-132.4584,-7.2477,1.2856,50.0008,6.0983,2.932,9.6,3.6,24,2280,178,101.4,18,315,NA,NA,NA,FALSE,-13.7,19.4,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,543760,"Marcus Semien","/api/v1/people/543760",543257,"Robbie Grossman","/api/v1/people/543257",NA,NA,NA
