"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716965,"2023-08-17",3,"2023-08-17T03:11:15.866Z","2023-08-17T03:11:20.353Z",TRUE,"pitch","d07abc1b-d6dc-44cf-8da9-15d992410271",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.26,1.51,NA,106.13,158.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Austin Hays strikes out swinging.",0,2,5,66,"top",9,"2023-08-17T03:10:07.508Z","2023-08-17T03:11:20.353Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669720,"Austin Hays","/api/v1/people/669720","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,88.6,3,0.9,0.388,6.7327,32.8711,-12.2774,6.774,9.8598,0.2851,2.9573,-8.6275,-141.3041,-4.8581,2.501,50.0008,5.4907,13.6672,40.8,3.6,24,1743,142,NA,NA,NA,NA,NA,NA,TRUE,-12.1,17,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716965,"2023-08-17",2,"2023-08-17T03:10:54.756Z","2023-08-17T03:10:58.326Z",TRUE,"pitch","88013c97-d111-4e1e-9109-e09f32e9e1fb",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.26,1.51,NA,105.53,141.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Austin Hays strikes out swinging.",0,2,5,66,"top",9,"2023-08-17T03:10:07.508Z","2023-08-17T03:11:20.353Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669720,"Austin Hays","/api/v1/people/669720","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,87.5,12,0.9,0.3914,6.8678,34.0237,-12.441,5.8125,9.968,0.301,3.6054,-8.7866,-140.3397,-2.9169,2.7284,50.0011,5.4771,11.5056,36,3.6,24,2004,147,NA,NA,NA,NA,NA,NA,FALSE,-12,17.5,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716965,"2023-08-17",1,"2023-08-17T03:10:37.801Z","2023-08-17T03:10:42.524Z",TRUE,"pitch","78e71c6a-8191-4366-a333-9464cbfe7a6d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2732,1.511,NA,78.32,163.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Austin Hays strikes out swinging.",0,2,5,66,"top",9,"2023-08-17T03:10:07.508Z","2023-08-17T03:11:20.353Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669720,"Austin Hays","/api/v1/people/669720","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","San Diego Padres","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,79.6,12,0.87,0.4291,6.6479,31.8371,-28.8954,-0.8777,1.9943,1.0147,2.8047,-4.8552,-128.6815,-0.4977,3.0561,50.0006,5.28,-1.4411,4.8,7.2,24,2358,202,NA,NA,NA,NA,NA,NA,FALSE,-31.8,3.7,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716965,"2023-08-17",0,"2023-08-17T03:10:21.687Z","2023-08-17T03:10:26.048Z",TRUE,"pitch","bffcd335-b35f-411e-9e83-72dc5dd892ea",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3418,1.511,NA,100.77,198.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Austin Hays strikes out swinging.",0,2,5,66,"top",9,"2023-08-17T03:10:07.508Z","2023-08-17T03:11:20.353Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669720,"Austin Hays","/api/v1/people/669720","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.1,9,0.9,0.3945,6.8081,33.3908,-10.1796,5.8917,11.289,0.4258,1.4802,-8.3895,-139.2221,-8.6871,2.7231,50.0057,5.3286,11.4828,38.4,3.6,24,1826,152,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.6,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716965,"2023-08-17",3,"2023-08-17T03:09:36.317Z","2023-08-17T03:09:49.231Z",TRUE,"pitch","7f5357d0-d30e-4a4a-9f57-b6cc45e58f85",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.42,1.64,NA,114.59,164.71,"fly_ball","hard","9",203.71,78.17,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Jordan Westburg flies out sharply to right fielder Fernando Tatis Jr.",0,2,5,65,"top",9,"2023-08-17T03:08:39.232Z","2023-08-17T03:09:49.231Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,87.6,5,0.89,0.3917,6.8493,33.5993,-13.601,6.1264,9.3943,0.0632,2.7432,-9.4406,-140.1767,-4.8127,2.6888,50.0047,5.3799,12.1154,33.6,3.6,24,1785,151,101.5,38,355,NA,NA,NA,TRUE,-13.6,16.1,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,683002,"Gunnar Henderson","/api/v1/people/683002",NA,NA,NA,NA,NA,NA
716965,"2023-08-17",2,"2023-08-17T03:09:19.776Z","2023-08-17T03:09:23.639Z",TRUE,"pitch","b11ea70d-fda9-4d49-9533-84c4004bb68f",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.5244,1.6409,NA,107.43,189.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Jordan Westburg flies out sharply to right fielder Fernando Tatis Jr.",0,2,5,65,"top",9,"2023-08-17T03:08:39.232Z","2023-08-17T03:09:49.231Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,86.6,8,0.9,0.3951,6.9255,35.4586,-7.5743,6.752,12.6797,0.251,1.83,-8.8636,-139.3942,-7.9933,2.616,50.0061,5.2582,13.1033,48,3.6,24,1925,153,NA,NA,NA,NA,NA,NA,FALSE,-9,21.1,-10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,683002,"Gunnar Henderson","/api/v1/people/683002",NA,NA,NA,NA,NA,NA
716965,"2023-08-17",1,"2023-08-17T03:08:59.326Z","2023-08-17T03:09:04.199Z",TRUE,"pitch","194bf004-1571-4d9b-8ea2-2c837bb2077d",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,0,1,NA,NA,3.5244,1.6409,NA,172.88,232.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Jordan Westburg flies out sharply to right fielder Fernando Tatis Jr.",0,2,5,65,"top",9,"2023-08-17T03:08:39.232Z","2023-08-17T03:09:49.231Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","San Diego Padres","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,79.2,13,0.88,0.436,6.7922,29.9036,-27.0531,1.3998,3.2147,-1.4659,0.2435,-11.3401,-126.4553,-6.29,2.9279,50.0016,4.983,2.23,0,7.2,24,2314,103,NA,NA,NA,NA,NA,NA,FALSE,-32.4,4.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,683002,"Gunnar Henderson","/api/v1/people/683002",NA,NA,NA,NA,NA,NA
716965,"2023-08-17",0,"2023-08-17T03:08:42.795Z","2023-08-17T03:08:46.973Z",TRUE,"pitch","249d6d98-5a78-4e1f-b32c-a20a824786fa",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5472,1.6409,NA,198.53,150.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Jordan Westburg flies out sharply to right fielder Fernando Tatis Jr.",0,2,5,65,"top",9,"2023-08-17T03:08:39.232Z","2023-08-17T03:09:49.231Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,87.8,11,0.9,0.3909,6.9416,34.3421,-9.0268,6.3403,11.6645,-2.1388,3.2859,-15.1208,-140.5566,-4.5042,2.5067,50.0006,5.5051,12.5825,40.8,2.4,24,2038,154,NA,NA,NA,NA,NA,NA,FALSE,-9.4,20.2,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,683002,"Gunnar Henderson","/api/v1/people/683002",NA,NA,NA,NA,NA,NA
716965,"2023-08-17",2,"2023-08-17T03:08:08.810Z","2023-08-17T03:08:19.355Z",TRUE,"pitch","8617c2eb-f2d7-41ed-88d5-f999e82bfe52",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,0,1,NA,NA,3.67,1.73,NA,109.06,197.22,"line_drive","hard","9",168.48,99.37,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Gunnar Henderson singles on a sharp line drive to right fielder Fernando Tatis Jr.",0,2,5,64,"top",9,"2023-08-17T03:07:35.940Z","2023-08-17T03:08:19.355Z",TRUE,FALSE,FALSE,FALSE,33,2,0,1,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,86.9,14,0.88,0.3953,6.8016,33.5691,-12.5716,7.2993,10.0998,0.2084,1.5393,-8.9979,-139.009,-8.1177,2.5516,50.0043,5.3482,14.1689,39.6,3.6,24,1877,150,106.4,13,271,NA,NA,NA,FALSE,-13.6,16.6,-11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,683002,"Gunnar Henderson","/api/v1/people/683002",NA,NA,NA,NA,NA,NA
716965,"2023-08-17",1,"2023-08-17T03:07:52.194Z","2023-08-17T03:07:55.982Z",TRUE,"pitch","bd74c61c-6aeb-45bd-8748-c31e0e1d1c04",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.6157,1.7309,NA,161.48,194.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Gunnar Henderson singles on a sharp line drive to right fielder Fernando Tatis Jr.",0,2,5,64,"top",9,"2023-08-17T03:07:35.940Z","2023-08-17T03:08:19.355Z",TRUE,FALSE,FALSE,FALSE,33,2,0,1,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,86.4,13,0.91,0.3965,6.7765,35.5476,-7.5899,4.996,12.7672,-1.167,1.636,-12.2704,-138.946,-8.2904,2.6875,50.0042,5.1887,9.6227,33.6,2.4,24,1966,152,NA,NA,NA,NA,NA,NA,FALSE,-9.2,21.1,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,683002,"Gunnar Henderson","/api/v1/people/683002",NA,NA,NA,NA,NA,NA
