"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745263,"2024-04-30",7,"2024-04-30T04:10:13.992Z","2024-04-30T04:10:43.882Z",TRUE,"pitch","61f31302-4398-4a88-8e5b-6f88134aa7fd",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,0,NA,NA,3.4,1.55,NA,118.05,158.94,"fly_ball","medium","7",30.35,50.7,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Mitch Garver homers (3) on a fly ball to left field. Jorge Polanco scores.",2,1,2,60,"bottom",9,"2024-04-30T04:07:56.183Z","2024-04-30T04:10:43.882Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,641598,"Mitch Garver","/api/v1/people/641598","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.8,81.2,2,0.9,0.4245,6.2852,28.0411,-30.3574,-1.6482,1.0788,-0.0275,2.957,-5.5566,-129.2568,-0.9358,2.368,50.0028,5.6638,-2.7764,7.2,7.2,24,2500,225,107.4,31,412,NA,NA,NA,FALSE,-32.8,1.9,4.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745263,"2024-04-30",5,"2024-04-30T04:09:43.166Z","2024-04-30T04:09:46.765Z",TRUE,"pitch","7db69e13-0e1a-4aa5-9183-ad565065e85a",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,0,NA,NA,3.3661,1.5014,NA,94.58,172.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Mitch Garver homers (3) on a fly ball to left field. Jorge Polanco scores.",2,1,2,60,"bottom",9,"2024-04-30T04:07:56.183Z","2024-04-30T04:10:43.882Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,641598,"Mitch Garver","/api/v1/people/641598","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.8,80.6,6,0.9,0.4287,6.2121,26.5369,-29.1745,-2.8876,1.8169,0.5883,2.4711,-3.9421,-127.806,-2.0347,2.5264,50.0049,5.5707,-4.7731,10.8,7.2,24,2433,217,NA,NA,NA,NA,NA,NA,FALSE,-32.4,3,6.1,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745263,"2024-04-30",3,"2024-04-30T04:09:02.153Z","2024-04-30T04:09:05.539Z",TRUE,"pitch","4467e346-7a75-4567-a72d-22d0b5c2a7aa",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.389,1.6563,NA,88.72,190.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Mitch Garver homers (3) on a fly ball to left field. Jorge Polanco scores.",2,1,2,60,"bottom",9,"2024-04-30T04:07:56.183Z","2024-04-30T04:10:43.882Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,641598,"Mitch Garver","/api/v1/people/641598","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.2,9,0.89,0.4002,6.3129,29.7303,-11.9994,5.0444,10.6306,0.7419,1.8057,-5.5589,-136.7833,-7.582,2.1436,50.003,5.4335,9.5738,31.2,3.6,24,2356,153,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17.9,-8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745263,"2024-04-30",2,"2024-04-30T04:08:42.968Z","2024-04-30T04:08:46.612Z",TRUE,"pitch","efdc2183-343a-41c6-9bbb-ffdea97f644a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.4045,1.6004,NA,157.27,184.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Mitch Garver homers (3) on a fly ball to left field. Jorge Polanco scores.",2,1,2,60,"bottom",9,"2024-04-30T04:07:56.183Z","2024-04-30T04:10:43.882Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,641598,"Mitch Garver","/api/v1/people/641598","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.8,80.6,13,0.89,0.4297,6.265,26.8686,-31.1773,-1.0583,0.6078,-1.0565,2.01,-7.8891,-127.5913,-2.8924,2.2163,50.0039,5.6215,-1.7402,6,8.4,24,2463,231,NA,NA,NA,NA,NA,NA,FALSE,-35,0.6,3.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745263,"2024-04-30",1,"2024-04-30T04:08:24.873Z","2024-04-30T04:08:28.237Z",TRUE,"pitch","6b9135db-15f0-471d-ad8a-e802c28e7cd5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.3956,1.6516,NA,64.92,138.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Mitch Garver homers (3) on a fly ball to left field. Jorge Polanco scores.",2,1,2,60,"bottom",9,"2024-04-30T04:07:56.183Z","2024-04-30T04:10:43.882Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,641598,"Mitch Garver","/api/v1/people/641598","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.7,78.3,12,0.9,0.4398,6.0987,25.4328,-30.0934,10.1423,1.3237,1.3664,3.6986,-5.8136,-124.6283,1.2761,2.4136,50.0013,5.6684,15.927,26.4,8.4,24,1681,120,NA,NA,NA,NA,NA,NA,FALSE,-34.3,3,-17,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745263,"2024-04-30",0,"2024-04-30T04:08:02.013Z","2024-04-30T04:08:05.132Z",TRUE,"pitch","16ffb9ee-cb98-490a-897a-8c6c400a56b8",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,0,NA,NA,3.3919,1.5382,NA,155.12,228.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Mitch Garver homers (3) on a fly ball to left field. Jorge Polanco scores.",2,1,2,60,"bottom",9,"2024-04-30T04:07:56.183Z","2024-04-30T04:10:43.882Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,641598,"Mitch Garver","/api/v1/people/641598","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.9,83,13,0.9,0.4191,6.3825,26.8645,-23.5421,-1.4406,4.9848,-1.0001,0.3956,-7.3439,-130.5685,-8.7009,2.0333,50.0019,5.5358,-2.4913,8.4,6,24,2431,179,NA,NA,NA,NA,NA,NA,FALSE,-26.6,7.3,4.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745263,"2024-04-30",4,"2024-04-30T04:09:22.953Z","2024-04-30T04:09:25.953Z",FALSE,"pickoff","6c2a23a2-c7a7-4b27-85fb-db472c5385b0",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,3,1,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Mitch Garver homers (3) on a fly ball to left field. Jorge Polanco scores.",2,1,2,60,"bottom",9,"2024-04-30T04:07:56.183Z","2024-04-30T04:10:43.882Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,641598,"Mitch Garver","/api/v1/people/641598","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745263,"2024-04-30",6,"2024-04-30T04:09:56.159Z","2024-04-30T04:10:13.992Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,0,641598,"/api/v1/people/641598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Mitch Garver homers (3) on a fly ball to left field. Jorge Polanco scores.",2,1,2,60,"bottom",9,"2024-04-30T04:07:56.183Z","2024-04-30T04:10:43.882Z",TRUE,TRUE,FALSE,FALSE,65,3,2,0,641598,"Mitch Garver","/api/v1/people/641598","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745263,"2024-04-30",1,"2024-04-30T04:07:25.121Z","2024-04-30T04:07:35.579Z",TRUE,"pitch","96391812-04a6-4447-a786-b56ec0b8c1e8",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.35,1.57,NA,144.46,198.18,"ground_ball","hard","7",78,109.5,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Jorge Polanco singles on a sharp ground ball to left fielder Jarred Kelenic.",0,1,0,59,"bottom",9,"2024-04-30T04:07:23.061Z","2024-04-30T04:07:35.579Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,593871,"Jorge Polanco","/api/v1/people/593871","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.1,7,0.89,0.4005,6.213,30.5784,-11.9314,4.099,10.6891,-0.7204,1.5037,-8.8626,-136.8267,-8.7918,2.0301,50.002,5.579,7.7628,22.8,3.6,24,2377,153,104.8,-1,37,NA,NA,NA,FALSE,-13.3,17.6,-5.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,593871,"Jorge Polanco","/api/v1/people/593871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745263,"2024-04-30",0,"2024-04-30T04:06:36.328Z","2024-04-30T04:07:25.121Z",FALSE,"action",NA,NA,"Pitching Change: A. J. Minter replaces Joe Jiménez.","Pitching Substitution",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,621345,"/api/v1/people/621345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"59","atBat","Single","single","Jorge Polanco singles on a sharp ground ball to left fielder Jarred Kelenic.",0,1,0,59,"bottom",9,"2024-04-30T04:07:23.061Z","2024-04-30T04:07:35.579Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,593871,"Jorge Polanco","/api/v1/people/593871","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
