"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717460,"2023-07-07",3,"2023-07-08T00:33:57.891Z","2023-07-08T00:34:00.891Z",TRUE,"pitch","2cdc29bd-321b-4e1b-a81a-a8b9720acc2a",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.37,1.52,NA,96.93,193.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Michael Harris II strikes out swinging.",0,2,1,50,"top",8,"2023-07-08T00:33:33.542Z","2023-07-08T00:34:13.333Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,671739,"Michael Harris II","/api/v1/people/671739","L","Left",660730,"Elvin Rodriguez","/api/v1/people/660730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.1,79.2,9,2,0.4346,6.9453,27.6084,-18.0495,-9.1152,8.7975,0.5264,1.6828,7.5905,-126.4073,-6.5538,-1.3422,50.0058,5.7761,-14.641,33.6,6,24,2214,229,NA,NA,NA,NA,NA,NA,FALSE,-22,14.5,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",2,"2023-07-08T00:33:47.116Z","2023-07-08T00:33:50.116Z",TRUE,"pitch","b85e8fab-7028-4a0e-a5b7-bee7d2d40bd1",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.5129,1.5221,NA,103.18,184.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Michael Harris II strikes out swinging.",0,2,1,50,"top",8,"2023-07-08T00:33:33.542Z","2023-07-08T00:34:13.333Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,671739,"Michael Harris II","/api/v1/people/671739","L","Left",660730,"Elvin Rodriguez","/api/v1/people/660730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,85.2,9,2,0.4019,6.7622,33.908,-5.6323,-4.2318,14.153,0.3625,2.027,6.0228,-136.9629,-9.0477,-1.3285,50.0025,5.7809,-7.9363,39.6,2.4,24,2590,203,NA,NA,NA,NA,NA,NA,FALSE,-7.6,23.5,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",1,"2023-07-08T00:33:35.867Z","2023-07-08T00:33:39.142Z",TRUE,"pitch","6c681ae7-14c6-48ca-8c16-5c1f7bd95470",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4119,1.4992,NA,150.13,213.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Michael Harris II strikes out swinging.",0,2,1,50,"top",8,"2023-07-08T00:33:33.542Z","2023-07-08T00:34:13.333Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,671739,"Michael Harris II","/api/v1/people/671739","L","Left",660730,"Elvin Rodriguez","/api/v1/people/660730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.6,78.9,13,2,0.4367,6.7686,27.5281,-17.1304,-9.8235,9.4645,-0.8692,0.9342,4.6877,-125.8179,-8.4069,-1.4886,50.0049,5.7289,-15.6192,37.2,6,24,2264,226,NA,NA,NA,NA,NA,NA,FALSE,-21.6,15.2,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",0,"2023-07-08T00:32:22.088Z","2023-07-08T00:33:35.867Z",FALSE,"action",NA,NA,"Defensive Substitution: Taylor Walls replaces Manuel Margot, batting 6th, playing second base.","Defensive Sub",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,670764,"/api/v1/people/670764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"4","Second Base","Infielder","2B","602","50","atBat","Strikeout","strikeout","Michael Harris II strikes out swinging.",0,2,1,50,"top",8,"2023-07-08T00:33:33.542Z","2023-07-08T00:34:13.333Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,671739,"Michael Harris II","/api/v1/people/671739","L","Left",660730,"Elvin Rodriguez","/api/v1/people/660730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,622534,"/api/v1/people/622534",NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",6,"2023-07-08T00:31:01.929Z","2023-07-08T00:31:05.800Z",TRUE,"pitch","7b2a1700-8e27-4291-8d89-a84a31b6dda9",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.41,1.62,NA,82.05,218.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Manuel Margot strikes out swinging.",0,2,1,49,"bottom",7,"2023-07-08T00:28:20.847Z","2023-07-08T00:31:05.800Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,622534,"Manuel Margot","/api/v1/people/622534","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.7,80.4,14,0.89,0.4333,6.22,24.5202,-30.9746,-1.7749,0.7384,0.9168,0.7411,-3.1357,-126.1806,-5.8377,2.4038,50.0015,5.5657,-2.875,6,8.4,24,2557,263,NA,NA,NA,NA,NA,NA,TRUE,-36,0.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",4,"2023-07-08T00:28:44.247Z","2023-07-08T00:28:50.939Z",TRUE,"pitch","dac6658d-fd3a-457f-90ca-fb286fdd09b0",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.41,1.62,NA,114.02,221.55,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Manuel Margot strikes out swinging.",0,2,1,49,"bottom",7,"2023-07-08T00:28:20.847Z","2023-07-08T00:31:05.800Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,622534,"Manuel Margot","/api/v1/people/622534","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.3,81.1,14,0.9,0.4298,6.3832,24.3385,-28.5684,-2.2383,2.1862,0.0781,0.6381,-4.7249,-127.1092,-6.5968,2.2467,50.003,5.5147,-3.6867,8.4,7.2,24,2542,243,NA,NA,NA,NA,NA,NA,FALSE,-32.9,2.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",3,"2023-07-08T00:28:23.217Z","2023-07-08T00:28:26.217Z",TRUE,"pitch","5774da3d-cb7b-4c89-8426-09985024a52b",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.41,1.62,NA,144.23,202.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Manuel Margot strikes out swinging.",0,2,1,49,"bottom",7,"2023-07-08T00:28:20.847Z","2023-07-08T00:31:05.800Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,622534,"Manuel Margot","/api/v1/people/622534","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,82,13,0.9,0.423,6.2091,27.1501,-29.4036,-3.204,1.6287,-0.7143,1.3523,-6.6207,-129.4931,-5.0102,2.2921,50.0014,5.5629,-5.436,12,7.2,24,2559,191,NA,NA,NA,NA,NA,NA,FALSE,-32.5,2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",0,"2023-07-08T00:25:21.162Z","2023-07-08T00:26:26.259Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Manuel Margot strikes out swinging.",0,2,1,49,"bottom",7,"2023-07-08T00:28:20.847Z","2023-07-08T00:31:05.800Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,622534,"Manuel Margot","/api/v1/people/622534","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",1,"2023-07-08T00:26:26.259Z","2023-07-08T00:27:52.078Z",FALSE,"action",NA,NA,"Pitching Change: A. J. Minter replaces Charlie Morton.","Pitching Substitution",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,621345,"/api/v1/people/621345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"49","atBat","Strikeout","strikeout","Manuel Margot strikes out swinging.",0,2,1,49,"bottom",7,"2023-07-08T00:28:20.847Z","2023-07-08T00:31:05.800Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,622534,"Manuel Margot","/api/v1/people/622534","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",2,"2023-07-08T00:27:52.078Z","2023-07-08T00:28:23.217Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Manuel Margot replaces Brandon Lowe.","Offensive Substitution",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,622534,"/api/v1/people/622534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","49","atBat","Strikeout","strikeout","Manuel Margot strikes out swinging.",0,2,1,49,"bottom",7,"2023-07-08T00:28:20.847Z","2023-07-08T00:31:05.800Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,622534,"Manuel Margot","/api/v1/people/622534","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,664040,"/api/v1/people/664040",NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",5,"2023-07-08T00:29:14.458Z","2023-07-08T00:31:01.929Z",FALSE,"action",NA,NA,"Rays challenged (tag play), call on the field was upheld: Harold Ramirez caught stealing 2nd base, catcher Sean Murphy to second baseman Ozzie Albies.","Caught Stealing 2B",2,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,0,2,2,623912,"/api/v1/people/623912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dac6658d-fd3a-457f-90ca-fb286fdd09b0","caught_stealing_2b",NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Manuel Margot strikes out swinging.",0,2,1,49,"bottom",7,"2023-07-08T00:28:20.847Z","2023-07-08T00:31:05.800Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,622534,"Manuel Margot","/api/v1/people/622534","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,"MA",139,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",2,"2023-07-08T00:24:51.730Z","2023-07-08T00:25:01.660Z",TRUE,"pitch","49ee0ae0-427b-4845-ab3b-b9d20452a58e",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,1,NA,NA,3.29,1.52,NA,103.24,194.91,"ground_ball","medium","4",125.25,143.78,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Single","single","Harold Ramirez singles on a ground ball to second baseman Ozzie Albies.",0,2,1,48,"bottom",7,"2023-07-08T00:24:04.045Z","2023-07-08T00:25:01.660Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",450203,"Charlie Morton","/api/v1/people/450203","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85.2,9,0.78,0.4038,6.1829,31.1588,-22.8091,-12.1742,5.0302,0.3609,1.6247,9.5273,-135.9113,-4.8954,-1.6169,50.0019,5.0435,-22.6621,40.8,7.2,24,2217,242,107.3,-20,5,NA,NA,NA,FALSE,-23.3,8.2,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,623912,"Harold Ramírez","/api/v1/people/623912",NA,NA,NA,NA,NA,NA
717460,"2023-07-07",1,"2023-07-08T00:24:35.554Z","2023-07-08T00:24:38.869Z",TRUE,"pitch","c615bf5d-a200-40a1-a276-b204013b3e1d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.29,1.52,NA,148.69,145.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Single","single","Harold Ramirez singles on a ground ball to second baseman Ozzie Albies.",0,2,1,48,"bottom",7,"2023-07-08T00:24:04.045Z","2023-07-08T00:25:01.660Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",450203,"Charlie Morton","/api/v1/people/450203","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,85.6,11,0.92,0.4008,6.0772,31.4633,-26.2948,-11.9101,3.1088,-0.8315,3.4459,7.1819,-136.8857,0.0474,-1.9479,50.0002,5.2353,-22.4984,38.4,7.2,24,2155,243,NA,NA,NA,NA,NA,NA,FALSE,-25.2,5.9,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",0,"2023-07-08T00:24:19.042Z","2023-07-08T00:24:22.696Z",TRUE,"pitch","4eb4088f-4baa-461b-b7fd-b245dc91bcea",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2903,1.5747,NA,103.49,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Single","single","Harold Ramirez singles on a ground ball to second baseman Ozzie Albies.",0,2,1,48,"bottom",7,"2023-07-08T00:24:04.045Z","2023-07-08T00:25:01.660Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",450203,"Charlie Morton","/api/v1/people/450203","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.8,75.1,14,0.9,0.4625,6.1457,25.3722,-37.5019,7.5472,-3.7667,0.3544,0.3253,3.5022,-118.9696,-3.062,-2.1226,50.0013,5.0689,10.6862,16.8,10.8,24,3014,57,NA,NA,NA,NA,NA,NA,FALSE,-48.6,-7.3,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",4,"2023-07-08T00:23:42.452Z","2023-07-08T00:23:52.502Z",TRUE,"pitch","13b900a0-9fa2-4771-9190-60637106dc88",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,0,NA,NA,3.32,1.62,NA,93.62,167.21,"fly_ball","medium","9",175.4,127.85,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Flyout","field_out","Randy Arozarena flies out to right fielder Ronald Acuna Jr.",0,2,1,47,"bottom",7,"2023-07-08T00:22:36.674Z","2023-07-08T00:23:52.502Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",450203,"Charlie Morton","/api/v1/people/450203","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,84.4,6,0.89,0.4052,6.2395,33.6276,-20.1335,-9.7456,6.5303,0.6134,2.6506,9.8944,-135.9088,-2.7722,-1.8326,50.0067,5.1045,-17.9832,37.2,6,24,2331,241,97.5,57,218,NA,NA,NA,TRUE,-20.4,11.3,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",3,"2023-07-08T00:23:26.795Z","2023-07-08T00:23:30.100Z",TRUE,"pitch","15747936-596f-4a5a-8a2f-f5df7902293a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.2604,1.5495,NA,182.71,193.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Flyout","field_out","Randy Arozarena flies out to right fielder Ronald Acuna Jr.",0,2,1,47,"bottom",7,"2023-07-08T00:22:36.674Z","2023-07-08T00:23:52.502Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",450203,"Charlie Morton","/api/v1/people/450203","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.2,77.3,13,0.91,0.4442,6.1463,28.0912,-30.6527,-12.2523,0.9899,-1.7239,1.6679,4.5855,-123.9762,-2.0719,-2.0208,50.0016,5.1087,-18.7984,30,9.6,24,2283,264,NA,NA,NA,NA,NA,NA,FALSE,-36.6,1.6,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717460,"2023-07-07",2,"2023-07-08T00:23:11.848Z","2023-07-08T00:23:15.094Z",TRUE,"pitch","ea020ee3-7d60-4565-b4a5-d594ef973981",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.2099,1.5244,NA,71.8,201.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Flyout","field_out","Randy Arozarena flies out to right fielder Ronald Acuna Jr.",0,2,1,47,"bottom",7,"2023-07-08T00:22:36.674Z","2023-07-08T00:23:52.502Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",450203,"Charlie Morton","/api/v1/people/450203","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Atlanta Braves","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.2,74.8,14,0.9,0.4617,5.9981,26.7696,-39.034,5.4922,-4.8337,1.1859,1.3823,6.1008,-119.4284,-0.1741,-2.1323,50.0028,5.0196,7.7935,13.2,12,24,2986,71,NA,NA,NA,NA,NA,NA,FALSE,-49.6,-8.4,-11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
