"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717753,"2023-06-15",4,"2023-06-15T19:51:05.801Z","2023-06-15T19:51:12.857Z",TRUE,"pitch","75e11b45-de4c-4ac2-a582-8d6f3dae24b8",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.38,1.61,NA,121.46,167.68,"ground_ball","medium","4",147.12,157.7,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Cavan Biggio grounds out, second baseman Adam Frazier to first baseman Ramon Urias.",0,2,4,74,"top",9,"2023-06-15T19:47:26.746Z","2023-06-15T19:51:12.857Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.5,81.4,5,0.91,0.425,6.7935,26.4297,-25.4558,-1.4007,3.9954,-0.1169,2.6332,1.4461,-128.8036,-5.492,-0.5033,50.0045,6.7581,-2.3568,4.8,6,24,1040,237,86.4,-21,7,NA,NA,NA,TRUE,-28.7,6.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717753,"2023-06-15",3,"2023-06-15T19:50:47.833Z","2023-06-15T19:50:51.571Z",TRUE,"pitch","edef722b-32b5-427c-b44c-299666c3bf63",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3561,1.6093,NA,137.11,140.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Cavan Biggio grounds out, second baseman Adam Frazier to first baseman Ramon Urias.",0,2,4,74,"top",9,"2023-06-15T19:47:26.746Z","2023-06-15T19:51:12.857Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88,80.9,11,0.89,0.4271,6.6148,26.0797,-25.3425,-0.7398,4.0972,-0.5277,3.6334,-0.1668,-128.1595,-3.3586,-0.3656,50.0012,6.9368,-1.2324,2.4,6,24,942,240,NA,NA,NA,NA,NA,NA,FALSE,-28.3,7,1.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717753,"2023-06-15",2,"2023-06-15T19:48:29.044Z","2023-06-15T19:48:37.245Z",TRUE,"pitch","38ced4fe-303b-45d0-91b2-993eee7fb062",3,"Foul",NA,NA,NA,NA,TRUE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.38,1.61,NA,104.71,149.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Cavan Biggio grounds out, second baseman Adam Frazier to first baseman Ramon Urias.",0,2,4,74,"top",9,"2023-06-15T19:47:26.746Z","2023-06-15T19:51:12.857Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.9,92.3,3,2,0.3729,6.4903,34.1698,-4.5968,-1.4878,12.616,0.3224,3.3104,1.4543,-146.7808,-8.9643,0.0142,50.0032,6.6752,-3.2523,24,1.2,24,2369,184,NA,NA,NA,NA,NA,NA,FALSE,-5.5,21.4,2.4,NA,NA,NA,NA,NA,FALSE,FALSE,"NH",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717753,"2023-06-15",1,"2023-06-15T19:48:12.177Z","2023-06-15T19:48:15.561Z",TRUE,"pitch","e3d1a809-cc17-4d1a-8f8e-f5b2a9ca8db2",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.3794,1.6327,NA,118.93,169.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Cavan Biggio grounds out, second baseman Adam Frazier to first baseman Ramon Urias.",0,2,4,74,"top",9,"2023-06-15T19:47:26.746Z","2023-06-15T19:51:12.857Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.5,81.4,5,0.91,0.4249,6.5756,26.8333,-26.1503,-2.1225,3.5768,-0.0506,2.5671,1.1876,-128.906,-5.7427,-0.2415,50.0015,6.843,-3.5711,7.2,7.2,24,869,229,NA,NA,NA,NA,NA,NA,FALSE,-29.4,5.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717753,"2023-06-15",0,"2023-06-15T19:47:51.244Z","2023-06-15T19:47:55.311Z",TRUE,"pitch","c1168329-7830-4121-bf4c-8633f1cc1afe",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.38,1.61,NA,132.86,178.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Cavan Biggio grounds out, second baseman Adam Frazier to first baseman Ramon Urias.",0,2,4,74,"top",9,"2023-06-15T19:47:26.746Z","2023-06-15T19:51:12.857Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.9,93.1,4,2,0.3722,6.6326,31.2256,-4.5271,-3.1587,12.5786,-0.4162,2.2176,0.5786,-146.5502,-12.1257,-0.2042,50.0024,6.6587,-6.9427,44.4,2.4,24,2610,186,NA,NA,NA,NA,NA,NA,FALSE,-5.9,20.9,5.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717753,"2023-06-15",1,"2023-06-15T19:47:13.190Z","2023-06-15T19:47:22.786Z",TRUE,"pitch","d4a22afa-9de5-4e65-8eb6-6f896eb1af7c",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.23,1.53,NA,84.45,162.16,"fly_ball","medium","8",158.13,55.77,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Danny Jansen flies out to center fielder Aaron Hicks.",0,2,4,73,"top",9,"2023-06-15T19:46:43.486Z","2023-06-15T19:47:22.786Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,643376,"Danny Jansen","/api/v1/people/643376","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.4,92,12,2,0.3748,6.4392,33.3427,-6.7647,-5.0195,11.7408,0.854,2.8377,4.7411,-145.9555,-10.1107,-0.1368,50.0047,6.7485,-10.8651,46.8,2.4,24,2465,186,96.2,39,364,NA,NA,NA,TRUE,-7.7,19.4,8.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717753,"2023-06-15",0,"2023-06-15T19:46:57.009Z","2023-06-15T19:47:00.009Z",TRUE,"pitch","1d622928-54e5-4867-8d0e-5f47b77aa2fb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2293,1.4824,NA,64.28,137.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Danny Jansen flies out to center fielder Aaron Hicks.",0,2,4,73,"top",9,"2023-06-15T19:46:43.486Z","2023-06-15T19:47:22.786Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,643376,"Danny Jansen","/api/v1/people/643376","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.5,92.7,12,2,0.3729,6.6141,31.3628,-8.6555,-3.6257,10.7418,1.3832,3.7549,4.8845,-146.3187,-7.353,0.1708,50.002,6.8046,-7.9381,33.6,2.4,24,2425,186,NA,NA,NA,NA,NA,NA,FALSE,-8.5,18.4,5.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717753,"2023-06-15",4,"2023-06-15T19:46:28.836Z","2023-06-15T19:46:32.968Z",TRUE,"pitch","f9ffe276-fc3d-48d3-9de8-d156992b42f1",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.41,1.64,NA,70.89,178.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Kevin Kiermaier strikes out swinging.",0,2,4,72,"top",9,"2023-06-15T19:44:57.063Z","2023-06-15T19:46:32.968Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,595281,"Kevin Kiermaier","/api/v1/people/595281","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.8,91.5,14,2,0.3774,6.6984,32.6737,-4.9594,-3.6143,12.7465,1.2097,2.2144,5.1586,-144.922,-11.7041,-0.1207,50.0061,6.6013,-7.7189,40.8,2.4,24,2344,187,NA,NA,NA,NA,NA,NA,TRUE,-6.5,21,5.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717753,"2023-06-15",3,"2023-06-15T19:46:10.978Z","2023-06-15T19:46:14.534Z",TRUE,"pitch","ff91c138-3408-4c1d-b3bf-d1389ab59638",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,0,NA,NA,3.41,1.64,NA,98.94,141.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Kevin Kiermaier strikes out swinging.",0,2,4,72,"top",9,"2023-06-15T19:44:57.063Z","2023-06-15T19:46:32.968Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,595281,"Kevin Kiermaier","/api/v1/people/595281","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.3,93.4,12,2,0.3703,6.6334,31.7603,-7.074,-3.7033,11.2993,0.4739,3.5858,3.3482,-147.3664,-8.263,-0.1903,50.0023,6.8288,-8.2262,40.8,2.4,24,2437,187,NA,NA,NA,NA,NA,NA,FALSE,-7.2,19.2,6.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717753,"2023-06-15",2,"2023-06-15T19:45:52.287Z","2023-06-15T19:45:56.105Z",TRUE,"pitch","c8d94306-8820-47b6-ab05-e7941a65e3a3",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,0,NA,NA,3.41,1.64,NA,100.17,187.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Kevin Kiermaier strikes out swinging.",0,2,4,72,"top",9,"2023-06-15T19:44:57.063Z","2023-06-15T19:46:32.968Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,595281,"Kevin Kiermaier","/api/v1/people/595281","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99,90.8,9,2,0.3807,6.5637,32.379,-7.3094,-4.3247,11.8531,0.4416,1.8896,3.8691,-143.7073,-12.2797,-0.3584,50.0024,6.6656,-9.072,39.6,2.4,24,2476,189,NA,NA,NA,NA,NA,NA,FALSE,-8.8,19.2,7.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
