"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
744957,"2024-04-09",7,"2024-04-10T02:01:18.354Z","2024-04-10T02:01:27.211Z",TRUE,"pitch","5c29cf6c-4388-433c-8aa5-2b3182102caa",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.47,1.66,NA,134.52,184.6,"ground_ball","medium","4",141.52,143.8,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Josh Rojas grounds into a double play, second baseman Isiah Kiner-Falefa to shortstop Bo Bichette to first baseman Vladimir Guerrero Jr. Luke Raley out at 2nd. Josh Rojas out at 1st.",0,3,5,73,"top",9,"2024-04-10T01:59:03.945Z","2024-04-10T02:01:27.211Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",643338,"Chad Green","/api/v1/people/643338","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.4,78,7,0.9,0.4421,6.4554,27.2298,-31.4586,0.8372,0.4598,-0.4596,2.0066,2.5113,-124.3575,-3.1842,-1.5953,50.0021,5.9402,1.2978,3.6,8.4,24,2268,64,71.3,10,100,NA,NA,NA,TRUE,-37.4,0.2,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744957,"2024-04-09",6,"2024-04-10T02:00:56.601Z","2024-04-10T02:01:01.876Z",TRUE,"pitch","728ab236-4721-46d0-ada8-e585f8012196",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.4508,1.6713,NA,76.96,111.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Josh Rojas grounds into a double play, second baseman Isiah Kiner-Falefa to shortstop Bo Bichette to first baseman Vladimir Guerrero Jr. Luke Raley out at 2nd. Josh Rojas out at 1st.",0,3,5,73,"top",9,"2024-04-10T01:59:03.945Z","2024-04-10T02:01:27.211Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",643338,"Chad Green","/api/v1/people/643338","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.2,12,0.91,0.397,6.6669,33.1028,-10.7132,-3.9339,11.1506,1.0504,4.7162,8.9828,-138.3881,-1.2697,-1.7377,50.0022,5.9047,-7.5719,26.4,2.4,24,2536,210,NA,NA,NA,NA,NA,NA,FALSE,-10.3,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744957,"2024-04-09",5,"2024-04-10T02:00:33.781Z","2024-04-10T02:00:37.333Z",TRUE,"pitch","8c8437d2-0125-412e-9914-0b5bf82f23f2",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.47,1.66,NA,126.56,147.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Josh Rojas grounds into a double play, second baseman Isiah Kiner-Falefa to shortstop Bo Bichette to first baseman Vladimir Guerrero Jr. Luke Raley out at 2nd. Josh Rojas out at 1st.",0,3,5,73,"top",9,"2024-04-10T01:59:03.945Z","2024-04-10T02:01:27.211Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",643338,"Chad Green","/api/v1/people/643338","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.6,2,0.91,0.3961,6.6685,32.4508,-11.5209,-4.608,10.6797,-0.2509,3.3881,4.9902,-138.5555,-4.6392,-1.4811,50.0055,5.8611,-8.9144,31.2,3.6,24,2558,206,NA,NA,NA,NA,NA,NA,FALSE,-11.8,18.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744957,"2024-04-09",4,"2024-04-10T02:00:09.898Z","2024-04-10T02:00:13.348Z",TRUE,"pitch","a4402343-7741-4f86-8561-d6a6257d098b",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.47,1.66,NA,123.48,137.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Josh Rojas grounds into a double play, second baseman Isiah Kiner-Falefa to shortstop Bo Bichette to first baseman Vladimir Guerrero Jr. Luke Raley out at 2nd. Josh Rojas out at 1st.",0,3,5,73,"top",9,"2024-04-10T01:59:03.945Z","2024-04-10T02:01:27.211Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",643338,"Chad Green","/api/v1/people/643338","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,86.2,11,0.91,0.3966,6.2439,34.4293,-10.1407,-3.9201,11.4417,-0.17,3.7511,4.6935,-138.7154,-4.4126,-1.3841,50.0053,6.0532,-7.5511,30,2.4,24,2560,208,NA,NA,NA,NA,NA,NA,FALSE,-10.6,19.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744957,"2024-04-09",3,"2024-04-10T01:59:46.308Z","2024-04-10T01:59:50.318Z",TRUE,"pitch","69a0d69a-b748-4345-bd23-77f3c226af0b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.47,1.66,NA,139.47,160.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Josh Rojas grounds into a double play, second baseman Isiah Kiner-Falefa to shortstop Bo Bichette to first baseman Vladimir Guerrero Jr. Luke Raley out at 2nd. Josh Rojas out at 1st.",0,3,5,73,"top",9,"2024-04-10T01:59:03.945Z","2024-04-10T02:01:27.211Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",643338,"Chad Green","/api/v1/people/643338","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.3,4,0.91,0.3969,6.3712,33.4141,-10.4837,-5.0015,11.2674,-0.5894,2.9024,4.014,-138.4707,-6.3393,-1.4143,50.0061,5.9365,-9.6306,36,3.6,24,2540,206,NA,NA,NA,NA,NA,NA,FALSE,-11.3,19.1,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744957,"2024-04-09",2,"2024-04-10T01:59:24.976Z","2024-04-10T01:59:28.443Z",TRUE,"pitch","ce098d1d-ebfa-4eb4-87e6-419a77466e8c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.47,1.66,NA,102.62,153.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Josh Rojas grounds into a double play, second baseman Isiah Kiner-Falefa to shortstop Bo Bichette to first baseman Vladimir Guerrero Jr. Luke Raley out at 2nd. Josh Rojas out at 1st.",0,3,5,73,"top",9,"2024-04-10T01:59:03.945Z","2024-04-10T02:01:27.211Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",643338,"Chad Green","/api/v1/people/643338","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,85.5,3,0.9,0.3981,6.4615,37.7005,-10.8452,-3.0641,11.1857,0.3774,3.1707,5.8673,-138.8083,-5.5287,-1.3879,50.0004,5.9438,-5.8417,19.2,2.4,24,2501,214,NA,NA,NA,NA,NA,NA,FALSE,-11.6,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744957,"2024-04-09",1,"2024-04-10T01:59:06.326Z","2024-04-10T01:59:10.144Z",TRUE,"pitch","92c3ffe0-e750-46c6-84db-99cb885ea253",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.449,1.6695,NA,131.94,175.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Josh Rojas grounds into a double play, second baseman Isiah Kiner-Falefa to shortstop Bo Bichette to first baseman Vladimir Guerrero Jr. Luke Raley out at 2nd. Josh Rojas out at 1st.",0,3,5,73,"top",9,"2024-04-10T01:59:03.945Z","2024-04-10T02:01:27.211Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",643338,"Chad Green","/api/v1/people/643338","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,85.3,4,0.9,0.3992,6.3531,37.7273,-10.5893,-4.7885,11.3882,-0.3918,2.3431,4.084,-138.4598,-7.7121,-1.2813,50.0054,5.9157,-9.079,32.4,3.6,24,2596,205,NA,NA,NA,NA,NA,NA,FALSE,-12,18.7,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744957,"2024-04-09",0,"2024-04-10T01:58:46.437Z","2024-04-10T01:59:06.326Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Luke Raley replaces Dominic Canzone.","Offensive Substitution",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,670042,"/api/v1/people/670042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","801","73","atBat","Grounded Into DP","grounded_into_double_play","Josh Rojas grounds into a double play, second baseman Isiah Kiner-Falefa to shortstop Bo Bichette to first baseman Vladimir Guerrero Jr. Luke Raley out at 2nd. Josh Rojas out at 1st.",0,3,5,73,"top",9,"2024-04-10T01:59:03.945Z","2024-04-10T02:01:27.211Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",643338,"Chad Green","/api/v1/people/643338","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,686527,"/api/v1/people/686527",1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744957,"2024-04-09",6,"2024-04-10T01:58:13.229Z","2024-04-10T01:58:17.140Z",TRUE,"pitch","9f9a7b73-f7fd-4b6b-889a-c3e106232236",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.3495,1.6042,NA,91.41,135.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Dominic Canzone walks.",0,3,5,72,"top",9,"2024-04-10T01:56:38.475Z","2024-04-10T01:58:17.140Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,686527,"Dominic Canzone","/api/v1/people/686527","L","Left",643338,"Chad Green","/api/v1/people/643338","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,77.1,12,0.9,0.4449,6.6412,28.2681,-35.1173,0.8124,-1.9257,0.6712,3.8402,4.9467,-123.8416,1.6886,-1.4703,50.0015,6.1204,1.2421,3.6,9.6,24,2389,76,NA,NA,NA,NA,NA,NA,FALSE,-40.9,-2.8,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686527,"Dominic Canzone","/api/v1/people/686527",NA,NA,NA,NA,NA,NA
744957,"2024-04-09",4,"2024-04-10T01:57:50.805Z","2024-04-10T01:57:54.882Z",TRUE,"pitch","1615daa6-7707-4c63-b0ee-816ab6e6d228",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.4181,1.604,NA,153.84,162.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Dominic Canzone walks.",0,3,5,72,"top",9,"2024-04-10T01:56:38.475Z","2024-04-10T01:58:17.140Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,686527,"Dominic Canzone","/api/v1/people/686527","L","Left",643338,"Chad Green","/api/v1/people/643338","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,85.1,11,0.9,0.4001,6.4052,37.2371,-12.2976,-4.7598,10.53,-0.9665,2.8322,3.1369,-138.0909,-6.1718,-1.5122,50.0023,5.961,-8.9842,30,3.6,24,2499,213,NA,NA,NA,NA,NA,NA,FALSE,-13.3,17.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
