"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745418,"2024-05-15",3,"2024-05-15T04:19:44.609Z","2024-05-15T04:19:53.149Z",TRUE,"pitch","f19ab8ac-d1b4-402d-a790-c8899aa4c644",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.79,1.85,NA,87.97,188.08,"ground_ball","medium","6",110.24,156.52,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Fernando Tatis Jr. grounds out, shortstop Ezequiel Tovar to first baseman Elehuris Montero.",0,6,3,75,"bottom",9,"2024-05-15T04:18:39.715Z","2024-05-15T04:19:53.149Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.2,84.1,9,2,0.4122,5.5256,27.4853,-23.7626,-3.7472,4.7014,0.7615,1.8777,5.0853,-132.7193,-6.725,-0.6895,50.0065,6.1667,-6.7099,13.2,6,24,2521,259,91.2,-16,8,NA,NA,NA,TRUE,-25.4,7.3,5.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745418,"2024-05-15",2,"2024-05-15T04:19:26.471Z","2024-05-15T04:19:30.298Z",TRUE,"pitch","8991edc0-aed9-47b5-b8f4-ad7baf906561",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.7469,1.8047,NA,56.28,214.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Fernando Tatis Jr. grounds out, shortstop Ezequiel Tovar to first baseman Elehuris Montero.",0,6,3,75,"bottom",9,"2024-05-15T04:18:39.715Z","2024-05-15T04:19:53.149Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.9,84.4,14,2,0.4108,5.7888,29.4582,-25.0668,-1.4314,3.9475,1.5931,0.8941,6.1274,-133.4787,-8.7902,-0.5489,50.0015,6.0426,-2.5766,2.4,6,24,2666,177,NA,NA,NA,NA,NA,NA,FALSE,-27.2,5.4,1.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745418,"2024-05-15",1,"2024-05-15T04:19:08.451Z","2024-05-15T04:19:12.214Z",TRUE,"pitch","181b5455-73cb-4042-9d5f-ab1d21ee826e",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.79,1.85,NA,70.06,182.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Fernando Tatis Jr. grounds out, shortstop Ezequiel Tovar to first baseman Elehuris Montero.",0,6,3,75,"bottom",9,"2024-05-15T04:18:39.715Z","2024-05-15T04:19:53.149Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.2,85.3,14,2,0.407,5.8101,26.8009,-24.0473,-2.0053,4.4242,1.2314,2.0977,5.4497,-134.151,-6.3351,-0.5585,50.0038,6.1843,-3.685,6,6,24,2603,197,NA,NA,NA,NA,NA,NA,FALSE,-25.1,7,2.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745418,"2024-05-15",0,"2024-05-15T04:18:53.202Z","2024-05-15T04:18:56.711Z",TRUE,"pitch","a9d48515-a875-4841-91ed-5ad8ea6da7b3",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.79,1.85,NA,69.78,197.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Fernando Tatis Jr. grounds out, shortstop Ezequiel Tovar to first baseman Elehuris Montero.",0,6,3,75,"bottom",9,"2024-05-15T04:18:39.715Z","2024-05-15T04:19:53.149Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.2,83.6,14,2,0.4138,5.8728,28.9482,-22.2798,-3.2347,5.5777,1.2389,1.5261,6.0467,-132.5018,-7.8394,-0.655,50.0045,6.1575,-5.7394,10.8,6,24,2668,190,NA,NA,NA,NA,NA,NA,FALSE,-24.5,8.5,4.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745418,"2024-05-15",6,"2024-05-15T04:18:23.555Z","2024-05-15T04:18:30.080Z",TRUE,"pitch","6bbfa48a-eacf-45de-a4cb-30a1a2496af4",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.22,1.54,NA,131.24,161.95,"line_drive","hard","4",149.26,134.83,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Luis Arraez lines out sharply to second baseman Brendan Rodgers.",0,6,3,74,"bottom",9,"2024-05-15T04:15:58.990Z","2024-05-15T04:18:30.080Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,650333,"Luis Arraez","/api/v1/people/650333","L","Left",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.3,1,2,0.3936,5.732,32.5614,-12.7702,-2.6613,9.9049,-0.3735,2.8455,2.0386,-139.3696,-6.7526,-0.7702,50.0016,6.1504,-5.2129,18,3.6,24,2304,211,100.4,11,176,NA,NA,NA,TRUE,-13.2,16.7,4.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745418,"2024-05-15",5,"2024-05-15T04:17:33.866Z","2024-05-15T04:17:40.695Z",TRUE,"pitch","e1542983-05ab-4636-8ba7-edaf9fad4a8d",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.22,1.54,NA,101.98,182.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Luis Arraez lines out sharply to second baseman Brendan Rodgers.",0,6,3,74,"bottom",9,"2024-05-15T04:15:58.990Z","2024-05-15T04:18:30.080Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,650333,"Luis Arraez","/api/v1/people/650333","L","Left",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88,6,2,0.3914,5.7302,32.5832,-14.1038,-4.5947,9.1182,0.394,2.0697,4.4675,-140.0997,-8.6953,-0.6268,50.0001,6.1417,-9.1036,26.4,3.6,24,2356,206,NA,NA,NA,NA,NA,NA,FALSE,-14.8,14.9,7.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745418,"2024-05-15",4,"2024-05-15T04:17:17.597Z","2024-05-15T04:17:21.989Z",TRUE,"pitch","f04b7de0-d36f-4cff-b80b-5a42f39d8a14",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.1847,1.548,NA,99.35,179.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Luis Arraez lines out sharply to second baseman Brendan Rodgers.",0,6,3,74,"bottom",9,"2024-05-15T04:15:58.990Z","2024-05-15T04:18:30.080Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,650333,"Luis Arraez","/api/v1/people/650333","L","Left",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.1,6,2,0.3909,5.6339,32.0777,-12.949,-4.4137,9.6723,0.463,2.1929,4.3402,-140.1868,-8.6448,-0.5328,50.0066,6.1649,-8.7756,27.6,3.6,24,2300,207,NA,NA,NA,NA,NA,NA,FALSE,-13.6,15.8,7.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745418,"2024-05-15",3,"2024-05-15T04:16:58.526Z","2024-05-15T04:17:01.722Z",TRUE,"pitch","b6a0755f-240a-4b74-8d3b-76ff7afe3933",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.2166,1.5014,NA,140.74,124.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Luis Arraez lines out sharply to second baseman Brendan Rodgers.",0,6,3,74,"bottom",9,"2024-05-15T04:15:58.990Z","2024-05-15T04:18:30.080Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,650333,"Luis Arraez","/api/v1/people/650333","L","Left",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.7,11,2,0.3963,5.5292,30.7412,-15.847,-3.7264,8.4411,-0.6229,4.2292,1.892,-138.1848,-2.9404,-0.8323,50.0023,6.3714,-7.2075,22.8,3.6,24,2200,210,NA,NA,NA,NA,NA,NA,FALSE,-15.5,14.9,6.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745418,"2024-05-15",2,"2024-05-15T04:16:41.679Z","2024-05-15T04:16:45.805Z",TRUE,"pitch","7d398b77-dc0e-4ac6-b1f8-7e4731180667",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.2166,1.548,NA,98.79,206.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Luis Arraez lines out sharply to second baseman Brendan Rodgers.",0,6,3,74,"bottom",9,"2024-05-15T04:15:58.990Z","2024-05-15T04:18:30.080Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,650333,"Luis Arraez","/api/v1/people/650333","L","Left",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.1,82.8,14,2,0.4184,5.595,27.8729,-26.3625,-3.4678,3.3499,0.4777,1.1861,4.2387,-130.9424,-7.784,-0.7122,50.0023,6.1721,-6.0165,10.8,7.2,24,2447,196,NA,NA,NA,NA,NA,NA,FALSE,-29.3,4.6,5.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745418,"2024-05-15",1,"2024-05-15T04:16:22.991Z","2024-05-15T04:16:26.778Z",TRUE,"pitch","b568d0ab-0722-40d9-bd8d-ab2f9240c62f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2315,1.5247,NA,98.41,234.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Luis Arraez lines out sharply to second baseman Brendan Rodgers.",0,6,3,74,"bottom",9,"2024-05-15T04:15:58.990Z","2024-05-15T04:18:30.080Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,650333,"Luis Arraez","/api/v1/people/650333","L","Left",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87,79.6,14,2,0.4351,5.837,26.922,-16.6608,-8.05,9.6725,0.4876,0.149,5.6044,-126.1535,-11.0705,-0.7228,50.0006,5.9527,-12.9054,32.4,6,24,1726,222,NA,NA,NA,NA,NA,NA,FALSE,-21.5,15,13.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
