"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717066,"2023-08-09",7,"2023-08-10T00:50:45.169Z","2023-08-10T00:50:53.979Z",TRUE,"pitch","f1c84603-dbd3-4798-91ff-9520397b63ad",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.19,1.55,NA,111.18,168.77,"fly_ball","medium","8",106.3,101.96,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Dominic Smith flies out to center fielder Johan Rojas.",0,0,7,64,"top",9,"2023-08-10T00:48:29.893Z","2023-08-10T00:50:53.979Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",547179,"Michael Lorenzen","/api/v1/people/547179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,78.7,5,0.9,0.4408,5.9439,22.9204,-29.6468,0.8025,1.6106,0.1526,2.593,4.1998,-123.8896,-1.6774,-1.6632,50.0011,5.7383,1.2565,3.6,7.2,24,2452,153,89.3,53,250,NA,NA,NA,TRUE,-34.7,2.8,-2.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717066,"2023-08-09",6,"2023-08-10T00:50:25.264Z","2023-08-10T00:50:30.225Z",TRUE,"pitch","2dacf601-ce11-4dd8-8fc5-c5aca7355d96",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,2.9346,1.4329,NA,134.72,220.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Dominic Smith flies out to center fielder Johan Rojas.",0,0,7,64,"top",9,"2023-08-10T00:48:29.893Z","2023-08-10T00:50:53.979Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",547179,"Michael Lorenzen","/api/v1/people/547179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.5,76.6,13,0.9,0.4521,5.9102,24.731,-24.5628,-10.6199,5.1229,-0.465,0.6924,5.5955,-121.3625,-6.5737,-1.4261,50.0004,5.5882,-15.7698,30,8.4,24,2152,240,NA,NA,NA,NA,NA,NA,FALSE,-31.6,7.9,17.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717066,"2023-08-09",5,"2023-08-10T00:50:00.738Z","2023-08-10T00:50:03.738Z",TRUE,"pitch","dfd26e2a-bbc2-44ff-a4a7-4e7d81bed4f6",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.19,1.55,NA,131.73,162.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Dominic Smith flies out to center fielder Johan Rojas.",0,0,7,64,"top",9,"2023-08-10T00:48:29.893Z","2023-08-10T00:50:53.979Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",547179,"Michael Lorenzen","/api/v1/people/547179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.6,1,2,0.3967,5.8714,31.3253,-13.4425,-7.0617,9.7059,-0.3864,2.8279,5.4098,-138.1633,-5.1903,-1.4542,50.0023,5.6372,-13.6265,40.8,3.6,24,2451,225,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16.7,11.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717066,"2023-08-09",4,"2023-08-10T00:49:39.805Z","2023-08-10T00:49:43.522Z",TRUE,"pitch","030175c9-ba62-4610-af66-91c159d26f8b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,2.9106,1.4329,NA,96.75,254.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Dominic Smith flies out to center fielder Johan Rojas.",0,0,7,64,"top",9,"2023-08-10T00:48:29.893Z","2023-08-10T00:50:53.979Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",547179,"Michael Lorenzen","/api/v1/people/547179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.8,77.8,14,0.89,0.4463,5.9567,25.0485,-21.529,-9.5114,6.9858,0.5311,-0.5974,7.5761,-122.8661,-10.1616,-1.3612,50.0042,5.4317,-14.4982,28.8,7.2,24,2103,234,NA,NA,NA,NA,NA,NA,FALSE,-28.1,10.3,15.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717066,"2023-08-09",2,"2023-08-10T00:49:10.721Z","2023-08-10T00:49:13.721Z",TRUE,"pitch","5237c0e4-5e89-4a70-aae1-68e78be83d81",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.19,1.55,NA,117.91,217.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Dominic Smith flies out to center fielder Johan Rojas.",0,0,7,64,"top",9,"2023-08-10T00:48:29.893Z","2023-08-10T00:50:53.979Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",547179,"Michael Lorenzen","/api/v1/people/547179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.6,77.2,13,0.9,0.4472,5.8949,26.1913,-24.0074,-9.8304,5.387,-0.024,0.7755,6.518,-122.8575,-6.7242,-1.4451,50.0044,5.6119,-14.9068,28.8,7.2,24,2086,240,NA,NA,NA,NA,NA,NA,FALSE,-30.4,8.3,16.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717066,"2023-08-09",1,"2023-08-10T00:48:54.509Z","2023-08-10T00:48:57.695Z",TRUE,"pitch","15215262-85c9-4700-a3c3-ebe98dbae457",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.1863,1.5529,NA,114.19,185.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Dominic Smith flies out to center fielder Johan Rojas.",0,0,7,64,"top",9,"2023-08-10T00:48:29.893Z","2023-08-10T00:50:53.979Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",547179,"Michael Lorenzen","/api/v1/people/547179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,78.7,8,0.91,0.4412,5.9325,23.7716,-30.9468,1.0817,0.7883,0.0738,1.9706,3.8108,-123.9385,-2.8753,-1.6216,50.0049,5.719,1.6899,4.8,8.4,24,2514,105,NA,NA,NA,NA,NA,NA,FALSE,-36.6,1,-2.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717066,"2023-08-09",0,"2023-08-10T00:48:38.447Z","2023-08-10T00:48:41.630Z",TRUE,"pitch","7735cf63-190c-410c-af24-e589ca8b7afc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1863,1.4089,NA,84.08,220.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Dominic Smith flies out to center fielder Johan Rojas.",0,0,7,64,"top",9,"2023-08-10T00:48:29.893Z","2023-08-10T00:50:53.979Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",547179,"Michael Lorenzen","/api/v1/people/547179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.3,77.6,14,0.9,0.4471,5.9563,23.3963,-21.595,-10.291,6.9538,0.8638,0.6786,8.382,-122.3568,-7.4606,-1.2638,50.0035,5.6085,-15.6563,31.2,7.2,24,2106,241,NA,NA,NA,NA,NA,NA,FALSE,-27.5,11,16.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717066,"2023-08-09",3,"2023-08-10T00:49:23.497Z","2023-08-10T00:49:39.805Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,642086,"/api/v1/people/642086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Dominic Smith flies out to center fielder Johan Rojas.",0,0,7,64,"top",9,"2023-08-10T00:48:29.893Z","2023-08-10T00:50:53.979Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",547179,"Michael Lorenzen","/api/v1/people/547179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717066,"2023-08-09",2,"2023-08-10T00:48:07.481Z","2023-08-10T00:48:11.914Z",TRUE,"pitch","dfc4e410-8ce4-40e2-934e-0659ca9e03d8",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.5294,1.7414,NA,80.03,188.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Joey Meneses called out on strikes.",0,0,7,63,"top",9,"2023-08-10T00:47:22.324Z","2023-08-10T00:48:11.914Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,608841,"Joey Meneses","/api/v1/people/608841","R","Right",547179,"Michael Lorenzen","/api/v1/people/547179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,87.2,14,0.91,0.3965,5.9885,29.1899,-21.047,-10.281,5.751,0.9699,1.8576,9.6275,-137.8747,-6.2166,-1.2228,50.0056,5.5513,-19.8983,38.4,6,24,2390,223,NA,NA,NA,NA,NA,NA,TRUE,-21,9.4,16.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717066,"2023-08-09",1,"2023-08-10T00:47:42.531Z","2023-08-10T00:47:46.556Z",TRUE,"pitch","c9800543-fd9e-4965-b6fb-2e020993e9a1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.52,1.69,NA,103.79,193.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Joey Meneses called out on strikes.",0,0,7,63,"top",9,"2023-08-10T00:47:22.324Z","2023-08-10T00:48:11.914Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,608841,"Joey Meneses","/api/v1/people/608841","R","Right",547179,"Michael Lorenzen","/api/v1/people/547179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,79.2,9,0.91,0.4414,5.9785,20.6361,-31.7751,0.3012,0.2592,0.3465,1.6916,4.3226,-123.2925,-3.4932,-1.4564,50.0053,5.7613,0.4717,2.4,8.4,24,2453,128,NA,NA,NA,NA,NA,NA,FALSE,-37.7,0,-1.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
