"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716487,"2023-09-22",3,"2023-09-23T02:15:40.576Z","2023-09-23T02:15:44.933Z",TRUE,"pitch","4c5b1bff-f271-4baa-94ed-34907a60b3d8",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,3,2,NA,NA,3.43,1.63,NA,69.14,196.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Noelvi Marte strikes out on a foul tip.",0,7,5,84,"bottom",9,"2023-09-23T02:14:34.033Z","2023-09-23T02:15:44.933Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682622,"Noelvi Marte","/api/v1/people/682622","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.8,72.5,14,0.91,0.4797,6.4347,22.9455,-41.9657,3.3618,-7.438,1.2555,1.5644,6.0312,-114.5695,-0.2861,-1.857,50.0007,5.8238,4.4269,7.2,13.2,24,2643,44,NA,NA,NA,NA,NA,NA,TRUE,-57.6,-13.2,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716487,"2023-09-22",2,"2023-09-23T02:15:18.297Z","2023-09-23T02:15:21.297Z",TRUE,"pitch","6165c7a5-b5a7-41eb-a3af-7e5309412ba9",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2475,1.5242,NA,85.6,129.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Noelvi Marte strikes out on a foul tip.",0,7,5,84,"bottom",9,"2023-09-23T02:14:34.033Z","2023-09-23T02:15:44.933Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682622,"Noelvi Marte","/api/v1/people/682622","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,86.5,12,0.92,0.3941,6.7495,36.2041,-7.493,-5.201,12.667,0.8236,4.0407,8.6275,-139.8218,-3.6668,-1.6489,50.0015,5.8762,-10.1334,43.2,2.4,24,2489,208,NA,NA,NA,NA,NA,NA,FALSE,-7.8,22.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716487,"2023-09-22",1,"2023-09-23T02:14:55.984Z","2023-09-23T02:14:59.319Z",TRUE,"pitch","f3be6ef7-1e68-4b48-bc00-2ad37a04309e",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.1952,1.5242,NA,107.81,155.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Noelvi Marte strikes out on a foul tip.",0,7,5,84,"bottom",9,"2023-09-23T02:14:34.033Z","2023-09-23T02:15:44.933Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682622,"Noelvi Marte","/api/v1/people/682622","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88,2,0.92,0.39,6.9105,33.0566,-7.4226,-4.9846,12.4023,0.2411,3.0733,7.0676,-140.6549,-6.3426,-1.6612,50.0064,5.8442,-9.9513,43.2,2.4,24,2486,211,NA,NA,NA,NA,NA,NA,FALSE,-8.2,21.2,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716487,"2023-09-22",0,"2023-09-23T02:14:35.058Z","2023-09-23T02:14:38.058Z",TRUE,"pitch","842add86-2cb8-4141-b4ef-707ecaeaa70c",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.43,1.63,NA,133.48,143.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Noelvi Marte strikes out on a foul tip.",0,7,5,84,"bottom",9,"2023-09-23T02:14:34.033Z","2023-09-23T02:15:44.933Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682622,"Noelvi Marte","/api/v1/people/682622","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,87.4,1,0.92,0.3917,6.7611,33.7829,-7.625,-5.2582,12.4168,-0.4323,3.5159,5.4788,-140.2167,-4.997,-1.735,50.003,5.8268,-10.3967,45.6,2.4,24,2546,208,NA,NA,NA,NA,NA,NA,FALSE,-8,21.5,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716487,"2023-09-22",6,"2023-09-23T02:13:57.072Z","2023-09-23T02:14:02.803Z",TRUE,"pitch","3b661663-1cea-447f-955e-ade8a859f506",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.0633,1.3344,NA,84.71,191.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Walk","walk","Joey Votto walks.",0,7,5,83,"bottom",9,"2023-09-23T02:11:44.524Z","2023-09-23T02:14:02.803Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,458015,"Joey Votto","/api/v1/people/458015","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.2,71.9,14,0.9,0.483,6.278,22.4122,-40.3067,3.4952,-6.2588,0.8472,1.7461,5.101,-113.7382,0.0359,-1.8856,50.0017,5.7537,4.5422,7.2,13.2,24,2575,53,NA,NA,NA,NA,NA,NA,FALSE,-56,-10.9,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,458015,"Joey Votto","/api/v1/people/458015",NA,NA,NA,670770,"TJ Friedl","/api/v1/people/670770",NA,NA,NA,NA
716487,"2023-09-22",4,"2023-09-23T02:13:18.171Z","2023-09-23T02:13:22.629Z",TRUE,"pitch","79e8a607-6c69-451c-bbd0-185e60c5a8d1",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.22,1.52,NA,114.94,158.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Walk","walk","Joey Votto walks.",0,7,5,83,"bottom",9,"2023-09-23T02:11:44.524Z","2023-09-23T02:14:02.803Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,458015,"Joey Votto","/api/v1/people/458015","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.5,2,0.9,0.3932,6.9162,31.6874,-11.5366,-5.1146,10.5019,0.054,2.9587,6.1187,-139.3752,-5.7906,-1.5065,50.0021,5.8271,-10.0501,33.6,3.6,24,2493,208,NA,NA,NA,NA,NA,NA,FALSE,-11.9,18,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716487,"2023-09-22",3,"2023-09-23T02:12:57.140Z","2023-09-23T02:13:01.117Z",TRUE,"pitch","3de7a163-d4da-49b5-9393-4b2bcbfcbd42",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.0894,1.3875,NA,99.89,211.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Walk","walk","Joey Votto walks.",0,7,5,83,"bottom",9,"2023-09-23T02:11:44.524Z","2023-09-23T02:14:02.803Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,458015,"Joey Votto","/api/v1/people/458015","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.8,72,14,0.9,0.4842,6.3683,21.6012,-39.7653,3.8669,-5.8684,0.4489,0.9945,3.9877,-113.3187,-1.7432,-1.8389,50.0012,5.7631,5.0044,8.4,13.2,24,2587,49,NA,NA,NA,NA,NA,NA,FALSE,-56,-10.8,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716487,"2023-09-22",2,"2023-09-23T02:12:34.967Z","2023-09-23T02:12:38.006Z",TRUE,"pitch","f6cbbb96-997a-4c62-a3b5-880756cca9ca",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.22,1.52,NA,103.88,167.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Walk","walk","Joey Votto walks.",0,7,5,83,"bottom",9,"2023-09-23T02:11:44.524Z","2023-09-23T02:14:02.803Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,458015,"Joey Votto","/api/v1/people/458015","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.3,6,0.91,0.3928,6.768,33.6348,-10.7734,-5.0118,10.8857,0.3441,2.6365,7.1785,-139.8198,-6.7149,-1.6139,50.0003,5.7876,-9.8512,33.6,3.6,24,2513,207,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716487,"2023-09-22",1,"2023-09-23T02:12:11.418Z","2023-09-23T02:12:15.536Z",TRUE,"pitch","9ce9f460-947b-47f9-8285-064486a2649f",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,0,2,NA,NA,3.2725,1.4936,NA,99.83,204.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Walk","walk","Joey Votto walks.",0,7,5,83,"bottom",9,"2023-09-23T02:11:44.524Z","2023-09-23T02:14:02.803Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,458015,"Joey Votto","/api/v1/people/458015","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",93,85.3,14,2,0.4056,7.0382,28.2357,-13.7738,-9.658,9.9486,0.4506,1.255,9.6473,-134.8507,-8.5395,-1.9117,50.0005,5.426,-17.8565,45.6,4.8,24,1894,224,NA,NA,NA,NA,NA,NA,FALSE,-15.4,16.4,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716487,"2023-09-22",0,"2023-09-23T02:11:52.837Z","2023-09-23T02:11:55.837Z",TRUE,"pitch","4efdfc29-1bce-4e69-9d08-de28f38a0475",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2463,1.4671,NA,112.79,119.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Walk","walk","Joey Votto walks.",0,7,5,83,"bottom",9,"2023-09-23T02:11:44.524Z","2023-09-23T02:14:02.803Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,458015,"Joey Votto","/api/v1/people/458015","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,87.9,12,0.9,0.3897,6.7129,33.7879,-12.8303,-5.6466,9.6835,0.1103,4.4343,6.7001,-140.8735,-2.0979,-1.572,50.0063,6.0241,-11.2842,36,3.6,24,2580,211,NA,NA,NA,NA,NA,NA,FALSE,-12.1,17.3,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
