"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
717411,"2023-07-15",3,"2023-07-15T20:35:41.658Z","2023-07-15T20:35:49.424Z",TRUE,"pitch","9fd9fdef-be08-4d72-b6ed-56bab8e0c592",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,2.92,1.31,NA,91.39,175.49,"ground_ball","medium","6",119.01,132.89,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Nicky Lopez grounds out, shortstop Wander Franco to first baseman Luke Raley.",0,6,1,74,"bottom",9,"2023-07-15T20:34:43.076Z","2023-07-15T20:35:49.424Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.8,91,6,0.91,0.3778,6.2284,34.7195,-12.3235,-4.3981,9.3293,0.6719,2.344,5.6518,-145.1196,-6.5536,-0.7317,50.0044,5.3862,-9.3596,30,3.6,24,2448,221,82.6,8,114,NA,NA,NA,TRUE,-11.9,15.7,6.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717411,"2023-07-15",2,"2023-07-15T20:35:20.655Z","2023-07-15T20:35:24.170Z",TRUE,"pitch","82b2404c-4082-4cdf-b1be-cf0e026dda78",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,2.92,1.31,NA,123.65,184.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Nicky Lopez grounds out, shortstop Wander Franco to first baseman Luke Raley.",0,6,1,74,"bottom",9,"2023-07-15T20:34:43.076Z","2023-07-15T20:35:49.424Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,89.5,5,0.9,0.3845,6.1916,32.8885,-12.5837,-5.2123,9.5349,-0.1744,2.0237,4.0137,-142.4645,-7.0704,-0.9247,50.0028,5.334,-10.7087,34.8,3.6,24,2415,217,NA,NA,NA,NA,NA,NA,FALSE,-12.6,16,8.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717411,"2023-07-15",1,"2023-07-15T20:35:04.145Z","2023-07-15T20:35:08.561Z",TRUE,"pitch","85184af1-44b3-4608-8996-119626c779d1",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,2.926,1.309,NA,94.54,199.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Nicky Lopez grounds out, shortstop Wander Franco to first baseman Luke Raley.",0,6,1,74,"bottom",9,"2023-07-15T20:34:43.076Z","2023-07-15T20:35:49.424Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,90.2,9,0.93,0.3829,6.1035,32.1886,-19.6317,-10.3554,6.0491,0.5893,1.4402,8.1264,-142.9221,-6.8032,-0.942,50.0046,5.0795,-21.4776,43.2,6,24,2215,226,NA,NA,NA,NA,NA,NA,FALSE,-18.6,9.7,17.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717411,"2023-07-15",0,"2023-07-15T20:34:49.794Z","2023-07-15T20:34:53.230Z",TRUE,"pitch","b90032a2-ca8f-4e5d-a526-0726b7c59f13",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,2.9897,1.396,NA,166.94,192.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Nicky Lopez grounds out, shortstop Wander Franco to first baseman Luke Raley.",0,6,1,74,"bottom",9,"2023-07-15T20:34:43.076Z","2023-07-15T20:35:49.424Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,81.7,13,0.92,0.4267,6.0995,21.8723,-28.4324,1.3029,2.234,-1.3102,1.7077,-0.6417,-127.5056,-3.6051,-1.2269,50.0048,5.3407,2.1834,3.6,7.2,24,2238,157,NA,NA,NA,NA,NA,NA,FALSE,-31.6,3.6,-2.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717411,"2023-07-15",3,"2023-07-15T20:34:21.633Z","2023-07-15T20:34:27.313Z",TRUE,"pitch","79ba044f-c392-4bc9-910e-43e9c44a92e4",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.52,1.66,NA,111.51,167.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Michael Massey strikes out swinging.",0,6,1,73,"bottom",9,"2023-07-15T20:33:24.938Z","2023-07-15T20:34:27.313Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90.9,5,0.89,0.38,6.1957,30.5951,-17.169,-6.257,7.1186,0.144,2.6346,5.0112,-143.6708,-5.0635,-0.8024,50.0064,5.473,-13.1961,33.6,4.8,24,2432,216,NA,NA,NA,NA,NA,NA,TRUE,-15.7,12.1,10.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717411,"2023-07-15",2,"2023-07-15T20:34:03.247Z","2023-07-15T20:34:07.246Z",TRUE,"pitch","35146828-48ba-4a08-9ea5-223c8ae4355c",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.52,1.66,NA,59.51,201.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Michael Massey strikes out swinging.",0,6,1,73,"bottom",9,"2023-07-15T20:33:24.938Z","2023-07-15T20:34:27.313Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,82.4,14,0.92,0.4242,6.0541,21.7988,-28.2492,1.838,2.3131,1.5082,1.3677,5.4718,-128.1934,-4.9524,-0.8766,50.0006,5.4803,3.1166,7.2,7.2,24,2336,164,NA,NA,NA,NA,NA,NA,FALSE,-31.2,3.5,-4.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717411,"2023-07-15",1,"2023-07-15T20:33:49.358Z","2023-07-15T20:33:53.036Z",TRUE,"pitch","e8027e35-3099-4955-a17b-d88a6d0137f6",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.636,1.6923,NA,96.85,198.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Michael Massey strikes out swinging.",0,6,1,73,"bottom",9,"2023-07-15T20:33:24.938Z","2023-07-15T20:34:27.313Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,90.1,14,0.88,0.3843,6.1505,29.2767,-12.7544,-5.3786,9.4173,0.5287,1.4993,5.339,-141.9482,-8.545,-0.6682,50.0039,5.3404,-11.0929,34.8,3.6,24,2276,218,NA,NA,NA,NA,NA,NA,FALSE,-12.8,15.7,8.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717411,"2023-07-15",0,"2023-07-15T20:33:35.257Z","2023-07-15T20:33:40.046Z",TRUE,"pitch","a017e685-5414-4eab-bc0d-acf89e4cf8c1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5267,1.7733,NA,149.22,168.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Michael Massey strikes out swinging.",0,6,1,73,"bottom",9,"2023-07-15T20:33:24.938Z","2023-07-15T20:34:27.313Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,89.3,13,0.92,0.3886,5.994,27.3442,-26.4839,-9.19,2.8167,-0.8454,2.6118,4.23,-140.1597,-2.3887,-1.1682,50.0005,5.1786,-18.5485,33.6,6,24,2105,230,NA,NA,NA,NA,NA,NA,FALSE,-24.2,4.9,16,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717411,"2023-07-15",0,"2023-07-15T20:32:59.984Z","2023-07-15T20:33:07.160Z",TRUE,"pitch","8b38eba9-bf22-4cc9-8b8a-c673ddac4efc",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.48,1.62,NA,104.99,177.16,"ground_ball","medium","3",161.15,164.8,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Drew Waters grounds out, first baseman Luke Raley to pitcher Javy Guerra.",0,6,1,72,"bottom",9,"2023-07-15T20:32:53.624Z","2023-07-15T20:33:07.160Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,671221,"Drew Waters","/api/v1/people/671221","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Tampa Bay Rays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,89.1,6,0.77,0.3882,6.0391,29.5446,-23.5507,-8.4986,4.2676,0.3152,2.2823,6.8422,-140.6758,-3.8557,-1.0349,50.0002,5.1827,-17.1659,32.4,6,24,2208,226,85.1,-13,11,NA,NA,NA,TRUE,-22,7.2,14.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717411,"2023-07-15",0,"2023-07-15T20:30:48.597Z","2023-07-15T20:30:56.158Z",TRUE,"pitch","7134e6b6-7333-46dc-8d6c-e6d870954475",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.33,1.61,NA,121.19,201.62,"ground_ball","medium","5",90.24,161.77,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Randy Arozarena grounds out, third baseman Maikel Garcia to first baseman Nick Pratto.",0,6,1,71,"top",9,"2023-07-15T20:30:48.597Z","2023-07-15T20:30:56.158Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",621295,"Nick Wittgren","/api/v1/people/621295","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.9,74.9,13,0.9,0.4614,6.7298,24.954,-29.9078,2.6354,1.5895,-0.11,1.3763,3.6226,-119.1556,-3.4792,-1.998,50.0029,5.5856,3.7518,8.4,8.4,24,2290,62,101.8,-22,5,NA,NA,NA,TRUE,-38.9,2.3,-5.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
