"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716674,"2023-09-08",2,"2023-09-09T01:35:18.310Z","2023-09-09T01:35:27.154Z",TRUE,"pitch","1dae07dd-e3dc-44bc-a56d-838ce61074fe",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.43,1.65,NA,110.07,189.08,"ground_ball","medium","6",108.42,149.55,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Joshua Palacios grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,2,8,72,"top",9,"2023-09-09T01:34:30.809Z","2023-09-09T01:35:27.154Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,641943,"Joshua Palacios","/api/v1/people/641943","L","Left",621294,"Ben Heller","/api/v1/people/621294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.1,8,2,0.3952,6.5745,32.0201,-19.9443,-9.9392,6.2935,0.1819,1.8406,9.7156,-138.7654,-5.7723,-2.079,50.0058,5.2833,-19.3224,38.4,6,24,2295,247,101.1,-3,24,NA,NA,NA,TRUE,-19.9,10.3,15.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716674,"2023-09-08",1,"2023-09-09T01:35:03.034Z","2023-09-09T01:35:07.274Z",TRUE,"pitch","12764fe5-b0dc-4b56-9832-df6d0b9d4bd0",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.43,1.65,NA,116.83,192.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Joshua Palacios grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,2,8,72,"top",9,"2023-09-09T01:34:30.809Z","2023-09-09T01:35:27.154Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,641943,"Joshua Palacios","/api/v1/people/641943","L","Left",621294,"Ben Heller","/api/v1/people/621294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.2,76.6,8,0.93,0.4525,6.5857,23.3494,-32.8249,-9.4675,-0.4403,0.0043,1.7198,8.0385,-120.9853,-1.9576,-2.1294,50.0012,5.413,-14.0502,20.4,9.6,24,1405,258,NA,NA,NA,NA,NA,NA,FALSE,-40.6,-1,15.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716674,"2023-09-08",0,"2023-09-09T01:34:47.027Z","2023-09-09T01:34:51.075Z",TRUE,"pitch","c79e2ffc-df8d-4f04-8437-6b4996021f2d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4292,1.7088,NA,145.66,160.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Joshua Palacios grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,2,8,72,"top",9,"2023-09-09T01:34:30.809Z","2023-09-09T01:35:27.154Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,641943,"Joshua Palacios","/api/v1/people/641943","L","Left",621294,"Ben Heller","/api/v1/people/621294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.4,80.9,1,0.79,0.4282,6.2084,23.6775,-27.7716,-1.4915,2.6541,-0.7519,2.9109,4.4004,-127.4096,-1.2297,-2.3,50.0051,5.5739,-2.4774,3.6,7.2,24,2159,231,NA,NA,NA,NA,NA,NA,FALSE,-30.6,4.8,1.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716674,"2023-09-08",6,"2023-09-09T01:34:09.850Z","2023-09-09T01:34:21.007Z",TRUE,"pitch","cfafe447-a305-47fb-8815-7b1ce5ae37b3",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.25,1.58,NA,137.86,186.24,"fly_ball","medium","7",82.72,77.2,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Endy Rodriguez flies out to left fielder Eddie Rosario.",0,2,8,71,"top",9,"2023-09-09T01:32:25.796Z","2023-09-09T01:34:21.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",621294,"Ben Heller","/api/v1/people/621294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.7,79.6,7,0.43,0.4368,6.1001,22.409,-27.0639,-0.5998,3.1972,-0.5473,1.9459,4.5998,-124.8448,-3.1531,-2.3266,50.001,5.4255,-0.9587,0,7.2,24,2154,233,87,30,322,NA,NA,NA,TRUE,-31.4,5.4,0.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716674,"2023-09-08",5,"2023-09-09T01:33:54.996Z","2023-09-09T01:33:59.798Z",TRUE,"pitch","870d9872-82c0-43f8-b0c8-bae289a71501",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.1729,1.5726,NA,163.14,134.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Endy Rodriguez flies out to left fielder Eddie Rosario.",0,2,8,71,"top",9,"2023-09-09T01:32:25.796Z","2023-09-09T01:34:21.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",621294,"Ben Heller","/api/v1/people/621294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87,11,2,0.3953,6.2902,30.1015,-19.5886,-8.2699,6.4715,-1.2104,3.8639,5.8805,-138.4019,-0.792,-2.2852,50.0042,5.4623,-16.0886,37.2,4.8,24,2258,246,NA,NA,NA,NA,NA,NA,FALSE,-18.4,11.8,13.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716674,"2023-09-08",4,"2023-09-09T01:33:34.731Z","2023-09-09T01:33:40.996Z",TRUE,"pitch","ea287163-cbdc-45f2-bcea-6a0b27b4cd06",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.25,1.58,NA,94.79,195.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Endy Rodriguez flies out to left fielder Eddie Rosario.",0,2,8,71,"top",9,"2023-09-09T01:32:25.796Z","2023-09-09T01:34:21.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",621294,"Ben Heller","/api/v1/people/621294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.3,76.6,9,0.94,0.4526,6.5353,23.0894,-29.8928,-9.8841,1.5396,0.5825,1.5987,9.6017,-120.9042,-2.818,-2.152,50.0036,5.3968,-14.6658,22.8,9.6,24,1567,249,NA,NA,NA,NA,NA,NA,FALSE,-37.2,2.4,15.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716674,"2023-09-08",2,"2023-09-09T01:33:05.129Z","2023-09-09T01:33:09.435Z",TRUE,"pitch","d6e614e4-3da5-494b-83c5-dab8a371b3cf",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.25,1.58,NA,110.02,197.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Endy Rodriguez flies out to left fielder Eddie Rosario.",0,2,8,71,"top",9,"2023-09-09T01:32:25.796Z","2023-09-09T01:34:21.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",621294,"Ben Heller","/api/v1/people/621294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.1,76.7,8,0.94,0.4525,6.6085,22.4519,-26.9916,-9.1956,3.4856,0.1832,1.5252,8.3873,-120.827,-3.4202,-2.1301,50.0003,5.318,-13.6619,24,8.4,24,1582,251,NA,NA,NA,NA,NA,NA,FALSE,-33.7,5.8,14.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716674,"2023-09-08",1,"2023-09-09T01:32:48.463Z","2023-09-09T01:32:53.335Z",TRUE,"pitch","9311e457-4946-464d-8637-442163a0cc2b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2492,1.6407,NA,72.98,211.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Endy Rodriguez flies out to left fielder Eddie Rosario.",0,2,8,71,"top",9,"2023-09-09T01:32:25.796Z","2023-09-09T01:34:21.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",621294,"Ben Heller","/api/v1/people/621294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.8,77.5,14,0.93,0.449,6.3624,22.2272,-28.5351,-9.7707,2.4104,1.1549,1.0189,10.5859,-121.6439,-4.5783,-1.9689,50.0042,5.3787,-14.7523,24,8.4,24,1540,252,NA,NA,NA,NA,NA,NA,FALSE,-35.4,3.5,15.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716674,"2023-09-08",0,"2023-09-09T01:32:33.566Z","2023-09-09T01:32:37.853Z",TRUE,"pitch","98b932b0-9b92-4215-b0ee-81d3845869e6",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.25,1.58,NA,81.56,199.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Endy Rodriguez flies out to left fielder Eddie Rosario.",0,2,8,71,"top",9,"2023-09-09T01:32:25.796Z","2023-09-09T01:34:21.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",621294,"Ben Heller","/api/v1/people/621294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.4,71.1,14,0.91,0.4884,6.3199,22.3098,-34.5151,10.2547,-1.84,0.9297,1.4731,4.6163,-112.5636,-0.7552,-2.4865,50.0043,5.3378,13.03,21.6,12,24,2583,58,NA,NA,NA,NA,NA,NA,FALSE,-49.3,-3.2,-19.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716674,"2023-09-08",3,"2023-09-09T01:33:20.953Z","2023-09-09T01:33:34.731Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,682848,"/api/v1/people/682848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Endy Rodriguez flies out to left fielder Eddie Rosario.",0,2,8,71,"top",9,"2023-09-09T01:32:25.796Z","2023-09-09T01:34:21.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",621294,"Ben Heller","/api/v1/people/621294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
