"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718045,"2023-05-24",2,"2023-05-24T18:56:14.571Z","2023-05-24T18:56:23.182Z",TRUE,"pitch","8a3c830d-99ac-43c5-b76e-d608d7be4f27",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.32,1.59,NA,115.74,178.74,"fly_ball","medium","8",109.39,65.84,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Andrew McCutchen flies out to center fielder Leody Taveras.",0,3,2,76,"bottom",9,"2023-05-24T18:55:02.110Z","2023-05-24T18:56:23.182Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.6,5,2,0.3985,6.1011,30.0243,-12.9076,4.8984,10.065,0.0331,2.2238,-3.8429,-137.3863,-8.4982,0.8125,50.0068,6.2319,9.3798,30,3.6,24,2223,144,97.4,41,334,NA,NA,NA,TRUE,-14,16.7,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718045,"2023-05-24",1,"2023-05-24T18:55:56.442Z","2023-05-24T18:55:59.442Z",TRUE,"pitch","1ff6d811-9c12-44ae-be69-d7fc605bbe7b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.3891,1.6261,NA,124.04,178.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Andrew McCutchen flies out to center fielder Leody Taveras.",0,3,2,76,"bottom",9,"2023-05-24T18:55:02.110Z","2023-05-24T18:56:23.182Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.5,5,2,0.3985,6.0286,30.9905,-13.1876,4.9203,9.9293,-0.1846,2.2292,-4.63,-137.5383,-8.5174,0.8827,50.0068,6.2642,9.4128,28.8,3.6,24,2196,147,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16.3,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718045,"2023-05-24",0,"2023-05-24T18:55:25.416Z","2023-05-24T18:55:32.162Z",TRUE,"pitch","73fae5bd-94a0-4750-ae01-a92d4991c195",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.32,1.59,NA,130.21,150.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Andrew McCutchen flies out to center fielder Leody Taveras.",0,3,2,76,"bottom",9,"2023-05-24T18:55:02.110Z","2023-05-24T18:56:23.182Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.1,1,2,0.4001,6.1216,29.5501,-12.5935,4.0854,10.3117,-0.3466,3.2525,-4.741,-136.7827,-6.1379,0.8765,50.0041,6.3855,7.759,26.4,3.6,24,2192,147,NA,NA,NA,NA,NA,NA,FALSE,-13.3,17.6,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718045,"2023-05-24",3,"2023-05-24T18:54:57.153Z","2023-05-24T18:55:01.019Z",TRUE,"pitch","1b90484c-a64d-4493-862f-165801580ce9",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.049,1.4718,NA,120.31,177.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Chris Owings called out on strikes.",0,3,2,75,"bottom",9,"2023-05-24T18:53:36.524Z","2023-05-24T18:55:01.019Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,572008,"Chris Owings","/api/v1/people/572008","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.3,5,2,0.3985,6.1729,32.1114,-13.5904,3.6589,9.7232,-0.0868,2.2852,-3.793,-137.7282,-8.2782,0.8364,50.0021,6.2599,6.9919,21.6,3.6,24,2215,146,NA,NA,NA,NA,NA,NA,TRUE,-14.8,16,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718045,"2023-05-24",2,"2023-05-24T18:54:32.709Z","2023-05-24T18:54:35.709Z",TRUE,"pitch","52ccdedb-0348-4f60-b3f1-2f9aa18e88b0",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.05,1.5,NA,104.42,166.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Chris Owings called out on strikes.",0,3,2,75,"bottom",9,"2023-05-24T18:53:36.524Z","2023-05-24T18:55:01.019Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,572008,"Chris Owings","/api/v1/people/572008","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.6,3,2,0.4026,6.1131,29.6772,-11.4382,4.1588,11.0618,0.3299,2.6841,-2.9671,-136.0184,-7.5199,0.8942,50.0045,6.2768,7.7977,28.8,3.6,24,2270,146,NA,NA,NA,NA,NA,NA,FALSE,-12.6,18.6,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718045,"2023-05-24",1,"2023-05-24T18:54:13.089Z","2023-05-24T18:54:18.144Z",TRUE,"pitch","2bd3a9f6-c922-42ec-8c7e-e5b8ac1d2dc3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.049,1.4975,NA,174.9,180.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Chris Owings called out on strikes.",0,3,2,75,"bottom",9,"2023-05-24T18:53:36.524Z","2023-05-24T18:55:01.019Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,572008,"Chris Owings","/api/v1/people/572008","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.6,75.1,13,2,0.4651,5.912,20.086,-28.3287,-3.4718,2.7323,-1.519,2.1462,-5.5585,-117.3031,-3.6975,1.3232,50.0039,6.3554,-4.8863,10.8,8.4,24,2411,304,NA,NA,NA,NA,NA,NA,FALSE,-37.4,4.3,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718045,"2023-05-24",0,"2023-05-24T18:53:58.604Z","2023-05-24T18:54:01.723Z",TRUE,"pitch","3c3adc76-8e75-4a72-9b7e-7cd06ed55bf9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1065,1.5232,NA,118.32,172.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Chris Owings called out on strikes.",0,3,2,75,"bottom",9,"2023-05-24T18:53:36.524Z","2023-05-24T18:55:01.019Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,572008,"Chris Owings","/api/v1/people/572008","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,85.3,5,2,0.4054,6.0864,27.2032,-12.6874,3.5173,10.5271,-0.0346,2.4674,-4.2849,-134.7016,-7.8466,1.1142,50.0051,6.3005,6.513,21.6,3.6,24,2168,154,NA,NA,NA,NA,NA,NA,FALSE,-14,17.8,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718045,"2023-05-24",4,"2023-05-24T18:53:22.597Z","2023-05-24T18:53:29.454Z",TRUE,"pitch","692d8886-6efc-4c60-ba1a-1332579c88f7",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,0,NA,NA,3.29,1.5,NA,140.95,163.89,"ground_ball","soft","6",119.48,149.38,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Jason Delay grounds out softly, shortstop Josh H. Smith to first baseman Nathaniel Lowe.",0,3,2,74,"bottom",9,"2023-05-24T18:52:17.556Z","2023-05-24T18:53:29.454Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,641511,"Jason Delay","/api/v1/people/641511","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,85.6,1,2,0.4053,6.1497,25.6186,-15.3798,2.2821,9.0522,-0.6282,2.7737,-5.1389,-134.4828,-6.6917,1,50.0058,6.3602,4.2359,10.8,3.6,24,2168,150,49,22,113,NA,NA,NA,TRUE,-16.3,15.4,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718045,"2023-05-24",3,"2023-05-24T18:53:06.320Z","2023-05-24T18:53:09.320Z",TRUE,"pitch","ca597ad0-4e95-4968-85d8-5c71c3a9918c",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.289,1.4975,NA,99.69,165.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Jason Delay grounds out softly, shortstop Josh H. Smith to first baseman Nathaniel Lowe.",0,3,2,74,"bottom",9,"2023-05-24T18:52:17.556Z","2023-05-24T18:53:29.454Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,641511,"Jason Delay","/api/v1/people/641511","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,85.1,6,2,0.4077,6.0401,25.5559,-19.0635,2.2391,7.1534,0.4541,2.7049,-2.6156,-133.7166,-6.0473,1.1485,50.0038,6.3385,4.1043,9.6,4.8,24,2146,147,NA,NA,NA,NA,NA,NA,FALSE,-20,12,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718045,"2023-05-24",2,"2023-05-24T18:52:49.715Z","2023-05-24T18:52:54.104Z",TRUE,"pitch","8cca586f-f41c-4027-af8e-54fa0f742d13",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.3891,1.6003,NA,72.54,173.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Jason Delay grounds out softly, shortstop Josh H. Smith to first baseman Nathaniel Lowe.",0,3,2,74,"bottom",9,"2023-05-24T18:52:17.556Z","2023-05-24T18:53:29.454Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,641511,"Jason Delay","/api/v1/people/641511","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,83.9,14,2,0.4115,6.0307,28.2016,-19.6148,2.3122,6.997,1.1664,2.4139,-1.1926,-133.0325,-6.4439,1.3198,50.0035,6.2868,4.1497,10.8,4.8,24,2164,146,NA,NA,NA,NA,NA,NA,FALSE,-21.2,11.5,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
