"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717862,"2023-06-08",3,"2023-06-09T00:28:33.174Z","2023-06-09T00:28:37.017Z",TRUE,"pitch","62ac86cb-21f4-489e-a4f2-46506e07a21a",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.45,1.56,NA,107.24,134.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Jake Marisnick walks. Nick Maton to 3rd. Akil Baddoo to 2nd.",0,2,1,62,"top",9,"2023-06-09T00:27:23.368Z","2023-06-09T00:30:52.068Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,545350,"Jake Marisnick","/api/v1/people/545350","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,90,12,0.91,0.382,7.3555,32.9706,-13.6729,-5.2211,8.8849,0.2561,3.8535,9.8499,-143.3643,-0.4012,-2.545,50.0054,4.8482,-10.8759,32.4,3.6,24,2473,216,NA,NA,NA,NA,NA,NA,FALSE,-12,16.2,7.4,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",2,"2023-06-09T00:28:11.853Z","2023-06-09T00:28:16.118Z",TRUE,"pitch","84098082-d71d-4de3-acb1-745138ff0651",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3544,1.4639,NA,72.7,156.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Jake Marisnick walks. Nick Maton to 3rd. Akil Baddoo to 2nd.",0,2,1,62,"top",9,"2023-06-09T00:27:23.368Z","2023-06-09T00:30:52.068Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,545350,"Jake Marisnick","/api/v1/people/545350","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.2,12,0.9,0.3909,7.1782,30.4769,-14.7189,-8.3301,8.7745,1.1623,3.0643,13.1965,-139.9124,-1.7682,-2.5254,50.0068,4.6652,-16.58,42,3.6,24,2477,224,NA,NA,NA,NA,NA,NA,FALSE,-13.8,15.7,12.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",1,"2023-06-09T00:27:51.244Z","2023-06-09T00:27:55.560Z",TRUE,"pitch","56f49c96-de09-4cc4-a95e-2423f8cc981f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.4024,1.4879,NA,109.57,175.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Jake Marisnick walks. Nick Maton to 3rd. Akil Baddoo to 2nd.",0,2,1,62,"top",9,"2023-06-09T00:27:23.368Z","2023-06-09T00:30:52.068Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,545350,"Jake Marisnick","/api/v1/people/545350","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,89.9,5,0.91,0.3837,7.3136,31.0366,-14.8787,-7.8422,8.3697,0.195,2.3269,10.8558,-142.4578,-3.8681,-2.6364,50.005,4.6355,-16.2102,42,3.6,24,2590,225,NA,NA,NA,NA,NA,NA,FALSE,-13.8,14.5,12.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",0,"2023-06-09T00:27:32.561Z","2023-06-09T00:27:36.146Z",TRUE,"pitch","9e98bedf-afdc-4f7a-a826-75dde6bcf41a",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.45,1.56,NA,106.73,164.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Jake Marisnick walks. Nick Maton to 3rd. Akil Baddoo to 2nd.",0,2,1,62,"top",9,"2023-06-09T00:27:23.368Z","2023-06-09T00:30:52.068Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,545350,"Jake Marisnick","/api/v1/people/545350","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.8,91,5,0.91,0.3798,7.3868,29.8741,-13.1895,-7.2449,8.9936,0.2694,2.7652,10.5433,-143.6041,-3.171,-2.49,50.0069,4.692,-15.3008,43.2,3.6,24,2567,221,NA,NA,NA,NA,NA,NA,FALSE,-12,15.8,11.3,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",5,"2023-06-09T00:26:56.986Z","2023-06-09T00:27:02.001Z",TRUE,"pitch","f0f6fab1-7438-4d16-a691-2878debd0ae3",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.1404,1.4739,NA,90.43,205.21,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Akil Baddoo walks. Nick Maton to 2nd.",0,2,1,61,"top",9,"2023-06-09T00:25:04.311Z","2023-06-09T00:27:02.001Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.1,80.8,14,0.9,0.4315,7.5341,25.086,-41.639,5.0821,-5.7899,0.697,1.2433,6.9124,-126.7814,-0.5257,-2.7218,50.006,4.7669,8.3017,13.2,10.8,24,2705,58,NA,NA,NA,NA,NA,NA,FALSE,-46.3,-10.4,-10.7,NA,NA,NA,NA,NA,NA,FALSE,TRUE,668731,"Akil Baddoo","/api/v1/people/668731",NA,NA,NA,665155,"Nick Maton","/api/v1/people/665155",NA,NA,NA,NA
717862,"2023-06-08",4,"2023-06-09T00:26:26.896Z","2023-06-09T00:26:31.008Z",TRUE,"pitch","a70bda40-d648-48cf-b164-d50c9370eca8",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.26,1.57,NA,137.84,161.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Akil Baddoo walks. Nick Maton to 2nd.",0,2,1,61,"top",9,"2023-06-09T00:25:04.311Z","2023-06-09T00:27:02.001Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.9,1,0.91,0.3875,7.6454,30.5012,-16.5023,-7.184,7.7326,-0.5466,2.844,8.5806,-141.0781,-2.0388,-2.6865,50.0014,4.6334,-14.5577,37.2,4.8,24,2409,224,NA,NA,NA,NA,NA,NA,FALSE,-15.1,13.8,11.4,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",3,"2023-06-09T00:26:08.820Z","2023-06-09T00:26:13.832Z",TRUE,"pitch","7de9fbb8-c130-4fdb-ac2d-b73b9ce36c07",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.1164,1.4739,NA,144.44,167.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Akil Baddoo walks. Nick Maton to 2nd.",0,2,1,61,"top",9,"2023-06-09T00:25:04.311Z","2023-06-09T00:27:02.001Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89,1,0.91,0.3848,7.5031,34.8454,-13.9121,-7.6158,8.9115,-0.72,2.6458,8.1996,-142.7118,-3.0814,-2.65,50.0032,4.6237,-15.6077,43.2,3.6,24,2453,220,NA,NA,NA,NA,NA,NA,FALSE,-13,15.6,12,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",2,"2023-06-09T00:25:50.524Z","2023-06-09T00:25:54.897Z",TRUE,"pitch","b25b6eed-dc92-4852-b4d4-8d6c68c52021",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.2363,1.4979,NA,165.77,145.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Akil Baddoo walks. Nick Maton to 2nd.",0,2,1,61,"top",9,"2023-06-09T00:25:04.311Z","2023-06-09T00:27:02.001Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,87.9,11,0.91,0.3889,7.5466,35.1798,-16.4259,-7.2391,7.8574,-1.2794,3.4392,6.8056,-141.379,-0.8606,-2.7888,50.0041,4.8117,-14.5123,37.2,4.8,24,2405,222,NA,NA,NA,NA,NA,NA,FALSE,-15,14.2,11.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",1,"2023-06-09T00:25:29.498Z","2023-06-09T00:25:33.387Z",TRUE,"pitch","799d59c5-8f71-4b96-b319-1bf21839a149",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2123,1.4979,NA,107.7,136.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Akil Baddoo walks. Nick Maton to 2nd.",0,2,1,61,"top",9,"2023-06-09T00:25:04.311Z","2023-06-09T00:27:02.001Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,87.1,12,0.91,0.3926,6.5825,34.0929,-13.9683,-7.1649,9.2552,0.2441,3.7881,10.0819,-139.9679,-0.2549,-2.488,50.0043,4.8018,-14.0975,39.6,3.6,24,2386,224,NA,NA,NA,NA,NA,NA,FALSE,-12.8,16.9,10.7,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",0,"2023-06-09T00:25:11.581Z","2023-06-09T00:25:16.926Z",TRUE,"pitch","68f1ed1e-922b-46d1-a28e-c63f51543321",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1404,1.522,NA,119.69,116.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Akil Baddoo walks. Nick Maton to 2nd.",0,2,1,61,"top",9,"2023-06-09T00:25:04.311Z","2023-06-09T00:27:02.001Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,88.6,11,0.91,0.3866,7.3778,33.6396,-14.238,-7.699,8.8291,-0.0706,4.5349,9.8841,-141.9037,1.4462,-2.6049,50.0033,4.9278,-15.6427,43.2,3.6,24,2379,221,NA,NA,NA,NA,NA,NA,FALSE,-12.4,16.4,11.9,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",0,"2023-06-09T00:24:30.774Z","2023-06-09T00:24:42.620Z",TRUE,"pitch","ca36f40e-3054-4911-8db7-5029b3d0b38c",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.24,1.46,NA,124.19,180.75,"fly_ball","medium","7",41.69,97.09,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Eric Haase flies out to left fielder Kyle Schwarber.",0,2,1,60,"top",9,"2023-06-09T00:24:24.625Z","2023-06-09T00:24:42.620Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,606992,"Eric Haase","/api/v1/people/606992","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,89.5,5,0.91,0.3849,7.528,31.9513,-12.3176,-8.0276,9.6759,-0.1887,2.1492,9.7253,-142.1995,-4.8878,-2.6067,50.0041,4.6689,-16.4769,46.8,3.6,24,2499,223,89.1,34,327,NA,NA,NA,TRUE,-11.9,16.7,12.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,665155,"Nick Maton","/api/v1/people/665155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",7,"2023-06-09T00:23:43.172Z","2023-06-09T00:23:56.185Z",TRUE,"pitch","9670a742-630f-4451-82c5-ed372bab5412",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,1,NA,NA,3.17,1.5,NA,128.84,177.54,"ground_ball","medium","9",184.29,121.67,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Nick Maton singles on a ground ball to right fielder Nick Castellanos. Javier Baez scores.",1,2,1,59,"top",9,"2023-06-09T00:21:00.690Z","2023-06-09T00:23:56.185Z",TRUE,TRUE,FALSE,FALSE,60,1,2,1,665155,"Nick Maton","/api/v1/people/665155","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.4,82,4,0.9,0.4241,6.3664,24.7828,-42.972,4.9131,-6.3816,-0.3107,2.2683,4.1654,-128.7778,1.2432,-2.5829,50.0013,5.0835,8.3149,12,10.8,24,2774,51,100.4,8,128,NA,NA,NA,FALSE,-45.8,-11.2,-9.7,NA,NA,NA,NA,NA,NA,FALSE,TRUE,665155,"Nick Maton","/api/v1/people/665155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",4,"2023-06-09T00:22:27.460Z","2023-06-09T00:22:32.345Z",TRUE,"pitch","13b544fb-53a4-4a87-bcb5-9aa20b3c17fc",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.17,1.5,NA,130.61,155.01,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"59","atBat","Single","single","Nick Maton singles on a ground ball to right fielder Nick Castellanos. Javier Baez scores.",1,2,1,59,"top",9,"2023-06-09T00:21:00.690Z","2023-06-09T00:23:56.185Z",TRUE,TRUE,FALSE,FALSE,60,1,2,1,665155,"Nick Maton","/api/v1/people/665155","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.9,90.4,1,0.91,0.3807,7.5608,32.6165,-15.0202,-7.2489,8.1767,-0.3572,3.1025,9.305,-143.753,-2.0806,-2.6907,50.002,4.7657,-15.2066,40.8,3.6,24,2510,225,NA,NA,NA,NA,NA,NA,FALSE,-13.4,14.5,11.3,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",3,"2023-06-09T00:22:05.787Z","2023-06-09T00:22:09.898Z",TRUE,"pitch","106366a5-65e9-48a8-a358-98dc61f78387",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.1223,1.5,NA,198.24,132.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Nick Maton singles on a ground ball to right fielder Nick Castellanos. Javier Baez scores.",1,2,1,59,"top",9,"2023-06-09T00:21:00.690Z","2023-06-09T00:23:56.185Z",TRUE,TRUE,FALSE,FALSE,60,1,2,1,665155,"Nick Maton","/api/v1/people/665155","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,89.9,11,0.91,0.3816,7.3769,33.6971,-13.7236,-7.6558,8.8492,-2.1312,3.9403,5.1384,-143.6007,0.0386,-2.9504,50.0069,4.7814,-15.9698,46.8,3.6,24,2513,225,NA,NA,NA,NA,NA,NA,FALSE,-11.9,16.2,12.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",1,"2023-06-09T00:21:30.276Z","2023-06-09T00:21:35.441Z",TRUE,"pitch","7c0aad00-4aa6-4332-a31b-4ab9acdc086a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.0983,1.452,NA,121.94,194.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Nick Maton singles on a ground ball to right fielder Nick Castellanos. Javier Baez scores.",1,2,1,59,"top",9,"2023-06-09T00:21:00.690Z","2023-06-09T00:23:56.185Z",TRUE,TRUE,FALSE,FALSE,60,1,2,1,665155,"Nick Maton","/api/v1/people/665155","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.4,79.8,8,0.9,0.4331,6.2755,29.1673,-44.3125,5.8174,-7.5236,-0.1296,1.6346,4.3876,-127.0902,0.4912,-2.6417,50,4.9954,9.3903,13.2,12,24,2829,55,NA,NA,NA,NA,NA,NA,FALSE,-49.3,-13.2,-11.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717862,"2023-06-08",0,"2023-06-09T00:21:10.027Z","2023-06-09T00:21:13.916Z",TRUE,"pitch","e6f2d658-61c0-46d3-970a-f4a3bed77c5c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0503,1.5,NA,138,189.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Nick Maton singles on a ground ball to right fielder Nick Castellanos. Javier Baez scores.",1,2,1,59,"top",9,"2023-06-09T00:21:00.690Z","2023-06-09T00:23:56.185Z",TRUE,TRUE,FALSE,FALSE,60,1,2,1,665155,"Nick Maton","/api/v1/people/665155","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Philadelphia Phillies",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.7,80.2,7,0.9,0.4306,7.5298,28.6088,-43.3343,5.3032,-6.8253,-0.5508,1.8248,4.1356,-127.657,0.7182,-2.8863,50.0032,4.977,8.6698,12,10.8,24,2735,60,NA,NA,NA,NA,NA,NA,FALSE,-47.6,-11.9,-10.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
