"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745576,"2024-05-22",0,"2024-05-23T01:29:27.618Z","2024-05-23T01:29:35.721Z",TRUE,"pitch","7c7c2dba-2e14-4f64-a15d-033562eea7d8",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.49,1.52,NA,112.23,189.18,"ground_ball","medium","3",154.7,164.93,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Corey Seager grounds out, first baseman Bryce Harper to pitcher José Ruiz.",0,4,11,77,"top",9,"2024-05-23T01:29:15.070Z","2024-05-23T01:29:35.721Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,608369,"Corey Seager","/api/v1/people/608369","L","Left",614179,"José Ruiz","/api/v1/people/614179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.3,85.1,8,2,0.4072,6.0432,27.6632,-18.452,-2.2791,7.4787,0.1252,1.8372,4.594,-134.2439,-7.9594,-1.3082,50.0003,6.1418,-4.1807,9.6,4.8,24,2394,202,77.2,-3,24,NA,NA,NA,TRUE,-19.9,12.1,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745576,"2024-05-22",0,"2024-05-23T01:28:57.406Z","2024-05-23T01:29:06.289Z",TRUE,"pitch","28df7c31-9481-44be-bcce-c0a215a80aa1",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.29,1.62,NA,125.7,167.79,"fly_ball","medium","9",177.52,126.73,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Marcus Semien flies out to right fielder Nick Castellanos.",0,4,11,76,"top",9,"2024-05-23T01:28:43.325Z","2024-05-23T01:29:06.289Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",614179,"José Ruiz","/api/v1/people/614179","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,88.7,5,2,0.3864,6.1693,35.3982,-8.8186,-6.073,11.4984,-0.2284,2.6292,4.4434,-142.2548,-8.3585,-1.0288,50.0002,6.18,-12.3319,45.6,3.6,24,2449,207,84.6,53,223,NA,NA,NA,TRUE,-9.7,19.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745576,"2024-05-22",6,"2024-05-23T01:28:26.307Z","2024-05-23T01:28:33.414Z",TRUE,"pitch","18a40d32-fccb-42ef-9b83-2e55874e94bb",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.58,1.71,NA,87.07,181.52,"line_drive","medium","8",121.31,75.43,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Leody Taveras lines out to center fielder Johan Rojas.",0,4,11,75,"top",9,"2024-05-23T01:27:11.596Z","2024-05-23T01:28:33.414Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,665750,"Leody Taveras","/api/v1/people/665750","L","Left",614179,"José Ruiz","/api/v1/people/614179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,87.7,9,2,0.3917,6.1978,33.9824,-8.4833,-4.6554,11.9853,0.7851,2.1206,6.7813,-140.235,-9.4748,-1.0681,50.0032,6.1111,-9.2025,34.8,2.4,24,2450,206,91.1,22,309,NA,NA,NA,TRUE,-10,19.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745576,"2024-05-22",5,"2024-05-23T01:28:11.086Z","2024-05-23T01:28:14.508Z",TRUE,"pitch","e37ad1ba-5224-496c-8b95-767a5258f23f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.6858,1.7434,NA,98.35,213.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Leody Taveras lines out to center fielder Johan Rojas.",0,4,11,75,"top",9,"2024-05-23T01:27:11.596Z","2024-05-23T01:28:33.414Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,665750,"Leody Taveras","/api/v1/people/665750","L","Left",614179,"José Ruiz","/api/v1/people/614179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.1,14,2,0.3861,6.2756,34.8324,-6.9003,-5.5275,12.4188,0.4894,0.9354,6.266,-142.2597,-12.9563,-1.0312,50.0021,6.0027,-11.2479,44.4,2.4,24,2459,204,NA,NA,NA,NA,NA,NA,FALSE,-9,19.8,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745576,"2024-05-22",3,"2024-05-23T01:27:43.683Z","2024-05-23T01:27:46.868Z",TRUE,"pitch","20bbd21c-7d5a-4f83-8431-8f9b97563431",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.7111,1.7103,NA,137.48,190.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Leody Taveras lines out to center fielder Johan Rojas.",0,4,11,75,"top",9,"2024-05-23T01:27:11.596Z","2024-05-23T01:28:33.414Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,665750,"Leody Taveras","/api/v1/people/665750","L","Left",614179,"José Ruiz","/api/v1/people/614179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",86.8,80,7,2,0.4335,5.9965,26.0209,-34.4217,0.8712,-1.3863,-0.5372,1.781,1.951,-126.403,-4.1855,-1.4326,50.0048,6.2251,1.4087,2.4,8.4,24,2258,36,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-3.2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745576,"2024-05-22",2,"2024-05-23T01:27:27.907Z","2024-05-23T01:27:30.943Z",TRUE,"pitch","bfebeefd-e230-40cb-85b1-9ae1a4738228",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.6858,1.7103,NA,79.26,205.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Leody Taveras lines out to center fielder Johan Rojas.",0,4,11,75,"top",9,"2024-05-23T01:27:11.596Z","2024-05-23T01:28:33.414Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,665750,"Leody Taveras","/api/v1/people/665750","L","Left",614179,"José Ruiz","/api/v1/people/614179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.4,84,14,2,0.4125,6.1923,28.0834,-17.5983,-1.4065,8.161,0.9901,1.2326,6.2429,-132.7269,-9.4527,-1.2086,50.0063,6.119,-2.5139,3.6,4.8,24,2441,197,NA,NA,NA,NA,NA,NA,FALSE,-19.9,13,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745576,"2024-05-22",1,"2024-05-23T01:27:13.921Z","2024-05-23T01:27:17.640Z",TRUE,"pitch","6c23575c-cfa6-4f4d-94b2-d98f98cbdf50",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.58,1.71,NA,94.96,195.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Leody Taveras lines out to center fielder Johan Rojas.",0,4,11,75,"top",9,"2024-05-23T01:27:11.596Z","2024-05-23T01:28:33.414Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,665750,"Leody Taveras","/api/v1/people/665750","L","Left",614179,"José Ruiz","/api/v1/people/614179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",86.7,79.3,14,2,0.436,6.0951,27.9766,-34.0564,-0.292,-1.183,0.5783,1.5852,4.8208,-126.0933,-4.6748,-1.3283,50.0013,6.2412,-0.4662,1.2,8.4,24,2247,40,NA,NA,NA,NA,NA,NA,FALSE,-39.7,-3,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745576,"2024-05-22",0,"2024-05-23T01:25:57.453Z","2024-05-23T01:27:13.921Z",FALSE,"action",NA,NA,"Pitching Change: José Ruiz replaces Orion Kerkering.","Pitching Substitution",4,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,614179,"/api/v1/people/614179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"75","atBat","Lineout","field_out","Leody Taveras lines out to center fielder Johan Rojas.",0,4,11,75,"top",9,"2024-05-23T01:27:11.596Z","2024-05-23T01:28:33.414Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,665750,"Leody Taveras","/api/v1/people/665750","L","Left",614179,"José Ruiz","/api/v1/people/614179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745576,"2024-05-22",4,"2024-05-23T01:27:58.869Z","2024-05-23T01:28:11.086Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,0,665750,"/api/v1/people/665750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Leody Taveras lines out to center fielder Johan Rojas.",0,4,11,75,"top",9,"2024-05-23T01:27:11.596Z","2024-05-23T01:28:33.414Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,665750,"Leody Taveras","/api/v1/people/665750","L","Left",614179,"José Ruiz","/api/v1/people/614179","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745576,"2024-05-22",0,"2024-05-23T01:24:37.713Z","2024-05-23T01:24:45.352Z",TRUE,"pitch","92eefa3d-f4a2-446a-9911-7fb62fd5e332",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.64,1.64,NA,125.16,180.28,"ground_ball","medium","4",145.55,149.66,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Alec Bohm grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",0,4,11,74,"bottom",8,"2024-05-23T01:24:21.801Z","2024-05-23T01:24:45.352Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Texas Rangers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.7,84.5,8,0.91,0.4072,6.3631,30.2382,-33.0847,-10.9602,-0.4949,-0.2142,2.1668,8.96,-134.6823,-0.131,-2.1661,50.005,4.563,-20.0651,28.8,8.4,24,2263,252,100.2,5,104,NA,NA,NA,TRUE,-32.8,-0.7,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
