"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746723,"2024-04-22",3,"2024-04-23T00:43:39.977Z","2024-04-23T00:43:46.902Z",TRUE,"pitch","d637b1d7-062c-4e4e-a187-e468ce0c9b6b",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.31,1.56,NA,89.44,210.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Spencer Steer strikes out swinging.",0,7,0,67,"bottom",9,"2024-04-23T00:42:43.832Z","2024-04-23T00:43:46.902Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.4,83.7,14,0.91,0.4159,6.6372,25.094,-22.7487,-10.0752,5.3534,0.7231,1.0448,10.4404,-131.1755,-8.2171,-1.9803,50.0019,5.8862,-17.7367,33.6,7.2,24,1761,231,NA,NA,NA,NA,NA,NA,TRUE,-25.2,8.2,16.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746723,"2024-04-22",2,"2024-04-23T00:43:23.152Z","2024-04-23T00:43:28.578Z",TRUE,"pitch","05d23db0-ec41-462c-bec3-5a7454095ed5",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.251,1.5579,NA,95.53,171.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Spencer Steer strikes out swinging.",0,7,0,67,"bottom",9,"2024-04-23T00:42:43.832Z","2024-04-23T00:43:46.902Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.3,6,0.91,0.3908,6.6083,31.0156,-10.0186,-8.2155,11.1288,0.5633,2.4981,10.3304,-140.0585,-7.8843,-2.1018,50.0033,6.0012,-16.3569,50.4,3.6,24,2594,216,NA,NA,NA,NA,NA,NA,FALSE,-10.8,18.7,12.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746723,"2024-04-22",1,"2024-04-23T00:43:06.542Z","2024-04-23T00:43:10.727Z",TRUE,"pitch","061d39d2-b282-4990-9174-41a3a0c86664",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.219,1.5029,NA,85.57,172.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Spencer Steer strikes out swinging.",0,7,0,67,"bottom",9,"2024-04-23T00:42:43.832Z","2024-04-23T00:43:46.902Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.1,6,0.91,0.3904,6.7704,33.0099,-9.7989,-8.658,11.2345,0.8245,2.4632,11.5114,-140.5068,-7.8661,-2.2082,50.0031,5.9426,-17.2445,51.6,3.6,24,2539,218,NA,NA,NA,NA,NA,NA,FALSE,-10.7,18.7,13.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746723,"2024-04-22",0,"2024-04-23T00:42:48.978Z","2024-04-23T00:42:54.729Z",TRUE,"pitch","3cdfb67f-259e-4a0c-ab4e-05f1bfdf6a36",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2177,1.5854,NA,72.37,165.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Spencer Steer strikes out swinging.",0,7,0,67,"bottom",9,"2024-04-23T00:42:43.832Z","2024-04-23T00:43:46.902Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,87.9,12,0.91,0.3912,6.6089,33.0494,-11.1533,-7.9609,10.5969,1.1709,2.723,12.2036,-140.2658,-6.7457,-2.2109,50.0029,5.8937,-15.7929,45.6,3.6,24,2605,221,NA,NA,NA,NA,NA,NA,FALSE,-11.8,17.8,11.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746723,"2024-04-22",1,"2024-04-23T00:42:13.085Z","2024-04-23T00:42:20.582Z",TRUE,"pitch","7bb0ba8e-2b2d-4093-b467-4f44cd8318da",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.32,1.54,NA,121.71,180.63,"line_drive","medium","8",123.4,83.96,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Stuart Fairchild lines out to center fielder Johan Rojas.",0,7,0,66,"bottom",9,"2024-04-23T00:41:56.235Z","2024-04-23T00:42:20.582Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.2,5,0.91,0.3941,6.6284,32.88,-10.0331,-8.6052,11.3327,-0.1235,2.1535,8.6136,-139.2752,-8.5584,-2.1465,50.0027,5.9399,-16.813,50.4,3.6,24,2544,218,96.3,14,289,NA,NA,NA,TRUE,-11.3,18.7,13.7,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746723,"2024-04-22",0,"2024-04-23T00:41:57.801Z","2024-04-23T00:42:02.571Z",TRUE,"pitch","f50c30c2-6e1c-4305-a923-f1b777a61f3d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3022,1.5292,NA,138.78,145.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Stuart Fairchild lines out to center fielder Johan Rojas.",0,7,0,66,"bottom",9,"2024-04-23T00:41:56.235Z","2024-04-23T00:42:20.582Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80,11,0.89,0.434,6.4671,23.435,-32.7929,2.2749,-0.3833,-0.5714,3.4689,4.044,-125.7879,-0.2362,-2.49,50.0026,6.2033,3.6764,7.2,8.4,24,2765,66,NA,NA,NA,NA,NA,NA,FALSE,-36.8,-0.5,-4.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746723,"2024-04-22",6,"2024-04-23T00:41:31.518Z","2024-04-23T00:41:35.481Z",TRUE,"pitch","779ea3a3-8505-4fcf-8192-485a2efaa784",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,3.36,1.49,NA,108.88,164.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Bubba Thompson strikes out swinging.",0,7,0,65,"bottom",9,"2024-04-23T00:40:00.405Z","2024-04-23T00:41:35.481Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,669352,"Bubba Thompson","/api/v1/people/669352","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.2,5,0.9,0.3908,6.7509,30.7141,-11.1658,-7.2526,10.555,0.2129,2.7433,9.539,-139.9834,-6.7608,-2.2919,50.0058,5.9162,-14.4399,44.4,3.6,24,2564,219,NA,NA,NA,NA,NA,NA,TRUE,-11.6,17.9,11.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746723,"2024-04-22",5,"2024-04-23T00:41:14.562Z","2024-04-23T00:41:18.969Z",TRUE,"pitch","c54fb0c6-56c3-4ae6-9ce8-254517dc16e2",5,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,2,0,NA,NA,3.36,1.49,NA,108.3,165.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Bubba Thompson strikes out swinging.",0,7,0,65,"bottom",9,"2024-04-23T00:40:00.405Z","2024-04-23T00:41:35.481Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,669352,"Bubba Thompson","/api/v1/people/669352","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.3,5,0.9,0.3946,6.6215,30.9486,-10.6321,-7.647,11.038,0.2284,2.7153,9.7668,-138.7965,-6.9546,-2.342,50.006,5.9609,-14.9292,46.8,3.6,24,2566,215,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.7,11.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746723,"2024-04-22",4,"2024-04-23T00:40:56.487Z","2024-04-23T00:41:01.748Z",TRUE,"pitch","21863641-dd99-44d2-a4f8-c068c8e41fef",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.3844,1.4422,NA,111.96,133.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Bubba Thompson strikes out swinging.",0,7,0,65,"bottom",9,"2024-04-23T00:40:00.405Z","2024-04-23T00:41:35.481Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,669352,"Bubba Thompson","/api/v1/people/669352","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88,12,0.9,0.3914,6.6363,30.6375,-12.285,-6.9454,10.0205,0.1322,3.9092,9.1677,-139.7886,-3.7277,-2.283,50.0032,6.0629,-13.7868,42,3.6,24,2700,215,NA,NA,NA,NA,NA,NA,FALSE,-12,17.5,10.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746723,"2024-04-22",3,"2024-04-23T00:40:34.612Z","2024-04-23T00:40:39.891Z",TRUE,"pitch","f818deaa-7eb9-4aa0-a75b-98f2e9fd430c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.3826,1.4403,NA,49.32,233.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Bubba Thompson strikes out swinging.",0,7,0,65,"bottom",9,"2024-04-23T00:40:00.405Z","2024-04-23T00:41:35.481Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,669352,"Bubba Thompson","/api/v1/people/669352","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79.1,14,0.9,0.4402,6.5614,28.2083,-32.1127,3.7388,0.0417,1.7755,0.1885,9.1816,-125.0237,-7.4438,-2.4493,50.0046,5.8846,5.8431,13.2,8.4,24,2820,33,NA,NA,NA,NA,NA,NA,FALSE,-39.1,-1.7,-9.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
