"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717671,"2023-06-21",0,"2023-06-21T19:16:45.253Z","2023-06-21T19:16:53.159Z",TRUE,"pitch","5b1d5549-1dac-4be0-91a1-477fa1d26e3d",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.12,1.52,NA,90.18,162.86,"ground_ball","medium","3",150.69,165.89,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Tucupita Marcano grounds out to first baseman Cody Bellinger.",0,8,3,77,"bottom",9,"2023-06-21T19:16:25.325Z","2023-06-21T19:16:53.159Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.7,3,0.9,0.3948,6.8954,28.0992,-15.5145,-1.6091,8.5276,0.7037,2.8118,8.3243,-138.2354,-5.7417,-2.1253,50.0024,5.9411,-3.1445,4.8,3.6,24,2539,193,96.9,7,118,NA,NA,NA,TRUE,-15.6,14.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717671,"2023-06-21",4,"2023-06-21T19:16:16.168Z","2023-06-21T19:16:20.076Z",TRUE,"pitch","df1869cc-35d4-4dc7-baba-8c66c2c7aae2",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.4,1.59,NA,123.2,207.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Rodolfo Castro strikes out swinging.",0,8,3,76,"bottom",9,"2023-06-21T19:14:47.574Z","2023-06-21T19:16:20.076Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666801,"Rodolfo Castro","/api/v1/people/666801","L","Left",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.7,78,13,0.83,0.4483,6.5879,22.9979,-38.3619,5.2631,-4.0873,-0.1625,1.1461,3.8994,-121.9612,-3.5926,-2.4635,50.0036,5.9319,7.964,12,10.8,24,2802,59,NA,NA,NA,NA,NA,NA,TRUE,-46.8,-8,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717671,"2023-06-21",3,"2023-06-21T19:15:54.842Z","2023-06-21T19:16:00.801Z",TRUE,"pitch","4c7d5317-ade3-4092-8c82-85cfc42b7e66",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.4,1.59,NA,96.54,157.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Rodolfo Castro strikes out swinging.",0,8,3,76,"bottom",9,"2023-06-21T19:14:47.574Z","2023-06-21T19:16:20.076Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666801,"Rodolfo Castro","/api/v1/people/666801","L","Left",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,86,3,0.89,0.4038,7.1251,25.7185,-18.0794,-1.0317,7.541,0.5368,3.0189,7.8067,-134.9729,-4.3673,-2.2428,50.0061,5.9083,-1.9302,1.2,3.6,24,2381,199,NA,NA,NA,NA,NA,NA,FALSE,-18.5,13.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717671,"2023-06-21",2,"2023-06-21T19:15:33.014Z","2023-06-21T19:15:36.429Z",TRUE,"pitch","24edc807-44de-417f-8be9-cf2c4defcfc1",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.4,1.59,NA,115.2,148.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Rodolfo Castro strikes out swinging.",0,8,3,76,"bottom",9,"2023-06-21T19:14:47.574Z","2023-06-21T19:16:20.076Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666801,"Rodolfo Castro","/api/v1/people/666801","L","Left",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.7,2,0.89,0.4009,6.8552,32.0473,-14.0942,1.3388,9.5794,0.0471,3.3325,5.9496,-136.9596,-4.4464,-2.3331,50.0047,5.9505,2.5273,14.4,3.6,24,2505,191,NA,NA,NA,NA,NA,NA,FALSE,-14.5,16.6,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717671,"2023-06-21",1,"2023-06-21T19:15:16.374Z","2023-06-21T19:15:20.862Z",TRUE,"pitch","7b450144-a695-414a-9c80-7309301bef2c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4097,1.5938,NA,99.77,192.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Rodolfo Castro strikes out swinging.",0,8,3,76,"bottom",9,"2023-06-21T19:14:47.574Z","2023-06-21T19:16:20.076Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666801,"Rodolfo Castro","/api/v1/people/666801","L","Left",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.4,76.5,14,0.9,0.4531,6.4338,26.074,-34.6025,7.1166,-1.6458,0.9028,2.0382,6.107,-121.3694,-2.1411,-2.5802,50.0034,5.9758,10.504,18,9.6,24,2813,61,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-3.2,-14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717671,"2023-06-21",0,"2023-06-21T19:15:00.686Z","2023-06-21T19:15:05.342Z",TRUE,"pitch","6b4e58b3-cdde-4e5a-9df5-923234ad0c64",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4869,1.6982,NA,110.3,80.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Rodolfo Castro strikes out swinging.",0,8,3,76,"bottom",9,"2023-06-21T19:14:47.574Z","2023-06-21T19:16:20.076Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666801,"Rodolfo Castro","/api/v1/people/666801","L","Left",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.6,12,0.9,0.3948,7.0926,28.9871,-15.1023,-2.2406,8.7459,0.8676,2.9378,9.1723,-138.3886,-5.5698,-2.1893,50.0049,5.9772,-4.3751,8.4,3.6,24,2543,201,NA,NA,NA,NA,NA,NA,FALSE,-15.1,14.9,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717671,"2023-06-21",2,"2023-06-21T19:14:26.511Z","2023-06-21T19:14:34.305Z",TRUE,"pitch","01caad34-cd24-4fd2-8758-eda492435e82",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.45,1.68,NA,112.49,83.56,"line_drive","medium","8",119.74,78.43,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Cal Mitchell lines out to center fielder Mike Tauchman.",0,8,3,75,"bottom",9,"2023-06-21T19:14:10.459Z","2023-06-21T19:14:34.305Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,668751,"Cal Mitchell","/api/v1/people/668751","L","Left",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.4,2,0.91,0.4029,6.8181,30.5885,-16.2415,-1.1982,8.5166,-0.0446,3.1351,6.7816,-136.0869,-4.6105,-2.4159,50.0028,5.9806,-2.2424,2.4,3.6,24,2512,203,103.3,20,361,NA,NA,NA,TRUE,-16.7,14.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717671,"2023-06-21",1,"2023-06-21T19:14:10.459Z","2023-06-21T19:14:13.767Z",TRUE,"pitch","647bae32-7046-4d4b-9fce-3c62bc7a8d9e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5641,1.6982,NA,110.74,77.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Cal Mitchell lines out to center fielder Mike Tauchman.",0,8,3,75,"bottom",9,"2023-06-21T19:14:10.459Z","2023-06-21T19:14:34.305Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,668751,"Cal Mitchell","/api/v1/people/668751","L","Left",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.7,11,0.88,0.4028,6.8203,27.5234,-19.8722,0.2733,6.5589,-0.369,4.3029,5.2463,-135.5911,-1.1475,-2.3584,50.005,6.1081,0.5129,4.8,4.8,24,2382,196,NA,NA,NA,NA,NA,NA,FALSE,-19.4,11.9,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717671,"2023-06-21",0,"2023-06-21T19:13:36.112Z","2023-06-21T19:14:10.459Z",FALSE,"action",NA,NA,"Pitching Change: Michael Fulmer replaces Julian Merryweather.","Pitching Substitution",8,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,605242,"/api/v1/people/605242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"75","atBat","Lineout","field_out","Cal Mitchell lines out to center fielder Mike Tauchman.",0,8,3,75,"bottom",9,"2023-06-21T19:14:10.459Z","2023-06-21T19:14:34.305Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,668751,"Cal Mitchell","/api/v1/people/668751","L","Left",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717671,"2023-06-21",4,"2023-06-21T19:11:15.921Z","2023-06-21T19:11:27.124Z",TRUE,"pitch","72221193-9bc1-4d8a-b7a7-44b639f5bd80",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,2,NA,NA,3.43,1.64,NA,113.78,162.83,"fly_ball","hard","8",123.29,82.69,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Ian Happ flies out sharply to center fielder Jack Suwinski.",0,8,3,74,"top",9,"2023-06-21T19:09:40.115Z","2023-06-21T19:11:27.124Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,664023,"Ian Happ","/api/v1/people/664023","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,87.6,5,0.87,0.3917,6.8,33.5811,-14.6053,-6.0253,8.8843,0.0845,2.8131,7.7627,-140.1845,-5.4984,-1.9461,50.0038,5.7638,-11.9167,32.4,3.6,24,2513,217,100.1,48,292,NA,NA,NA,TRUE,-14.6,15,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
