"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717295,"2023-07-23",7,"2023-07-23T04:05:19.248Z","2023-07-23T04:05:24.238Z",TRUE,"pitch","e166a5bd-d1e3-401d-8607-1b5796b65030",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.34,1.6,NA,92.96,153.87,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mauricio Dubon strikes out swinging.",0,1,4,72,"top",9,"2023-07-23T04:03:34.402Z","2023-07-23T04:05:24.238Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,88.1,3,0.92,0.3926,7.0321,27.4628,-14.9521,-4.8831,8.7132,0.6307,3.1449,6.2105,-138.8486,-4.1857,-0.9877,50.0043,5.6489,-9.6542,27.6,3.6,24,2188,215,NA,NA,NA,NA,NA,NA,TRUE,-14.5,15.2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717295,"2023-07-23",6,"2023-07-23T04:04:55.839Z","2023-07-23T04:04:58.839Z",TRUE,"pitch","015bc986-51eb-4bd7-96a4-79270d3aec5e",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.34,1.6,NA,112.13,156.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mauricio Dubon strikes out swinging.",0,1,4,72,"top",9,"2023-07-23T04:03:34.402Z","2023-07-23T04:05:24.238Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,86.2,2,0.9,0.4007,7.0758,27.4186,-13.8823,-2.6403,9.6441,0.1278,3.0486,4.0701,-136.2268,-4.4649,-1.0365,50.0008,5.6553,-5.007,15.6,3.6,24,2144,209,NA,NA,NA,NA,NA,NA,FALSE,-14.2,16.8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717295,"2023-07-23",5,"2023-07-23T04:04:35.287Z","2023-07-23T04:04:38.287Z",TRUE,"pitch","35893df6-2adf-411e-b410-d6ba21d10a27",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.4199,1.6784,NA,42.9,183.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mauricio Dubon strikes out swinging.",0,1,4,72,"top",9,"2023-07-23T04:03:34.402Z","2023-07-23T04:05:24.238Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,86.2,14,0.91,0.4013,7.2506,28.1733,-13.0124,-3.025,10.1393,1.9439,2.0622,8.6811,-136.1747,-7.0231,-0.8836,50.0027,5.5637,-5.718,15.6,3.6,24,2212,210,NA,NA,NA,NA,NA,NA,FALSE,-13.9,17.2,3.7,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717295,"2023-07-23",4,"2023-07-23T04:04:17.777Z","2023-07-23T04:04:21.331Z",TRUE,"pitch","9947114c-c1bd-4553-82f8-33356ee7e7f4",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.3421,1.6467,NA,89.6,164.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mauricio Dubon strikes out swinging.",0,1,4,72,"top",9,"2023-07-23T04:03:34.402Z","2023-07-23T04:05:24.238Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.4,6,0.88,0.4045,7.1302,27.8961,-14.9805,-2.8265,9.2454,0.7188,2.7475,5.831,-135.1375,-4.7903,-1.0943,50.0066,5.5866,-5.2592,14.4,3.6,24,2220,207,NA,NA,NA,NA,NA,NA,FALSE,-15.6,16,4,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717295,"2023-07-23",3,"2023-07-23T04:04:00.051Z","2023-07-23T04:04:05.207Z",TRUE,"pitch","e28e50bf-f1e9-4be5-aba7-2ba0c4f84317",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2925,1.5516,NA,75.47,204.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mauricio Dubon strikes out swinging.",0,1,4,72,"top",9,"2023-07-23T04:03:34.402Z","2023-07-23T04:05:24.238Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.9,14,0.91,0.4359,7.0291,23.4066,-31.4739,1.0114,0.4394,1.0896,1.2704,5.4598,-125.2596,-4.1831,-1.2427,50.0058,5.513,1.619,4.8,8.4,24,2428,100,NA,NA,NA,NA,NA,NA,FALSE,-36.6,0.1,-3,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717295,"2023-07-23",1,"2023-07-23T04:03:36.705Z","2023-07-23T04:03:40.259Z",TRUE,"pitch","b20597a7-9c55-4226-86e0-70c3c6e51195",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3421,1.6467,NA,81.74,219.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mauricio Dubon strikes out swinging.",0,1,4,72,"top",9,"2023-07-23T04:03:34.402Z","2023-07-23T04:05:24.238Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,80.1,14,0.9,0.4372,6.9362,21.7973,-33.0652,4.0194,-0.5596,0.9249,0.697,4.0128,-124.6159,-5.3052,-1.2203,50.0028,5.5417,6.408,12,8.4,24,2412,90,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-1.9,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717295,"2023-07-23",0,"2023-07-23T04:03:28.372Z","2023-07-23T04:03:36.705Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Mauricio Dubon replaces Grae Kessinger.","Offensive Substitution",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,643289,"/api/v1/people/643289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","101","72","atBat","Strikeout","strikeout","Mauricio Dubon strikes out swinging.",0,1,4,72,"top",9,"2023-07-23T04:03:34.402Z","2023-07-23T04:05:24.238Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,666197,"/api/v1/people/666197",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717295,"2023-07-23",2,"2023-07-23T04:03:50.666Z","2023-07-23T04:03:55.666Z",FALSE,"stepoff","7e91fe8e-93e3-4bff-a7ed-981c4c332c56",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mauricio Dubon strikes out swinging.",0,1,4,72,"top",9,"2023-07-23T04:03:34.402Z","2023-07-23T04:05:24.238Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717295,"2023-07-23",3,"2023-07-23T04:02:27.880Z","2023-07-23T04:02:42.868Z",TRUE,"pitch","b3c2d8cd-5280-484d-ab83-c5d2ceda8d35",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.22,1.49,NA,148.49,189.37,"fly_ball","medium","7",37.5,84.12,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Yainer Diaz flies out to left fielder Tony Kemp. Corey Julks to 3rd.",0,1,4,71,"top",9,"2023-07-23T04:01:46.780Z","2023-07-23T04:02:42.868Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,77.6,7,0.91,0.4499,6.8167,20.113,-31.8507,1.8938,0.2125,-0.8261,1.83,0.4752,-121.0103,-2.4246,-1.2704,50.002,5.5925,2.8526,4.8,8.4,24,2488,77,94.1,35,358,NA,NA,NA,TRUE,-39,0.1,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,676632,"Bligh Madris","/api/v1/people/676632",NA,NA,NA,667452,"Corey Julks","/api/v1/people/667452",NA,NA,NA,NA
717295,"2023-07-23",2,"2023-07-23T04:02:06.250Z","2023-07-23T04:02:09.646Z",TRUE,"pitch","d458374b-65f0-4b8c-b28a-36b232ce29a7",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.22,1.49,NA,87.14,164.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Yainer Diaz flies out to left fielder Tony Kemp. Corey Julks to 3rd.",0,1,4,71,"top",9,"2023-07-23T04:01:46.780Z","2023-07-23T04:02:42.868Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,79.1,3,0.9,0.4408,6.969,20.8362,-32.4677,2.7853,-0.1861,0.7834,2.7358,4.2325,-123.5056,-0.5448,-1.3037,50.0039,5.6519,4.3725,8.4,8.4,24,2365,86,NA,NA,NA,NA,NA,NA,FALSE,-37.7,-0.2,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,676632,"Bligh Madris","/api/v1/people/676632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
