"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
718131,"2023-05-17",1,"2023-05-18T02:20:27.010Z","2023-05-18T02:20:33.246Z",TRUE,"pitch","a1d61f51-c7c8-4496-b7fa-82b18ce62657",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.32,1.67,NA,162.95,158.79,"line_drive","soft","6",112.19,134.19,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Willy Adames lines out softly to shortstop Paul DeJong.",0,0,3,71,"top",9,"2023-05-18T02:20:01.197Z","2023-05-18T02:20:33.246Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,642715,"Willy Adames","/api/v1/people/642715","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","St. Louis Cardinals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,82.1,11,0.89,0.4243,6.568,22.3823,-32.0469,1.6271,0.0778,-1.2055,2.9625,-2.8833,-128.2745,-1.6495,-0.2867,50.0045,6.0737,2.7571,3.6,7.2,24,2445,149,55.2,34,172,NA,NA,NA,TRUE,-34.7,0,-2.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718131,"2023-05-17",0,"2023-05-18T02:20:07.339Z","2023-05-18T02:20:10.889Z",TRUE,"pitch","db857e52-0c86-4625-ad9a-a2c914d7f351",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5116,1.6725,NA,88.71,126.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Willy Adames lines out softly to shortstop Paul DeJong.",0,0,3,71,"top",9,"2023-05-18T02:20:01.197Z","2023-05-18T02:20:33.246Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,642715,"Willy Adames","/api/v1/people/642715","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.4,93,12,0.9,0.3702,6.6093,33.5957,-10.1712,-1.6118,9.9144,0.7422,4.1577,2.8105,-147.6734,-3.7238,-0.0103,50.0001,6.0284,-3.5765,14.4,2.4,24,2686,188,NA,NA,NA,NA,NA,NA,FALSE,-9,17.4,2.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718131,"2023-05-17",3,"2023-05-18T02:19:35.928Z","2023-05-18T02:19:42.138Z",TRUE,"pitch","47ec19d5-87a8-49cb-b4e3-322ac2fca37b",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.2923,1.5503,NA,90.51,171.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","William Contreras called out on strikes.",0,0,3,70,"top",9,"2023-05-18T02:18:18.276Z","2023-05-18T02:19:42.138Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,661388,"William Contreras","/api/v1/people/661388","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","St. Louis Cardinals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,82.6,6,0.91,0.4197,6.5792,26.1491,-32.1133,1.6064,0.037,0.695,2.4786,1.0445,-130.274,-3.2101,0.0807,50.0036,6.1421,2.7745,4.8,7.2,24,2398,132,NA,NA,NA,NA,NA,NA,TRUE,-34.4,-0.4,-3.1,NA,NA,NA,NA,NA,TRUE,TRUE,680911,"Owen Miller","/api/v1/people/680911",NA,NA,NA,668930,"Brice Turang","/api/v1/people/668930",NA,NA,NA
718131,"2023-05-17",2,"2023-05-18T02:19:15.158Z","2023-05-18T02:19:18.670Z",TRUE,"pitch","6e228f65-4444-4d4f-b621-d471a9c92bf4",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.3898,1.6481,NA,121.35,161.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","William Contreras called out on strikes.",0,0,3,70,"top",9,"2023-05-18T02:18:18.276Z","2023-05-18T02:19:42.138Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,661388,"William Contreras","/api/v1/people/661388","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.5,82.7,2,0.9,0.4188,6.7669,25.398,-28.6128,1.8288,2.0492,-0.1142,2.8621,-0.5921,-130.4106,-2.6987,-0.1228,50.0012,6.0512,3.1745,6,7.2,24,2280,166,NA,NA,NA,NA,NA,NA,FALSE,-30.5,3.4,-3.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718131,"2023-05-17",1,"2023-05-18T02:18:56.180Z","2023-05-18T02:19:00.488Z",TRUE,"pitch","dfa21b79-f659-4713-b9f0-db57cda3e58f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2679,1.5503,NA,174.12,158.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","William Contreras called out on strikes.",0,0,3,70,"top",9,"2023-05-18T02:18:18.276Z","2023-05-18T02:19:42.138Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,661388,"William Contreras","/api/v1/people/661388","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,80.3,11,0.84,0.4309,6.6392,25.0697,-32.2986,2.3849,-0.0771,-1.4986,2.965,-3.7941,-126.935,-1.3879,-0.2969,50.0026,6.0815,3.9067,6,8.4,24,2300,128,NA,NA,NA,NA,NA,NA,FALSE,-36,-0.2,-3.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718131,"2023-05-17",0,"2023-05-18T02:18:37.955Z","2023-05-18T02:18:41.391Z",TRUE,"pitch","2c061a4d-5fd1-402e-b04a-01a19b0139fb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6333,1.7214,NA,137.22,148.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","William Contreras called out on strikes.",0,0,3,70,"top",9,"2023-05-18T02:18:18.276Z","2023-05-18T02:19:42.138Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,661388,"William Contreras","/api/v1/people/661388","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.2,92.1,1,0.9,0.3745,6.5745,32.1244,-9.6903,-0.8107,10.3646,-0.5305,3.3396,-1.205,-145.8713,-6.1663,-0.0078,50.0063,6.0559,-1.7595,10.8,2.4,24,2655,188,NA,NA,NA,NA,NA,NA,FALSE,-9.2,17.9,1.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718131,"2023-05-17",0,"2023-05-18T02:18:00.364Z","2023-05-18T02:18:09.478Z",TRUE,"pitch","1e54cc86-2d95-4986-b218-73b7180b9369",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.06,1.35,NA,119.47,177.91,"ground_ball","hard","7",97.41,142.62,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Owen Miller singles on a sharp ground ball to left fielder Oscar Mercado. Brice Turang to 2nd.",0,0,3,69,"top",9,"2023-05-18T02:18:00.364Z","2023-05-18T02:18:09.478Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,680911,"Owen Miller","/api/v1/people/680911","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","St. Louis Cardinals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,91,5,0.89,0.3803,6.7155,30.2438,-10.9972,-0.2242,10.0579,-0.0649,2.2546,-0.0352,-143.5,-8.554,-0.0234,50.003,5.942,-0.4719,2.4,2.4,24,2651,191,100.2,1,54,NA,NA,NA,FALSE,-11,16.9,0.4,NA,NA,NA,NA,NA,FALSE,TRUE,680911,"Owen Miller","/api/v1/people/680911",NA,NA,NA,668930,"Brice Turang","/api/v1/people/668930",NA,NA,NA
718131,"2023-05-17",5,"2023-05-18T02:17:24.215Z","2023-05-18T02:17:35.164Z",TRUE,"pitch","9aee84b7-9ba5-419b-8cc2-bddbe042899d",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.28,1.54,NA,114.28,185.56,"ground_ball","medium","5",103.45,149.89,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Forceout","force_out","Brice Turang grounds into a force out, third baseman Nolan Arenado to shortstop Paul DeJong. Jesse Winker out at 2nd. Brice Turang to 1st.",0,0,3,68,"top",9,"2023-05-18T02:14:50.142Z","2023-05-18T02:17:35.164Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,668930,"Brice Turang","/api/v1/people/668930","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Men_On",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","St. Louis Cardinals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.1,82.6,8,0.9,0.4178,6.5971,28.5688,-27.9948,1.8235,2.4081,0.0713,1.9711,0.3335,-131.24,-4.6874,-0.2944,50.0064,5.873,3.172,6,7.2,24,2390,151,83.5,-31,4,NA,NA,NA,TRUE,-30.2,3.5,-3.4,NA,NA,NA,NA,NA,TRUE,TRUE,668930,"Brice Turang","/api/v1/people/668930",NA,NA,NA,NA,NA,NA,NA,NA,NA
718131,"2023-05-17",4,"2023-05-18T02:16:48.998Z","2023-05-18T02:16:56.791Z",TRUE,"pitch","678424bd-c900-4415-a004-0696f57c3ad3",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.28,1.54,NA,123.45,175.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Forceout","force_out","Brice Turang grounds into a force out, third baseman Nolan Arenado to shortstop Paul DeJong. Jesse Winker out at 2nd. Brice Turang to 1st.",0,0,3,68,"top",9,"2023-05-18T02:14:50.142Z","2023-05-18T02:17:35.164Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,668930,"Brice Turang","/api/v1/people/668930","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Men_On",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,91.3,5,0.9,0.3773,6.6546,33.5008,-9.7963,-2.1875,10.479,-0.1692,2.3383,0.5117,-145.1035,-8.3826,-0.0634,50.0003,5.8589,-4.6706,21.6,2.4,24,2572,198,NA,NA,NA,NA,NA,NA,FALSE,-10,17.5,3.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718131,"2023-05-17",3,"2023-05-18T02:16:27.113Z","2023-05-18T02:16:32.860Z",TRUE,"pitch","de16ac68-3e16-4d4a-915c-99c7927b5616",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.3654,1.5992,NA,149.48,206.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Forceout","force_out","Brice Turang grounds into a force out, third baseman Nolan Arenado to shortstop Paul DeJong. Jesse Winker out at 2nd. Brice Turang to 1st.",0,0,3,68,"top",9,"2023-05-18T02:14:50.142Z","2023-05-18T02:17:35.164Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,668930,"Brice Turang","/api/v1/people/668930","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Men_On",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90,82.6,13,0.91,0.4188,6.5604,28.8877,-32.2513,3.0537,-0.0436,-0.8522,1.2048,-1.8458,-131.0223,-5.5095,-0.5336,50.0047,5.7586,5.2851,8.4,8.4,24,2562,146,NA,NA,NA,NA,NA,NA,FALSE,-34.9,-1.1,-5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718131,"2023-05-17",2,"2023-05-18T02:16:03.958Z","2023-05-18T02:16:08.512Z",TRUE,"pitch","46eb2f3e-a306-411e-9945-c1d1120f2562",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.28,1.54,NA,120.85,169.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Forceout","force_out","Brice Turang grounds into a force out, third baseman Nolan Arenado to shortstop Paul DeJong. Jesse Winker out at 2nd. Brice Turang to 1st.",0,0,3,68,"top",9,"2023-05-18T02:14:50.142Z","2023-05-18T02:17:35.164Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,668930,"Brice Turang","/api/v1/people/668930","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Men_On",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.6,90.4,5,0.9,0.3792,6.6199,36.1192,-8.4848,-2.403,11.2283,-0.1009,2.5749,1.3931,-144.855,-7.812,-0.2777,50.0052,5.8371,-5.0703,24,2.4,24,2584,203,NA,NA,NA,NA,NA,NA,FALSE,-8.9,18.8,4.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718131,"2023-05-17",1,"2023-05-18T02:15:32.222Z","2023-05-18T02:15:35.695Z",TRUE,"pitch","f3e06914-1b9f-42ee-b74d-86549a54bcf6",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,0,NA,NA,3.2435,1.5014,NA,29.37,213.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Forceout","force_out","Brice Turang grounds into a force out, third baseman Nolan Arenado to shortstop Paul DeJong. Jesse Winker out at 2nd. Brice Turang to 1st.",0,0,3,68,"top",9,"2023-05-18T02:14:50.142Z","2023-05-18T02:17:35.164Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,668930,"Brice Turang","/api/v1/people/668930","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Men_On",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","St. Louis Cardinals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.7,75.3,14,0.91,0.4619,6.5043,24.122,-35.5902,1.2456,-2.4076,2.2988,0.9382,4.9421,-118.8634,-4.0677,0.0257,50.0005,5.9248,1.7699,3.6,10.8,24,2525,31,NA,NA,NA,NA,NA,NA,FALSE,-46.3,-5.2,-3.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
