"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716570,"2023-09-16",0,"2023-09-16T03:37:40.143Z","2023-09-16T03:38:02.533Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Andy Ibanez replaces Zach McKinstry.","Offensive Substitution",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,628451,"/api/v1/people/628451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","58","atBat","Single","single","Andy Ibanez singles on a sharp ground ball to left fielder Jordyn Adams. Tyler Nevin to 3rd. Zack Short to 2nd.",0,4,1,58,"top",8,"2023-09-16T03:37:53.124Z","2023-09-16T03:38:56.758Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,656716,"/api/v1/people/656716",NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",1,"2023-09-16T03:38:02.533Z","2023-09-16T03:38:03.533Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Zack Short replaces Andre Lipcius.","Offensive Substitution",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,670097,"/api/v1/people/670097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","501","58","atBat","Single","single","Andy Ibanez singles on a sharp ground ball to left fielder Jordyn Adams. Tyler Nevin to 3rd. Zack Short to 2nd.",0,4,1,58,"top",8,"2023-09-16T03:37:53.124Z","2023-09-16T03:38:56.758Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,1,686531,"/api/v1/people/686531",NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",5,"2023-09-16T03:36:51.646Z","2023-09-16T03:37:03.886Z",TRUE,"pitch","b308c588-a066-4efb-a949-fb2c4429e1c0",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,0,NA,NA,3.371,1.535,NA,141.66,161.63,"fly_ball","medium","7",112.26,107.48,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Andre Lipcius singles on a fly ball to left fielder Jordyn Adams. Tyler Nevin to 2nd.",0,4,1,57,"top",8,"2023-09-16T03:35:24.344Z","2023-09-16T03:37:03.886Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,686531,"Andre Lipcius","/api/v1/people/686531","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.3,83.5,1,0.9,0.4132,6.5356,28.1326,-19.9325,4.7096,6.8807,-0.6469,2.8575,-10.3177,-132.5147,-3.7233,2.6841,50.0045,5.7356,8.3822,16.8,4.8,24,1905,134,71,42,235,NA,NA,NA,FALSE,-21.1,11.9,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686531,"Andre Lipcius","/api/v1/people/686531",663527,"Tyler Nevin","/api/v1/people/663527",NA,NA,NA
716570,"2023-09-16",4,"2023-09-16T03:36:30.271Z","2023-09-16T03:36:33.722Z",TRUE,"pitch","5125664b-0f93-49d0-9c00-89748a98e5ee",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.371,1.535,NA,116.68,186.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Andre Lipcius singles on a fly ball to left fielder Jordyn Adams. Tyler Nevin to 2nd.",0,4,1,57,"top",8,"2023-09-16T03:35:24.344Z","2023-09-16T03:37:03.886Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,686531,"Andre Lipcius","/api/v1/people/686531","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.6,75.8,8,0.9,0.457,6.5141,23.1887,-32.4154,8.9724,-0.1669,0.0084,1.9461,-9.8918,-119.8665,-1.3831,3.023,50.0032,5.4252,13.0567,19.2,9.6,24,1682,119,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-0.4,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",3,"2023-09-16T03:36:07.632Z","2023-09-16T03:36:11.457Z",TRUE,"pitch","4c1c644a-4e14-4830-ab34-19d90eb0394e",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.371,1.535,NA,129.31,164.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Andre Lipcius singles on a fly ball to left fielder Jordyn Adams. Tyler Nevin to 2nd.",0,4,1,57,"top",8,"2023-09-16T03:35:24.344Z","2023-09-16T03:37:03.886Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,686531,"Andre Lipcius","/api/v1/people/686531","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.8,83,4,0.9,0.4155,6.495,28.0866,-18.9748,5.4664,7.4998,-0.3228,2.7675,-9.3636,-131.8269,-4.0082,2.5652,50.0016,5.7088,9.6194,21.6,4.8,24,1982,138,NA,NA,NA,NA,NA,NA,FALSE,-20.4,12.8,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",2,"2023-09-16T03:35:47.981Z","2023-09-16T03:35:52.488Z",TRUE,"pitch","e3f4afae-f781-4209-b521-8e68f260f999",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.557,1.7428,NA,127.24,207.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Andre Lipcius singles on a fly ball to left fielder Jordyn Adams. Tyler Nevin to 2nd.",0,4,1,57,"top",8,"2023-09-16T03:35:24.344Z","2023-09-16T03:37:03.886Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,686531,"Andre Lipcius","/api/v1/people/686531","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.8,75.3,13,0.86,0.4642,6.7919,20.059,-29.9844,-2.8777,1.548,-0.2686,1.15,-7.0348,-117.5168,-3.2041,3.1249,50.0021,5.286,-4.0666,9.6,8.4,24,2383,289,NA,NA,NA,NA,NA,NA,FALSE,-39.2,2.3,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",1,"2023-09-16T03:35:26.631Z","2023-09-16T03:35:30.174Z",TRUE,"pitch","8b6226e8-9e19-4049-ad47-6c6296718da4",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.371,1.535,NA,119.7,156.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Andre Lipcius singles on a fly ball to left fielder Jordyn Adams. Tyler Nevin to 2nd.",0,4,1,57,"top",8,"2023-09-16T03:35:24.344Z","2023-09-16T03:37:03.886Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,686531,"Andre Lipcius","/api/v1/people/686531","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.4,72.7,2,0.89,0.4751,6.7951,22.4384,-29.6164,-3.4023,1.8993,-0.071,3.0308,-6.2201,-115.4941,1.0212,3.1039,50.0012,5.4414,-4.5731,10.8,9.6,24,2397,276,NA,NA,NA,NA,NA,NA,FALSE,-39.6,4.1,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",0,"2023-09-16T03:35:25.112Z","2023-09-16T03:35:26.631Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Tyler Nevin replaces Miguel Cabrera.","Offensive Substitution",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,663527,"/api/v1/people/663527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","401","57","atBat","Single","single","Andre Lipcius singles on a fly ball to left fielder Jordyn Adams. Tyler Nevin to 2nd.",0,4,1,57,"top",8,"2023-09-16T03:35:24.344Z","2023-09-16T03:37:03.886Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,686531,"Andre Lipcius","/api/v1/people/686531","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,1,408234,"/api/v1/people/408234",NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",6,"2023-09-16T03:34:35.184Z","2023-09-16T03:34:46.919Z",TRUE,"pitch","f086cc26-4125-4084-983f-1390df58457f",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,0,NA,NA,3.58,1.81,NA,83.36,189.68,"ground_ball","medium","5",106.63,171.72,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Miguel Cabrera singles on a ground ball to third baseman Eduardo Escobar.",0,4,1,56,"top",8,"2023-09-16T03:33:32.272Z","2023-09-16T03:34:46.919Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.6,76,14,0.77,0.4559,6.1432,22.6527,-29.7423,8.8446,1.6636,0.8826,1.8185,-8.3492,-120.03,-1.9763,3.2526,50.0036,5.294,12.9407,20.4,8.4,24,1766,113,68.2,-51,1,NA,NA,NA,FALSE,-37.3,2.8,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,408234,"Miguel Cabrera","/api/v1/people/408234",NA,NA,NA,NA,NA,NA
716570,"2023-09-16",4,"2023-09-16T03:34:12.048Z","2023-09-16T03:34:15.749Z",TRUE,"pitch","5df97021-67ab-40b3-b480-9387d10258af",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,0,NA,NA,3.7667,1.8793,NA,93.52,191.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Miguel Cabrera singles on a ground ball to third baseman Eduardo Escobar.",0,4,1,56,"top",8,"2023-09-16T03:33:32.272Z","2023-09-16T03:34:46.919Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,83,14,0.9,0.4151,6.4427,28.6311,-16.4416,5.4994,8.9311,0.6161,1.7388,-8.2144,-132.0349,-6.5119,3.0559,50.0066,5.4512,9.6929,24,4.8,24,2102,130,NA,NA,NA,NA,NA,NA,FALSE,-18.4,14.9,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",3,"2023-09-16T03:33:58.291Z","2023-09-16T03:34:02.374Z",TRUE,"pitch","c506ebe6-876d-4e5d-a245-522cf0b75327",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.6513,1.8804,NA,138.54,196.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Miguel Cabrera singles on a ground ball to third baseman Eduardo Escobar.",0,4,1,56,"top",8,"2023-09-16T03:33:32.272Z","2023-09-16T03:34:46.919Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.7,74.1,13,0.88,0.4677,6.5741,21.9922,-28.7516,9.9571,2.4669,-0.565,1.5755,-10.9802,-117.0745,-2.643,2.891,50.0044,5.4086,13.8309,22.8,9.6,24,1755,114,NA,NA,NA,NA,NA,NA,FALSE,-38.2,4.1,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",2,"2023-09-16T03:33:45.836Z","2023-09-16T03:33:49.357Z",TRUE,"pitch","2ba96a35-c77a-4d73-9a5e-dfb7bc9627f0",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.6513,1.9035,NA,109.28,157.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Miguel Cabrera singles on a ground ball to third baseman Eduardo Escobar.",0,4,1,56,"top",8,"2023-09-16T03:33:32.272Z","2023-09-16T03:34:46.919Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81,74.7,5,0.84,0.4639,6.6784,20.7154,-27.7931,6.2166,3.096,0.2024,3.0277,-8.1936,-117.7134,0.0946,2.9082,50.0017,5.5437,8.7922,14.4,8.4,24,1588,116,NA,NA,NA,NA,NA,NA,FALSE,-35.6,5.9,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",1,"2023-09-16T03:33:34.616Z","2023-09-16T03:33:38.115Z",TRUE,"pitch","f77c3e36-2420-47b0-b975-4c92ce4565f6",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.7441,1.9266,NA,58.24,146.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Miguel Cabrera singles on a ground ball to third baseman Eduardo Escobar.",0,4,1,56,"top",8,"2023-09-16T03:33:32.272Z","2023-09-16T03:34:46.919Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,83,12,0.89,0.4142,6.3636,28.7267,-16.6406,5.0447,8.7736,1.5414,3.4263,-5.3035,-132.3409,-2.67,2.9177,50.003,5.6698,8.9322,24,4.8,24,2032,127,NA,NA,NA,NA,NA,NA,FALSE,-17.6,15.5,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",0,"2023-09-16T03:32:29.747Z","2023-09-16T03:33:34.616Z",FALSE,"action",NA,NA,"Pitching Change: Jhonathan Diaz replaces Jose Marte.","Pitching Substitution",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,646242,"/api/v1/people/646242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"56","atBat","Single","single","Miguel Cabrera singles on a ground ball to third baseman Eduardo Escobar.",0,4,1,56,"top",8,"2023-09-16T03:33:32.272Z","2023-09-16T03:34:46.919Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",5,"2023-09-16T03:34:25.032Z","2023-09-16T03:34:35.184Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,0,408234,"/api/v1/people/408234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Miguel Cabrera singles on a ground ball to third baseman Eduardo Escobar.",0,4,1,56,"top",8,"2023-09-16T03:33:32.272Z","2023-09-16T03:34:46.919Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",646242,"Jhonathan Díaz","/api/v1/people/646242","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716570,"2023-09-16",2,"2023-09-16T03:30:45.950Z","2023-09-16T03:30:54.897Z",TRUE,"pitch","6623c9d3-90ec-40d1-a9e9-147d563ee03c",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,2,NA,NA,3.467,1.589,NA,116.97,172.71,"fly_ball","medium","9",130.49,186.2,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Jordyn Adams flies out to right fielder Kerry Carpenter.",0,4,1,55,"bottom",7,"2023-09-16T03:30:16.616Z","2023-09-16T03:30:54.897Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,677941,"Jordyn Adams","/api/v1/people/677941","R","Right",669373,"Tarik Skubal","/api/v1/people/669373","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87,5,0.87,0.3955,6.3786,31.7064,-12.8882,5.0258,9.9309,8e-04,2.4469,-6.15,-138.6372,-7.4966,1.5974,50.0023,6.0508,9.7596,30,3.6,24,2189,144,90.9,47,281,NA,NA,NA,TRUE,-13.7,16.6,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
