"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746656,"2024-04-13",0,"2024-04-13T19:07:08.602Z","2024-04-13T19:07:15.692Z",TRUE,"pitch","1173c077-d1c7-4e0c-8c1c-5436b437c710",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.11,1.41,NA,117.33,173.03,"ground_ball","medium","4",149.23,156.49,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Brayan Rocchio grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",0,3,2,75,"bottom",9,"2024-04-13T19:06:55.884Z","2024-04-13T19:07:15.692Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,89.7,5,2,0.3872,6.2127,27.958,-20.4436,-7.3813,5.7709,-0.0087,2.4353,4.6803,-140.7572,-6.6369,-0.7226,50.0057,6.12,-15.0114,33.6,4.8,24,2212,220,93.9,-8,18,NA,NA,NA,TRUE,-19.4,9.5,12.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746656,"2024-04-13",7,"2024-04-13T19:06:36.743Z","2024-04-13T19:06:43.447Z",TRUE,"pitch","1c948bc5-0cf1-40eb-ad8b-d3efcb6da389",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,1,NA,NA,3.5329,1.7162,NA,75.69,189.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Estevan Florial called out on strikes.",0,3,2,74,"bottom",9,"2024-04-13T19:04:21.664Z","2024-04-13T19:06:43.447Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664314,"Estevan Florial","/api/v1/people/664314","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,82.8,14,0.9,0.4216,6.173,24.1738,-36.1602,0.3309,-2.3278,1.0838,1.8154,4.2166,-129.3618,-4.5588,-0.6027,50.0016,6.3389,0.5665,2.4,8.4,24,2557,32,NA,NA,NA,NA,NA,NA,TRUE,-39.2,-4.9,-1.4,NA,NA,NA,NA,NA,TRUE,FALSE,657656,"Ramón Laureano","/api/v1/people/657656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746656,"2024-04-13",6,"2024-04-13T19:06:16.792Z","2024-04-13T19:06:22.311Z",TRUE,"pitch","4320b4dc-8c06-4d51-93ea-b119d1c32456",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.4908,1.7327,NA,57.06,207.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Estevan Florial called out on strikes.",0,3,2,74,"bottom",9,"2024-04-13T19:04:21.664Z","2024-04-13T19:06:43.447Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664314,"Estevan Florial","/api/v1/people/664314","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,83.9,14,0.89,0.4207,6.1574,19.7291,-35.6133,1.5188,-1.9929,1.5725,1.1409,4.8195,-128.839,-6.4397,-0.4988,50.001,6.3335,2.6238,4.8,8.4,24,2533,31,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-4.6,-3.6,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746656,"2024-04-13",5,"2024-04-13T19:05:55.681Z","2024-04-13T19:06:02.236Z",TRUE,"pitch","114109e0-a5b7-491a-ad2d-bd15ca353f55",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.4674,1.7555,NA,72.08,187.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Estevan Florial called out on strikes.",0,3,2,74,"bottom",9,"2024-04-13T19:04:21.664Z","2024-04-13T19:06:43.447Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664314,"Estevan Florial","/api/v1/people/664314","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,83.9,14,0.88,0.4178,6.0608,21.5117,-33.8353,1.44,-0.9474,1.1783,1.8927,4.0266,-129.9846,-5.0146,-0.5642,50.0037,6.3509,2.5197,4.8,8.4,24,2525,48,NA,NA,NA,NA,NA,NA,FALSE,-36.1,-2.4,-3.4,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746656,"2024-04-13",3,"2024-04-13T19:05:20.963Z","2024-04-13T19:05:25.470Z",TRUE,"pitch","9bf804bb-c53d-477a-8830-c463fc020a44",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.59,1.73,NA,114.52,193.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Estevan Florial called out on strikes.",0,3,2,74,"bottom",9,"2024-04-13T19:04:21.664Z","2024-04-13T19:06:43.447Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664314,"Estevan Florial","/api/v1/people/664314","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,90,8,0.91,0.3861,6.1871,29.1539,-25.7854,-7.889,3.1265,0.065,1.6672,5.6129,-141.3182,-7.7659,-0.9119,50.0033,6.0819,-16.1183,28.8,6,24,2243,211,NA,NA,NA,NA,NA,NA,FALSE,-24.4,4.4,13.3,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746656,"2024-04-13",2,"2024-04-13T19:04:57.815Z","2024-04-13T19:05:02.008Z",TRUE,"pitch","afcc71b1-a011-4922-b5e8-163dd6d200b7",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,1,NA,NA,3.549,1.7606,NA,99.2,228.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Estevan Florial called out on strikes.",0,3,2,74,"bottom",9,"2024-04-13T19:04:21.664Z","2024-04-13T19:06:43.447Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664314,"Estevan Florial","/api/v1/people/664314","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,91.2,14,0.91,0.3819,6.1568,30.384,-25.391,-7.6828,3.2516,0.4669,0.3673,6.0328,-142.9549,-11.3242,-0.6638,50.0043,5.9491,-16.0354,28.8,6,24,2191,219,NA,NA,NA,NA,NA,NA,FALSE,-24.2,4,12.8,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746656,"2024-04-13",1,"2024-04-13T19:04:38.899Z","2024-04-13T19:04:43.302Z",TRUE,"pitch","cca1093d-0e7b-4d38-b42b-eabdcb75cbe5",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.59,1.73,NA,151.54,158.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Estevan Florial called out on strikes.",0,3,2,74,"bottom",9,"2024-04-13T19:04:21.664Z","2024-04-13T19:06:43.447Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664314,"Estevan Florial","/api/v1/people/664314","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,88,11,0.9,0.3901,6.0748,35.0083,-24.8379,-9.7163,3.6831,-0.906,2.9613,3.3346,-140.9464,-4.6861,-0.8492,50.003,6.2698,-19.3547,36,6,24,2163,218,NA,NA,NA,NA,NA,NA,FALSE,-23.5,5.8,16.8,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746656,"2024-04-13",0,"2024-04-13T19:04:21.664Z","2024-04-13T19:04:26.664Z",FALSE,"stepoff","5f3aa52f-6d41-4415-9abe-3e2f953732cb",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Estevan Florial called out on strikes.",0,3,2,74,"bottom",9,"2024-04-13T19:04:21.664Z","2024-04-13T19:06:43.447Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664314,"Estevan Florial","/api/v1/people/664314","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746656,"2024-04-13",4,"2024-04-13T19:05:42.247Z","2024-04-13T19:05:55.681Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,664314,"/api/v1/people/664314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Estevan Florial called out on strikes.",0,3,2,74,"bottom",9,"2024-04-13T19:04:21.664Z","2024-04-13T19:06:43.447Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664314,"Estevan Florial","/api/v1/people/664314","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746656,"2024-04-13",3,"2024-04-13T19:03:50.273Z","2024-04-13T19:03:57.377Z",TRUE,"pitch","867f7c32-78f3-45be-860c-b02724e17780",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.32,1.52,NA,62.55,203.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Bo Naylor strikes out swinging.",0,3,2,73,"bottom",9,"2024-04-13T19:02:31.079Z","2024-04-13T19:03:57.377Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,666310,"Bo Naylor","/api/v1/people/666310","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.5,83.4,14,0.84,0.4186,6.0358,24.5701,-30.2359,-0.3615,1.1151,1.4284,1.323,5.0515,-130.3072,-6.9918,-0.4794,50.005,6.2927,-0.6299,0,7.2,24,2650,44,NA,NA,NA,NA,NA,NA,TRUE,-33,0.8,-0.4,NA,NA,NA,NA,NA,TRUE,FALSE,657656,"Ramón Laureano","/api/v1/people/657656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
