"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718520,"2023-04-19",2,"2023-04-19T02:57:25.416Z","2023-04-19T02:57:33.077Z",TRUE,"pitch","fb1e5788-ec39-4a9f-9e6f-6e189e6e032b",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.4,1.62,NA,121.6,184.48,"ground_ball","medium","1",128.36,180.64,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Mauricio Dubon grounds out, pitcher Jordan Romano to first baseman Vladimir Guerrero Jr.",0,4,2,72,"bottom",9,"2023-04-19T02:56:38.538Z","2023-04-19T02:57:33.077Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,80.3,8,0.9,0.4314,7.3763,27.1064,-34.5371,1.7092,-1.4471,-0.1208,2.011,4.1394,-127.1681,-3.8512,-1.9945,50.0053,6.2973,2.7869,6,8.4,24,2258,56,103.6,-8,13,NA,NA,NA,TRUE,-39.2,-3.2,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718520,"2023-04-19",1,"2023-04-19T02:57:02.617Z","2023-04-19T02:57:06.197Z",TRUE,"pitch","0221793d-dccb-4de4-b30c-fd13adefc9c7",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.4,1.62,NA,98.57,190.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Mauricio Dubon grounds out, pitcher Jordan Romano to first baseman Vladimir Guerrero Jr.",0,4,2,72,"bottom",9,"2023-04-19T02:56:38.538Z","2023-04-19T02:57:33.077Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,81,9,0.9,0.4267,7.3859,28.9902,-33.3375,1.6011,-0.6969,0.4834,1.8058,6.6467,-128.8011,-4.0172,-2.3482,50.0046,5.989,2.6653,7.2,8.4,24,2366,59,NA,NA,NA,NA,NA,NA,FALSE,-37.2,-2,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718520,"2023-04-19",0,"2023-04-19T02:56:45.685Z","2023-04-19T02:56:50.446Z",TRUE,"pitch","16cd5369-6e8a-438e-b242-8bd73a9d0115",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.4,1.62,NA,81.79,207.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Mauricio Dubon grounds out, pitcher Jordan Romano to first baseman Vladimir Guerrero Jr.",0,4,2,72,"bottom",9,"2023-04-19T02:56:38.538Z","2023-04-19T02:57:33.077Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,79.8,14,0.9,0.4346,7.5765,27.8895,-32.9507,0.644,-0.4844,0.9237,1.1592,7.8507,-126.4545,-5.1109,-2.3161,50.0033,5.8769,1.0323,4.8,8.4,24,2209,61,NA,NA,NA,NA,NA,NA,FALSE,-38.4,-1.9,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718520,"2023-04-19",6,"2023-04-19T02:56:15.495Z","2023-04-19T02:56:20.032Z",TRUE,"pitch","36202a96-557e-446b-b723-9ecab03a6bdd",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,1,NA,NA,3.285,1.487,NA,132.34,227.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Cesar Salazar strikes out swinging.",0,4,2,71,"bottom",9,"2023-04-19T02:54:35.932Z","2023-04-19T02:56:20.032Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663967,"César Salazar","/api/v1/people/663967","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80,13,0.9,0.436,6.3986,25.2672,-32.6408,3.0884,-0.2942,-0.4025,0.4261,3.0408,-125.607,-7.5987,-2.0296,50.0014,6.1419,4.9375,9.6,8.4,24,2203,51,NA,NA,NA,NA,NA,NA,TRUE,-38.8,-2,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,676694,"Jake Meyers","/api/v1/people/676694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718520,"2023-04-19",5,"2023-04-19T02:55:48.121Z","2023-04-19T02:55:53.358Z",TRUE,"pitch","3c061c0e-86d1-4533-9869-5e98ded04d62",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.285,1.487,NA,141.06,185.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Cesar Salazar strikes out swinging.",0,4,2,71,"bottom",9,"2023-04-19T02:54:35.932Z","2023-04-19T02:56:20.032Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663967,"César Salazar","/api/v1/people/663967","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,79.4,7,0.9,0.435,7.5899,27.7239,-31.6014,1.2155,0.3533,-0.6312,1.9667,3.7119,-126.3295,-3.9374,-2.2823,50.0005,6.1088,1.9472,4.8,8.4,24,2218,56,NA,NA,NA,NA,NA,NA,FALSE,-36.6,-0.1,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718520,"2023-04-19",4,"2023-04-19T02:55:27.373Z","2023-04-19T02:55:31.712Z",TRUE,"pitch","eb3dad45-0741-4fb0-a131-2ca2c7b74a1e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,2.8337,1.4292,NA,150.03,197.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Cesar Salazar strikes out swinging.",0,4,2,71,"bottom",9,"2023-04-19T02:54:35.932Z","2023-04-19T02:56:20.032Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663967,"César Salazar","/api/v1/people/663967","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,79.8,13,0.9,0.4344,7.8764,26.6667,-32.035,1.5887,0.0856,-0.8664,1.5175,3.0151,-126.2966,-5.0676,-2.2839,50.0034,6.1383,2.5556,4.8,8.4,24,2239,52,NA,NA,NA,NA,NA,NA,FALSE,-37.2,-0.8,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718520,"2023-04-19",3,"2023-04-19T02:55:04.014Z","2023-04-19T02:55:08.465Z",TRUE,"pitch","e59ff65b-afc8-46f4-8a55-d94727234462",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.285,1.487,NA,139.01,173.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Cesar Salazar strikes out swinging.",0,4,2,71,"bottom",9,"2023-04-19T02:54:35.932Z","2023-04-19T02:56:20.032Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663967,"César Salazar","/api/v1/people/663967","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,79,4,0.9,0.4363,7.6451,27.7912,-30.5012,1.4449,1.0545,-0.5775,2.436,4.0516,-125.9833,-2.7172,-2.4004,50.0063,6.0171,2.3013,6,8.4,24,2101,65,NA,NA,NA,NA,NA,NA,FALSE,-35.3,1.4,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718520,"2023-04-19",2,"2023-04-19T02:54:38.260Z","2023-04-19T02:54:42.837Z",TRUE,"pitch","aac2509f-363e-4582-9db0-fcdbbd9bb6aa",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.285,1.487,NA,92.2,174.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Cesar Salazar strikes out swinging.",0,4,2,71,"bottom",9,"2023-04-19T02:54:35.932Z","2023-04-19T02:56:20.032Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663967,"César Salazar","/api/v1/people/663967","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,79.1,6,0.9,0.4382,7.1958,25.0188,-30.4308,1.2559,1.1024,0.6506,2.3874,7.6516,-124.9729,-2.3488,-2.6131,50.0028,5.8371,1.9882,6,8.4,24,2298,88,NA,NA,NA,NA,NA,NA,FALSE,-35.4,1.7,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718520,"2023-04-19",0,"2023-04-19T02:53:49.651Z","2023-04-19T02:54:07.160Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Cesar Salazar replaces Martin Maldonado.","Offensive Substitution",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,663967,"/api/v1/people/663967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","71","atBat","Strikeout","strikeout","Cesar Salazar strikes out swinging.",0,4,2,71,"bottom",9,"2023-04-19T02:54:35.932Z","2023-04-19T02:56:20.032Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663967,"César Salazar","/api/v1/people/663967","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,455117,"/api/v1/people/455117",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718520,"2023-04-19",1,"2023-04-19T02:54:07.160Z","2023-04-19T02:54:38.260Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Cesar Salazar strikes out swinging.",0,4,2,71,"bottom",9,"2023-04-19T02:54:35.932Z","2023-04-19T02:56:20.032Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663967,"César Salazar","/api/v1/people/663967","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
