"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718006,"2023-05-27",3,"2023-05-27T19:40:10.917Z","2023-05-27T19:40:19.025Z",TRUE,"pitch","c10f2541-90f6-4ff5-a149-67f43b34aa1d",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,0,1,NA,NA,3.17,1.48,NA,123.66,202.6,"ground_ball","medium","5",51.46,124.2,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Isiah Kiner-Falefa singles on a ground ball to left fielder Juan Soto, deflected by third baseman Rougned Odor. Greg Allen scores. Harrison Bader to 3rd.",1,2,3,71,"bottom",10,"2023-05-27T19:38:46.206Z","2023-05-27T19:40:19.025Z",TRUE,TRUE,FALSE,FALSE,60,2,0,1,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.5,74.6,13,0.9,0.4636,5.7527,24.4168,-27.8896,-7.6352,3.0384,-0.1748,1.3401,5.6238,-118.5306,-5.1896,-1.5959,50.0054,6.1302,-10.7756,18,8.4,24,2122,245,91.7,-11,9,NA,NA,NA,FALSE,-37.1,4.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA,NA,NA,NA,NA
718006,"2023-05-27",2,"2023-05-27T19:39:41.650Z","2023-05-27T19:39:46.688Z",TRUE,"pitch","6b1d0518-6aae-47d9-8f6b-a2dfe48d1adc",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,0,1,NA,NA,3.1698,1.4536,NA,69.76,249.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Isiah Kiner-Falefa singles on a ground ball to left fielder Juan Soto, deflected by third baseman Rougned Odor. Greg Allen scores. Harrison Bader to 3rd.",1,2,3,71,"bottom",10,"2023-05-27T19:38:46.206Z","2023-05-27T19:40:19.025Z",TRUE,TRUE,FALSE,FALSE,60,2,0,1,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.4,75.3,14,0.9,0.4623,5.6617,28.761,-46.8262,0.3493,-10.3674,1.2394,-0.4057,6.314,-119.6855,-4.9418,-1.508,50.0058,5.9969,0.4928,2.4,13.2,24,2692,9,NA,NA,NA,NA,NA,NA,FALSE,-61.1,-19.8,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718006,"2023-05-27",0,"2023-05-27T19:39:13.631Z","2023-05-27T19:39:23.370Z",TRUE,"pitch","50d8608e-9ac5-4425-b1f8-6b35a308ac0c",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,1,NA,NA,3.3017,1.5063,NA,61.05,272.82,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"71","atBat","Single","single","Isiah Kiner-Falefa singles on a ground ball to left fielder Juan Soto, deflected by third baseman Rougned Odor. Greg Allen scores. Harrison Bader to 3rd.",1,2,3,71,"bottom",10,"2023-05-27T19:38:46.206Z","2023-05-27T19:40:19.025Z",TRUE,TRUE,FALSE,FALSE,60,2,0,1,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.1,76.5,14,0.91,0.4582,5.7499,28.1595,-46.9467,-0.4639,-10.2662,1.4678,-1.2608,7.0708,-120.547,-7.1611,-1.4704,50.001,5.9965,-0.6694,1.2,13.2,24,2764,0,NA,NA,NA,NA,NA,NA,FALSE,-60.8,-20.3,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718006,"2023-05-27",1,"2023-05-27T19:39:23.473Z","2023-05-27T19:39:41.650Z",FALSE,"action",NA,NA,"Harrison Bader advances to 2nd on defensive indifference.","Defensive Indiff",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,1,664056,"/api/v1/people/664056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50d8608e-9ac5-4425-b1f8-6b35a308ac0c","defensive_indiff",NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Isiah Kiner-Falefa singles on a ground ball to left fielder Juan Soto, deflected by third baseman Rougned Odor. Greg Allen scores. Harrison Bader to 3rd.",1,2,3,71,"bottom",10,"2023-05-27T19:38:46.206Z","2023-05-27T19:40:19.025Z",TRUE,TRUE,FALSE,FALSE,60,2,0,1,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718006,"2023-05-27",1,"2023-05-27T19:38:19.491Z","2023-05-27T19:38:27.920Z",TRUE,"pitch","ae9ba050-0d73-44c8-a832-fc5ffee3e54f",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,2.99,1.4,NA,138.25,183.73,"bunt_grounder","soft","5",119.28,189.1,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Forceout","force_out","Harrison Bader ground bunts into a force out, third baseman Rougned Odor to shortstop Ha-Seong Kim. Greg Allen to 3rd. DJ LeMahieu out at 2nd. Harrison Bader to 1st.",0,2,2,70,"bottom",10,"2023-05-27T19:37:33.197Z","2023-05-27T19:38:27.920Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,84.4,4,0.91,0.4051,6.0187,34.5255,-12.6671,-8.4722,10.5801,-0.5574,2.0389,6.0941,-136.0695,-7.9776,-1.7445,50.0014,5.9197,-15.6191,44.4,4.8,24,2546,204,40.4,-37,5,NA,NA,NA,TRUE,-14.4,17.3,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664056,"Harrison Bader","/api/v1/people/664056",656185,"Greg Allen","/api/v1/people/656185",NA,NA,NA,NA,NA,NA,NA
718006,"2023-05-27",0,"2023-05-27T19:37:57.621Z","2023-05-27T19:38:03.008Z",TRUE,"pitch","34f49dee-f47f-4518-a67f-072a5a7d23c6",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.436,1.4526,NA,98.04,216.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Forceout","force_out","Harrison Bader ground bunts into a force out, third baseman Rougned Odor to shortstop Ha-Seong Kim. Greg Allen to 3rd. DJ LeMahieu out at 2nd. Harrison Bader to 1st.",0,2,2,70,"bottom",10,"2023-05-27T19:37:33.197Z","2023-05-27T19:38:27.920Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.4,83.9,14,0.9,0.4105,6.0985,31.3365,-13.8952,-8.3588,10.1609,0.4975,0.8169,8.4693,-133.8792,-10.6206,-1.6348,50.0013,5.8523,-15.0355,38.4,4.8,24,2386,208,NA,NA,NA,NA,NA,NA,FALSE,-16.6,16,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718006,"2023-05-27",3,"2023-05-27T19:37:30.998Z","2023-05-27T19:37:31.032Z",FALSE,"no_pitch","07180066-0706-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Intent Walk","intent_walk","Nick Martinez intentionally walks DJ LeMahieu.",0,2,2,69,"bottom",10,"2023-05-27T19:35:51.218Z","2023-05-27T19:37:32.352Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718006,"2023-05-27",4,"2023-05-27T19:37:31.032Z","2023-05-27T19:37:31.033Z",FALSE,"no_pitch","07180066-0706-1013-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Intent Walk","intent_walk","Nick Martinez intentionally walks DJ LeMahieu.",0,2,2,69,"bottom",10,"2023-05-27T19:35:51.218Z","2023-05-27T19:37:32.352Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718006,"2023-05-27",5,"2023-05-27T19:37:31.033Z","2023-05-27T19:37:31.034Z",FALSE,"no_pitch","07180066-0706-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Intent Walk","intent_walk","Nick Martinez intentionally walks DJ LeMahieu.",0,2,2,69,"bottom",10,"2023-05-27T19:35:51.218Z","2023-05-27T19:37:32.352Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718006,"2023-05-27",6,"2023-05-27T19:37:31.034Z","2023-05-27T19:37:32.352Z",FALSE,"no_pitch","07180066-0706-1033-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Intent Walk","intent_walk","Nick Martinez intentionally walks DJ LeMahieu.",0,2,2,69,"bottom",10,"2023-05-27T19:35:51.218Z","2023-05-27T19:37:32.352Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,518934,"DJ LeMahieu","/api/v1/people/518934",NA,NA,NA,656185,"Greg Allen","/api/v1/people/656185",NA,NA,NA,NA
