"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718667,"2023-04-08",2,"2023-04-08T22:48:45.545Z","2023-04-08T22:48:52.451Z",TRUE,"pitch","ab04811e-93cd-4d7b-a0b9-859f9881451a",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,2,NA,NA,3.42,1.61,NA,75.51,224.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Ryan Kreidler strikes out swinging.",0,14,5,84,"bottom",9,"2023-04-08T22:48:07.809Z","2023-04-08T22:48:52.451Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668952,"Ryan Kreidler","/api/v1/people/668952","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Boston Red Sox","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,78.3,14,0.9,0.4434,6.8985,25.8497,-32.8974,2.4746,-0.4654,1.0884,0.533,5.111,-123.7629,-5.2924,-1.3292,50.0047,5.4704,3.8201,8.4,9.6,24,2462,94,NA,NA,NA,NA,NA,NA,TRUE,-39.8,-1.9,-5.8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718667,"2023-04-08",1,"2023-04-08T22:48:27.162Z","2023-04-08T22:48:32.182Z",TRUE,"pitch","3fc54f7a-19d7-472f-a14d-c2e02f86d375",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.42,1.61,NA,82.88,153.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Ryan Kreidler strikes out swinging.",0,14,5,84,"bottom",9,"2023-04-08T22:48:07.809Z","2023-04-08T22:48:52.451Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668952,"Ryan Kreidler","/api/v1/people/668952","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,85.2,12,0.9,0.4013,6.7491,33.7012,-11.2722,-4.7241,11.112,0.8951,3.1469,7.9329,-137.1098,-4.1128,-1.4379,50.0051,5.451,-8.8888,30,3.6,24,2319,208,NA,NA,NA,NA,NA,NA,FALSE,-11.8,19.3,6.6,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718667,"2023-04-08",0,"2023-04-08T22:48:07.809Z","2023-04-08T22:48:11.221Z",TRUE,"pitch","31ce3b98-43c2-4fc2-bda7-4a229e89765b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2734,1.6101,NA,99.56,158.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Ryan Kreidler strikes out swinging.",0,14,5,84,"bottom",9,"2023-04-08T22:48:07.809Z","2023-04-08T22:48:52.451Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668952,"Ryan Kreidler","/api/v1/people/668952","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,85.7,3,0.9,0.3994,6.8545,33.7665,-13.104,-5.4447,10.0352,0.4575,2.9908,7.8234,-137.7416,-3.8987,-1.7269,50.0007,5.3254,-10.3451,31.2,3.6,24,2228,214,NA,NA,NA,NA,NA,NA,FALSE,-13.4,17.4,8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718667,"2023-04-08",3,"2023-04-08T22:47:22.680Z","2023-04-08T22:47:36.030Z",TRUE,"pitch","78e92877-6b0f-44ef-a343-8651ef43ed05",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,2,NA,NA,3.34,1.53,NA,154.9,141.37,"ground_ball","medium","6",111.62,152.67,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Field Error","field_error","Javier Baez reaches on a throwing error by shortstop Enrique Hernandez. Akil Baddoo scores. Riley Greene to 3rd.",0,14,5,83,"bottom",9,"2023-04-08T22:46:46.484Z","2023-04-08T22:47:36.030Z",TRUE,TRUE,FALSE,FALSE,0,0,2,2,595879,"Javier Báez","/api/v1/people/595879","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.3,11,0.89,0.4014,6.7871,32.0895,-14.8416,-2.5658,9.2042,-0.9943,3.6076,2.0582,-136.8119,-2.4634,-1.4256,50.0003,5.5452,-4.8303,15.6,3.6,24,2242,210,68,-24,9,NA,NA,NA,FALSE,-14.8,16.3,4.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,595879,"Javier Báez","/api/v1/people/595879",NA,NA,NA,682985,"Riley Greene","/api/v1/people/682985"
718667,"2023-04-08",2,"2023-04-08T22:47:03.084Z","2023-04-08T22:47:07.621Z",TRUE,"pitch","9d2c5d54-c612-42aa-af4a-759275829f68",2,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,2,2,NA,NA,3.34,1.53,NA,63.86,218.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Field Error","field_error","Javier Baez reaches on a throwing error by shortstop Enrique Hernandez. Akil Baddoo scores. Riley Greene to 3rd.",0,14,5,83,"bottom",9,"2023-04-08T22:46:46.484Z","2023-04-08T22:47:36.030Z",TRUE,TRUE,FALSE,FALSE,0,0,2,2,595879,"Javier Báez","/api/v1/people/595879","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,77.4,14,0.9,0.4479,6.8782,25.8343,-31.9448,2.12,0.1549,1.394,0.7668,5.99,-122.6255,-4.7082,-1.3629,50.0058,5.4588,3.2056,7.2,8.4,24,2538,75,NA,NA,NA,NA,NA,NA,FALSE,-39.4,-0.7,-5.3,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718667,"2023-04-08",1,"2023-04-08T22:46:48.854Z","2023-04-08T22:46:52.206Z",TRUE,"pitch","13730347-3585-49e0-a36e-f8052813f785",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2422,1.5301,NA,108.13,197.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Field Error","field_error","Javier Baez reaches on a throwing error by shortstop Enrique Hernandez. Akil Baddoo scores. Riley Greene to 3rd.",0,14,5,83,"bottom",9,"2023-04-08T22:46:46.484Z","2023-04-08T22:47:36.030Z",TRUE,TRUE,FALSE,FALSE,0,0,2,2,595879,"Javier Báez","/api/v1/people/595879","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,84.9,8,0.86,0.4046,6.8793,32.717,-17.6171,-6.2273,7.8651,0.2327,1.5279,6.703,-135.9205,-7.1422,-1.4687,50.0064,5.4357,-11.5317,27.6,4.8,24,2296,209,NA,NA,NA,NA,NA,NA,FALSE,-18.8,12.7,9.7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718667,"2023-04-08",0,"2023-04-08T22:46:20.592Z","2023-04-08T22:46:48.854Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",14,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"83","atBat","Field Error","field_error","Javier Baez reaches on a throwing error by shortstop Enrique Hernandez. Akil Baddoo scores. Riley Greene to 3rd.",0,14,5,83,"bottom",9,"2023-04-08T22:46:46.484Z","2023-04-08T22:47:36.030Z",TRUE,TRUE,FALSE,FALSE,0,0,2,2,595879,"Javier Báez","/api/v1/people/595879","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718667,"2023-04-08",5,"2023-04-08T22:45:36.137Z","2023-04-08T22:45:46.298Z",TRUE,"pitch","252558a2-13d2-428b-80ed-e4f0db7f7a67",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.34,1.61,NA,119.78,198.44,"line_drive","medium","9",195.2,122.98,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Single","single","Riley Greene singles on a line drive to right fielder Raimel Tapia. Zach McKinstry scores. Jake Rogers scores. Akil Baddoo to 3rd.",2,14,4,82,"bottom",9,"2023-04-08T22:44:04.823Z","2023-04-08T22:45:46.298Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,682985,"Riley Greene","/api/v1/people/682985","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,77.9,8,0.89,0.4435,6.693,26.4384,-32.6644,1.7426,-0.3192,-0.073,1.494,2.6801,-123.8432,-3.1524,-1.3987,50.0017,5.5364,2.6864,6,8.4,24,2382,89,79.4,18,203,NA,NA,NA,FALSE,-39.1,-1.1,-3.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,682985,"Riley Greene","/api/v1/people/682985",NA,NA,NA,668731,"Akil Baddoo","/api/v1/people/668731"
718667,"2023-04-08",4,"2023-04-08T22:45:06.069Z","2023-04-08T22:45:12.253Z",TRUE,"pitch","b2047c6b-3d12-4a26-81ae-a43582ba1368",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.1445,1.6101,NA,94.77,236.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Single","single","Riley Greene singles on a line drive to right fielder Raimel Tapia. Zach McKinstry scores. Jake Rogers scores. Akil Baddoo to 3rd.",2,14,4,82,"bottom",9,"2023-04-08T22:44:04.823Z","2023-04-08T22:45:46.298Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,682985,"Riley Greene","/api/v1/people/682985","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.5,77.7,14,0.9,0.447,6.9592,26.2431,-33.1768,2.5531,-0.6648,0.5833,0.0823,3.8409,-122.9291,-6.0032,-1.3359,50.001,5.4004,3.8737,7.2,9.6,24,2441,78,NA,NA,NA,NA,NA,NA,FALSE,-41,-2.4,-5.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718667,"2023-04-08",3,"2023-04-08T22:44:48.729Z","2023-04-08T22:44:52.181Z",TRUE,"pitch","3c29133d-3e80-404f-ba1e-fdc725dfbe84",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.34,1.61,NA,115.18,143.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Single","single","Riley Greene singles on a line drive to right fielder Raimel Tapia. Zach McKinstry scores. Jake Rogers scores. Akil Baddoo to 3rd.",2,14,4,82,"bottom",9,"2023-04-08T22:44:04.823Z","2023-04-08T22:45:46.298Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,682985,"Riley Greene","/api/v1/people/682985","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,83.8,12,0.9,0.4043,6.7013,38.0023,-11.5985,-5.1847,11.1433,0.0478,3.5442,7.3086,-136.9208,-2.6157,-2.0173,50.0013,5.3356,-9.5727,31.2,3.6,24,2392,212,NA,NA,NA,NA,NA,NA,FALSE,-12,19.6,7.3,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
