"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718496,"2023-04-20",4,"2023-04-20T22:57:07.694Z","2023-04-20T22:57:14.140Z",TRUE,"pitch","6b5518e9-412d-40ca-a5c7-b6e0be11d096",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.53,1.71,NA,91.8,188.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,3,9,80,"top",9,"2023-04-20T22:55:33.870Z","2023-04-20T22:57:14.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","New York Yankees","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.4,9,0.86,0.4055,6.5992,27.8651,-16.66,-3.9626,8.385,0.6612,1.8633,11.5708,-134.8096,-5.366,-3.1617,50.0017,5.046,-7.3314,15.6,3.6,24,2300,222,NA,NA,NA,NA,NA,NA,TRUE,-17.5,14.3,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718496,"2023-04-20",3,"2023-04-20T22:56:46.436Z","2023-04-20T22:56:49.492Z",TRUE,"pitch","a195b815-8dec-429a-9b15-2f9c9d835bae",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.53,1.71,NA,145.43,146.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,3,9,80,"top",9,"2023-04-20T22:55:33.870Z","2023-04-20T22:57:14.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,86.4,1,2,0.3974,6.4641,32.2105,-26.3993,-9.2875,3.0061,-0.7458,3.4172,10.3532,-138.0876,0.3322,-3.3461,50.0037,5.0787,-17.8463,30,6,24,2075,227,NA,NA,NA,NA,NA,NA,FALSE,-24.7,5.8,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718496,"2023-04-20",2,"2023-04-20T22:56:28.365Z","2023-04-20T22:56:32.191Z",TRUE,"pitch","8440087d-7f45-4c3c-856a-0efb232e0ae6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2775,1.5846,NA,72.46,207.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,3,9,80,"top",9,"2023-04-20T22:55:33.870Z","2023-04-20T22:57:14.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","New York Yankees","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.4,85.3,14,2,0.4075,6.4867,26.624,-18.7215,-2.1483,7.3362,1.1685,1.1614,11.9939,-133.9831,-6.6753,-3.0704,50.0023,5.0046,-3.94,4.8,4.8,24,2332,219,NA,NA,NA,NA,NA,NA,FALSE,-19.9,12.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718496,"2023-04-20",1,"2023-04-20T22:56:11.747Z","2023-04-20T22:56:15.377Z",TRUE,"pitch","b5c78cf5-1e65-4d71-b817-3d5f87f81b8b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2775,1.5846,NA,74.61,203.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,3,9,80,"top",9,"2023-04-20T22:55:33.870Z","2023-04-20T22:57:14.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,85.9,14,2,0.4027,6.4479,29.8713,-24.4065,-9.0658,4.1478,1.112,1.3132,14.3995,-136.03,-5.0096,-3.0726,50.0051,4.871,-16.9904,28.8,6,24,2046,230,NA,NA,NA,NA,NA,NA,FALSE,-24.7,6.5,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718496,"2023-04-20",0,"2023-04-20T22:55:53.242Z","2023-04-20T22:55:56.543Z",TRUE,"pitch","485ef490-4e22-4bc6-b240-b7fb1eee46bf",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.53,1.71,NA,94.36,162.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,3,9,80,"top",9,"2023-04-20T22:55:33.870Z","2023-04-20T22:57:14.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85.2,6,0.9,0.4045,6.36,29.8059,-17.0306,-3.8724,8.1566,0.5941,2.8133,10.9238,-135.4406,-3.2866,-2.9896,50.0016,5.2347,-7.1898,15.6,3.6,24,2326,215,NA,NA,NA,NA,NA,NA,FALSE,-17.4,14.3,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718496,"2023-04-20",8,"2023-04-20T22:55:20.649Z","2023-04-20T22:55:28.446Z",TRUE,"pitch","caf31106-319a-4ae1-8e55-640ade772064",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.37,1.61,NA,98.65,186.73,"ground_ball","medium","6",112.22,139.5,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Grounded Into DP","grounded_into_double_play","Zach Neto grounds into a double play, shortstop Anthony Volpe to second baseman Oswald Peraza to first baseman Anthony Rizzo. Matt Thaiss out at 2nd. Zach Neto out at 1st.",0,3,9,79,"top",9,"2023-04-20T22:53:28.580Z","2023-04-20T22:55:28.446Z",TRUE,FALSE,FALSE,TRUE,24,3,2,2,687263,"Zach Neto","/api/v1/people/687263","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,84.7,9,0.89,0.4072,6.8326,29.8032,-17.855,-4.2875,7.817,0.4815,1.9278,10.6912,-134.6074,-5.1058,-2.9883,50.0003,5.1173,-7.8522,16.8,4.8,24,2234,216,88.9,-6,16,NA,NA,NA,TRUE,-18.8,13.2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718496,"2023-04-20",7,"2023-04-20T22:55:01.616Z","2023-04-20T22:55:06.008Z",TRUE,"pitch","5cc92512-81ff-4224-9e2b-e3cef19cf95f",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.3567,1.6101,NA,34.59,211.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Grounded Into DP","grounded_into_double_play","Zach Neto grounds into a double play, shortstop Anthony Volpe to second baseman Oswald Peraza to first baseman Anthony Rizzo. Matt Thaiss out at 2nd. Zach Neto out at 1st.",0,3,9,79,"top",9,"2023-04-20T22:53:28.580Z","2023-04-20T22:55:28.446Z",TRUE,FALSE,FALSE,TRUE,24,3,2,2,687263,"Zach Neto","/api/v1/people/687263","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80,73.2,14,0.91,0.4751,6.3343,25.153,-32.161,10.8745,0.0099,2.162,1.0181,9.6244,-116.0471,-1.1182,-3.4779,50.0038,4.6173,14.5779,26.4,10.8,24,2891,66,NA,NA,NA,NA,NA,NA,FALSE,-43.6,0,-22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718496,"2023-04-20",5,"2023-04-20T22:54:28.619Z","2023-04-20T22:54:32.431Z",TRUE,"pitch","cefee738-2b95-4f78-abc2-fb96a0be6e1b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.4095,1.6636,NA,151.14,181.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Grounded Into DP","grounded_into_double_play","Zach Neto grounds into a double play, shortstop Anthony Volpe to second baseman Oswald Peraza to first baseman Anthony Rizzo. Matt Thaiss out at 2nd. Zach Neto out at 1st.",0,3,9,79,"top",9,"2023-04-20T22:53:28.580Z","2023-04-20T22:55:28.446Z",TRUE,FALSE,FALSE,TRUE,24,3,2,2,687263,"Zach Neto","/api/v1/people/687263","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.4,71.6,13,0.92,0.482,6.4908,23.3071,-32.2496,11.2957,-0.0587,-0.8957,2.1317,3.0753,-114.158,1.3939,-3.7316,50.0031,4.716,14.7326,25.2,10.8,24,2744,72,NA,NA,NA,NA,NA,NA,FALSE,-44.3,0.6,-21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718496,"2023-04-20",4,"2023-04-20T22:54:10.958Z","2023-04-20T22:54:16.318Z",TRUE,"pitch","59965b23-499a-4890-8698-c3e28f3e0c7a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.4359,1.6636,NA,80.75,157.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Grounded Into DP","grounded_into_double_play","Zach Neto grounds into a double play, shortstop Anthony Volpe to second baseman Oswald Peraza to first baseman Anthony Rizzo. Matt Thaiss out at 2nd. Zach Neto out at 1st.",0,3,9,79,"top",9,"2023-04-20T22:53:28.580Z","2023-04-20T22:55:28.446Z",TRUE,FALSE,FALSE,TRUE,24,3,2,2,687263,"Zach Neto","/api/v1/people/687263","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.8,12,0.9,0.3987,6.5631,28.0487,-16.3988,-4.1457,8.2371,0.9509,3.0193,11.9745,-136.9859,-3.0731,-2.9235,50.0044,5.2659,-7.9429,18,3.6,24,2301,217,NA,NA,NA,NA,NA,NA,FALSE,-16.2,14.5,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718496,"2023-04-20",3,"2023-04-20T22:53:52.664Z","2023-04-20T22:53:56.445Z",TRUE,"pitch","b1d6f074-8d2a-465f-b388-aa0afec74647",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.6735,1.6636,NA,110.09,179.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Grounded Into DP","grounded_into_double_play","Zach Neto grounds into a double play, shortstop Anthony Volpe to second baseman Oswald Peraza to first baseman Anthony Rizzo. Matt Thaiss out at 2nd. Zach Neto out at 1st.",0,3,9,79,"top",9,"2023-04-20T22:53:28.580Z","2023-04-20T22:55:28.446Z",TRUE,FALSE,FALSE,TRUE,24,3,2,2,687263,"Zach Neto","/api/v1/people/687263","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,84.4,8,2,0.4069,6.199,31.8428,-26.1712,-9.1256,3.2812,0.1813,2.1793,12.1057,-135.0591,-2.4537,-3.1921,50.0058,4.9572,-16.7131,27.6,7.2,24,2130,229,NA,NA,NA,NA,NA,NA,FALSE,-26.4,5.5,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
