"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717898,"2023-06-04",3,"2023-06-04T17:51:17.992Z","2023-06-04T17:51:23.858Z",TRUE,"pitch","16582f37-a8d0-42d7-adf1-9570c627b0c3",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.1,1.46,NA,133.89,135.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Andrew Knizner strikes out swinging.",0,1,2,70,"top",9,"2023-06-04T17:50:37.844Z","2023-06-04T17:51:23.858Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,87.4,11,0.93,0.3909,6.3275,35.4427,-9.5407,-7.1852,11.4173,-0.4432,3.8096,6.7598,-140.7372,-4.2347,-1.9565,50.0024,5.9652,-14.244,50.4,3.6,24,2517,215,NA,NA,NA,NA,NA,NA,TRUE,-9.7,19.8,11.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717898,"2023-06-04",2,"2023-06-04T17:50:58.650Z","2023-06-04T17:51:01.714Z",TRUE,"pitch","3280ea96-505b-4452-9dde-23de8baa512d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.1,1.46,NA,90.18,188.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Andrew Knizner strikes out swinging.",0,1,2,70,"top",9,"2023-06-04T17:50:37.844Z","2023-06-04T17:51:23.858Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.8,70.4,9,0.9,0.4925,6.0391,22.4858,-39.8874,4.6382,-6.18,0.7037,1.8759,4.5288,-111.7518,0.4084,-1.961,50.0013,5.8303,5.7914,9.6,13.2,24,2515,40,NA,NA,NA,NA,NA,NA,FALSE,-57.5,-10.7,-9.7,NA,1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717898,"2023-06-04",1,"2023-06-04T17:50:40.072Z","2023-06-04T17:50:43.618Z",TRUE,"pitch","af4ac917-3141-46f5-b6a0-13e270607bbe",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1573,1.4454,NA,86.31,171.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Andrew Knizner strikes out swinging.",0,1,2,70,"top",9,"2023-06-04T17:50:37.844Z","2023-06-04T17:51:23.858Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.4,72.4,6,0.9,0.483,6.0152,17.8397,-36.5226,3.0971,-3.3232,0.8051,2.5007,5.2318,-112.8082,0.6014,-1.9342,50.005,5.8717,4.0475,7.2,10.8,24,2392,43,NA,NA,NA,NA,NA,NA,FALSE,-50.6,-5.6,-6.8,NA,1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717898,"2023-06-04",0,"2023-06-04T17:50:19.522Z","2023-06-04T17:50:22.538Z",FALSE,"pickoff","712194cd-62f9-4d61-a3d0-f1233fb26d55",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Andrew Knizner strikes out swinging.",0,1,2,70,"top",9,"2023-06-04T17:50:37.844Z","2023-06-04T17:51:23.858Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717898,"2023-06-04",2,"2023-06-04T17:49:42.712Z","2023-06-04T17:49:54.720Z",TRUE,"pitch","1d513ee6-ac79-4027-909d-e7a47b5504df",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.74,1.85,NA,116.87,177.92,"fly_ball","medium","9",203.64,100.23,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Jordan Walker flies out to right fielder Connor Joe.",0,1,2,69,"top",9,"2023-06-04T17:49:24.410Z","2023-06-04T17:49:54.720Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,691023,"Jordan Walker","/api/v1/people/691023","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,89,8,0.85,0.389,6.5585,28.2271,-14.1359,-8.5647,8.9588,0.0035,2.254,8.4656,-140.1788,-6.9454,-1.926,50.0004,5.6655,-17.2413,45.6,4.8,24,2510,212,97.8,25,311,NA,NA,NA,TRUE,-14,15.1,14,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,640458,"Óscar Mercado","/api/v1/people/640458"
717898,"2023-06-04",1,"2023-06-04T17:49:26.774Z","2023-06-04T17:49:30.396Z",TRUE,"pitch","04c67f24-7377-45ec-a7f1-61e4fcfae503",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.7384,1.8569,NA,121.06,199.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Jordan Walker flies out to right fielder Connor Joe.",0,1,2,69,"top",9,"2023-06-04T17:49:24.410Z","2023-06-04T17:49:54.720Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,691023,"Jordan Walker","/api/v1/people/691023","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.3,83,13,0.92,0.417,6.2373,27.6987,-29.8648,-7.0169,1.3193,-0.1066,1.4483,7.2801,-131.3253,-4.7964,-2.0024,50.0026,5.5188,-12.2622,19.2,7.2,24,1666,220,NA,NA,NA,NA,NA,NA,FALSE,-32,1.6,11.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717898,"2023-06-04",0,"2023-06-04T17:49:30.379Z","2023-06-04T17:49:31.379Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Oscar Mercado replaces Luken Baker.","Offensive Substitution",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,640458,"/api/v1/people/640458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","701","69","atBat","Flyout","field_out","Jordan Walker flies out to right fielder Connor Joe.",0,1,2,69,"top",9,"2023-06-04T17:49:24.410Z","2023-06-04T17:49:54.720Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,691023,"Jordan Walker","/api/v1/people/691023","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,663609,"/api/v1/people/663609",1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717898,"2023-06-04",2,"2023-06-04T17:48:41.771Z","2023-06-04T17:48:53.750Z",TRUE,"pitch","cb40757b-c321-49cb-97a4-a9c14172a1d9",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,1,NA,NA,3.549,1.627,NA,135.94,136.21,"fly_ball","medium","9",188.59,133.02,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Luken Baker singles on a fly ball to right fielder Connor Joe.",0,1,2,68,"top",9,"2023-06-04T17:47:50.320Z","2023-06-04T17:48:53.750Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,663609,"Luken Baker","/api/v1/people/663609","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,88.8,11,0.92,0.3866,6.4552,33.3105,-12.0305,-5.8535,9.9189,-0.497,3.799,6.0294,-141.8277,-3.8342,-1.8929,50.0067,5.9392,-11.8931,39.6,3.6,24,2463,210,71.4,43,220,NA,NA,NA,FALSE,-11.5,17.3,9.4,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,663609,"Luken Baker","/api/v1/people/663609"
717898,"2023-06-04",1,"2023-06-04T17:48:25.228Z","2023-06-04T17:48:28.726Z",TRUE,"pitch","60f1377a-8302-4ba7-8e54-21700c0489a1",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.7481,1.6769,NA,124.74,160.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Luken Baker singles on a fly ball to right fielder Connor Joe.",0,1,2,68,"top",9,"2023-06-04T17:47:50.320Z","2023-06-04T17:48:53.750Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,663609,"Luken Baker","/api/v1/people/663609","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,88.1,5,0.9,0.3917,6.4945,29.9544,-12.0192,-6.3005,10.1634,-0.2031,2.9098,6.921,-139.5798,-5.9007,-1.8904,50.0023,5.835,-12.4939,39.6,3.6,24,2423,210,NA,NA,NA,NA,NA,NA,FALSE,-12.2,17.4,10.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717898,"2023-06-04",0,"2023-06-04T17:48:11.637Z","2023-06-04T17:48:14.637Z",TRUE,"pitch","79701b2a-25e2-4add-b8f6-d6e63ffded37",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.549,1.627,NA,130.44,137.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Luken Baker singles on a fly ball to right fielder Connor Joe.",0,1,2,68,"top",9,"2023-06-04T17:47:50.320Z","2023-06-04T17:48:53.750Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,663609,"Luken Baker","/api/v1/people/663609","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,89,11,0.91,0.3873,6.5198,30.6114,-12.4529,-5.9212,9.7263,-0.3526,3.7452,6.4673,-141.1454,-3.8455,-1.8988,50.0056,5.921,-12.0096,38.4,3.6,24,2471,209,NA,NA,NA,NA,NA,NA,FALSE,-11.9,17,9.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
