"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
744934,"2024-05-17",0,"2024-05-18T01:48:12.176Z","2024-05-18T01:48:22.548Z",TRUE,"pitch","ce333344-9f0d-49ea-aa07-c5c716adc332",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.44,1.59,NA,101.97,173.6,"fly_ball","medium","7",111.26,113.01,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Justin Turner flies out to left fielder Randy Arozarena.",0,4,3,67,"bottom",9,"2024-05-18T01:48:03.708Z","2024-05-18T01:48:22.548Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,457759,"Justin Turner","/api/v1/people/457759","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.6,6,0.89,0.3893,6.5385,31.8268,-9.5696,-1.8541,11.2737,0.3943,2.414,2.4516,-140.6904,-10.1874,-0.2474,50.0053,6.7017,-3.7186,15.6,2.4,24,2333,191,92.1,62,206,NA,NA,NA,TRUE,-10.7,18.5,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744934,"2024-05-17",3,"2024-05-18T01:47:39.885Z","2024-05-18T01:47:44.423Z",TRUE,"pitch","09d4238e-ac75-4acd-9256-0e407a578a0c",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.5596,1.5973,NA,81.5,167.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,4,3,66,"bottom",9,"2024-05-18T01:46:23.276Z","2024-05-18T01:47:44.423Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,78.9,12,0.91,0.4414,6.5048,23.7189,-38.9514,2.3835,-4.3437,0.9314,2.6286,1.7844,-123.8792,-2.8195,-0.1067,50.0018,7.0235,3.7202,6,10.8,24,2580,50,NA,NA,NA,NA,NA,NA,TRUE,-45.8,-8.3,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744934,"2024-05-17",2,"2024-05-18T01:47:15.833Z","2024-05-18T01:47:19.808Z",TRUE,"pitch","daa1bdff-928d-49f6-a96a-f4046ae54a8b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.74,1.73,NA,129.54,228.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,4,3,66,"bottom",9,"2024-05-18T01:46:23.276Z","2024-05-18T01:47:44.423Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,78.3,13,0.91,0.4475,6.3548,24.0814,-39.954,2.0344,-5.1301,-0.329,0.3808,-1.0061,-122.3789,-7.165,-0.1769,50.0023,6.7677,3.0865,3.6,10.8,24,2613,39,NA,NA,NA,NA,NA,NA,FALSE,-49.3,-10.7,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744934,"2024-05-17",1,"2024-05-18T01:46:46.040Z","2024-05-18T01:46:49.402Z",TRUE,"pitch","2f7350b9-2360-4ff1-89b3-aec48439a18b",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.74,1.73,NA,122.34,186.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,4,3,66,"bottom",9,"2024-05-18T01:46:23.276Z","2024-05-18T01:47:44.423Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.8,8,0.9,0.3933,6.6512,30.981,-9.3838,-0.6728,11.5984,-0.1401,1.9263,1.0299,-139.2326,-11.1148,-0.4273,50.0066,6.5892,-1.3226,4.8,2.4,24,2164,199,NA,NA,NA,NA,NA,NA,FALSE,-10.9,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744934,"2024-05-17",0,"2024-05-18T01:46:29.345Z","2024-05-18T01:46:34.478Z",TRUE,"pitch","1ea92c06-64d3-4988-8923-8cf0bf3c7ec0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.68,1.6271,NA,124.5,202.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,4,3,66,"bottom",9,"2024-05-18T01:46:23.276Z","2024-05-18T01:47:44.423Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,89,13,0.9,0.3881,6.478,32.4642,-7.9561,-0.9248,12.0068,-0.1968,1.3264,0.964,-141.1998,-13.1378,-0.4227,50.0028,6.554,-1.8654,8.4,2.4,24,2273,195,NA,NA,NA,NA,NA,NA,FALSE,-9.8,19.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744934,"2024-05-17",1,"2024-05-18T01:45:55.511Z","2024-05-18T01:46:02.148Z",TRUE,"pitch","985a25de-0cc6-4cda-b2f9-e0faa6b23043",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.75,1.75,NA,133.21,184.72,"line_drive","medium","9",191.4,104.7,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Lineout","field_out","Bo Bichette lines out to right fielder Josh Lowe.",0,4,3,65,"bottom",9,"2024-05-18T01:45:53.177Z","2024-05-18T01:46:02.148Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,666182,"Bo Bichette","/api/v1/people/666182","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.8,7,0.9,0.3927,6.5496,31.9205,-10.7977,-0.9597,10.8567,-0.4253,2.0021,0.6299,-139.5568,-10.7094,-0.5295,50.002,6.6043,-1.8896,7.2,2.4,24,2216,200,92.7,21,286,NA,NA,NA,TRUE,-12.1,17.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744934,"2024-05-17",0,"2024-05-18T01:44:59.975Z","2024-05-18T01:45:55.511Z",FALSE,"action",NA,NA,"Pitching Change: Pete Fairbanks replaces Manuel Rodríguez.","Pitching Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,664126,"/api/v1/people/664126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"65","atBat","Lineout","field_out","Bo Bichette lines out to right fielder Josh Lowe.",0,4,3,65,"bottom",9,"2024-05-18T01:45:53.177Z","2024-05-18T01:46:02.148Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,666182,"Bo Bichette","/api/v1/people/666182","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744934,"2024-05-17",0,"2024-05-18T01:42:52.394Z","2024-05-18T01:43:00.239Z",TRUE,"pitch","0368a64b-2a72-45bf-9d35-38a3960ea1d1",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.48,1.62,NA,96.38,181.74,"ground_ball","medium","4",147.84,167.47,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Yandy Díaz grounds out, second baseman Davis Schneider to first baseman Vladimir Guerrero Jr.",0,4,3,64,"top",9,"2024-05-18T01:42:52.394Z","2024-05-18T01:43:00.239Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",663878,"Nate Pearson","/api/v1/people/663878","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,89.2,9,0.91,0.3853,6.8396,33.6677,-11.9325,-5.4171,9.902,0.541,2.1128,8.518,-142.3173,-6.5063,-1.7917,50.0064,5.1898,-11.0781,33.6,3.6,24,2207,214,82.2,-3,24,NA,NA,NA,TRUE,-12,16.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744934,"2024-05-17",4,"2024-05-18T01:42:24.836Z","2024-05-18T01:42:28.778Z",TRUE,"pitch","7b8a322d-b388-4cbb-8405-fea5a75fcf1d",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,3,1,NA,NA,3.31,1.61,NA,125.15,157.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Jonny DeLuca strikes out on a foul tip.",0,4,3,63,"top",9,"2024-05-18T01:41:16.826Z","2024-05-18T01:42:28.778Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,676356,"Jonny DeLuca","/api/v1/people/676356","R","Right",663878,"Nate Pearson","/api/v1/people/663878","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.9,90.2,2,0.91,0.3808,6.6385,34.0044,-13.605,-5.7712,8.8678,-0.2137,3.0145,6.3813,-143.9317,-4.3273,-1.7118,50.0024,5.3825,-12.0852,36,3.6,24,2224,213,NA,NA,NA,NA,NA,NA,TRUE,-12.7,15.4,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744934,"2024-05-17",2,"2024-05-18T01:42:01.122Z","2024-05-18T01:42:04.370Z",TRUE,"pitch","7b153336-7506-44ae-ac15-2038b521ef50",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.31,1.61,NA,84.1,189.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Jonny DeLuca strikes out on a foul tip.",0,4,3,63,"top",9,"2024-05-18T01:41:16.826Z","2024-05-18T01:42:28.778Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,676356,"Jonny DeLuca","/api/v1/people/676356","R","Right",663878,"Nate Pearson","/api/v1/people/663878","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.5,82.6,14,0.9,0.4201,6.6681,26.6693,-31.3001,1.8719,0.5099,0.863,1.8166,6.4242,-130.2439,-2.942,-1.8762,50.0059,5.3215,3.2236,8.4,7.2,24,2484,128,NA,NA,NA,NA,NA,NA,FALSE,-33.6,0.5,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
