"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746559,"2024-05-08",4,"2024-05-08T03:11:51.354Z","2024-05-08T03:11:54.724Z",TRUE,"pitch","9fab26d2-779d-4e63-88ec-27d7519987e0",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.2,1.6,NA,109.2,220.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Elehuris Montero strikes out swinging.",0,5,0,75,"bottom",9,"2024-05-08T03:10:36.377Z","2024-05-08T03:11:54.724Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.1,83.3,14,0.89,0.4173,6.4061,27.0044,-32.2156,1.0895,-0.0243,0.2047,0.6683,3.8107,-131.1285,-5.7023,-1.4073,50.0034,5.2666,1.9017,4.8,7.2,24,2451,50,NA,NA,NA,NA,NA,NA,TRUE,-34.7,-1.1,-2.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746559,"2024-05-08",2,"2024-05-08T03:11:22.369Z","2024-05-08T03:11:26.051Z",TRUE,"pitch","d6871669-6724-4972-87ad-56a60c7dfc1b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.2,1.6,NA,62.58,198.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Elehuris Montero strikes out swinging.",0,5,0,75,"bottom",9,"2024-05-08T03:10:36.377Z","2024-05-08T03:11:54.724Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.7,83.1,14,0.89,0.4184,6.1069,25.5137,-30.3539,0.4914,1.0489,1.4278,1.4908,6.8026,-130.5235,-4.1102,-1.2679,50.0042,5.3522,0.854,3.6,7.2,24,2491,60,NA,NA,NA,NA,NA,NA,FALSE,-32.5,1.2,-2.3,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746559,"2024-05-08",1,"2024-05-08T03:11:04.488Z","2024-05-08T03:11:07.933Z",TRUE,"pitch","ad952f85-dc5a-4151-af2e-e80dfb13fa8f",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.2,1.6,NA,104.52,210.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Elehuris Montero strikes out swinging.",0,5,0,75,"bottom",9,"2024-05-08T03:10:36.377Z","2024-05-08T03:11:54.724Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.4,84.1,14,0.88,0.4143,6.16,25.3363,-32.7554,0.9568,-0.3228,0.3275,1.0435,4.0443,-131.7156,-4.8548,-1.346,50.006,5.3048,1.6986,3.6,7.2,24,2471,72,NA,NA,NA,NA,NA,NA,FALSE,-34.4,-1.3,-2.5,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746559,"2024-05-08",0,"2024-05-08T03:10:43.483Z","2024-05-08T03:10:46.892Z",TRUE,"pitch","410be700-7508-4146-b050-56f345cf1c91",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.3561,1.7108,NA,80.19,232.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Elehuris Montero strikes out swinging.",0,5,0,75,"bottom",9,"2024-05-08T03:10:36.377Z","2024-05-08T03:11:54.724Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.2,84.1,14,0.9,0.4155,6.2533,24.8786,-30.5748,1.7571,0.9028,0.9657,0.2433,5.3677,-131.2577,-6.8552,-1.3248,50.0007,5.1324,3.0985,7.2,7.2,24,2391,77,NA,NA,NA,NA,NA,NA,FALSE,-32.9,0.5,-4.2,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746559,"2024-05-08",3,"2024-05-08T03:11:35.856Z","2024-05-08T03:11:51.354Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,660707,"/api/v1/people/660707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Elehuris Montero strikes out swinging.",0,5,0,75,"bottom",9,"2024-05-08T03:10:36.377Z","2024-05-08T03:11:54.724Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746559,"2024-05-08",4,"2024-05-08T03:10:15.535Z","2024-05-08T03:10:20.313Z",TRUE,"pitch","f8607350-8020-4d71-8d8c-bf154d1eaa74",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.2744,1.4659,NA,117.31,191.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jacob Stallings called out on strikes.",0,5,0,74,"bottom",9,"2024-05-08T03:09:14.973Z","2024-05-08T03:10:20.313Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.3,92.3,8,0.85,0.3766,6.3281,28.9756,-23.2561,-1.9225,4.1485,-0.008,1.7641,5.0839,-144.6318,-5.852,-1.5272,50.0068,5.2099,-4.1364,7.2,4.8,24,2371,222,NA,NA,NA,NA,NA,NA,TRUE,-20.6,6.7,2.6,NA,NA,TRUE,FALSE,656248,"Sean Bouchard","/api/v1/people/656248",663898,"Brendan Rodgers","/api/v1/people/663898",NA,NA,NA
746559,"2024-05-08",3,"2024-05-08T03:09:57.152Z","2024-05-08T03:10:01.098Z",TRUE,"pitch","ff8cf604-d63a-4556-8e73-2e8a2502bb51",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.2972,1.5985,NA,73.46,176.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jacob Stallings called out on strikes.",0,5,0,74,"bottom",9,"2024-05-08T03:09:14.973Z","2024-05-08T03:10:20.313Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.5,93.7,14,0.9,0.3716,6.3118,27.637,-20.2169,-3.0071,5.4072,1.1422,2.299,8.5901,-146.2345,-5.3445,-1.4155,50.0052,5.3263,-6.6531,13.2,3.6,24,2489,224,NA,NA,NA,NA,NA,NA,FALSE,-17.5,9.1,4.2,NA,NA,TRUE,FALSE,656248,"Sean Bouchard","/api/v1/people/656248",NA,NA,NA,NA,NA,NA
746559,"2024-05-08",2,"2024-05-08T03:09:34.695Z","2024-05-08T03:09:37.777Z",TRUE,"pitch","89b283f6-cb5e-478c-a03b-cfd79f2f22fc",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,1,NA,NA,3.3151,1.6475,NA,56.5,227.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jacob Stallings called out on strikes.",0,5,0,74,"bottom",9,"2024-05-08T03:09:14.973Z","2024-05-08T03:10:20.313Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.1,83.9,14,0.89,0.4164,6.437,25.0191,-30.2985,0.0511,1.0661,1.5871,0.4352,7.7019,-131.0174,-6.5635,-1.3846,50.0006,5.207,0.0895,2.4,7.2,24,2473,52,NA,NA,NA,NA,NA,NA,FALSE,-32.6,0.8,-1.6,NA,NA,TRUE,FALSE,656248,"Sean Bouchard","/api/v1/people/656248",NA,NA,NA,NA,NA,NA
746559,"2024-05-08",1,"2024-05-08T03:09:17.303Z","2024-05-08T03:09:20.835Z",TRUE,"pitch","ee32da26-fbd2-450c-bf28-4f41d9033606",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.32,1.55,NA,111.37,196.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jacob Stallings called out on strikes.",0,5,0,74,"bottom",9,"2024-05-08T03:09:14.973Z","2024-05-08T03:10:20.313Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,82.5,8,0.88,0.4216,6.1679,24.1963,-31.1321,0.3294,0.6057,0.1478,1.569,4.1557,-129.3761,-3.5682,-1.5147,50.0007,5.3239,0.5642,2.4,7.2,24,2424,64,NA,NA,NA,NA,NA,NA,FALSE,-33.7,0.6,-1.4,NA,NA,TRUE,FALSE,656248,"Sean Bouchard","/api/v1/people/656248",NA,NA,NA,NA,NA,NA
746559,"2024-05-08",0,"2024-05-08T03:08:31.995Z","2024-05-08T03:09:17.303Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jacob Stallings called out on strikes.",0,5,0,74,"bottom",9,"2024-05-08T03:09:14.973Z","2024-05-08T03:10:20.313Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,656248,"Sean Bouchard","/api/v1/people/656248",NA,NA,NA,NA,NA,NA
