"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717947,"2023-05-31",3,"2023-06-01T01:52:50.932Z","2023-06-01T01:52:57.206Z",TRUE,"pitch","a2628ffc-0a88-4220-acea-7cb1ffee4fb4",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3,1.42,NA,119.67,157.36,"line_drive","medium","1",128.42,182.38,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Alejandro Kirk lines out to pitcher Devin Williams.",0,4,2,71,"bottom",9,"2023-06-01T01:51:25.174Z","2023-06-01T01:52:57.206Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.5,2,0.9,0.4015,8.1897,31.1238,-13.6222,-6.2134,9.8522,-0.07,3.0157,6.7562,-136.6044,-3.7346,-1.7724,50.0013,5.3419,-11.6989,34.8,3.6,24,2220,216,87.3,6,99,NA,NA,NA,TRUE,-13.9,17.2,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717947,"2023-05-31",2,"2023-06-01T01:52:24.942Z","2023-06-01T01:52:28.456Z",TRUE,"pitch","45444f4a-4d7c-44d6-9a8f-c27a719da608",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,2.9149,1.3098,NA,93.82,217.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Alejandro Kirk lines out to pitcher Devin Williams.",0,4,2,71,"bottom",9,"2023-06-01T01:51:25.174Z","2023-06-01T01:52:57.206Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.4,77.8,14,0.9,0.4438,7.8798,26.8352,-31.7129,-13.0284,0.2954,0.6081,0.799,9.9081,-123.8557,-3.8877,-1.7695,50.0002,5.0672,-20.0549,28.8,9.6,24,2685,274,NA,NA,NA,NA,NA,NA,FALSE,-38.3,-0.2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717947,"2023-05-31",1,"2023-06-01T01:52:03.356Z","2023-06-01T01:52:07.087Z",TRUE,"pitch","e28f5f78-0fca-4d5c-8446-5e0f57ba3678",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.0784,1.4172,NA,98.27,215.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Alejandro Kirk lines out to pitcher Devin Williams.",0,4,2,71,"bottom",9,"2023-06-01T01:51:25.174Z","2023-06-01T01:52:57.206Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,77.6,14,0.9,0.4452,7.8172,26.6337,-32.8719,-12.6024,-0.4549,0.4913,0.852,9.6458,-123.4469,-3.517,-1.8467,50.0031,5.0885,-19.2763,27.6,9.6,24,2784,269,NA,NA,NA,NA,NA,NA,FALSE,-39.7,-1.4,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717947,"2023-05-31",0,"2023-06-01T01:51:42.490Z","2023-06-01T01:51:46.031Z",TRUE,"pitch","71ca7653-6b89-4487-ac47-b1925b6a906c",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3,1.42,NA,118.05,175.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Alejandro Kirk lines out to pitcher Devin Williams.",0,4,2,71,"bottom",9,"2023-06-01T01:51:25.174Z","2023-06-01T01:52:57.206Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,85.7,5,0.91,0.3991,8.1881,34.5341,-12.572,-6.2228,10.3083,-0.0276,2.3607,6.4665,-137.9516,-6.0886,-1.6088,50.0016,5.466,-11.8322,36,3.6,24,2326,211,NA,NA,NA,NA,NA,NA,FALSE,-13.4,17.4,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717947,"2023-05-31",1,"2023-06-01T01:51:04.386Z","2023-06-01T01:51:13.575Z",TRUE,"pitch","db820e66-0ef1-463c-9cc6-7627ca6c999a",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.32,1.54,NA,135.52,204.41,"ground_ball","medium","5",95.93,161.13,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Whit Merrifield grounds out, third baseman Brian Anderson to first baseman Rowdy Tellez.",0,4,2,70,"bottom",9,"2023-06-01T01:50:25.172Z","2023-06-01T01:51:13.575Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Milwaukee Brewers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.7,77.4,13,0.9,0.4434,7.9733,29.352,-33.0901,-13.1254,-0.5909,-0.4859,1.2731,7.7378,-124.419,-2.5788,-1.9614,50.0053,5.1173,-20.1929,28.8,9.6,24,2747,274,91.2,3,62,NA,NA,NA,TRUE,-39.5,-1.6,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,662139,"Daulton Varsho","/api/v1/people/662139",NA,NA,NA
717947,"2023-05-31",0,"2023-06-01T01:50:44.168Z","2023-06-01T01:50:47.959Z",TRUE,"pitch","77515a2b-e5d5-4150-a3cf-1264faa8b973",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.32,1.54,NA,132.24,197.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Whit Merrifield grounds out, third baseman Brian Anderson to first baseman Rowdy Tellez.",0,4,2,70,"bottom",9,"2023-06-01T01:50:25.172Z","2023-06-01T01:51:13.575Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,77,7,0.9,0.4462,7.6282,28.1236,-30.9605,-13.7937,0.8008,-0.3997,1.5316,7.9673,-123.4948,-2.3385,-1.9013,50.006,5.1353,-20.9816,31.2,9.6,24,2677,272,NA,NA,NA,NA,NA,NA,FALSE,-37.3,1.1,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717947,"2023-05-31",5,"2023-06-01T01:49:51.069Z","2023-06-01T01:50:03.607Z",TRUE,"pitch","777614c2-385f-42c7-89c5-84251f1546e7",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.43,1.64,NA,100.44,165.7,"fly_ball","medium","8",142.28,75.73,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Matt Chapman flies out to center fielder Joey Wiemer.",0,4,2,69,"bottom",9,"2023-06-01T01:47:43.101Z","2023-06-01T01:50:03.607Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,656305,"Matt Chapman","/api/v1/people/656305","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,85.7,6,0.91,0.4003,8.1767,32.0019,-12.569,-5.4558,10.3528,0.4343,2.7066,7.5407,-137.1484,-4.9623,-1.6495,50.0054,5.4056,-10.3347,32.4,3.6,24,2327,221,96.6,42,311,NA,NA,NA,TRUE,-13.1,17.8,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,662139,"Daulton Varsho","/api/v1/people/662139",NA,NA,NA
717947,"2023-05-31",4,"2023-06-01T01:49:26.843Z","2023-06-01T01:49:30.061Z",TRUE,"pitch","b7ed4b5a-004c-4d53-bce9-974232f5f640",5,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,2,0,NA,NA,3.43,1.64,NA,102.89,167.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Matt Chapman flies out to center fielder Joey Wiemer.",0,4,2,69,"bottom",9,"2023-06-01T01:47:43.101Z","2023-06-01T01:50:03.607Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,656305,"Matt Chapman","/api/v1/people/656305","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87,6,0.91,0.3949,8.1496,32.0527,-11.6316,-6.5565,10.5519,0.3702,2.655,8.3013,-138.8701,-5.374,-1.8106,50.0025,5.3938,-12.7642,40.8,3.6,24,2341,221,NA,NA,NA,NA,NA,NA,FALSE,-12,18.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717947,"2023-05-31",3,"2023-06-01T01:49:05.391Z","2023-06-01T01:49:08.773Z",TRUE,"pitch","cac0f4c6-cbde-417f-bfdd-b33079c5cb70",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.4264,1.6101,NA,106.44,151.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Matt Chapman flies out to center fielder Joey Wiemer.",0,4,2,69,"bottom",9,"2023-06-01T01:47:43.101Z","2023-06-01T01:50:03.607Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,656305,"Matt Chapman","/api/v1/people/656305","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.7,3,0.9,0.4048,8.2029,31.0407,-14.5664,-6.2291,9.5102,0.2771,3.2454,7.501,-135.5679,-2.8999,-1.723,50.0053,5.3523,-11.5373,32.4,3.6,24,2287,222,NA,NA,NA,NA,NA,NA,FALSE,-14.9,16.8,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717947,"2023-05-31",2,"2023-06-01T01:48:43.051Z","2023-06-01T01:48:46.851Z",TRUE,"pitch","7203d3f9-4549-42cc-8046-c563f8f3a328",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.4813,1.664,NA,144.6,213.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Matt Chapman flies out to center fielder Joey Wiemer.",0,4,2,69,"bottom",9,"2023-06-01T01:47:43.101Z","2023-06-01T01:50:03.607Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,656305,"Matt Chapman","/api/v1/people/656305","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.4,76.1,13,0.9,0.4537,7.9392,25.8797,-32.8852,-12.8042,-0.4809,-0.724,0.9265,6.9063,-121.19,-3.181,-1.9619,50.0038,5.158,-18.8579,27.6,10.8,24,2735,269,NA,NA,NA,NA,NA,NA,FALSE,-41.2,-1.4,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
