"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745841,"2024-04-14",3,"2024-04-14T20:48:44.140Z","2024-04-14T20:48:55.819Z",TRUE,"pitch","a307a200-1e61-4ddd-9ea5-ebb964be0cb7",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.23,1.53,NA,141.54,180.42,"popup","medium","3",132.48,184.98,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Freddy Fermin pops out to first baseman Pete Alonso.",0,1,2,68,"top",9,"2024-04-14T20:47:59.399Z","2024-04-14T20:48:55.819Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.5,4,0.89,0.3919,7.8998,33.5883,-17.1061,-6.8461,7.6287,-0.6438,2.1616,6.1894,-140.0972,-3.8236,-1.9994,50.0006,4.6721,-13.5181,33.6,4.8,24,2268,233,88.8,79,53,NA,NA,NA,TRUE,-16.6,13.2,11,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745841,"2024-04-14",2,"2024-04-14T20:48:28.631Z","2024-04-14T20:48:32.954Z",TRUE,"pitch","d58604b1-49e7-42fc-9659-376e5f8ab644",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2545,1.6271,NA,73.76,211.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Freddy Fermin pops out to first baseman Pete Alonso.",0,1,2,68,"top",9,"2024-04-14T20:47:59.399Z","2024-04-14T20:48:55.819Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,89.1,14,0.9,0.3855,7.7413,35.1623,-17.4189,-8.4083,7.2307,1.1343,0.9922,11.5552,-142.4984,-7.0326,-1.8959,50.0008,4.6081,-17.154,37.2,4.8,24,2338,229,NA,NA,NA,NA,NA,NA,FALSE,-17,11.6,12.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745841,"2024-04-14",1,"2024-04-14T20:48:15.576Z","2024-04-14T20:48:19.685Z",TRUE,"pitch","862025c7-70db-43dc-9ed6-c8f372ab6bd7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2748,1.5847,NA,104.08,136.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Freddy Fermin pops out to first baseman Pete Alonso.",0,1,2,68,"top",9,"2024-04-14T20:47:59.399Z","2024-04-14T20:48:55.819Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.3,12,0.91,0.3886,7.5697,32.8658,-19.7639,-6.4696,6.1758,0.339,3.7826,8.6237,-141.0728,0.6806,-1.9207,50.0067,4.8147,-13.0099,28.8,4.8,24,2324,228,NA,NA,NA,NA,NA,NA,FALSE,-17.6,11.5,10,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745841,"2024-04-14",0,"2024-04-14T20:48:01.645Z","2024-04-14T20:48:04.835Z",TRUE,"pitch","23701c7e-4e9b-45c7-aad1-12383347fc87",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.23,1.53,NA,92.54,170.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Freddy Fermin pops out to first baseman Pete Alonso.",0,1,2,68,"top",9,"2024-04-14T20:47:59.399Z","2024-04-14T20:48:55.819Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,81.3,6,0.91,0.4259,7.7108,25.0582,-29.5494,0.8156,1.5668,0.6418,2.5347,6.3409,-128.3011,-0.7562,-1.9616,50.0036,5.1238,1.368,4.8,7.2,24,2192,182,NA,NA,NA,NA,NA,NA,FALSE,-32.2,2.9,-2.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745841,"2024-04-14",3,"2024-04-14T20:47:19.653Z","2024-04-14T20:47:44.618Z",TRUE,"pitch","7bc28b09-98f4-4671-8dd9-2246f0685a2e",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,1,2,NA,NA,3.51,1.65,NA,127.77,163.51,"fly_ball","medium","9",215.71,80.48,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Home Run","home_run","Vinnie Pasquantino homers (2) on a fly ball to right field.",1,1,2,67,"top",9,"2024-04-14T20:46:21.124Z","2024-04-14T20:47:44.618Z",TRUE,TRUE,FALSE,FALSE,38,2,1,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,81.4,4,0.91,0.4249,7.5523,25.1534,-27.3639,1.0852,2.8579,-0.2826,2.7878,4.1836,-128.6132,-0.599,-2.0675,50.0063,5.1346,1.8293,6,7.2,24,2296,197,96,31,366,NA,NA,NA,FALSE,-29.6,5.3,-2.9,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745841,"2024-04-14",2,"2024-04-14T20:47:06.923Z","2024-04-14T20:47:10.386Z",TRUE,"pitch","432178b4-3ca0-47f8-957b-c1cd391dc9cc",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5107,1.7236,NA,156.53,120.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Home Run","home_run","Vinnie Pasquantino homers (2) on a fly ball to right field.",1,1,2,67,"top",9,"2024-04-14T20:46:21.124Z","2024-04-14T20:47:44.618Z",TRUE,TRUE,FALSE,FALSE,38,2,1,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,87.7,11,0.91,0.3905,7.8579,32.9355,-18.982,-7.846,6.6263,-1.0371,4.3773,6.0618,-140.4772,2.147,-2.2076,50.0036,4.8397,-15.6232,37.2,4.8,24,2330,234,NA,NA,NA,NA,NA,NA,FALSE,-16.8,12.6,13,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745841,"2024-04-14",1,"2024-04-14T20:46:50.882Z","2024-04-14T20:46:54.323Z",TRUE,"pitch","6e09fab8-3863-4dd2-b802-e6c7432c76d5",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.51,1.65,NA,134.3,168.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Home Run","home_run","Vinnie Pasquantino homers (2) on a fly ball to right field.",1,1,2,67,"top",9,"2024-04-14T20:46:21.124Z","2024-04-14T20:47:44.618Z",TRUE,TRUE,FALSE,FALSE,38,2,1,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,87.9,4,0.9,0.3907,7.8172,32.6342,-18.3608,-8.0006,6.9465,-0.4539,2.5864,7.6266,-140.3569,-2.5229,-2.1708,50.0068,4.6967,-15.9199,37.2,4.8,24,2340,231,NA,NA,NA,NA,NA,NA,FALSE,-17.3,12.2,12.8,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745841,"2024-04-14",0,"2024-04-14T20:46:38.643Z","2024-04-14T20:46:43.211Z",TRUE,"pitch","52c747bd-eabb-488a-99ac-e91241e1d418",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5099,1.7119,NA,81.31,169.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Home Run","home_run","Vinnie Pasquantino homers (2) on a fly ball to right field.",1,1,2,67,"top",9,"2024-04-14T20:46:21.124Z","2024-04-14T20:47:44.618Z",TRUE,TRUE,FALSE,FALSE,38,2,1,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,81.2,14,0.91,0.4257,7.5982,26.3507,-27.0778,0.0411,3.0416,0.9363,2.5589,7.4237,-128.5962,-1.1683,-1.9919,50.006,5.1173,0.0673,3.6,7.2,24,2312,186,NA,NA,NA,NA,NA,NA,FALSE,-29.5,5.5,-1.7,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745841,"2024-04-14",1,"2024-04-14T20:46:06.163Z","2024-04-14T20:46:14.544Z",TRUE,"pitch","10263e79-fcba-4f46-9113-7e5a5bbd3b86",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.58,1.71,NA,101.04,189.72,"ground_ball","soft","1",132.11,189.72,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Bobby Witt Jr. grounds out softly, pitcher Edwin Díaz to first baseman Pete Alonso.",0,0,2,66,"top",9,"2024-04-14T20:45:53.312Z","2024-04-14T20:46:14.544Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,81.6,9,0.9,0.4228,7.907,28.0704,-24.3402,-0.6552,4.6095,0.4188,1.8169,6.1338,-129.7474,-3.6057,-1.8944,50.0013,5.0872,-1.114,0,6,24,2398,207,53.5,-50,2,NA,NA,NA,TRUE,-26.8,7.7,-0.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745841,"2024-04-14",0,"2024-04-14T20:45:53.312Z","2024-04-14T20:45:56.402Z",TRUE,"pitch","9d919998-5862-42f1-b92e-57b632f70d8a",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.58,1.71,NA,82.52,169.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Bobby Witt Jr. grounds out softly, pitcher Edwin Díaz to first baseman Pete Alonso.",0,0,2,66,"top",9,"2024-04-14T20:45:53.312Z","2024-04-14T20:46:14.544Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,80.3,14,0.91,0.4289,7.7474,27.4575,-26.057,0.0794,3.7042,0.9045,2.5693,7.1829,-127.9282,-1.3307,-1.955,50.0015,5.1471,0.1291,3.6,6,24,2321,188,NA,NA,NA,NA,NA,NA,FALSE,-28.9,6.6,-1.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
