"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716905,"2023-08-22",4,"2023-08-22T02:56:16.038Z","2023-08-22T02:56:21.891Z",TRUE,"pitch","d1b5aba0-04ef-45a9-9ce8-654edc532291",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,2.9422,1.3784,NA,99.52,193.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Elvis Andrus called out on strikes.",0,14,2,85,"bottom",9,"2023-08-22T02:54:41.820Z","2023-08-22T02:56:21.891Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",670766,"Darren McCaughan","/api/v1/people/670766","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.5,74.5,9,2,0.4665,6.9923,20.9988,-28.05,4.1373,2.9509,0.4585,1.6653,6.5117,-117.1713,-1.3235,-2.8882,50.0029,4.8451,5.7844,13.2,8.4,24,2364,72,NA,NA,NA,NA,NA,NA,TRUE,-36.7,5.3,-9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716905,"2023-08-22",3,"2023-08-22T02:55:54.618Z","2023-08-22T02:55:58.991Z",TRUE,"pitch","8c33b374-7ddc-424b-a7db-080afb14aeea",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.2225,1.5083,NA,135.49,184.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Elvis Andrus called out on strikes.",0,14,2,85,"bottom",9,"2023-08-22T02:54:41.820Z","2023-08-22T02:56:21.891Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",670766,"Darren McCaughan","/api/v1/people/670766","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.3,80.7,7,0.9,0.4299,6.5841,23.299,-27.5474,-10.4432,2.8069,-0.485,2.0129,8.3545,-126.8882,-2.7022,-2.4458,50.0031,5.2618,-17.2163,28.8,8.4,24,1827,233,NA,NA,NA,NA,NA,NA,FALSE,-31,4.8,17.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716905,"2023-08-22",2,"2023-08-22T02:55:29.432Z","2023-08-22T02:55:32.948Z",TRUE,"pitch","05083d01-4ef5-496d-8962-e836f9bd0915",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.11,1.4,NA,157.62,167.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Elvis Andrus called out on strikes.",0,14,2,85,"bottom",9,"2023-08-22T02:54:41.820Z","2023-08-22T02:56:21.891Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",670766,"Darren McCaughan","/api/v1/people/670766","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.5,82.1,11,0.9,0.4227,6.5425,23.2094,-24.6849,-9.6132,4.3905,-1.0656,2.6522,7.2713,-128.889,-1.8545,-2.6546,50.0036,5.2606,-16.4055,31.2,7.2,24,2092,230,NA,NA,NA,NA,NA,NA,FALSE,-26.6,7.8,16.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716905,"2023-08-22",1,"2023-08-22T02:55:10.802Z","2023-08-22T02:55:16.245Z",TRUE,"pitch","1e1b5886-e00e-4efa-8d95-d3b15c8ff7f8",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.0069,1.2917,NA,154.24,163.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Elvis Andrus called out on strikes.",0,14,2,85,"bottom",9,"2023-08-22T02:54:41.820Z","2023-08-22T02:56:21.891Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",670766,"Darren McCaughan","/api/v1/people/670766","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.1,73.7,11,0.92,0.4689,6.934,21.3937,-25.4999,6.2706,4.8239,-0.9769,2.7843,3.0843,-116.6967,0.4716,-3.1291,50.0013,4.9765,8.6706,20.4,8.4,24,2367,85,NA,NA,NA,NA,NA,NA,FALSE,-33.4,9.1,-12.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716905,"2023-08-22",0,"2023-08-22T02:54:48.361Z","2023-08-22T02:54:51.772Z",TRUE,"pitch","7bb63c34-f00a-4f60-84c5-6932202e4585",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1794,1.4867,NA,177.09,123.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Elvis Andrus called out on strikes.",0,14,2,85,"bottom",9,"2023-08-22T02:54:41.820Z","2023-08-22T02:56:21.891Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",670766,"Darren McCaughan","/api/v1/people/670766","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.4,81.9,11,0.9,0.4229,6.5186,22.7159,-28.1914,-8.6269,2.3364,-1.5765,4.2823,5.6485,-128.7352,2.3619,-2.6606,50.0037,5.5126,-14.7125,26.4,7.2,24,1875,228,NA,NA,NA,NA,NA,NA,FALSE,-29.6,4.9,14.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716905,"2023-08-22",4,"2023-08-22T02:54:01.403Z","2023-08-22T02:54:13.839Z",TRUE,"pitch","38c61340-607a-4831-ab52-795f2ccde874",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,1,2,NA,NA,3.28,1.58,NA,141.66,188.07,"ground_ball","medium","5",92.62,165.96,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Field Error","field_error","Lenyn Sosa reaches on a throwing error by third baseman Josh Rojas. Oscar Colas scores. Lenyn Sosa to 2nd.",0,14,2,84,"bottom",9,"2023-08-22T02:52:19.775Z","2023-08-22T02:54:13.839Z",TRUE,TRUE,FALSE,FALSE,0,3,1,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",670766,"Darren McCaughan","/api/v1/people/670766","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.4,80,7,0.9,0.4316,6.6686,26.1458,-28.2009,-11.114,2.433,-0.6471,1.878,8.5686,-126.934,-2.6279,-2.6237,50.0012,5.1737,-18.1225,30,8.4,24,1802,230,90.3,-14,9,NA,NA,NA,FALSE,-31.9,4.1,18.1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,672820,"Lenyn Sosa","/api/v1/people/672820",NA,NA,NA,NA,NA,NA,NA
716905,"2023-08-22",3,"2023-08-22T02:53:39.176Z","2023-08-22T02:53:42.966Z",TRUE,"pitch","5a20bd04-4f21-46bb-9777-d2954bf6b688",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.2225,1.5733,NA,152.83,146.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Field Error","field_error","Lenyn Sosa reaches on a throwing error by third baseman Josh Rojas. Oscar Colas scores. Lenyn Sosa to 2nd.",0,14,2,84,"bottom",9,"2023-08-22T02:52:19.775Z","2023-08-22T02:54:13.839Z",TRUE,TRUE,FALSE,FALSE,0,3,1,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",670766,"Darren McCaughan","/api/v1/people/670766","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88,81.3,11,0.9,0.4258,6.6193,23.8407,-27.9058,-10.2817,2.5397,-0.94,3.4229,7.4867,-128.1113,0.392,-2.5492,50.0022,5.4308,-17.2713,30,7.2,24,1842,232,NA,NA,NA,NA,NA,NA,FALSE,-30.1,4.9,17.2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716905,"2023-08-22",2,"2023-08-22T02:53:16.686Z","2023-08-22T02:53:20.690Z",TRUE,"pitch","ea7edb10-8ee5-40a6-a3ad-6aa23ca7abcf",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.28,1.58,NA,147.13,177.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Field Error","field_error","Lenyn Sosa reaches on a throwing error by third baseman Josh Rojas. Oscar Colas scores. Lenyn Sosa to 2nd.",0,14,2,84,"bottom",9,"2023-08-22T02:52:19.775Z","2023-08-22T02:54:13.839Z",TRUE,TRUE,FALSE,FALSE,0,3,1,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",670766,"Darren McCaughan","/api/v1/people/670766","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.4,73.7,4,2,0.468,6.1346,22.269,-23.7725,2.2321,6.0617,-0.7905,2.2644,4.3196,-117.0673,-0.8274,-2.9503,50.0058,4.8493,3.0957,9.6,7.2,24,2514,81,NA,NA,NA,NA,NA,NA,FALSE,-31.2,11,-5.2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716905,"2023-08-22",1,"2023-08-22T02:52:58.583Z","2023-08-22T02:53:03.440Z",TRUE,"pitch","d4392564-95fe-4542-a88a-74c2d5e5b9fc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2404,1.5733,NA,84.26,197.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Field Error","field_error","Lenyn Sosa reaches on a throwing error by third baseman Josh Rojas. Oscar Colas scores. Lenyn Sosa to 2nd.",0,14,2,84,"bottom",9,"2023-08-22T02:52:19.775Z","2023-08-22T02:54:13.839Z",TRUE,TRUE,FALSE,FALSE,0,3,1,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",670766,"Darren McCaughan","/api/v1/people/670766","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.9,74,14,0.74,0.4671,6.466,23.2227,-26.352,-0.5534,4.1829,0.859,1.5382,8.7887,-117.4743,-1.8987,-2.8661,50.0022,4.8178,-0.772,1.2,8.4,24,2491,78,NA,NA,NA,NA,NA,NA,FALSE,-34.8,7.3,-1.2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716905,"2023-08-22",0,"2023-08-22T02:52:40.401Z","2023-08-22T02:52:44.451Z",TRUE,"pitch","4dc043e6-f68d-4214-add5-167bd49084ef",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.226,1.5985,NA,87.74,168.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Field Error","field_error","Lenyn Sosa reaches on a throwing error by third baseman Josh Rojas. Oscar Colas scores. Lenyn Sosa to 2nd.",0,14,2,84,"bottom",9,"2023-08-22T02:52:19.775Z","2023-08-22T02:54:13.839Z",TRUE,TRUE,FALSE,FALSE,0,3,1,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",670766,"Darren McCaughan","/api/v1/people/670766","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Seattle Mariners","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.5,74,6,2,0.4675,6.9912,21.9518,-24.2712,3.712,5.6844,0.7677,2.6168,7.1578,-117.1246,-0.2416,-2.8093,50.0028,4.9894,5.1615,14.4,7.2,24,2505,69,NA,NA,NA,NA,NA,NA,FALSE,-31.7,10.6,-8.5,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
