"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
718596,"2023-04-13",2,"2023-04-13T20:03:13.812Z","2023-04-13T20:03:36.203Z",TRUE,"pitch","7d17c9ef-6979-4131-ae00-b0fbfd2aa440",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,0,NA,NA,3.34,1.62,NA,110.22,168.74,"fly_ball","medium","89",173.7,42.37,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Home Run","home_run","Adley Rutschman homers (4) on a fly ball to right center field.",1,7,8,77,"bottom",9,"2023-04-13T20:02:55.587Z","2023-04-13T20:03:36.203Z",TRUE,TRUE,FALSE,FALSE,65,1,0,0,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.8,5,2,0.4048,6.9316,31.2426,-11.1557,-2.7685,11.3536,0.1778,2.5941,3.6748,-135.5957,-6.1448,-0.839,50.004,5.6773,-5.1262,19.2,2.4,24,2351,215,104,32,405,NA,NA,NA,FALSE,-12.2,19.3,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718596,"2023-04-13",1,"2023-04-13T20:02:57.823Z","2023-04-13T20:03:01.741Z",TRUE,"pitch","01a4fe56-e2a2-49b7-90f6-c552351dd85a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4199,1.6004,NA,73.39,164.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Home Run","home_run","Adley Rutschman homers (4) on a fly ball to right center field.",1,7,8,77,"bottom",9,"2023-04-13T20:02:55.587Z","2023-04-13T20:03:36.203Z",TRUE,TRUE,FALSE,FALSE,65,1,0,0,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.1,12,2,0.4034,7.0479,31.322,-13.2883,-3.353,10.1282,1.1441,2.74,6.6565,-136.0466,-4.9833,-0.9046,50.0032,5.5247,-6.2532,18,3.6,24,2302,214,NA,NA,NA,NA,NA,NA,FALSE,-14,17.4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718596,"2023-04-13",0,"2023-04-13T20:01:45.547Z","2023-04-13T20:02:57.823Z",FALSE,"action",NA,NA,"Pitching Change: Trevor May replaces Zach Jackson.","Pitching Substitution",7,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,543507,"/api/v1/people/543507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"77","atBat","Home Run","home_run","Adley Rutschman homers (4) on a fly ball to right center field.",1,7,8,77,"bottom",9,"2023-04-13T20:02:55.587Z","2023-04-13T20:03:36.203Z",TRUE,TRUE,FALSE,FALSE,65,1,0,0,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718596,"2023-04-13",4,"2023-04-13T20:00:02.215Z","2023-04-13T20:00:07.404Z",TRUE,"pitch","c8b78c8f-3bf7-49b7-9738-b92b944bca1a",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.54,1.68,NA,125.15,194.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brent Rooker strikes out swinging.",0,7,7,76,"top",9,"2023-04-13T19:58:45.518Z","2023-04-13T20:00:07.404Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667670,"Brent Rooker","/api/v1/people/667670","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.7,83.2,8,0.88,0.4157,6.6338,28.4213,-19.0373,-4.4443,7.4751,-0.2139,1.6528,2.3867,-131.8421,-9.4554,-0.5542,50.006,6.6949,-7.8137,19.2,4.8,24,1364,225,NA,NA,NA,NA,NA,NA,TRUE,-21.7,11.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718596,"2023-04-13",3,"2023-04-13T19:59:45.094Z","2023-04-13T19:59:48.094Z",TRUE,"pitch","468176f6-3c7b-401b-b433-dfab672a725a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.584,1.6606,NA,47.99,183.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brent Rooker strikes out swinging.",0,7,7,76,"top",9,"2023-04-13T19:58:45.518Z","2023-04-13T20:00:07.404Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667670,"Brent Rooker","/api/v1/people/667670","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.1,83.6,14,0.89,0.4139,6.7383,28.4775,-22.9534,-4.8864,5.2008,1.8103,2.0291,7.501,-132.3755,-7.7298,-0.4263,50.0034,6.6696,-8.6653,16.8,6,24,1039,226,NA,NA,NA,NA,NA,NA,FALSE,-25.2,7.9,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718596,"2023-04-13",1,"2023-04-13T19:59:19.432Z","2023-04-13T19:59:22.729Z",TRUE,"pitch","6351771d-8ba2-4d12-b718-092fc028da34",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.54,1.68,NA,131.07,171.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brent Rooker strikes out swinging.",0,7,7,76,"top",9,"2023-04-13T19:58:45.518Z","2023-04-13T20:00:07.404Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667670,"Brent Rooker","/api/v1/people/667670","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.6,82.5,4,0.9,0.4171,6.5959,30.4178,-24.125,-2.5727,4.6196,-0.3692,2.4831,1.2988,-131.7696,-6.4525,-0.5368,50.0012,6.7692,-4.4819,9.6,6,24,842,236,NA,NA,NA,NA,NA,NA,FALSE,-26.5,7.1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718596,"2023-04-13",0,"2023-04-13T19:59:02.832Z","2023-04-13T19:59:06.381Z",TRUE,"pitch","b4abd075-c167-4e1f-af1a-0a3ae78ee939",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5372,1.6606,NA,83.07,136.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brent Rooker strikes out swinging.",0,7,7,76,"top",9,"2023-04-13T19:58:45.518Z","2023-04-13T20:00:07.404Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667670,"Brent Rooker","/api/v1/people/667670","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.1,91.5,12,2,0.3741,6.4466,37.5855,-4.6646,-4.2398,12.6995,0.89,3.7801,4.6167,-146.8901,-7.8046,-0.1577,50.0066,6.7607,-9.1874,50.4,2.4,24,2567,189,NA,NA,NA,NA,NA,NA,FALSE,-5.5,21.5,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718596,"2023-04-13",2,"2023-04-13T19:59:32.647Z","2023-04-13T19:59:45.094Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,667670,"/api/v1/people/667670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brent Rooker strikes out swinging.",0,7,7,76,"top",9,"2023-04-13T19:58:45.518Z","2023-04-13T20:00:07.404Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667670,"Brent Rooker","/api/v1/people/667670","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718596,"2023-04-13",4,"2023-04-13T19:58:33.462Z","2023-04-13T19:58:37.014Z",TRUE,"pitch","d024f79e-5425-4b35-aae0-c2c3bca9d0d6",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,3,1,NA,NA,3.27,1.51,NA,125.69,142.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ramon Laureano strikes out on a foul tip.",0,7,7,75,"top",9,"2023-04-13T19:57:05.865Z","2023-04-13T19:58:37.014Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.3,81.2,11,0.91,0.423,6.5326,29.8494,-23.4976,-1.4196,5.1208,-0.2281,3.5532,1.2296,-130.0129,-3.7851,-0.5251,50.0046,6.833,-2.4059,4.8,6,24,810,236,NA,NA,NA,NA,NA,NA,TRUE,-25.9,8.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718596,"2023-04-13",2,"2023-04-13T19:58:07.658Z","2023-04-13T19:58:10.658Z",TRUE,"pitch","c0b549d6-302e-407b-9a33-ae70987d58c4",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.27,1.51,NA,116.46,181.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ramon Laureano strikes out on a foul tip.",0,7,7,75,"top",9,"2023-04-13T19:57:05.865Z","2023-04-13T19:58:37.014Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.1,82,5,0.9,0.4224,6.5195,26.9645,-24.5369,-4.3739,4.4882,0.0143,2.1347,3.2748,-129.6371,-6.9208,-0.6967,50.0054,6.7105,-7.4497,14.4,6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-27.6,6.8,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
