"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
744873,"2024-04-06",6,"2024-04-06T22:33:24.069Z","2024-04-06T22:33:28.370Z",TRUE,"pitch","0d462772-1b62-4d42-bf39-6f06bf23a69d",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.4749,1.5503,NA,137.81,155.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Trey Lipscomb called out on strikes.",0,5,2,70,"bottom",9,"2024-04-06T22:32:13.213Z","2024-04-06T22:33:28.370Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,702358,"Trey Lipscomb","/api/v1/people/702358","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.3,90.3,1,0.91,0.3823,7.0214,31.3008,-17.6699,10.3422,6.9706,-0.5459,3.0675,-7.8043,-142.9671,-6.1969,0.8682,50.0041,6.3623,21.5262,46.8,4.8,24,2075,146,NA,NA,NA,NA,NA,NA,TRUE,-16.7,11.6,-17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744873,"2024-04-06",5,"2024-04-06T22:33:03.839Z","2024-04-06T22:33:07.019Z",TRUE,"pitch","ad24aab9-63c0-4a33-9a20-9b3a272d4187",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.49,1.601,NA,107.21,176.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Trey Lipscomb called out on strikes.",0,5,2,70,"bottom",9,"2024-04-06T22:32:13.213Z","2024-04-06T22:33:28.370Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,702358,"Trey Lipscomb","/api/v1/people/702358","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.6,90.7,5,0.91,0.3814,7.0193,31.576,-14.782,8.6596,8.3176,0.2567,2.3194,-4.9211,-143.3443,-8.8801,0.866,50.0061,6.3702,18.1149,45.6,4.8,24,2047,153,NA,NA,NA,NA,NA,NA,FALSE,-14.5,13.6,-14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744873,"2024-04-06",4,"2024-04-06T22:32:49.365Z","2024-04-06T22:32:53.208Z",TRUE,"pitch","f648c2a4-e85f-4302-aa5b-689ed78e2af9",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.3847,1.5234,NA,140.49,182.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Trey Lipscomb called out on strikes.",0,5,2,70,"bottom",9,"2024-04-06T22:32:13.213Z","2024-04-06T22:33:28.370Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,702358,"Trey Lipscomb","/api/v1/people/702358","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.5,91.1,7,0.89,0.3811,6.9807,29.5131,-14.0996,7.1037,8.6143,-0.6164,2.0788,-6.8576,-143.1036,-9.8465,0.875,50.0009,6.4229,14.8995,39.6,3.6,24,2167,158,NA,NA,NA,NA,NA,NA,FALSE,-14,14,-11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744873,"2024-04-06",2,"2024-04-06T22:32:31.874Z","2024-04-06T22:32:40.066Z",TRUE,"pitch","dbc0cb90-8e5b-4a2e-a38d-9d6c482491b2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3659,1.5079,NA,159.42,182.16,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Trey Lipscomb called out on strikes.",0,5,2,70,"bottom",9,"2024-04-06T22:32:13.213Z","2024-04-06T22:33:28.370Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,702358,"Trey Lipscomb","/api/v1/people/702358","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.7,91.1,13,0.89,0.3805,6.9983,29.7191,-12.6187,6.9506,9.2929,-1.1128,2.0969,-7.6886,-143.3412,-9.866,0.6873,50.0006,6.3483,14.6217,42,3.6,24,2134,154,NA,NA,NA,NA,NA,NA,FALSE,-12.7,15.2,-11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744873,"2024-04-06",1,"2024-04-06T22:32:15.606Z","2024-04-06T22:32:19.694Z",TRUE,"pitch","a5ce5181-44fe-49e5-945a-dd6215b42076",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3948,1.6175,NA,124.69,203.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Trey Lipscomb called out on strikes.",0,5,2,70,"bottom",9,"2024-04-06T22:32:13.213Z","2024-04-06T22:33:28.370Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,702358,"Trey Lipscomb","/api/v1/people/702358","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.7,90.5,13,0.91,0.3822,7.0345,32.293,-13.3716,8.9825,9.0355,-0.2017,1.2961,-6.664,-143.177,-11.8755,0.986,50.0051,6.3285,18.698,46.8,4.8,24,2094,153,NA,NA,NA,NA,NA,NA,FALSE,-14,14.2,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744873,"2024-04-06",0,"2024-04-06T22:31:14.464Z","2024-04-06T22:32:15.606Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Trey Lipscomb called out on strikes.",0,5,2,70,"bottom",9,"2024-04-06T22:32:13.213Z","2024-04-06T22:33:28.370Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,702358,"Trey Lipscomb","/api/v1/people/702358","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744873,"2024-04-06",3,"2024-04-06T22:32:40.066Z","2024-04-06T22:32:49.365Z",FALSE,"action",NA,NA,"Ildemaro Vargas advances to 2nd on defensive indifference.","Defensive Indiff",5,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,0,2,545121,"/api/v1/people/545121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dbc0cb90-8e5b-4a2e-a38d-9d6c482491b2","defensive_indiff",NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Trey Lipscomb called out on strikes.",0,5,2,70,"bottom",9,"2024-04-06T22:32:13.213Z","2024-04-06T22:33:28.370Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,702358,"Trey Lipscomb","/api/v1/people/702358","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744873,"2024-04-06",10,"2024-04-06T22:30:35.147Z","2024-04-06T22:30:43.759Z",TRUE,"pitch","ce2f6131-ad86-4032-955b-18c9ff916b84",10,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.28,1.49,NA,137.89,164.81,"ground_ball","medium","5",100.5,166.16,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Forceout","force_out","Ildemaro Vargas grounds into a force out, third baseman Alec Bohm to second baseman Bryson Stott. Jesse Winker out at 2nd. Ildemaro Vargas to 1st.",0,5,2,69,"bottom",9,"2024-04-06T22:26:56.648Z","2024-04-06T22:30:43.759Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,545121,"Ildemaro Vargas","/api/v1/people/545121","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.6,90.8,1,0.9,0.3809,6.9011,30.6112,-15.7412,7.7288,7.8298,-0.548,2.7397,-6.3836,-143.3599,-7.7005,0.6945,50.0008,6.4273,16.2168,40.8,4.8,24,2121,157,98.8,-7,22,NA,NA,NA,TRUE,-15.1,13,-12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,545121,"Ildemaro Vargas","/api/v1/people/545121",NA,NA,NA,NA,NA,NA
744873,"2024-04-06",8,"2024-04-06T22:30:09.975Z","2024-04-06T22:30:14.367Z",TRUE,"pitch","63cbec37-4780-43bb-a906-817bb435737e",9,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.28,1.49,NA,111.2,147.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Forceout","force_out","Ildemaro Vargas grounds into a force out, third baseman Alec Bohm to second baseman Bryson Stott. Jesse Winker out at 2nd. Ildemaro Vargas to 1st.",0,5,2,69,"bottom",9,"2024-04-06T22:26:56.648Z","2024-04-06T22:30:43.759Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,545121,"Ildemaro Vargas","/api/v1/people/545121","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,88.5,2,0.89,0.3901,7.0721,30.2788,-15.8907,7.4167,8.1437,0.1521,3.3835,-4.3227,-140.1578,-5.8744,0.7471,50.0001,6.5361,14.8228,39.6,4.8,24,2095,158,NA,NA,NA,NA,NA,NA,FALSE,-15.6,13.8,-12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744873,"2024-04-06",7,"2024-04-06T22:29:45.858Z","2024-04-06T22:29:49.505Z",TRUE,"pitch","2192a4e3-fdaa-4121-afd7-4aa6dd68a641",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.28,1.49,NA,141.51,172.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Forceout","force_out","Ildemaro Vargas grounds into a force out, third baseman Alec Bohm to second baseman Bryson Stott. Jesse Winker out at 2nd. Ildemaro Vargas to 1st.",0,5,2,69,"bottom",9,"2024-04-06T22:26:56.648Z","2024-04-06T22:30:43.759Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,545121,"Ildemaro Vargas","/api/v1/people/545121","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99,89.9,4,0.89,0.382,6.9699,35.7471,-13.0796,7.034,9.1872,-0.6431,2.4478,-6.3656,-143.8231,-8.9294,0.6933,50.0062,6.4195,14.6256,40.8,3.6,24,2087,153,NA,NA,NA,NA,NA,NA,FALSE,-13.3,14.9,-11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
