"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718285,"2023-05-06",1,"2023-05-07T00:33:49.305Z","2023-05-07T00:33:59.158Z",TRUE,"pitch","e79731db-0f5b-450e-913c-1e0a4d053688",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.28,1.49,NA,97.03,172.39,"fly_ball","medium","9",169,99.6,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Byron Buxton flies out to right fielder Will Brennan.",0,3,4,68,"top",9,"2023-05-07T00:33:12.014Z","2023-05-07T00:33:59.158Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,621439,"Byron Buxton","/api/v1/people/621439","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.9,84.2,6,0.9,0.4123,6.501,26.1734,-33.5546,4.4,-0.7739,0.5239,2.459,1.6081,-132.4613,-2.8461,-0.6614,50.0018,5.981,7.8796,13.2,8.4,24,2547,78,96.1,48,271,NA,NA,NA,TRUE,-34.6,-1.8,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718285,"2023-05-06",0,"2023-05-07T00:33:32.344Z","2023-05-07T00:33:37.229Z",TRUE,"pitch","cbd7747d-3820-498c-9fee-53b38c023044",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3561,1.502,NA,136.52,153.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Byron Buxton flies out to right fielder Will Brennan.",0,3,4,68,"top",9,"2023-05-07T00:33:12.014Z","2023-05-07T00:33:59.158Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,621439,"Byron Buxton","/api/v1/people/621439","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.8,91.5,1,0.9,0.3785,6.4997,29.7144,-19.7348,3.2651,5.8479,-0.5121,3.145,0.0184,-144.0437,-4.5466,-0.9435,50.0012,5.9441,6.9419,18,3.6,24,2649,178,NA,NA,NA,NA,NA,NA,FALSE,-17.6,10,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718285,"2023-05-06",0,"2023-05-07T00:32:57.900Z","2023-05-07T00:33:05.445Z",TRUE,"pitch","0976c547-89ca-4b47-957d-1376b9ff0803",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.63,1.78,NA,109.88,176.11,"ground_ball","medium","4",154.75,161.31,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Nick Gordon grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,3,4,67,"top",9,"2023-05-07T00:32:46.726Z","2023-05-07T00:33:05.445Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,624503,"Nick Gordon","/api/v1/people/624503","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.1,91.2,8,0.9,0.3788,6.6968,32.0356,-16.7947,1.0574,7.252,0.1867,2.3212,1.9732,-144.326,-7.1206,-0.6419,50.0014,5.8454,2.2407,8.4,3.6,24,2638,181,88.4,-22,6,NA,NA,NA,TRUE,-15.7,12,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718285,"2023-05-06",10,"2023-05-07T00:32:30.422Z","2023-05-07T00:32:35.271Z",TRUE,"pitch","f09e1f34-4b30-4cf9-bd1f-e0e97ef60ced",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,0,NA,NA,3.2792,1.4513,NA,132.47,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Joey Gallo called out on strikes.",0,3,4,66,"top",9,"2023-05-07T00:30:39.772Z","2023-05-07T00:32:35.271Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608336,"Joey Gallo","/api/v1/people/608336","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.2,90.9,7,0.9,0.3795,6.3722,33.708,-18.4221,1.4769,6.524,-0.4058,1.6955,0.573,-144.3288,-8.6317,-0.7988,50.0068,5.8604,3.1154,9.6,3.6,24,2639,179,NA,NA,NA,NA,NA,NA,TRUE,-17.5,10.3,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718285,"2023-05-06",9,"2023-05-07T00:32:10.528Z","2023-05-07T00:32:14.733Z",TRUE,"pitch","9f452b0a-4bc3-4c81-92e1-7d048c183e03",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.34,1.59,NA,112.22,200.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Joey Gallo called out on strikes.",0,3,4,66,"top",9,"2023-05-07T00:30:39.772Z","2023-05-07T00:32:35.271Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608336,"Joey Gallo","/api/v1/people/608336","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.2,84.6,14,0.9,0.4111,6.1977,26.722,-32.9303,4.115,-0.4238,0.1255,1.4353,0.7543,-132.9062,-5.179,-0.6963,50.0007,5.7823,7.4087,12,8.4,24,2602,86,NA,NA,NA,NA,NA,NA,FALSE,-34.2,-1.6,-7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718285,"2023-05-06",8,"2023-05-07T00:31:51.575Z","2023-05-07T00:31:56.586Z",TRUE,"pitch","87ee37d4-b660-48fb-ba7a-6e3e22d9e854",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.34,1.59,NA,117.35,156.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Joey Gallo called out on strikes.",0,3,4,66,"top",9,"2023-05-07T00:30:39.772Z","2023-05-07T00:32:35.271Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608336,"Joey Gallo","/api/v1/people/608336","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98,90.3,2,0.9,0.3826,6.5921,30.5068,-17.988,-0.6401,6.824,-0.0091,3.0595,2.3063,-142.7297,-4.8572,-0.7418,50.0041,5.9036,-1.3313,2.4,3.6,24,2769,170,NA,NA,NA,NA,NA,NA,FALSE,-16.6,11.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718285,"2023-05-06",7,"2023-05-07T00:31:32.558Z","2023-05-07T00:31:38.187Z",TRUE,"pitch","398527b6-06ff-4f21-8570-21e6ec321d67",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,0,NA,NA,3.3048,1.4766,NA,141.84,182.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Joey Gallo called out on strikes.",0,3,4,66,"top",9,"2023-05-07T00:30:39.772Z","2023-05-07T00:32:35.271Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608336,"Joey Gallo","/api/v1/people/608336","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.5,91,4,0.9,0.3806,6.4933,30.0636,-17.5714,2.29,6.948,-0.6517,2.0681,-0.5172,-143.3692,-7.7179,-0.7678,50.0055,5.8716,4.8153,14.4,3.6,24,2637,178,NA,NA,NA,NA,NA,NA,FALSE,-16.6,11.4,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718285,"2023-05-06",6,"2023-05-07T00:31:16.264Z","2023-05-07T00:31:21.574Z",TRUE,"pitch","078a3a0c-0da9-4b00-802d-f4b33745650f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.3048,1.6034,NA,160.42,172.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Joey Gallo called out on strikes.",0,3,4,66,"top",9,"2023-05-07T00:30:39.772Z","2023-05-07T00:32:35.271Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608336,"Joey Gallo","/api/v1/people/608336","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.4,91.1,13,0.9,0.3803,6.4906,29.5315,-19.5244,3.601,6.0055,-1.1392,2.4533,-1.409,-143.3991,-6.244,-1.1126,50.0049,5.8548,7.588,19.2,4.8,24,2702,181,NA,NA,NA,NA,NA,NA,FALSE,-18,10,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718285,"2023-05-06",5,"2023-05-07T00:31:00.500Z","2023-05-07T00:31:04.979Z",TRUE,"pitch","e63ea648-dfe4-4a76-bf46-fcf4bbe75238",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2279,1.4513,NA,51.8,169.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Joey Gallo called out on strikes.",0,3,4,66,"top",9,"2023-05-07T00:30:39.772Z","2023-05-07T00:32:35.271Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608336,"Joey Gallo","/api/v1/people/608336","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,84,12,0.91,0.4145,6.5045,24.8593,-28.9649,4.767,1.8104,1.7104,2.5621,4.8067,-131.5624,-3.1457,-0.7519,50.003,5.8935,8.4541,18,7.2,24,2593,75,NA,NA,NA,NA,NA,NA,FALSE,-30.2,2.9,-9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718285,"2023-05-06",4,"2023-05-07T00:30:42.139Z","2023-05-07T00:30:46.415Z",TRUE,"pitch","63e5f7c2-d745-44d6-b481-05040eebbf34",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.34,1.59,NA,94.67,150.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Joey Gallo called out on strikes.",0,3,4,66,"top",9,"2023-05-07T00:30:39.772Z","2023-05-07T00:32:35.271Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608336,"Joey Gallo","/api/v1/people/608336","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98,90.5,3,0.9,0.3823,6.4277,29.8445,-20.3301,1.863,5.6834,0.5859,3.26,3.5231,-142.7516,-3.9114,-0.9017,50.0041,5.9119,3.8818,12,4.8,24,2698,181,NA,NA,NA,NA,NA,NA,FALSE,-18.5,9.7,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
