"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746718,"2024-05-07",7,"2024-05-08T01:08:29.816Z","2024-05-08T01:08:33.667Z",TRUE,"pitch","2a14fc7c-f2e7-4c1e-923b-a5279d7f4fba",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.24,1.49,NA,123.8,152.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Christian Encarnacion-Strand strikes out swinging.",0,6,2,70,"bottom",9,"2024-05-08T01:06:20.679Z","2024-05-08T01:08:33.667Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.5,75.9,2,0.9,0.4556,6.4118,22.6642,-25.6701,5.9129,4.4388,-0.1783,3.1877,5.9276,-120.1006,1.8536,-3.4439,50.0021,4.6847,8.6589,20.4,7.2,24,2569,90,NA,NA,NA,NA,NA,NA,TRUE,-31.3,8.8,-12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746718,"2024-05-07",6,"2024-05-08T01:08:10.572Z","2024-05-08T01:08:13.838Z",TRUE,"pitch","1c12e116-b007-413c-b3c3-a668c6c47b0d",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.24,1.49,NA,118.12,142.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Christian Encarnacion-Strand strikes out swinging.",0,6,2,70,"bottom",9,"2024-05-08T01:06:20.679Z","2024-05-08T01:08:33.667Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.7,83.9,11,0.9,0.4129,6.5907,23.7175,-21.0584,-7.7644,6.2131,-0.0294,3.5488,11.2186,-131.8257,1.1056,-3.2996,50.0022,4.6605,-13.8908,30,6,24,2495,239,NA,NA,NA,NA,NA,NA,FALSE,-21.2,11.8,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746718,"2024-05-07",5,"2024-05-08T01:07:49.865Z","2024-05-08T01:07:53.403Z",TRUE,"pitch","76acd121-e8c1-4409-a8f2-d508a9d807dd",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.24,1.49,NA,133.35,153.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Christian Encarnacion-Strand strikes out swinging.",0,6,2,70,"bottom",9,"2024-05-08T01:06:20.679Z","2024-05-08T01:08:33.667Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.9,1,0.9,0.4073,6.3223,26.1949,-19.2099,-6.4995,7.0586,-0.4289,3.1529,9.8352,-133.975,-0.3111,-3.286,50.001,4.6315,-11.935,27.6,4.8,24,2536,235,NA,NA,NA,NA,NA,NA,FALSE,-19.1,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746718,"2024-05-07",4,"2024-05-08T01:07:28.352Z","2024-05-08T01:07:33.735Z",TRUE,"pitch","6f23c8d8-2026-48e2-a200-6d16272f3cf7",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.24,1.49,NA,91.59,190.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Christian Encarnacion-Strand strikes out swinging.",0,6,2,70,"bottom",9,"2024-05-08T01:06:20.679Z","2024-05-08T01:08:33.667Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.3,75.1,9,0.9,0.4628,6.4613,21.9951,-27.0211,5.6293,3.6327,0.6666,1.7826,7.7848,-118.2456,-0.7039,-3.3966,50.0056,4.5576,7.9923,19.2,8.4,24,2453,72,NA,NA,NA,NA,NA,NA,FALSE,-34.7,6.7,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746718,"2024-05-07",3,"2024-05-08T01:07:11.127Z","2024-05-08T01:07:15.491Z",TRUE,"pitch","6593db8a-a7fd-4bd8-8041-aec60f20a570",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.24,1.49,NA,111.47,151.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Christian Encarnacion-Strand strikes out swinging.",0,6,2,70,"bottom",9,"2024-05-08T01:06:20.679Z","2024-05-08T01:08:33.667Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.3,83.4,2,0.9,0.4129,6.5304,27.6867,-19.0901,-6.727,7.3395,0.145,3.2485,11.3523,-132.533,0.1511,-3.3153,50.0059,4.5823,-11.9993,26.4,4.8,24,2503,241,NA,NA,NA,NA,NA,NA,FALSE,-19.3,13.6,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746718,"2024-05-07",1,"2024-05-08T01:06:42.096Z","2024-05-08T01:06:45.729Z",TRUE,"pitch","a03c30eb-d389-4ece-a670-33ee7cf09e2f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.24,1.49,NA,86.28,180.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Christian Encarnacion-Strand strikes out swinging.",0,6,2,70,"bottom",9,"2024-05-08T01:06:20.679Z","2024-05-08T01:08:33.667Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82,75.7,6,0.91,0.4587,6.3309,22.6016,-26.7053,7.4094,3.7853,0.8061,2.176,7.62,-119.3254,-0.0696,-3.3892,50.0026,4.6083,10.7003,24,8.4,24,2495,72,NA,NA,NA,NA,NA,NA,FALSE,-33.5,7.1,-15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746718,"2024-05-07",0,"2024-05-08T01:06:25.091Z","2024-05-08T01:06:28.091Z",TRUE,"pitch","ee4f9090-71f2-4bf3-a219-9e5817e2ce7b",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.24,1.49,NA,75.43,183.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Christian Encarnacion-Strand strikes out swinging.",0,6,2,70,"bottom",9,"2024-05-08T01:06:20.679Z","2024-05-08T01:08:33.667Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.3,76.5,14,0.9,0.4529,6.2729,24.3208,-25.2638,5.0166,4.6686,1.0907,2.0331,8.738,-121.0869,-1.0049,-3.2209,50.0037,4.6701,7.4251,19.2,7.2,24,2524,88,NA,NA,NA,NA,NA,NA,FALSE,-31.1,8.5,-11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746718,"2024-05-07",2,"2024-05-08T01:06:53.986Z","2024-05-08T01:07:11.127Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,687952,"/api/v1/people/687952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Christian Encarnacion-Strand strikes out swinging.",0,6,2,70,"bottom",9,"2024-05-08T01:06:20.679Z","2024-05-08T01:08:33.667Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746718,"2024-05-07",1,"2024-05-08T01:05:48.882Z","2024-05-08T01:05:56.672Z",TRUE,"pitch","5d47d619-2d9a-4198-8a5a-ec5355e4fbb4",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.33,1.56,NA,115.61,167.27,"ground_ball","soft","1",135.09,184.8,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Jake Fraley grounds out softly, pitcher Paul Sewald to first baseman Christian Walker.",0,6,2,69,"bottom",9,"2024-05-08T01:05:28.936Z","2024-05-08T01:05:56.672Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,641584,"Jake Fraley","/api/v1/people/641584","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.6,75.2,5,0.9,0.4605,6.4784,21.9287,-25.7424,4.5865,4.4833,0.0366,2.6485,6.44,-118.7595,0.5443,-3.3019,50.0007,4.7508,6.5745,16.8,7.2,24,2489,81,NA,-47,2,NA,NA,NA,TRUE,-32.4,8.5,-9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746718,"2024-05-07",0,"2024-05-08T01:05:35.458Z","2024-05-08T01:05:38.458Z",TRUE,"pitch","88403b5f-f91b-49fd-9965-95b441999a1d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4114,1.6057,NA,69.31,166.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Jake Fraley grounds out softly, pitcher Paul Sewald to first baseman Christian Walker.",0,6,2,69,"bottom",9,"2024-05-08T01:05:28.936Z","2024-05-08T01:05:56.672Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,641584,"Jake Fraley","/api/v1/people/641584","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,84.7,12,0.9,0.409,6.6571,25.3941,-19.7397,-8.1318,6.8275,1.2512,2.6607,14.1088,-133.2961,-1.2448,-3.0249,50.0039,4.5424,-14.8137,31.2,4.8,24,2568,240,NA,NA,NA,NA,NA,NA,FALSE,-19.9,12.4,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
